 Col. 1 - year
 Col. 2 - month
 Col. 3 - day
 Col. 4 - hour
 Col. 5 - the time from the start of integration, hours
 Col. 6 - surface temperature, C
 Col. 7 - water skin temperature, C
 Col. 8 - water surface temperature, C
 Col. 9 - mean temperature of water coloumn, C
 Col. 10 - maximal temperature in the water coloumn, C
 Col. 11 - zero-dimensional model temperature, C
 Col. 12 - upper ice surface temperature, C
 Col. 13 - upper snow surface temperature, C
 Col. 14 - sensible heat flux,    W/m**2
 Col. 15 - latent heat flux,      W/m**2
 Col. 16 - downward heat flux at the upper lake surface, W/m**2
 Col. 17 - downward heat flux at the lake bottom, W/m**2
 Col. 18 - friction velocity at the surface (waterside), m/s
 Col. 19 - friction velocity at the bottom, m/s
 Col. 20 - wind work at the water surface, W/m**2
 Col. 21 - albedo of the lake-atmosphere interface, n/d
 Col. 22 - shortwave radiation penetrated below surface, W/m**2
 Col. 23 - significant wave height, m
 Col. 24 - bottom ice salinity, kg/kg
 Col. 25 - discharge in x direction, m**3/s
 Col. 26 - discharge in y direction, m**3/s
 Cols. 27... - top soil columns temperature, m
   2022      3      4   12.00      1488.00  -0.22101E+01   0.00000E+00  -0.66024E-08   0.10957E+01   0.27946E+01   0.00000E+00   0.96757E-05  -0.22101E+01  -0.86654E+01  -0.22359E+01   0.10901E+02  -0.31309E+01   0.12010E-01   0.00000E+00   0.00000E+00       0.85      81.49     0.0000  0.00   0.25691-321  -0.42524-319     0.4012     1.2669     1.6084     1.8905     2.7946
   2022      3      5   12.00      1512.00  -0.32065E+01   0.00000E+00  -0.64439E-08   0.10856E+01   0.27866E+01   0.00000E+00   0.94999E-05  -0.32065E+01  -0.49659E+01  -0.76564E+01   0.12622E+02  -0.31200E+01   0.12210E-01   0.00000E+00   0.00000E+00       0.85      86.73     0.0000  0.00   0.25691-321  -0.42524-319     0.3959     1.2525     1.5955     1.8827     2.7866
   2022      3      6   12.00      1536.00  -0.72549E+01   0.00000E+00  -0.62902E-08   0.10757E+01   0.27786E+01   0.00000E+00   0.87044E-05  -0.72523E+01  -0.15734E+02  -0.39650E+01   0.19699E+02  -0.31099E+01   0.71467E-02   0.00000E+00   0.00000E+00       0.85      89.75     0.0000  0.00   0.25691-321  -0.42524-319     0.3906     1.2385     1.5827     1.8750     2.7786
   2022      3      7   12.00      1560.00  -0.73621E+01   0.00000E+00  -0.61524E-08   0.10659E+01   0.27706E+01   0.00000E+00   0.98438E-05  -0.73621E+01  -0.24115E+02   0.11505E+01   0.22965E+02  -0.31000E+01   0.11246E-01   0.00000E+00   0.00000E+00       0.85      89.15     0.0000  0.00   0.25691-321  -0.42524-319     0.3855     1.2248     1.5702     1.8673     2.7706
   2022      3      8   12.00      1584.00  -0.34534E+01   0.00000E+00  -0.59973E-08   0.10563E+01   0.27625E+01   0.00000E+00   0.98267E-05  -0.34534E+01  -0.90507E+01  -0.38518E+01   0.12903E+02  -0.30912E+01   0.13643E-01   0.00000E+00   0.00000E+00       0.85      88.67     0.0000  0.00   0.25691-321  -0.42524-319     0.3804     1.2113     1.5578     1.8597     2.7625
   2022      3      9   12.00      1608.00  -0.89002E+00   0.00000E+00  -0.58668E-08   0.10469E+01   0.27545E+01   0.00000E+00   0.98071E-05  -0.89002E+00  -0.21477E+01   0.28991E+01  -0.75135E+00  -0.30815E+01   0.81881E-02   0.00000E+00   0.00000E+00       0.85      84.51     0.0000  0.00   0.25691-321  -0.42524-319     0.3755     1.1982     1.5457     1.8521     2.7545
   2022      3     10   12.00      1632.00  -0.18506E+01   0.00000E+00  -0.57631E-08   0.10378E+01   0.27467E+01   0.00000E+00   0.97864E-05  -0.18503E+01  -0.20749E+02   0.18208E+02   0.25412E+01  -0.30711E+01   0.17590E-01   0.00000E+00   0.00000E+00       0.85      81.26     0.0000  0.00   0.25691-321  -0.42524-319     0.3709     1.1854     1.5337     1.8448     2.7467
   2022      3     11   12.00      1656.00  -0.46914E+01   0.00000E+00  -0.57288E-08   0.10291E+01   0.27394E+01   0.00000E+00   0.97599E-05  -0.46926E+01  -0.52183E+02   0.29392E+02   0.22791E+02  -0.30594E+01   0.18517E-01   0.00000E+00   0.00000E+00       0.85      84.44     0.0000  0.00   0.25691-321  -0.42524-319     0.3666     1.1732     1.5221     1.8377     2.7394
   2022      3     12   12.00      1680.00  -0.77114E+01   0.00000E+00  -0.56897E-08   0.10205E+01   0.27319E+01   0.00000E+00   0.97182E-05  -0.77114E+01  -0.79508E+02   0.32064E+02   0.47444E+02  -0.30503E+01   0.17154E-01   0.00000E+00   0.00000E+00       0.85      87.32     0.0000  0.00   0.25691-321  -0.42524-319     0.3624     1.1612     1.5106     1.8306     2.7319
   2022      3     13   12.00      1704.00  -0.95347E+01   0.00000E+00  -0.56229E-08   0.10120E+01   0.27242E+01   0.00000E+00   0.93744E-05  -0.95347E+01  -0.99923E+02   0.31879E+02   0.68044E+02  -0.30425E+01   0.15595E-01   0.00000E+00   0.00000E+00       0.85      87.77     0.0000  0.00   0.25691-321  -0.42524-319     0.3580     1.1493     1.4993     1.8234     2.7242
   2022      3     14   12.00      1728.00  -0.95718E+01   0.00000E+00  -0.55394E-08   0.10035E+01   0.27165E+01   0.00000E+00  -0.58708E-04  -0.95718E+01  -0.11871E+03   0.37394E+02   0.81311E+02  -0.30347E+01   0.14622E-01   0.00000E+00   0.00000E+00       0.85      88.93     0.0000  0.00   0.25691-321  -0.42524-319     0.3537     1.1376     1.4882     1.8162     2.7165
   2022      3     15   12.00      1752.00  -0.90274E+01   0.00000E+00  -0.54747E-08   0.99532E+00   0.27090E+01   0.00000E+00  -0.69539E-03  -0.90270E+01  -0.13043E+03   0.40620E+02   0.89805E+02  -0.30257E+01   0.14140E-01   0.00000E+00   0.00000E+00       0.85      98.94     0.0000  0.00   0.25691-321  -0.42524-319     0.3496     1.1262     1.4772     1.8091     2.7090
   2022      3     16   12.00      1776.00  -0.13443E+02   0.00000E+00  -0.55925E-08   0.98795E+00   0.27028E+01   0.00000E+00  -0.29424E-02  -0.13443E+02  -0.84312E+02   0.21917E+02   0.62396E+02  -0.30078E+01   0.77193E-02   0.00000E+00   0.00000E+00       0.85     115.28     0.0000  0.00   0.25691-321  -0.42524-319     0.3465     1.1158     1.4668     1.8030     2.7028
   2022      3     17   12.00      1800.00  -0.81201E+01   0.00000E+00  -0.58857E-08   0.98132E+00   0.26972E+01   0.00000E+00  -0.25277E-02  -0.81201E+01  -0.11710E+03   0.53000E+02   0.64096E+02  -0.29921E+01   0.15679E-01   0.00000E+00   0.00000E+00       0.85     128.82     0.0000  0.00   0.25691-321  -0.42524-319     0.3442     1.1063     1.4569     1.7975     2.6972
   2022      3     18   12.00      1824.00  -0.84397E+01   0.00000E+00  -0.60585E-08   0.97433E+00   0.26907E+01   0.00000E+00  -0.12422E-02  -0.84397E+01  -0.57592E+02   0.27280E+02   0.30312E+02  -0.29859E+01   0.86272E-02   0.00000E+00   0.00000E+00       0.85     145.60     0.0000  0.00   0.25691-321  -0.42524-319     0.3412     1.0965     1.4469     1.7912     2.6907
   2022      3     19   12.00      1848.00  -0.70343E+01   0.00000E+00  -0.61809E-08   0.96731E+00   0.26839E+01   0.00000E+00  -0.65552E-03  -0.70340E+01  -0.84287E+02   0.54018E+02   0.30269E+02  -0.29794E+01   0.16148E-01   0.00000E+00   0.00000E+00       0.85     169.72     0.0000  0.00   0.25691-321  -0.42524-319     0.3380     1.0868     1.4371     1.7849     2.6839
   2022      3     20   12.00      1872.00  -0.80428E+01   0.00000E+00  -0.62904E-08   0.96040E+00   0.26771E+01   0.00000E+00  -0.12794E-02  -0.80428E+01  -0.88636E+02   0.44772E+02   0.43864E+02  -0.29715E+01   0.14208E-01   0.00000E+00   0.00000E+00       0.85     189.73     0.0000  0.00   0.25691-321  -0.42524-319     0.3349     1.0773     1.4274     1.7785     2.6771
   2022      3     21   12.00      1896.00  -0.90303E+01   0.00000E+00  -0.64477E-08   0.95378E+00   0.26706E+01   0.00000E+00  -0.22682E-02  -0.90303E+01  -0.98872E+02   0.37018E+02   0.61854E+02  -0.29616E+01   0.12294E-01   0.00000E+00   0.00000E+00       0.85     192.99     0.0000  0.00   0.25691-321  -0.42524-319     0.3320     1.0681     1.4181     1.7725     2.6706
   2022      3     22   12.00      1920.00  -0.13293E+02   0.00000E+00  -0.66853E-08   0.94757E+00   0.26646E+01   0.00000E+00  -0.46365E-02  -0.13293E+02  -0.66304E+02   0.14432E+02   0.51872E+02  -0.29495E+01   0.59586E-02   0.00000E+00   0.00000E+00       0.85     186.71     0.0000  0.00   0.25691-321  -0.42524-319     0.3295     1.0595     1.4090     1.7669     2.6646
   2022      3     23   12.00      1944.00  -0.15340E+02   0.00000E+00  -0.71341E-08   0.94216E+00   0.26596E+01   0.00000E+00  -0.80770E-02  -0.15340E+02  -0.48620E+02   0.10060E+02   0.38560E+02  -0.29321E+01   0.42642E-02   0.00000E+00   0.00000E+00       0.85     184.68     0.0000  0.00   0.25691-321  -0.42524-319     0.3279     1.0517     1.4005     1.7621     2.6596
   2022      3     24   12.00      1968.00  -0.91424E+01   0.00000E+00  -0.77070E-08   0.93718E+00   0.26549E+01   0.00000E+00  -0.60545E-02  -0.91424E+01  -0.72632E+02   0.19327E+02   0.53305E+02  -0.29192E+01   0.79045E-02   0.00000E+00   0.00000E+00       0.85     188.77     0.0000  0.00   0.25691-321  -0.42524-319     0.3267     1.0446     1.3924     1.7575     2.6549
   2022      3     25   12.00      1992.00  -0.11794E+02   0.00000E+00  -0.79819E-08   0.93131E+00   0.26484E+01   0.00000E+00  -0.41932E-02  -0.11794E+02  -0.21934E+02   0.34904E+01   0.18444E+02  -0.29192E+01   0.28353E-02   0.00000E+00   0.00000E+00       0.85     195.43     0.0000  0.00   0.25691-321  -0.42524-319     0.3241     1.0366     1.3840     1.7516     2.6484
   2022      3     26   12.00      2016.00  -0.86360E+01   0.00000E+00  -0.82579E-08   0.92558E+00   0.26421E+01   0.00000E+00  -0.36136E-02  -0.86360E+01  -0.16279E+02   0.17980E+01   0.14481E+02  -0.29129E+01   0.39461E-02   0.00000E+00   0.00000E+00       0.85     194.75     0.0000  0.00   0.25691-321  -0.42524-319     0.3216     1.0288     1.3757     1.7460     2.6421
   2022      3     27   12.00      2040.00  -0.49102E+01   0.00000E+00  -0.83680E-08   0.91947E+00   0.26349E+01   0.00000E+00  -0.79295E-03  -0.49102E+01  -0.24730E+02   0.50484E+01   0.19682E+02  -0.29121E+01   0.11451E-01   0.00000E+00   0.00000E+00       0.85     193.22     0.0000  0.00   0.25691-321  -0.42524-319     0.3186     1.0207     1.3673     1.7398     2.6349
   2022      3     28   12.00      2064.00  -0.38289E+01   0.00000E+00  -0.83160E-08   0.91302E+00   0.26273E+01   0.00000E+00   0.69904E-05  -0.38289E+01  -0.21980E+02   0.12159E+01   0.20764E+02  -0.29111E+01   0.11835E-01   0.00000E+00   0.00000E+00       0.85     186.88     0.0000  0.00   0.25691-321  -0.42524-319     0.3151     1.0122     1.3588     1.7332     2.6273
   2022      3     29   12.00      2088.00  -0.34694E+01   0.00000E+00  -0.82531E-08   0.90668E+00   0.26199E+01   0.00000E+00   0.81396E-05  -0.34694E+01  -0.23162E+02   0.52713E+01   0.17891E+02  -0.29061E+01   0.11490E-01   0.00000E+00   0.00000E+00       0.85     177.88     0.0000  0.00   0.25691-321  -0.42524-319     0.3117     1.0039     1.3504     1.7269     2.6199
   2022      3     30   12.00      2112.00  -0.20309E+01   0.00000E+00  -0.81839E-08   0.90044E+00   0.26127E+01   0.00000E+00   0.95345E-05  -0.20309E+01  -0.18394E+02   0.52906E+01   0.13103E+02  -0.29006E+01   0.10539E-01   0.00000E+00   0.00000E+00       0.85     165.80     0.0000  0.00   0.25691-321  -0.42524-319     0.3085     0.9956     1.3422     1.7206     2.6127
   2022      3     31   12.00      2136.00  -0.68258E+00   0.00000E+00  -0.80055E-08   0.89397E+00   0.26050E+01   0.00000E+00   0.98497E-05  -0.68258E+00  -0.16186E+02  -0.15735E+01   0.17760E+02  -0.28983E+01   0.12864E-01   0.00000E+00   0.00000E+00       0.85     167.62     0.0000  0.00   0.25691-321  -0.42524-319     0.3049     0.9872     1.3338     1.7141     2.6050
   2022      4      1   12.00      2160.00  -0.25233E+01   0.00000E+00  -0.77657E-08   0.88744E+00   0.25973E+01   0.00000E+00   0.98392E-05  -0.25228E+01  -0.26708E+02   0.86660E+01   0.18042E+02  -0.28949E+01   0.12710E-01   0.00000E+00   0.00000E+00       0.85     196.66     0.0000  0.00   0.25691-321  -0.42524-319     0.3012     0.9787     1.3254     1.7075     2.5973
   2022      4      2   12.00      2184.00  -0.64640E+01   0.00000E+00  -0.74880E-08   0.88089E+00   0.25895E+01   0.00000E+00   0.98198E-05  -0.64640E+01  -0.20048E+02   0.85152E+01   0.11532E+02  -0.28909E+01   0.59437E-02   0.00000E+00   0.00000E+00       0.85     227.16     0.0000  0.00   0.25691-321  -0.42524-319     0.2975     0.9701     1.3171     1.7008     2.5895
   2022      4      3   12.00      2208.00  -0.76948E+01   0.00000E+00  -0.72006E-08   0.87439E+00   0.25819E+01   0.00000E+00   0.97815E-05  -0.76948E+01  -0.95882E+01   0.99177E+00   0.85964E+01  -0.28858E+01   0.39340E-02   0.00000E+00   0.00000E+00       0.85     226.26     0.0000  0.00   0.25691-321  -0.42524-319     0.2939     0.9616     1.3088     1.6943     2.5819
   2022      4      4   12.00      2232.00  -0.64721E+01   0.00000E+00  -0.69798E-08   0.86819E+00   0.25747E+01   0.00000E+00  -0.41389E-04  -0.64721E+01  -0.10957E+02   0.49612E+01   0.59960E+01  -0.28773E+01   0.91456E-02   0.00000E+00   0.00000E+00       0.85     216.92     0.0000  0.00   0.25691-321  -0.42524-319     0.2906     0.9534     1.3007     1.6882     2.5747
   2022      4      5   12.00      2256.00  -0.96257E+01   0.00000E+00  -0.69078E-08   0.86252E+00   0.25684E+01   0.00000E+00  -0.13023E-03  -0.96257E+01  -0.21101E+02   0.66213E+01   0.14479E+02  -0.28655E+01   0.10726E-01   0.00000E+00   0.00000E+00       0.85     233.27     0.0000  0.00   0.25691-321  -0.42524-319     0.2880     0.9458     1.2930     1.6826     2.5684
   2022      4      6   12.00      2280.00  -0.14128E+02   0.00000E+00  -0.69193E-08   0.85718E+00   0.25624E+01   0.00000E+00  -0.54784E-03  -0.14128E+02  -0.33154E+02   0.13591E+01   0.31795E+02  -0.28547E+01   0.10168E-01   0.00000E+00   0.00000E+00       0.85     254.41     0.0000  0.00   0.25691-321  -0.42524-319     0.2856     0.9385     1.2855     1.6774     2.5624
   2022      4      7   12.00      2304.00  -0.17922E+02   0.00000E+00  -0.71868E-08   0.85271E+00   0.25577E+01   0.00000E+00  -0.69217E-02  -0.17922E+02  -0.32977E+02  -0.75654E+00   0.33734E+02  -0.28354E+01   0.79695E-02   0.00000E+00   0.00000E+00       0.85     260.00     0.0000  0.00   0.25691-321  -0.42524-319     0.2842     0.9322     1.2787     1.6732     2.5577
   2022      4      8   12.00      2328.00  -0.19325E+02   0.00000E+00  -0.77201E-08   0.84904E+00   0.25540E+01   0.00000E+00  -0.53464E-02  -0.19320E+02  -0.15808E+02   0.15672E+01   0.14241E+02  -0.28189E+01   0.34520E-02   0.00000E+00   0.00000E+00       0.85     251.89     0.0000  0.00   0.25691-321  -0.42524-319     0.2836     0.9269     1.2725     1.6697     2.5540
   2022      4      9   12.00      2352.00  -0.10456E+02   0.00000E+00  -0.76214E-08   0.84347E+00   0.25463E+01   0.00000E+00  -0.30165E-03  -0.10456E+02  -0.16572E+02  -0.58108E+01   0.22383E+02  -0.28337E+01   0.91644E-02   0.00000E+00   0.00000E+00       0.85     246.10     0.0000  0.00   0.25691-321  -0.42524-319     0.2806     0.9198     1.2652     1.6633     2.5463
   2022      4     10   12.00      2376.00  -0.51232E+01   0.00000E+00  -0.71511E-08   0.83698E+00   0.25376E+01   0.00000E+00  -0.12686E-03  -0.51220E+01  -0.13325E+02  -0.65254E+01   0.19851E+02  -0.28389E+01   0.64449E-02   0.00000E+00   0.00000E+00       0.85     230.80     0.0000  0.00   0.25691-321  -0.42524-319     0.2765     0.9116     1.2572     1.6560     2.5376
   2022      4     11   12.00      2400.00  -0.32344E+01   0.00000E+00  -0.66179E-08   0.83035E+00   0.25287E+01   0.00000E+00   0.97824E-05  -0.32344E+01  -0.24204E+02   0.12745E+01   0.22930E+02  -0.28441E+01   0.70520E-02   0.00000E+00   0.00000E+00       0.85     220.19     0.0000  0.00   0.25691-321  -0.42524-319     0.2724     0.9033     1.2492     1.6487     2.5287
   2022      4     12   12.00      2424.00  -0.16102E+01   0.00000E+00  -0.59659E-08   0.82339E+00   0.25196E+01   0.00000E+00   0.96074E-05  -0.16102E+01  -0.23015E+02   0.20313E+01   0.20984E+02  -0.28448E+01   0.67500E-02   0.00000E+00   0.00000E+00       0.85     195.70     0.0000  0.00   0.25691-321  -0.42524-319     0.2679     0.8945     1.2409     1.6411     2.5196
   2022      4     13   12.00      2448.00   0.36725E+00   0.00000E+00  -0.55297E-08   0.81717E+00   0.25120E+01   0.00000E+00   0.95046E-05   0.36731E+00  -0.21868E+02   0.59938E+01   0.15874E+02  -0.28345E+01   0.83297E-02   0.00000E+00   0.00000E+00       0.85     172.76     0.0000  0.00   0.25691-321  -0.42524-319     0.2644     0.8865     1.2331     1.6347     2.5120
   2022      4     14   12.00      2472.00   0.12034E+01   0.00000E+00  -0.40999E-08   0.80706E+00   0.24970E+01   0.00000E+00   0.99019E-05   0.12034E+01  -0.24496E+02   0.72453E+01   0.17251E+02  -0.28852E+01   0.11983E-01   0.00000E+00   0.00000E+00       0.85     176.00     0.0000  0.00   0.25691-321  -0.42524-319     0.2564     0.8745     1.2226     1.6226     2.4970
   2022      4     15   12.00      2496.00   0.10622E+01   0.00000E+00  -0.23783E-08   0.79504E+00   0.24804E+01   0.00000E+00   0.98863E-05   0.10622E+01  -0.30666E+02   0.42913E+01   0.26374E+02  -0.29110E+01   0.13508E-01   0.00000E+00   0.00000E+00       0.85     210.23     0.0000  0.00   0.25691-321  -0.42524-319     0.2468     0.8601     1.2104     1.6091     2.4804
   2022      4     16   12.00      2520.00   0.42708E+00   0.00000E+00  -0.11344E-08   0.78395E+00   0.24670E+01   0.00000E+00   0.14412E-04   0.42692E+00  -0.33091E+02   0.16492E+01   0.31442E+02  -0.29144E+01   0.10637E-01   0.00000E+00   0.00000E+00       0.85     233.89     0.0000  0.00   0.25691-321  -0.42524-319     0.2387     0.8462     1.1987     1.5978     2.4670
   2022      4     17   12.00      2544.00   0.30169E+00   0.00000E+00  -0.37276E-09   0.77472E+00   0.24590E+01   0.00000E+00   0.24765E-04   0.30169E+00  -0.26648E+02  -0.66540E+00   0.27313E+02  -0.29058E+01   0.82299E-02   0.00000E+00   0.00000E+00       0.85     210.81     0.0000  0.00   0.25691-321  -0.42524-319     0.2329     0.8340     1.1880     1.5896     2.4590
   2022      4     18   12.00      2568.00   0.60935E-01   0.00000E+00  -0.75573E-11   0.73569E+00   0.23958E+01   0.00000E+00   0.42194E+00   0.60955E-01  -0.29850E+02   0.32093E+01   0.26641E+02  -0.33684E+01   0.87730E-02   0.00000E+00   0.00000E+00       0.85     204.13     0.0000  0.00   0.11462-320  -0.49915-319     0.1976     0.7881     1.1537     1.5446     2.3958
   2022      4     19   12.00      2592.00  -0.11987E+01   0.00000E+00  -0.65676E-13   0.69059E+00   0.24063E+01   0.00000E+00   0.33452E-03  -0.11982E+01  -0.41762E+02   0.75407E+01   0.34222E+02  -0.34644E+01   0.90010E-02   0.00000E+00   0.00000E+00       0.85     238.81     0.0000  0.00   0.13933-320  -0.39239-319     0.1614     0.7255     1.1105     1.5219     2.4063
   2022      4     20   12.00      2616.00  -0.25437E+01   0.00000E+00  -0.55370E-13   0.73032E+00   0.26819E+01   0.00000E+00   0.10317E-02  -0.25437E+01  -0.43339E+02  -0.83464E+00   0.44174E+02  -0.37718E+01   0.72492E-02   0.00000E+00   0.00000E+00       0.85     286.52     0.0000  0.00   0.13933-320  -0.39239-319     0.2194     0.7430     1.1314     1.6353     2.6819
   2022      4     21   12.00      2640.00  -0.24847E+01   0.00000E+00  -0.49935E-13   0.83246E+00   0.32658E+01   0.00000E+00  -0.72668E-01  -0.24841E+01  -0.48996E+02  -0.36343E+01   0.52631E+02  -0.47470E+01   0.83160E-02   0.00000E+00   0.00000E+00       0.85     296.07     0.0000  0.00   0.13933-320  -0.39239-319     0.3518     0.8011     1.1976     1.8951     3.2658
   2022      4     22   12.00      2664.00  -0.10076E+01   0.00000E+00  -0.75447E-13   0.98548E+00   0.38953E+01   0.00000E+00  -0.27665E-01  -0.10076E+01  -0.53612E+02   0.44858E+01   0.49126E+02  -0.48685E+01   0.98077E-02   0.00000E+00   0.00000E+00       0.85     276.68     0.0000  0.00   0.14674-320  -0.37411-319     0.5345     0.8997     1.3094     2.2572     3.8953
   2022      4     23   12.00      2688.00   0.80994E-02   0.00000E+00  -0.10802E-09   0.11833E+01   0.42998E+01   0.00000E+00   0.16399E-01   0.51372E-01  -0.39220E+02   0.20222E+01   0.37198E+02  -0.25781E+02   0.81475E-02   0.52617E-26   0.18063E-03       0.63     226.98     0.0000  0.00   0.23567E-02   0.48649E-01     0.7376     1.0366     1.4593     2.7686     4.2998
   2022      4     24   12.00      2712.00  -0.20319E+00   0.00000E+00  -0.29408E-08   0.15574E+01   0.43761E+01   0.00000E+00  -0.20319E+00   0.11922E+00  -0.10511E+02   0.17818E+01   0.87288E+01  -0.39862E+02   0.32676E-02   0.84489E-23   0.30112E-03       0.40     159.08     0.0000  0.00   0.24442E-02   0.10462E+00     0.7267     1.3914     1.8597     3.9654     4.3761
   2022      4     25   12.00      2736.00  -0.53662E+00   0.00000E+00  -0.33327E-08   0.18524E+01   0.43496E+01   0.00000E+00  -0.53662E+00   0.11922E+00  -0.29985E+01   0.45761E+01  -0.15776E+01  -0.35406E+02   0.28682E-02   0.11928E-19   0.25156E-03       0.40     137.43     0.0000  0.00   0.52940E-02  -0.57503E-01     0.6921     1.6888     2.5906     4.2195     4.3496
   2022      4     26   12.00      2760.00  -0.68099E+00   0.00000E+00  -0.38936E-08   0.21162E+01   0.44063E+01   0.00000E+00  -0.68099E+00   0.11922E+00  -0.59577E+01   0.21773E+01   0.37804E+01  -0.52152E+02   0.35904E-02   0.40154E-16   0.36371E-03       0.40     197.17     0.0000  0.00   0.26987E-01  -0.40498E+00     0.4268     2.0202     3.6380     4.2602     4.4063
   2022      4     27   12.00      2784.00  -0.35376E+00   0.00000E+00  -0.42696E-08   0.24836E+01   0.44770E+01   0.00000E+00  -0.35376E+00   0.11922E+00  -0.17179E+02  -0.13637E+01   0.18543E+02  -0.74472E+02   0.47777E-02   0.44605E-07   0.11980E-02       0.40     270.04     0.0000  0.00  -0.31539E-01  -0.31779E+01     0.1383     3.4046     4.3012     4.3151     4.4770
   2022      4     28   12.00      2808.00   0.53226E+00   0.00000E+00   0.66429E+00   0.30385E+01   0.45474E+01   0.00000E+00  -0.13203E+00   0.11922E+00  -0.99189E+01   0.26264E+01  -0.42718E+01  -0.91653E+02   0.30949E-02   0.69993E-05   0.19794E-02       0.31     265.38     0.0000  0.00   0.89953E-01   0.17120E+01     0.8533     4.1791     4.3557     4.3855     4.5474
   2022      4     29   12.00      2832.00   0.42968E+01   0.00000E+00   0.42968E+01   0.43278E+01   0.43939E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.10522E+01   0.35335E+02  -0.77509E+02  -0.85959E+02   0.98187E-02   0.32298E-03   0.69729E-01       0.19     228.01     0.0000  0.00   0.11763E+01   0.14324E+02     4.3232     4.3270     4.3314     4.3399     4.3933
   2022      4     30   12.00      2856.00   0.52306E+01   0.00000E+00   0.52306E+01   0.52887E+01   0.53404E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.54008E-01   0.51829E+02  -0.94633E+02  -0.80168E+02   0.13185E-01   0.69435E-03   0.17280E+00       0.19     230.98     0.0000  0.00   0.22330E+01   0.10906E+02     5.2821     5.2902     5.2945     5.3013     5.3376
   2022      5      1   12.00      2880.00   0.61545E+01   0.00000E+00   0.61545E+01   0.62363E+01   0.63036E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.28813E+01   0.60544E+02  -0.11970E+03  -0.92737E+02   0.95644E-02   0.31414E-03   0.54133E-01       0.19     274.11     0.0000  0.00   0.11937E+01  -0.44031E+01     6.2265     6.2386     6.2448     6.2533     6.3020
   2022      5      2   12.00      2904.00   0.70876E+01   0.00000E+00   0.70876E+01   0.72122E+01   0.73013E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.23024E+02   0.59497E+02  -0.16362E+03  -0.10779E+03   0.70051E-02   0.16587E-03   0.15440E-01       0.19     317.39     0.0000  0.00   0.25745E+00  -0.14895E+02     7.1952     7.2175     7.2267     7.2373     7.3002
   2022      5      3   12.00      2928.00   0.75076E+01   0.00000E+00   0.75076E+01   0.77558E+01   0.78452E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.59435E+02   0.82091E+02  -0.24520E+03  -0.12166E+03   0.82669E-02   0.31535E-03   0.32211E-01       0.18     338.41     0.0000  0.00  -0.12257E+00  -0.23520E+02     7.7302     7.7673     7.7793     7.7926     7.8335
   2022      5      4   12.00      2952.00   0.73302E+01   0.00000E+00   0.73302E+01   0.76238E+01   0.77243E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.73303E+02   0.92901E+02  -0.28024E+03  -0.13167E+03   0.81388E-02   0.30833E-03   0.30889E-01       0.18     346.08     0.0000  0.00  -0.26481E+00  -0.22566E+02     7.5897     7.6394     7.6539     7.6682     7.7127
   2022      5      5   12.00      2976.00   0.74800E+01   0.00000E+00   0.74800E+01   0.77159E+01   0.78214E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.57748E+02   0.71605E+02  -0.23588E+03  -0.12982E+03   0.61827E-02   0.11204E-03   0.10592E-01       0.18     347.45     0.0000  0.00  -0.19183E+00  -0.13112E+02     7.6831     7.7302     7.7437     7.7539     7.8153
   2022      5      6   12.00      3000.00   0.79865E+01   0.00000E+00   0.79865E+01   0.81830E+01   0.82773E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.55965E+02   0.67111E+02  -0.20762E+03  -0.11088E+03   0.59892E-02   0.10226E-03   0.89311E-02       0.18     306.12     0.0000  0.00  -0.20517E+00  -0.11867E+02     8.1546     8.1952     8.2068     8.2152     8.2739
   2022      5      7   12.00      3024.00   0.80391E+01   0.00000E+00   0.80391E+01   0.82357E+01   0.83193E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.56742E+02   0.66150E+02  -0.18081E+03  -0.73132E+02   0.58665E-02   0.99446E-04   0.11610E-01       0.18     198.86     0.0000  0.00   0.32030E+00  -0.50070E+01     8.2039     8.2507     8.2603     8.2676     8.3165
   2022      5      8   12.00      3048.00   0.72933E+01   0.00000E+00   0.72933E+01   0.74918E+01   0.75630E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.56695E+02   0.59286E+02  -0.15484E+03  -0.48830E+02   0.70248E-02   0.20028E-03   0.25834E-01       0.18     114.92     0.0000  0.00   0.64650E-01   0.10850E+02     7.4610     7.5067     7.5165     7.5232     7.5579
   2022      5      9   12.00      3072.00   0.66076E+01   0.00000E+00   0.66076E+01   0.67986E+01   0.68655E+01   0.00000E+00   0.00000E+00   0.11922E+00   0.53300E+02   0.57217E+02  -0.14632E+03  -0.60362E+02   0.89490E-02   0.31092E-03   0.45231E-01       0.18     138.70     0.0000  0.00  -0.88178E+00   0.14524E+01     6.7754     6.8096     6.8187     6.8267     6.8593
