 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000   -0.00000  0.3710E-09  0.4007E-10  0.2325E-13  0.1000E-09  0.2177-137  0.1749E+17
   -0.068746    0.27232  0.6787E-10  0.1827E-09  0.1762E-13  0.1000E-09  0.5418-138  0.1489E+17
   -0.137493    0.52211  0.7182E-10  0.4118E-09  0.1909E-13  0.1000E-09  0.1317-138  0.1167E+17
   -0.206240    0.73206  0.7140E-10  0.7006E-09  0.2282E-13  0.1000E-09  0.3132-139  0.8555E+16
   -0.274988    0.89555  0.7134E-10  0.1027E-08  0.2756E-13  0.1000E-09  0.7695-140  0.5845E+16
   -0.343736    1.01268  0.7133E-10  0.1365E-08  0.3260E-13  0.1061E-09  0.2490-140  0.3853E+16
   -0.412485    1.09260  0.7133E-10  0.1693E-08  0.3750E-13  0.1378E-09  0.7920-141  0.2317E+16
   -0.481235    1.14180  0.7132E-10  0.1987E-08  0.4189E-13  0.2560E-09  0.2537-141  0.1171E+16
   -0.549984    1.16701  0.7132E-10  0.2228E-08  0.4550E-13  0.7128E-09  0.1089-141  0.5134E+15
   -0.618735    1.17815  0.7132E-10  0.2397E-08  0.4808E-13  0.1775E-08  0.6678-142  0.2695E+15
   -0.687485    1.18401  0.7132E-10  0.2486E-08  0.4952E-13  0.2687E-08  0.4082-142  0.1928E+15
   -0.756236    1.18822  0.7132E-10  0.2490E-08  0.4982E-13  0.9194E-09  0.2479-142  0.3626E+15
   -0.824988    1.19614  0.7132E-10  0.2410E-08  0.4900E-13  0.4552E-09  0.1452-142  0.6576E+15
   -0.893739    1.21057  0.7132E-10  0.2250E-08  0.4719E-13  0.2660E-09  0.8272-143  0.1096E+16
   -0.962491    1.23480  0.7131E-10  0.2022E-08  0.4464E-13  0.1766E-09  0.4478-143  0.1702E+16
   -1.031243    1.27286  0.7125E-10  0.1743E-08  0.4172E-13  0.1340E-09  0.1918-143  0.2445E+16
   -1.099995    1.32855  0.7108E-10  0.1435E-08  0.3901E-13  0.1144E-09  0.5291-144  0.3220E+16
   -1.168748    1.40381  0.7079E-10  0.1125E-08  0.3749E-13  0.1040E-09  0.1436-144  0.4230E+16
   -1.237500    1.50629  0.7040E-10  0.8545E-09  0.3918E-13  0.1003E-09  0.3836-145  0.5440E+16
   -1.306253    1.64494  0.7000E-10  0.6840E-09  0.4870E-13  0.1000E-09  0.1009-145  0.6726E+16
   -1.375005    1.82913  0.6973E-10  0.7210E-09  0.7759E-13  0.1000E-09  0.2614-146  0.7962E+16
   -1.443758    2.07070  0.6957E-10  0.1190E-08  0.1549E-12  0.1020E-09  0.6666-147  0.8777E+16
   -1.512510    2.37987  0.6932E-10  0.2619E-08  0.3501E-12  0.2090E-09  0.1671-147  0.8497E+16
   -1.581263    2.75301  0.6888E-10  0.6278E-08  0.8227E-12  0.6048E-09  0.4114-148  0.6899E+16
   -1.650015    3.17688  0.6829E-10  0.1519E-07  0.1934E-11  0.2356E-08  0.9904-149  0.4164E+16
   -1.718767    3.62750  0.6782E-10  0.3594E-07  0.4447E-11  0.2290E-07  0.2242-149  0.9964E+15
   -1.787519    4.03120  0.6777E-10  0.3739E-07  0.4635E-11  0.1202E-03  0.1246-150 -0.3917E+12
   -1.856271    4.03175  0.6777E-10  0.3799E-07  0.4734E-11  0.1180E-03  0.1004-150 -0.4050E+12
   -1.925022    4.03232  0.6777E-10  0.3847E-07  0.4841E-11  0.1180E-03  0.7896-151 -0.4114E+12
   -1.993774    4.03289  0.6777E-10  0.3884E-07  0.4958E-11  0.1175E-03  0.5969-151 -0.4201E+12
   -2.062525    4.03346  0.6777E-10  0.3911E-07  0.5089E-11  0.1161E-03  0.4212-151 -0.4309E+12
   -2.131275    4.03405  0.6777E-10  0.3928E-07  0.5245E-11  0.1137E-03  0.2851-151 -0.4463E+12
   -2.200026    4.03464  0.6777E-10  0.3935E-07  0.5435E-11  0.1103E-03  0.1891-151 -0.4677E+12
   -2.268776    4.03526  0.6777E-10  0.3929E-07  0.5678E-11  0.1056E-03  0.1221-151 -0.4982E+12
   -2.337525    4.03591  0.6777E-10  0.3906E-07  0.6033E-11  0.9668E-04  0.7749-152 -0.5588E+12
   -2.406274    4.03663  0.6777E-10  0.3854E-07  0.6592E-11  0.7700E-04  0.4379-152 -0.7272E+12
   -2.475022    4.03755  0.6777E-10  0.3757E-07  0.7493E-11  0.5865E-04  0.2181-152 -0.1007E+13
   -2.543770    4.03880  0.6777E-10  0.3574E-07  0.9156E-11  0.3983E-04  0.9884-153 -0.1591E+13
   -2.612517    4.04071  0.6777E-10  0.3211E-07  0.1286E-10  0.1998E-04  0.4053-153 -0.3489E+13
   -2.681264    4.04468  0.6777E-10  0.1701E-07  0.3570E-10  0.1527E-05  0.1176-153 -0.6750E+14
   -2.750010    4.09608  0.6777E-10  0.0000E+00  0.0000E+00  0.0000E+00  0.1873-153  0.0000E+00
