 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000   -0.00000  0.3518E-09  0.3785E-10  0.2169E-13  0.1000E-09  0.5177-136  0.1758E+17
   -0.068746    0.27373  0.6333E-10  0.1708E-09  0.1649E-13  0.1000E-09  0.1288-136  0.1495E+17
   -0.137493    0.52461  0.6783E-10  0.3845E-09  0.1793E-13  0.1000E-09  0.3131-137  0.1170E+17
   -0.206240    0.73527  0.6743E-10  0.6540E-09  0.2150E-13  0.1000E-09  0.7447-138  0.8565E+16
   -0.274988    0.89912  0.6738E-10  0.9585E-09  0.2601E-13  0.1000E-09  0.1830-138  0.5842E+16
   -0.343736    1.01633  0.6736E-10  0.1275E-08  0.3082E-13  0.1051E-09  0.5922-139  0.3847E+16
   -0.412485    1.09623  0.6736E-10  0.1582E-08  0.3550E-13  0.1345E-09  0.1883-139  0.2310E+16
   -0.481235    1.14536  0.6736E-10  0.1859E-08  0.3970E-13  0.2474E-09  0.6034-140  0.1162E+16
   -0.549984    1.17041  0.6736E-10  0.2087E-08  0.4317E-13  0.6913E-09  0.2590-140  0.5070E+15
   -0.618735    1.18142  0.6736E-10  0.2249E-08  0.4567E-13  0.1675E-08  0.1591-140  0.2695E+15
   -0.687485    1.18730  0.6736E-10  0.2336E-08  0.4710E-13  0.2362E-08  0.9749-141  0.1971E+15
   -0.756236    1.19160  0.6736E-10  0.2346E-08  0.4744E-13  0.8685E-09  0.5918-141  0.3604E+15
   -0.824988    1.19949  0.6736E-10  0.2276E-08  0.4673E-13  0.4408E-09  0.3469-141  0.6422E+15
   -0.893739    1.21360  0.6736E-10  0.2133E-08  0.4508E-13  0.2622E-09  0.1970-141  0.1056E+16
   -0.962491    1.23695  0.6734E-10  0.1927E-08  0.4273E-13  0.1765E-09  0.1058-141  0.1620E+16
   -1.031243    1.27321  0.6725E-10  0.1674E-08  0.4000E-13  0.1353E-09  0.4491-142  0.2298E+16
   -1.099995    1.32552  0.6703E-10  0.1392E-08  0.3743E-13  0.1162E-09  0.1230-142  0.2974E+16
   -1.168748    1.39485  0.6669E-10  0.1107E-08  0.3589E-13  0.1051E-09  0.3314-143  0.3879E+16
   -1.237500    1.48832  0.6629E-10  0.8581E-09  0.3705E-13  0.1006E-09  0.8782-144  0.5009E+16
   -1.306253    1.61470  0.6596E-10  0.6976E-09  0.4450E-13  0.1000E-09  0.2292-144  0.6281E+16
   -1.375005    1.78376  0.6575E-10  0.7173E-09  0.6661E-13  0.1000E-09  0.5897-145  0.7623E+16
   -1.443758    2.00896  0.6558E-10  0.1095E-08  0.1232E-12  0.1003E-09  0.1494-145  0.8693E+16
   -1.512510    2.30333  0.6528E-10  0.2221E-08  0.2589E-12  0.1493E-09  0.3729-146  0.8763E+16
   -1.581263    2.66684  0.6477E-10  0.4973E-08  0.5705E-12  0.3846E-09  0.9150-147  0.7486E+16
   -1.650015    3.09020  0.6418E-10  0.1133E-07  0.1263E-11  0.1306E-08  0.2200-147  0.4880E+16
   -1.718767    3.55368  0.6388E-10  0.2549E-07  0.2760E-11  0.9577E-08  0.4995-148  0.1467E+16
   -1.787519    4.01157  0.6384E-10  0.2683E-07  0.2910E-11  0.9372E-04  0.2975-149 -0.2941E+12
   -1.856271    4.01233  0.6384E-10  0.2737E-07  0.2988E-11  0.9672E-04  0.2297-149 -0.2939E+12
   -1.925022    4.01306  0.6384E-10  0.2779E-07  0.3067E-11  0.9754E-04  0.1784-149 -0.3002E+12
   -1.993774    4.01378  0.6384E-10  0.2813E-07  0.3152E-11  0.9735E-04  0.1332-149 -0.3099E+12
   -2.062525    4.01451  0.6384E-10  0.2838E-07  0.3248E-11  0.9616E-04  0.9204-150 -0.3221E+12
   -2.131275    4.01524  0.6384E-10  0.2856E-07  0.3365E-11  0.9382E-04  0.6107-150 -0.3388E+12
   -2.200026    4.01600  0.6384E-10  0.2866E-07  0.3512E-11  0.8963E-04  0.3967-150 -0.3650E+12
   -2.268776    4.01679  0.6384E-10  0.2866E-07  0.3711E-11  0.8243E-04  0.2535-150 -0.4106E+12
   -2.337525    4.01766  0.6384E-10  0.2851E-07  0.3991E-11  0.7079E-04  0.1463-150 -0.4967E+12
   -2.406274    4.01868  0.6384E-10  0.2814E-07  0.4400E-11  0.5865E-04  0.7585-151 -0.6297E+12
   -2.475022    4.01992  0.6384E-10  0.2745E-07  0.5045E-11  0.4609E-04  0.3513-151 -0.8579E+12
   -2.543770    4.02154  0.6384E-10  0.2610E-07  0.6235E-11  0.3130E-04  0.1482-151 -0.1385E+13
   -2.612517    4.02400  0.6384E-10  0.2336E-07  0.8929E-11  0.1542E-04  0.5609-152 -0.3221E+13
   -2.681264    4.02918  0.6384E-10  0.1253E-07  0.2512E-10  0.1262E-05  0.1445-152 -0.6909E+14
   -2.750010    4.08969  0.6384E-10  0.0000E+00  0.0000E+00  0.0000E+00  0.2434-152  0.0000E+00
