   2015      5      2   12.00    108096.00   0.29782E+02   0.00000E+00   0.29782E+02   0.29856E+02   0.29939E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11529E+02   0.95745E+02  -0.19721E+03  -0.15694E+03   0.15529E-02   0.49293E-05   0.22068E-04       0.19     231.80     0.0000  0.00  -0.40755E-01   0.27050E+00    29.8529    29.8612    29.8668    29.8828    29.9172
   2015      5      3   12.00    108120.00   0.29661E+02   0.00000E+00   0.29661E+02   0.29736E+02   0.29816E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10620E+02   0.92283E+02  -0.18863E+03  -0.15232E+03   0.15948E-02   0.50549E-05   0.24949E-04       0.18     224.20     0.0000  0.00  -0.43606E-01   0.29319E+00    29.7324    29.7405    29.7461    29.7624    29.7960
   2015      5      4   12.00    108144.00   0.29625E+02   0.00000E+00   0.29625E+02   0.29697E+02   0.29776E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10360E+02   0.88647E+02  -0.18091E+03  -0.14818E+03   0.15010E-02   0.46921E-05   0.19532E-04       0.18     219.16     0.0000  0.00  -0.33324E-01   0.28741E+00    29.6936    29.7014    29.7069    29.7236    29.7595
   2015      5      5   12.00    108168.00   0.29616E+02   0.00000E+00   0.29616E+02   0.29687E+02   0.29766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10482E+02   0.88470E+02  -0.18021E+03  -0.14818E+03   0.15214E-02   0.47303E-05   0.20699E-04       0.18     219.92     0.0000  0.00  -0.35389E-01   0.28914E+00    29.6838    29.6916    29.6971    29.7138    29.7493
   2015      5      6   12.00    108192.00   0.29604E+02   0.00000E+00   0.29604E+02   0.29676E+02   0.29754E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10144E+02   0.90050E+02  -0.18253E+03  -0.14762E+03   0.16735E-02   0.51286E-05   0.31312E-04       0.18     218.29     0.0000  0.00  -0.47420E-01   0.33708E+00    29.6725    29.6806    29.6863    29.7032    29.7350
   2015      5      7   12.00    108216.00   0.29517E+02   0.00000E+00   0.29517E+02   0.29587E+02   0.29666E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96743E+01   0.90353E+02  -0.18444E+03  -0.14888E+03   0.17615E-02   0.53792E-05   0.39201E-04       0.18     218.40     0.0000  0.00  -0.57224E-01   0.34427E+00    29.5837    29.5920    29.5978    29.6151    29.6449
   2015      5      8   12.00    108240.00   0.29424E+02   0.00000E+00   0.29424E+02   0.29495E+02   0.29574E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93379E+01   0.93319E+02  -0.19070E+03  -0.15172E+03   0.16726E-02   0.52696E-05   0.31217E-04       0.18     220.44     0.0000  0.00  -0.57508E-01   0.23743E+00    29.4913    29.4997    29.5053    29.5208    29.5534
   2015      5      9   12.00    108264.00   0.29240E+02   0.00000E+00   0.29240E+02   0.29316E+02   0.29396E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.88031E+01   0.95079E+02  -0.19225E+03  -0.15342E+03   0.15895E-02   0.50526E-05   0.24172E-04       0.18     221.38     0.0000  0.00  -0.48489E-01   0.23715E+00    29.3125    29.3208    29.3265    29.3429    29.3775
   2015      5     10   12.00    108288.00   0.29144E+02   0.00000E+00   0.29144E+02   0.29217E+02   0.29298E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85548E+01   0.93782E+02  -0.18957E+03  -0.15418E+03   0.14526E-02   0.45409E-05   0.17031E-04       0.18     222.56     0.0000  0.00  -0.34024E-01   0.24546E+00    29.2131    29.2211    29.2267    29.2437    29.2800
   2015      5     11   12.00    108312.00   0.29059E+02   0.00000E+00   0.29059E+02   0.29131E+02   0.29210E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84976E+01   0.92956E+02  -0.19002E+03  -0.15426E+03   0.14776E-02   0.46090E-05   0.18533E-04       0.18     222.09     0.0000  0.00  -0.26619E-01   0.30431E+00    29.1276    29.1356    29.1410    29.1564    29.1889
   2015      5     12   12.00    108336.00   0.28964E+02   0.00000E+00   0.28964E+02   0.29039E+02   0.29118E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85892E+01   0.91107E+02  -0.18645E+03  -0.15112E+03   0.16454E-02   0.51349E-05   0.29088E-04       0.18     217.32     0.0000  0.00  -0.27872E-01   0.42027E+00    29.0352    29.0435    29.0492    29.0658    29.0980
   2015      5     13   12.00    108360.00   0.28910E+02   0.00000E+00   0.28910E+02   0.28982E+02   0.29059E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86654E+01   0.86987E+02  -0.17673E+03  -0.14715E+03   0.15701E-02   0.48922E-05   0.24431E-04       0.18     212.17     0.0000  0.00  -0.23579E-01   0.38764E+00    28.9785    28.9864    28.9918    29.0077    29.0409
   2015      5     14   12.00    108384.00   0.28945E+02   0.00000E+00   0.28945E+02   0.29016E+02   0.29089E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92624E+01   0.87424E+02  -0.17847E+03  -0.14794E+03   0.15510E-02   0.48577E-05   0.22902E-04       0.17     215.83     0.0000  0.00  -0.26321E-01   0.36029E+00    29.0126    29.0204    29.0255    29.0392    29.0694
   2015      5     15   12.00    108408.00   0.28841E+02   0.00000E+00   0.28841E+02   0.28920E+02   0.28996E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10796E+02   0.96274E+02  -0.19777E+03  -0.15373E+03   0.16520E-02   0.55909E-05   0.28901E-04       0.17     218.66     0.0000  0.00  -0.33797E-01   0.39566E+00    28.9161    28.9247    28.9303    28.9444    28.9763
   2015      5     16   12.00    108432.00   0.28429E+02   0.00000E+00   0.28429E+02   0.28513E+02   0.28592E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11940E+02   0.10143E+03  -0.21257E+03  -0.16003E+03   0.17693E-02   0.62315E-05   0.38457E-04       0.17     218.55     0.0000  0.00  -0.42910E-01   0.43983E+00    28.5095    28.5187    28.5246    28.5390    28.5719
   2015      5     17   12.00    108456.00   0.28005E+02   0.00000E+00   0.28005E+02   0.28084E+02   0.28167E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10928E+02   0.96340E+02  -0.20473E+03  -0.16195E+03   0.18031E-02   0.60615E-05   0.43420E-04       0.17     218.55     0.0000  0.00  -0.49215E-01   0.44143E+00    28.0798    28.0889    28.0950    28.1106    28.1446
   2015      5     18   12.00    108480.00   0.27847E+02   0.00000E+00   0.27847E+02   0.27917E+02   0.28002E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85604E+01   0.87877E+02  -0.18710E+03  -0.15720E+03   0.16969E-02   0.51900E-05   0.33747E-04       0.17     216.84     0.0000  0.00  -0.54444E-01   0.29795E+00    27.9133    27.9219    27.9278    27.9450    27.9835
   2015      5     19   12.00    108504.00   0.27888E+02   0.00000E+00   0.27888E+02   0.27954E+02   0.28035E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68647E+01   0.82879E+02  -0.17792E+03  -0.15280E+03   0.16706E-02   0.50573E-05   0.31540E-04       0.17     215.59     0.0000  0.00  -0.63015E-01   0.15182E+00    27.9505    27.9588    27.9645    27.9816    28.0179
   2015      5     20   12.00    108528.00   0.27982E+02   0.00000E+00   0.27982E+02   0.28049E+02   0.28123E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61506E+01   0.80180E+02  -0.17098E+03  -0.14680E+03   0.15522E-02   0.47000E-05   0.22964E-04       0.17     209.50     0.0000  0.00  -0.51780E-01   0.15677E+00    28.0460    28.0536    28.0587    28.0726    28.1047
   2015      5     21   12.00    108552.00   0.28074E+02   0.00000E+00   0.28074E+02   0.28141E+02   0.28211E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65931E+01   0.78543E+02  -0.16347E+03  -0.13893E+03   0.15677E-02   0.45876E-05   0.24551E-04       0.17     199.47     0.0000  0.00  -0.39338E-01   0.30645E+00    28.1381    28.1454    28.1503    28.1635    28.1916
   2015      5     22   12.00    108576.00   0.28165E+02   0.00000E+00   0.28165E+02   0.28229E+02   0.28298E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68047E+01   0.78980E+02  -0.16320E+03  -0.14045E+03   0.16772E-02   0.49666E-05   0.33033E-04       0.17     203.73     0.0000  0.00  -0.41143E-01   0.39175E+00    28.2259    28.2333    28.2383    28.2512    28.2786
   2015      5     23   12.00    108600.00   0.28302E+02   0.00000E+00   0.28302E+02   0.28369E+02   0.28439E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68848E+01   0.81435E+02  -0.16963E+03  -0.14235E+03   0.17382E-02   0.53440E-05   0.38066E-04       0.17     208.18     0.0000  0.00  -0.47210E-01   0.40496E+00    28.3657    28.3734    28.3784    28.3913    28.4213
   2015      5     24   12.00    108624.00   0.28292E+02   0.00000E+00   0.28292E+02   0.28361E+02   0.28432E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70411E+01   0.82666E+02  -0.17327E+03  -0.14013E+03   0.16971E-02   0.52073E-05   0.34031E-04       0.17     201.65     0.0000  0.00  -0.47914E-01   0.36300E+00    28.3578    28.3656    28.3708    28.3839    28.4138
   2015      5     25   12.00    108648.00   0.28191E+02   0.00000E+00   0.28191E+02   0.28263E+02   0.28333E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.69366E+01   0.84008E+02  -0.17715E+03  -0.14297E+03   0.15001E-02   0.46774E-05   0.19618E-04       0.17     202.81     0.0000  0.00  -0.41910E-01   0.22264E+00    28.2595    28.2672    28.2723    28.2855    28.3138
   2015      5     26   12.00    108672.00   0.28080E+02   0.00000E+00   0.28080E+02   0.28155E+02   0.28232E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68352E+01   0.87725E+02  -0.18681E+03  -0.15105E+03   0.14667E-02   0.45220E-05   0.17359E-04       0.17     213.55     0.0000  0.00  -0.41629E-01   0.18263E+00    28.1514    28.1594    28.1647    28.1793    28.2111
   2015      5     27   12.00    108696.00   0.27940E+02   0.00000E+00   0.27940E+02   0.28018E+02   0.28098E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66530E+01   0.90080E+02  -0.19370E+03  -0.15406E+03   0.16459E-02   0.51199E-05   0.28517E-04       0.16     215.43     0.0000  0.00  -0.54102E-01   0.24151E+00    28.0139    28.0226    28.0284    28.0452    28.0768
   2015      5     28   12.00    108720.00   0.27766E+02   0.00000E+00   0.27766E+02   0.27835E+02   0.27916E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58813E+01   0.85588E+02  -0.18503E+03  -0.15128E+03   0.16869E-02   0.51687E-05   0.33157E-04       0.16     210.25     0.0000  0.00  -0.54323E-01   0.29686E+00    27.8316    27.8401    27.8460    27.8634    27.8963
   2015      5     29   12.00    108744.00   0.27751E+02   0.00000E+00   0.27751E+02   0.27817E+02   0.27896E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54402E+01   0.82481E+02  -0.17733E+03  -0.14883E+03   0.16433E-02   0.50258E-05   0.30124E-04       0.16     209.85     0.0000  0.00  -0.45053E-01   0.33474E+00    27.8133    27.8215    27.8272    27.8439    27.8795
   2015      5     30   12.00    108768.00   0.27768E+02   0.00000E+00   0.27768E+02   0.27835E+02   0.27914E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53121E+01   0.83377E+02  -0.17708E+03  -0.14828E+03   0.16670E-02   0.50817E-05   0.31865E-04       0.16     210.34     0.0000  0.00  -0.47913E-01   0.33495E+00    27.8317    27.8400    27.8456    27.8623    27.8972
   2015      5     31   12.00    108792.00   0.27760E+02   0.00000E+00   0.27760E+02   0.27834E+02   0.27913E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51470E+01   0.88225E+02  -0.18228E+03  -0.14836E+03   0.18923E-02   0.57260E-05   0.55408E-04       0.16     209.43     0.0000  0.00  -0.61825E-01   0.44962E+00    27.8303    27.8388    27.8447    27.8618    27.8927
   2015      6      1   12.00    108816.00   0.27565E+02   0.00000E+00   0.27565E+02   0.27646E+02   0.27726E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53322E+01   0.95223E+02  -0.18811E+03  -0.14882E+03   0.21547E-02   0.66647E-05   0.92943E-04       0.16     204.79     0.0000  0.00  -0.74021E-01   0.64019E+00    27.6423    27.6512    27.6574    27.6749    27.7049
   2015      6      2   12.00    108840.00   0.27387E+02   0.00000E+00   0.27387E+02   0.27466E+02   0.27544E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51170E+01   0.90358E+02  -0.17877E+03  -0.14561E+03   0.21435E-02   0.65347E-05   0.92186E-04       0.16     199.53     0.0000  0.00  -0.83178E-01   0.56325E+00    27.4626    27.4712    27.4772    27.4941    27.5234
   2015      6      3   12.00    108864.00   0.27290E+02   0.00000E+00   0.27290E+02   0.27366E+02   0.27442E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50014E+01   0.87784E+02  -0.17371E+03  -0.14331E+03   0.21369E-02   0.64308E-05   0.88650E-04       0.16     197.01     0.0000  0.00  -0.99263E-01   0.38749E+00    27.3621    27.3705    27.3764    27.3930    27.4216
   2015      6      4   12.00    108888.00   0.27254E+02   0.00000E+00   0.27254E+02   0.27325E+02   0.27398E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45990E+01   0.81853E+02  -0.16611E+03  -0.14077E+03   0.20241E-02   0.60363E-05   0.71566E-04       0.16     195.14     0.0000  0.00  -0.93776E-01   0.28108E+00    27.3213    27.3293    27.3349    27.3503    27.3783
   2015      6      5   12.00    108912.00   0.27329E+02   0.00000E+00   0.27329E+02   0.27396E+02   0.27466E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41004E+01   0.77181E+02  -0.16227E+03  -0.13878E+03   0.18619E-02   0.53677E-05   0.49673E-04       0.16     195.91     0.0000  0.00  -0.78908E-01   0.22487E+00    27.3926    27.4001    27.4053    27.4183    27.4476
   2015      6      6   12.00    108936.00   0.27383E+02   0.00000E+00   0.27383E+02   0.27452E+02   0.27525E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41427E+01   0.80322E+02  -0.16995E+03  -0.14213E+03   0.18762E-02   0.55675E-05   0.50994E-04       0.16     200.82     0.0000  0.00  -0.80464E-01   0.21770E+00    27.4488    27.4567    27.4622    27.4769    27.5051
   2015      6      7   12.00    108960.00   0.27372E+02   0.00000E+00   0.27372E+02   0.27443E+02   0.27518E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41083E+01   0.82095E+02  -0.17227E+03  -0.14266E+03   0.19205E-02   0.57106E-05   0.56167E-04       0.16     200.90     0.0000  0.00  -0.82978E-01   0.26064E+00    27.4392    27.4474    27.4531    27.4695    27.4977
   2015      6      8   12.00    108984.00   0.27360E+02   0.00000E+00   0.27360E+02   0.27429E+02   0.27503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43939E+01   0.79026E+02  -0.16855E+03  -0.13960E+03   0.18693E-02   0.55671E-05   0.50734E-04       0.16     196.34     0.0000  0.00  -0.71562E-01   0.33761E+00    27.4257    27.4337    27.4393    27.4552    27.4834
   2015      6      9   12.00    109008.00   0.27347E+02   0.00000E+00   0.27347E+02   0.27414E+02   0.27484E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46984E+01   0.76714E+02  -0.16336E+03  -0.13669E+03   0.17820E-02   0.53013E-05   0.42285E-04       0.16     192.71     0.0000  0.00  -0.58270E-01   0.37263E+00    27.4109    27.4186    27.4239    27.4382    27.4653
   2015      6     10   12.00    109032.00   0.27395E+02   0.00000E+00   0.27395E+02   0.27461E+02   0.27532E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48236E+01   0.77562E+02  -0.16364E+03  -0.13764E+03   0.17400E-02   0.49788E-05   0.38147E-04       0.16     195.31     0.0000  0.00  -0.54401E-01   0.35833E+00    27.4579    27.4655    27.4706    27.4840    27.5116
   2015      6     11   12.00    109056.00   0.27396E+02   0.00000E+00   0.27396E+02   0.27464E+02   0.27533E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51515E+01   0.81179E+02  -0.16980E+03  -0.13887E+03   0.17064E-02   0.51106E-05   0.35227E-04       0.16     195.55     0.0000  0.00  -0.48481E-01   0.37030E+00    27.4604    27.4683    27.4734    27.4863    27.5136
   2015      6     12   12.00    109080.00   0.27310E+02   0.00000E+00   0.27310E+02   0.27378E+02   0.27449E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55123E+01   0.80905E+02  -0.16945E+03  -0.13815E+03   0.17320E-02   0.51126E-05   0.37339E-04       0.16     193.01     0.0000  0.00  -0.53339E-01   0.35351E+00    27.3746    27.3825    27.3877    27.4011    27.4301
   2015      6     13   12.00    109104.00   0.27258E+02   0.00000E+00   0.27258E+02   0.27329E+02   0.27398E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57143E+01   0.81465E+02  -0.17078E+03  -0.14065E+03   0.19566E-02   0.59982E-05   0.61749E-04       0.16     196.96     0.0000  0.00  -0.79934E-01   0.35551E+00    27.3262    27.3341    27.3394    27.3522    27.3804
   2015      6     14   12.00    109128.00   0.27190E+02   0.00000E+00   0.27190E+02   0.27265E+02   0.27342E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56526E+01   0.83680E+02  -0.17871E+03  -0.14534E+03   0.19383E-02   0.58317E-05   0.59782E-04       0.16     202.58     0.0000  0.00  -0.79493E-01   0.34366E+00    27.2611    27.2695    27.2754    27.2923    27.3209
   2015      6     15   12.00    109152.00   0.27049E+02   0.00000E+00   0.27049E+02   0.27126E+02   0.27206E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57315E+01   0.87119E+02  -0.18935E+03  -0.15163E+03   0.18943E-02   0.57256E-05   0.53161E-04       0.16     208.90     0.0000  0.00  -0.72644E-01   0.35212E+00    27.1221    27.1309    27.1371    27.1548    27.1845
   2015      6     16   12.00    109176.00   0.26879E+02   0.00000E+00   0.26879E+02   0.26957E+02   0.27037E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50193E+01   0.88202E+02  -0.18575E+03  -0.15075E+03   0.20151E-02   0.60948E-05   0.69313E-04       0.16     206.09     0.0000  0.00  -0.82227E-01   0.41123E+00    26.9533    26.9621    26.9682    26.9858    27.0155
   2015      6     17   12.00    109200.00   0.26785E+02   0.00000E+00   0.26785E+02   0.26861E+02   0.26938E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38459E+01   0.85722E+02  -0.17500E+03  -0.14478E+03   0.20632E-02   0.61933E-05   0.77527E-04       0.16     198.49     0.0000  0.00  -0.84236E-01   0.45886E+00    26.8574    26.8659    26.8718    26.8885    26.9171
   2015      6     18   12.00    109224.00   0.26716E+02   0.00000E+00   0.26716E+02   0.26794E+02   0.26871E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32153E+01   0.89294E+02  -0.17826E+03  -0.14626E+03   0.21388E-02   0.64280E-05   0.89413E-04       0.16     200.81     0.0000  0.00  -0.10074E+00   0.36071E+00    26.7900    26.7986    26.8047    26.8216    26.8509
   2015      6     19   12.00    109248.00   0.26562E+02   0.00000E+00   0.26562E+02   0.26650E+02   0.26731E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29175E+01   0.95850E+02  -0.18715E+03  -0.15053E+03   0.22432E-02   0.68371E-05   0.11256E-03       0.16     204.37     0.0000  0.00  -0.12162E+00   0.20545E+00    26.6466    26.6558    26.6622    26.6797    26.7107
   2015      6     20   12.00    109272.00   0.26365E+02   0.00000E+00   0.26365E+02   0.26451E+02   0.26530E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29410E+01   0.92643E+02  -0.18520E+03  -0.14864E+03   0.21603E-02   0.65421E-05   0.96543E-04       0.16     199.13     0.0000  0.00  -0.11387E+00   0.15576E+00    26.4468    26.4559    26.4622    26.4796    26.5095
   2015      6     21   12.00    109296.00   0.26184E+02   0.00000E+00   0.26184E+02   0.26260E+02   0.26336E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24731E+01   0.86625E+02  -0.17349E+03  -0.14264E+03   0.20685E-02   0.61619E-05   0.77328E-04       0.16     190.02     0.0000  0.00  -0.10439E+00   0.11966E+00    26.2563    26.2648    26.2707    26.2872    26.3154
   2015      6     22   12.00    109320.00   0.26175E+02   0.00000E+00   0.26175E+02   0.26240E+02   0.26307E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17175E+01   0.73887E+02  -0.15481E+03  -0.13635E+03   0.18036E-02   0.51436E-05   0.45595E-04       0.16     185.80     0.0000  0.00  -0.79408E-01   0.86970E-01    26.2368    26.2442    26.2493    26.2620    26.2898
   2015      6     23   12.00    109344.00   0.26321E+02   0.00000E+00   0.26321E+02   0.26386E+02   0.26453E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22687E+01   0.72860E+02  -0.16080E+03  -0.13916E+03   0.16496E-02   0.48680E-05   0.30178E-04       0.16     194.99     0.0000  0.00  -0.61251E-01   0.15622E+00    26.3831    26.3905    26.3955    26.4076    26.4358
   2015      6     24   12.00    109368.00   0.26370E+02   0.00000E+00   0.26370E+02   0.26441E+02   0.26517E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30675E+01   0.80577E+02  -0.17631E+03  -0.14637E+03   0.18145E-02   0.52974E-05   0.44624E-04       0.16     204.00     0.0000  0.00  -0.73108E-01   0.23234E+00    26.4380    26.4462    26.4518    26.4669    26.4953
   2015      6     25   12.00    109392.00   0.26280E+02   0.00000E+00   0.26280E+02   0.26357E+02   0.26436E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32981E+01   0.86320E+02  -0.18451E+03  -0.15055E+03   0.19516E-02   0.58361E-05   0.59665E-04       0.16     207.45     0.0000  0.00  -0.87072E-01   0.24201E+00    26.3528    26.3615    26.3676    26.3851    26.4147
   2015      6     26   12.00    109416.00   0.26184E+02   0.00000E+00   0.26184E+02   0.26263E+02   0.26345E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38513E+01   0.88615E+02  -0.18916E+03  -0.15455E+03   0.20078E-02   0.60623E-05   0.68511E-04       0.16     212.38     0.0000  0.00  -0.78746E-01   0.42398E+00    26.2594    26.2684    26.2746    26.2926    26.3231
   2015      6     27   12.00    109440.00   0.26029E+02   0.00000E+00   0.26029E+02   0.26109E+02   0.26192E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45044E+01   0.88737E+02  -0.19181E+03  -0.15506E+03   0.19791E-02   0.60455E-05   0.65560E-04       0.16     210.46     0.0000  0.00  -0.67830E-01   0.50007E+00    26.1055    26.1146    26.1209    26.1390    26.1697
   2015      6     28   12.00    109464.00   0.25897E+02   0.00000E+00   0.25897E+02   0.25974E+02   0.26055E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40682E+01   0.82835E+02  -0.18609E+03  -0.15470E+03   0.18277E-02   0.55129E-05   0.46436E-04       0.16     210.43     0.0000  0.00  -0.58117E-01   0.41332E+00    25.9696    25.9784    25.9845    26.0023    26.0330
   2015      6     29   12.00    109488.00   0.25904E+02   0.00000E+00   0.25904E+02   0.25977E+02   0.26057E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30893E+01   0.79906E+02  -0.17800E+03  -0.15143E+03   0.18318E-02   0.54844E-05   0.47131E-04       0.16     209.21     0.0000  0.00  -0.58215E-01   0.41891E+00    25.9736    25.9820    25.9879    26.0051    26.0367
   2015      6     30   12.00    109512.00   0.25997E+02   0.00000E+00   0.25997E+02   0.26066E+02   0.26140E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22615E+01   0.75534E+02  -0.16922E+03  -0.14828E+03   0.17873E-02   0.51898E-05   0.42727E-04       0.16     208.46     0.0000  0.00  -0.60162E-01   0.36108E+00    26.0626    26.0705    26.0758    26.0897    26.1200
   2015      7      1   12.00    109536.00   0.26203E+02   0.00000E+00   0.26203E+02   0.26271E+02   0.26345E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23573E+01   0.75943E+02  -0.17264E+03  -0.15006E+03   0.17689E-02   0.51751E-05   0.40536E-04       0.16     215.09     0.0000  0.00  -0.62449E-01   0.31124E+00    26.2680    26.2759    26.2812    26.2949    26.3250
   2015      7      2   12.00    109560.00   0.26325E+02   0.00000E+00   0.26325E+02   0.26396E+02   0.26474E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28063E+01   0.79274E+02  -0.17943E+03  -0.15141E+03   0.18027E-02   0.52428E-05   0.43368E-04       0.16     217.35     0.0000  0.00  -0.69648E-01   0.26901E+00    26.3929    26.4011    26.4066    26.4213    26.4531
   2015      7      3   12.00    109584.00   0.26389E+02   0.00000E+00   0.26389E+02   0.26462E+02   0.26540E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35359E+01   0.81056E+02  -0.18091E+03  -0.15059E+03   0.18230E-02   0.54216E-05   0.45518E-04       0.16     215.62     0.0000  0.00  -0.69337E-01   0.30075E+00    26.4580    26.4664    26.4722    26.4887    26.5187
   2015      7      4   12.00    109608.00   0.26372E+02   0.00000E+00   0.26372E+02   0.26449E+02   0.26530E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41706E+01   0.86374E+02  -0.18919E+03  -0.15337E+03   0.18553E-02   0.55705E-05   0.48575E-04       0.16     216.97     0.0000  0.00  -0.73829E-01   0.28432E+00    26.4448    26.4535    26.4596    26.4774    26.5076
   2015      7      5   12.00    109632.00   0.26258E+02   0.00000E+00   0.26258E+02   0.26334E+02   0.26416E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38051E+01   0.86663E+02  -0.18877E+03  -0.15376E+03   0.18276E-02   0.54952E-05   0.45700E-04       0.16     214.96     0.0000  0.00  -0.71459E-01   0.27571E+00    26.3305    26.3393    26.3454    26.3632    26.3936
   2015      7      6   12.00    109656.00   0.26200E+02   0.00000E+00   0.26200E+02   0.26277E+02   0.26356E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31048E+01   0.87083E+02  -0.18283E+03  -0.14988E+03   0.19400E-02   0.58012E-05   0.59655E-04       0.16     209.50     0.0000  0.00  -0.77024E-01   0.36857E+00    26.2728    26.2814    26.2875    26.3047    26.3344
   2015      7      7   12.00    109680.00   0.26094E+02   0.00000E+00   0.26094E+02   0.26176E+02   0.26258E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26197E+01   0.94028E+02  -0.19034E+03  -0.15440E+03   0.21156E-02   0.63995E-05   0.85129E-04       0.16     214.45     0.0000  0.00  -0.96423E-01   0.38990E+00    26.1722    26.1812    26.1875    26.2055    26.2363
   2015      7      8   12.00    109704.00   0.25963E+02   0.00000E+00   0.25963E+02   0.26044E+02   0.26126E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.21408E+01   0.93680E+02  -0.18945E+03  -0.15303E+03   0.20969E-02   0.63376E-05   0.82021E-04       0.16     210.57     0.0000  0.00  -0.10105E+00   0.28591E+00    26.0406    26.0496    26.0559    26.0738    26.1042
   2015      7      9   12.00    109728.00   0.25895E+02   0.00000E+00   0.25895E+02   0.25966E+02   0.26039E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12586E+01   0.78639E+02  -0.16763E+03  -0.14426E+03   0.18309E-02   0.53415E-05   0.48212E-04       0.16     200.51     0.0000  0.00  -0.79908E-01   0.15072E+00    25.9622    25.9702    25.9757    25.9907    26.0194
   2015      7     10   12.00    109752.00   0.26103E+02   0.00000E+00   0.26103E+02   0.26166E+02   0.26235E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10212E+01   0.70684E+02  -0.15679E+03  -0.13950E+03   0.16871E-02   0.46517E-05   0.33577E-04       0.16     200.61     0.0000  0.00  -0.63039E-01   0.19399E+00    26.1631    26.1704    26.1753    26.1881    26.2167
