 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.1763-160  0.4096E-13  0.8591E-16 -0.6306E-16  0.0000E+00  0.0000E+00 -0.2879E-35  0.1000E-09
   -0.050000    0.258  0.0000E+00  999.884  0.8403-161  0.4096E-13  0.8591E-16 -0.6300E-16  0.0000E+00  0.0000E+00 -0.2948E-36  0.1000E-09
   -0.100000    0.507  0.0000E+00  999.900  0.3798-161  0.4105E-13  0.8591E-16 -0.6294E-16  0.0000E+00  0.0000E+00  0.8825E-18  0.1000E-09
   -0.150000    0.747  0.0000E+00  999.913  0.1592-161  0.4327E-13  0.8594E-16 -0.6289E-16  0.0000E+00  0.0000E+00  0.6707E-17  0.1000E-09
   -0.200000    0.976  0.0000E+00  999.925  0.6991-162  0.5765E-13  0.8676E-16 -0.6351E-16  0.0000E+00  0.0000E+00  0.4302E-16  0.1000E-09
   -0.250000    1.197  0.0000E+00  999.936  0.2711-162  0.1551E-12  0.9356E-16 -0.6868E-16  0.0000E+00  0.0000E+00  0.9008E-16  0.1000E-09
   -0.300000    1.410  0.0000E+00  999.946  0.8605-163  0.4443E-12  0.1304E-15 -0.9620E-16  0.0000E+00  0.0000E+00  0.2045E-15  0.1000E-09
   -0.400000    1.809  0.0000E+00  999.961  0.9253-164  0.2623E-11  0.4928E-15 -0.3647E-15  0.0000E+00  0.0000E+00  0.8578E-15  0.1000E-09
   -0.500000    2.195  0.0000E+00  999.974  0.2746-165  0.1282E-10  0.2325E-14 -0.1721E-14  0.0000E+00  0.0000E+00  0.4045E-14  0.1000E-09
   -0.600000    2.581  0.0000E+00  999.984  0.0000E+00  0.6263E-10  0.1129E-13 -0.8358E-14  0.0000E+00  0.0000E+00  0.1962E-13  0.1001E-09
   -0.800000    3.371  0.0000E+00  999.997  0.0000E+00  0.1396E-08  0.2526E-12 -0.1869E-12  0.0000E+00  0.0000E+00  0.4375E-12  0.3854E-09
   -1.000000    3.997  0.0000E+00 1000.000  0.0000E+00  0.8487E-08  0.1430E-11  0.1697E-11  0.0000E+00  0.0000E+00 -0.2817E-12  0.1687E-04
   -1.200000    4.010  0.0000E+00 1000.000  0.0000E+00  0.1008E-07  0.1983E-11  0.2900E-11  0.0000E+00  0.0000E+00 -0.9331E-12  0.2064E-04
   -1.400000    4.020  0.0000E+00 1000.000  0.0000E+00  0.9441E-08  0.3852E-11  0.4240E-11  0.0000E+00  0.0000E+00 -0.4014E-12  0.7399E-05
   -1.500000    4.078  0.0000E+00 1000.000  0.0000E+00  0.5512E-08  0.1291E-10  0.7209E-11  0.0000E+00  0.0000E+00  0.5693E-11  0.5143E-06
