   2024      5     13   12.00     25128.00   0.11889E+02   0.00000E+00   0.11889E+02   0.12798E+02   0.13569E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13628E+03   0.16030E+03  -0.39452E+03  -0.13411E+04   0.90343E-02   0.28883E-04   0.60868E-01       0.17     246.89     0.0000  0.00  -0.65114E-01  -0.12029E+02    12.7917    12.9281    12.9717    13.0480    13.3082
   2024      5     14   12.00     25152.00   0.12686E+02   0.00000E+00   0.12686E+02   0.13111E+02   0.13778E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96004E+02   0.11312E+03  -0.28739E+03  -0.12615E+04   0.49232E-02   0.15248E-04   0.18807E-01       0.17     155.88     0.0000  0.00   0.33951E-01   0.22006E+01    13.1017    13.1679    13.1969    13.2704    13.5177
   2024      5     15   12.00     25176.00   0.11106E+02   0.00000E+00   0.11106E+02   0.11887E+02   0.12614E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12169E+03   0.13942E+03  -0.31948E+03  -0.13580E+04   0.13036E-01   0.22269E-03   0.26159E+00       0.17     108.67     0.0000  0.00  -0.75152E-01   0.24891E+02    11.8900    11.9905    12.0376    12.1198    12.3841
   2024      5     16   12.00     25200.00   0.11111E+02   0.00000E+00   0.11111E+02   0.11756E+02   0.12457E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99826E+02   0.12055E+03  -0.27811E+03  -0.13725E+04   0.10875E-01   0.16564E-03   0.16064E+00       0.17     133.18     0.0000  0.00  -0.11426E+00   0.17967E+02    11.7510    11.8478    11.8866    11.9611    12.2202
   2024      5     17   12.00     25224.00   0.12069E+02   0.00000E+00   0.12069E+02   0.12666E+02   0.13369E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89887E+02   0.11418E+03  -0.27746E+03  -0.12917E+04   0.61831E-02   0.70546E-05   0.11385E-01       0.17     154.66     0.0000  0.00   0.93976E-01   0.45347E+01    12.6534    12.7488    12.7815    12.8558    13.1102
   2024      5     18   12.00     25248.00   0.12669E+02   0.00000E+00   0.12669E+02   0.13078E+02   0.13736E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84263E+02   0.11934E+03  -0.27669E+03  -0.12570E+04   0.60880E-02   0.61215E-05   0.74747E-02       0.17     142.31     0.0000  0.00   0.14249E+00   0.17312E+01    13.0650    13.1412    13.1705    13.2421    13.4855
   2024      5     19   12.00     25272.00   0.13151E+02   0.00000E+00   0.13151E+02   0.13602E+02   0.14254E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.71583E+02   0.11532E+03  -0.26765E+03  -0.12248E+04   0.60343E-02   0.53324E-05   0.75635E-02       0.17     183.43     0.0000  0.00   0.14151E+00   0.16112E+01    13.5929    13.6689    13.6964    13.7670    14.0090
   2024      5     20   12.00     25296.00   0.14383E+02   0.00000E+00   0.14383E+02   0.14805E+02   0.15419E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75967E+02   0.11742E+03  -0.27719E+03  -0.11176E+04   0.51821E-02   0.59814E-05   0.54692E-02       0.17     186.19     0.0000  0.00   0.49480E-01   0.33587E+01    14.7947    14.8674    14.8944    14.9625    15.1692
   2024      5     21   12.00     25320.00   0.13883E+02   0.00000E+00   0.13883E+02   0.14438E+02   0.15082E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.91535E+02   0.13285E+03  -0.28394E+03  -0.11378E+04   0.73139E-02   0.14569E-04   0.25936E-01       0.17     132.91     0.0000  0.00  -0.30790E-01   0.76214E+01    14.4255    14.5183    14.5502    14.6190    14.8347
   2024      5     22   12.00     25344.00   0.14347E+02   0.00000E+00   0.14347E+02   0.14666E+02   0.15255E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62765E+02   0.89454E+02  -0.21373E+03  -0.11134E+04   0.43280E-02   0.62908E-05   0.83901E-02       0.17     148.97     0.0000  0.00  -0.37964E-02   0.28040E+01    14.6607    14.7108    14.7328    14.7978    15.0218
   2024      5     23   12.00     25368.00   0.15597E+02   0.00000E+00   0.15597E+02   0.15962E+02   0.16496E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.77458E+02   0.10580E+03  -0.25464E+03  -0.10044E+04   0.42320E-02   0.53250E-05   0.45341E-02       0.17     152.95     0.0000  0.00   0.31274E-01   0.20412E+01    15.9591    16.0086    16.0298    16.0883    16.2772
   2024      5     24   12.00     25392.00   0.15258E+02   0.00000E+00   0.15258E+02   0.15565E+02   0.16078E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59545E+02   0.85594E+02  -0.21127E+03  -0.10313E+04   0.31254E-02   0.43973E-05   0.42189E-02       0.17     128.06     0.0000  0.00   0.16011E-03   0.20071E+01    15.5608    15.6043    15.6242    15.6800    15.8687
   2024      5     25   12.00     25416.00   0.16105E+02   0.00000E+00   0.16105E+02   0.16544E+02   0.17087E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.67061E+02   0.11774E+03  -0.27117E+03  -0.97345E+03   0.53679E-02   0.91734E-05   0.12611E-01       0.17     191.63     0.0000  0.00  -0.18419E-01  -0.45542E+01    16.5359    16.6011    16.6250    16.6846    16.8757
   2024      5     26   12.00     25440.00   0.15329E+02   0.00000E+00   0.15329E+02   0.16161E+02   0.16783E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.94089E+02   0.16758E+03  -0.37734E+03  -0.10732E+04   0.88764E-02   0.25299E-04   0.52823E-01       0.16     295.37     0.0000  0.00  -0.37699E-01  -0.11483E+02    16.1622    16.2690    16.3060    16.3682    16.5642
   2024      5     27   12.00     25464.00   0.15434E+02   0.00000E+00   0.15434E+02   0.16232E+02   0.16866E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93100E+02   0.15755E+03  -0.38397E+03  -0.10862E+04   0.65516E-02   0.11428E-04   0.20038E-01       0.16     331.86     0.0000  0.00  -0.21325E-01  -0.64970E+01    16.2321    16.3272    16.3598    16.4268    16.6413
   2024      5     28   12.00     25488.00   0.17245E+02   0.00000E+00   0.17245E+02   0.17553E+02   0.18061E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61605E+02   0.11556E+03  -0.30564E+03  -0.94595E+03   0.36698E-02   0.43323E-05   0.10988E-02       0.16     314.17     0.0000  0.00   0.37354E-01  -0.93192E+00    17.5504    17.5895    17.6075    17.6671    17.8592
   2024      5     29   12.00     25512.00   0.17812E+02   0.00000E+00   0.17812E+02   0.18265E+02   0.18737E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.63038E+02   0.15453E+03  -0.32043E+03  -0.87753E+03   0.54924E-02   0.59694E-05   0.49981E-02       0.16     285.65     0.0000  0.00   0.11180E+00   0.16643E+01    18.2635    18.3208    18.3412    18.3940    18.5563
   2024      5     30   12.00     25536.00   0.17934E+02   0.00000E+00   0.17934E+02   0.18449E+02   0.18941E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59750E+02   0.15394E+03  -0.31615E+03  -0.85948E+03   0.54243E-02   0.60169E-05   0.55154E-02       0.16     277.96     0.0000  0.00   0.98566E-01   0.25099E+01    18.4486    18.5092    18.5311    18.5874    18.7498
   2024      5     31   12.00     25560.00   0.18002E+02   0.00000E+00   0.18002E+02   0.18405E+02   0.18888E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62410E+02   0.14575E+03  -0.31318E+03  -0.85759E+03   0.49693E-02   0.52232E-05   0.29619E-02       0.16     249.62     0.0000  0.00   0.95707E-01   0.11795E+01    18.4044    18.4566    18.4763    18.5314    18.6867
   2024      6      1   12.00     25584.00   0.18097E+02   0.00000E+00   0.18097E+02   0.18351E+02   0.18804E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46656E+02   0.11287E+03  -0.24911E+03  -0.83559E+03   0.39271E-02   0.42247E-05   0.11658E-02       0.16     210.43     0.0000  0.00   0.61384E-01  -0.24663E+00    18.3494    18.3837    18.3994    18.4524    18.6099
   2024      6      2   12.00     25608.00   0.18346E+02   0.00000E+00   0.18346E+02   0.18910E+02   0.19382E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52601E+02   0.14220E+03  -0.28764E+03  -0.80401E+03   0.55785E-02   0.77853E-05   0.11130E-01       0.16     246.50     0.0000  0.00   0.15073E-01  -0.45413E+01    18.9068    18.9746    18.9969    19.0473    19.2030
   2024      6      3   12.00     25632.00   0.17353E+02   0.00000E+00   0.17353E+02   0.18194E+02   0.18756E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92277E+02   0.20605E+03  -0.41293E+03  -0.91987E+03   0.11257E-01   0.12918E-03   0.16052E+00       0.16     316.11     0.0000  0.00   0.33633E-01  -0.19290E+02    18.2064    18.3059    18.3391    18.3932    18.5717
   2024      6      4   12.00     25656.00   0.15150E+02   0.00000E+00   0.15150E+02   0.16307E+02   0.16990E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12670E+03   0.20759E+03  -0.43982E+03  -0.10768E+04   0.11798E-01   0.12144E-03   0.19467E+00       0.16     277.36     0.0000  0.00  -0.41807E-02  -0.21740E+02    16.3255    16.4613    16.5077    16.5753    16.7964
   2024      6      5   12.00     25680.00   0.14728E+02   0.00000E+00   0.14728E+02   0.15178E+02   0.15797E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81918E+02   0.12858E+03  -0.29720E+03  -0.11385E+04   0.51135E-02   0.11367E-04   0.14750E-01       0.16     218.45     0.0000  0.00  -0.10542E-01  -0.45084E+01    15.1687    15.2405    15.2670    15.3349    15.5473
   2024      6      6   12.00     25704.00   0.17112E+02   0.00000E+00   0.17112E+02   0.17295E+02   0.17783E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48631E+02   0.10254E+03  -0.24281E+03  -0.93061E+03   0.33035E-02   0.35430E-05   0.58770E-03       0.16     232.55     0.0000  0.00   0.46081E-01   0.31370E+00    17.2906    17.3188    17.3344    17.3918    17.5674
   2024      6      7   12.00     25728.00   0.17919E+02   0.00000E+00   0.17919E+02   0.18276E+02   0.18743E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54300E+02   0.14027E+03  -0.28262E+03  -0.85640E+03   0.48431E-02   0.49821E-05   0.30408E-02       0.16     246.64     0.0000  0.00   0.84830E-01   0.15777E+01    18.2730    18.3245    18.3434    18.3954    18.5649
   2024      6      8   12.00     25752.00   0.18476E+02   0.00000E+00   0.18476E+02   0.18768E+02   0.19198E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48015E+02   0.12944E+03  -0.25536E+03  -0.80575E+03   0.43628E-02   0.45370E-05   0.17893E-02       0.16     226.84     0.0000  0.00   0.74585E-01   0.70962E+00    18.7659    18.8049    18.8213    18.8708    19.0320
   2024      6      9   12.00     25776.00   0.18852E+02   0.00000E+00   0.18852E+02   0.19188E+02   0.19603E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41799E+02   0.14901E+03  -0.26048E+03  -0.76616E+03   0.53576E-02   0.50729E-05   0.41562E-02       0.16     218.82     0.0000  0.00   0.11839E+00  -0.49272E+00    19.1865    19.2314    19.2488    19.2949    19.4350
   2024      6     10   12.00     25800.00   0.19454E+02   0.00000E+00   0.19454E+02   0.19696E+02   0.20087E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26749E+02   0.11945E+03  -0.21939E+03  -0.71548E+03   0.42042E-02   0.41381E-05   0.21444E-02       0.16     216.54     0.0000  0.00   0.63259E-01  -0.10289E+01    19.6925    19.7284    19.7431    19.7882    19.9376
   2024      6     11   12.00     25824.00   0.19821E+02   0.00000E+00   0.19821E+02   0.20226E+02   0.20624E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54136E+02   0.14124E+03  -0.28597E+03  -0.68936E+03   0.48475E-02   0.61338E-05   0.49014E-02       0.16     239.67     0.0000  0.00  -0.49769E-01  -0.28928E+01    20.2233    20.2779    20.2964    20.3413    20.4683
   2024      6     12   12.00     25848.00   0.18658E+02   0.00000E+00   0.18658E+02   0.19214E+02   0.19665E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78522E+02   0.15170E+03  -0.32116E+03  -0.79719E+03   0.53829E-02   0.67866E-05   0.61994E-02       0.16     243.32     0.0000  0.00  -0.92455E-01  -0.27955E+01    19.2147    19.2780    19.2989    19.3473    19.4912
   2024      6     13   12.00     25872.00   0.19317E+02   0.00000E+00   0.19317E+02   0.19449E+02   0.19838E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47864E+02   0.94919E+02  -0.23391E+03  -0.75333E+03   0.22044E-02   0.29219E-05   0.18033E-03       0.16     228.66     0.0000  0.00  -0.27152E-02  -0.36417E+00    19.4453    19.4651    19.4778    19.5245    19.6655
   2024      6     14   12.00     25896.00   0.20414E+02   0.00000E+00   0.20414E+02   0.20564E+02   0.20907E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40436E+02   0.98150E+02  -0.24255E+03  -0.66568E+03   0.27760E-02   0.34735E-05   0.21424E-03       0.16     261.56     0.0000  0.00   0.27160E-01  -0.44625E+00    20.5620    20.5828    20.5944    20.6350    20.7646
   2024      6     15   12.00     25920.00   0.21068E+02   0.00000E+00   0.21068E+02   0.21380E+02   0.21718E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39973E+02   0.13090E+03  -0.28335E+03  -0.60885E+03   0.36894E-02   0.47260E-05   0.14591E-02       0.16     282.70     0.0000  0.00   0.23901E-01  -0.16746E+01    21.3798    21.4169    21.4315    21.4710    21.5891
   2024      6     16   12.00     25944.00   0.20952E+02   0.00000E+00   0.20952E+02   0.21415E+02   0.21787E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37289E+02   0.15298E+03  -0.30170E+03  -0.62766E+03   0.47298E-02   0.56000E-05   0.40417E-02       0.16     320.36     0.0000  0.00   0.16683E-01  -0.30737E+01    21.4152    21.4692    21.4872    21.5285    21.6579
   2024      6     17   12.00     25968.00   0.21453E+02   0.00000E+00   0.21453E+02   0.21977E+02   0.22337E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40397E+02   0.17790E+03  -0.32564E+03  -0.59151E+03   0.55427E-02   0.79249E-05   0.80500E-02       0.16     341.99     0.0000  0.00  -0.38407E-02  -0.43881E+01    21.9765    22.0396    22.0583    22.0964    22.2122
   2024      6     18   12.00     25992.00   0.22356E+02   0.00000E+00   0.22356E+02   0.22610E+02   0.22895E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34453E+02   0.12190E+03  -0.25445E+03  -0.51105E+03   0.26817E-02   0.33419E-05   0.15677E-02       0.16     306.49     0.0000  0.00  -0.14233E-02  -0.55072E+00    22.6094    22.6381    22.6503    22.6841    22.7869
   2024      6     19   12.00     26016.00   0.21709E+02   0.00000E+00   0.21709E+02   0.22127E+02   0.22453E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55408E+02   0.14681E+03  -0.27700E+03  -0.52206E+03   0.41772E-02   0.52477E-05   0.24936E-02       0.16     208.09     0.0000  0.00   0.57310E-02   0.24382E+01    22.1286    22.1752    22.1913    22.2287    22.3265
   2024      6     20   12.00     26040.00   0.21281E+02   0.00000E+00   0.21281E+02   0.21392E+02   0.21681E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28856E+02   0.85550E+02  -0.18398E+03  -0.55611E+03   0.16670E-02   0.20725E-05   0.13407E-03       0.16     161.89     0.0000  0.00   0.14698E-03   0.95800E-01    21.3894    21.4066    21.4173    21.4525    21.5658
   2024      6     21   12.00     26064.00   0.21213E+02   0.00000E+00   0.21213E+02   0.21527E+02   0.21836E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36866E+02   0.12799E+03  -0.23515E+03  -0.56622E+03   0.43535E-02   0.52373E-05   0.33184E-02       0.16     201.82     0.0000  0.00  -0.35514E-02  -0.26819E+01    21.5236    21.5693    21.5847    21.6182    21.7207
   2024      6     22   12.00     26088.00   0.20462E+02   0.00000E+00   0.20462E+02   0.20964E+02   0.21351E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60706E+02   0.16257E+03  -0.29735E+03  -0.64181E+03   0.64393E-02   0.94449E-05   0.14186E-01       0.16     237.18     0.0000  0.00  -0.40670E-01  -0.57351E+01    20.9589    21.0279    21.0500    21.0917    21.2102
   2024      6     23   12.00     26112.00   0.19224E+02   0.00000E+00   0.19224E+02   0.19919E+02   0.20403E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74439E+02   0.18752E+03  -0.34652E+03  -0.76147E+03   0.88076E-02   0.24402E-04   0.52918E-01       0.16     282.88     0.0000  0.00  -0.90052E-01  -0.11060E+02    19.9161    20.0165    20.0464    20.0946    20.2415
   2024      6     24   12.00     26136.00   0.19325E+02   0.00000E+00   0.19325E+02   0.19959E+02   0.20425E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59731E+02   0.16412E+03  -0.31255E+03  -0.76402E+03   0.75243E-02   0.19309E-04   0.35887E-01       0.16     319.07     0.0000  0.00  -0.25535E-01  -0.87461E+01    19.9610    20.0407    20.0656    20.1141    20.2640
   2024      6     25   12.00     26160.00   0.21659E+02   0.00000E+00   0.21659E+02   0.21891E+02   0.22201E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33146E+02   0.10789E+03  -0.23671E+03  -0.56379E+03   0.33150E-02   0.37831E-05   0.23902E-02       0.16     292.84     0.0000  0.00   0.25687E-01   0.55929E+00    21.8894    21.9184    21.9310    21.9674    22.0775
   2024      6     26   12.00     26184.00   0.20307E+02   0.00000E+00   0.20307E+02   0.21002E+02   0.21413E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56669E+02   0.18496E+03  -0.32074E+03  -0.62509E+03   0.86901E-02   0.20022E-04   0.46236E-01       0.16     203.02     0.0000  0.00   0.17364E+00   0.94196E+01    21.0092    21.0942    21.1225    21.1645    21.2762
   2024      6     27   12.00     26208.00   0.17990E+02   0.00000E+00   0.17990E+02   0.18655E+02   0.19122E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62094E+02   0.15272E+03  -0.27233E+03  -0.80166E+03   0.87896E-02   0.26834E-04   0.48999E-01       0.16     119.65     0.0000  0.00   0.13834E+00   0.10263E+02    18.6591    18.7410    18.7678    18.8149    18.9471
   2024      6     28   12.00     26232.00   0.16895E+02   0.00000E+00   0.16895E+02   0.17368E+02   0.17872E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59437E+02   0.12269E+03  -0.23143E+03  -0.89345E+03   0.67842E-02   0.10267E-04   0.17728E-01       0.16      96.17     0.0000  0.00   0.65758E-02   0.65784E+01    17.3591    17.4338    17.4601    17.5137    17.6806
   2024      6     29   12.00     26256.00   0.17681E+02   0.00000E+00   0.17681E+02   0.17866E+02   0.18303E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30122E+02   0.69635E+02  -0.15433E+03  -0.84146E+03   0.32553E-02   0.37646E-05   0.18331E-02       0.16     128.82     0.0000  0.00   0.79207E-02   0.15110E+01    17.8611    17.8911    17.9062    17.9554    18.1211
   2024      6     30   12.00     26280.00   0.19894E+02   0.00000E+00   0.19894E+02   0.20036E+02   0.20389E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.25104E+02   0.86470E+02  -0.17743E+03  -0.66999E+03   0.31982E-02   0.32215E-05   0.60911E-03       0.16     194.72     0.0000  0.00   0.37455E-01   0.64994E+00    20.0332    20.0554    20.0670    20.1082    20.2473
   2024      7      1   12.00     26304.00   0.20960E+02   0.00000E+00   0.20960E+02   0.21265E+02   0.21601E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30173E+02   0.12289E+03  -0.23280E+03  -0.60058E+03   0.42915E-02   0.46166E-05   0.23104E-02       0.16     259.52     0.0000  0.00   0.39830E-01   0.21479E+01    21.2622    21.3019    21.3165    21.3548    21.4774
   2024      7      2   12.00     26328.00   0.21400E+02   0.00000E+00   0.21400E+02   0.21829E+02   0.22172E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49632E+02   0.15849E+03  -0.28979E+03  -0.56816E+03   0.59971E-02   0.78212E-05   0.12530E-01       0.16     267.82     0.0000  0.00  -0.74743E-01   0.43556E+01    21.8261    21.8875    21.9065    21.9435    22.0533
   2024      7      3   12.00     26352.00   0.19491E+02   0.00000E+00   0.19491E+02   0.20268E+02   0.20714E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.71261E+02   0.17725E+03  -0.30790E+03  -0.68283E+03   0.99569E-02   0.27074E-04   0.68878E-01       0.16     187.24     0.0000  0.00  -0.28078E+00   0.10273E+02    20.2819    20.3790    20.4044    20.4454    20.5652
   2024      7      4   12.00     26376.00   0.17464E+02   0.00000E+00   0.17464E+02   0.18140E+02   0.18610E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73891E+02   0.14680E+03  -0.26403E+03  -0.83618E+03   0.11485E-01   0.71964E-04   0.12011E+00       0.16     103.38     0.0000  0.00  -0.36493E+00   0.14088E+02    18.1538    18.2331    18.2605    18.3073    18.4511
   2024      7      5   12.00     26400.00   0.16554E+02   0.00000E+00   0.16554E+02   0.17092E+02   0.17575E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64763E+02   0.11951E+03  -0.21981E+03  -0.91731E+03   0.98909E-02   0.40056E-04   0.75317E-01       0.16     105.46     0.0000  0.00  -0.23126E+00   0.11698E+02    17.0925    17.1708    17.1986    17.2470    17.4002
   2024      7      6   12.00     26424.00   0.16822E+02   0.00000E+00   0.16822E+02   0.17302E+02   0.17807E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.67040E+02   0.12658E+03  -0.23535E+03  -0.89992E+03   0.78800E-02   0.95763E-05   0.24590E-01       0.16     126.81     0.0000  0.00  -0.18425E+00   0.53650E+01    17.2959    17.3750    17.4002    17.4539    17.6315
   2024      7      7   12.00     26448.00   0.17338E+02   0.00000E+00   0.17338E+02   0.17532E+02   0.17978E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.44417E+02   0.84598E+02  -0.17641E+03  -0.87415E+03   0.38547E-02   0.38691E-05   0.47529E-02       0.16     130.35     0.0000  0.00  -0.68160E-01   0.27880E+00    17.5270    17.5626    17.5784    17.6283    17.7942
   2024      7      8   12.00     26472.00   0.19018E+02   0.00000E+00   0.19018E+02   0.19130E+02   0.19496E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30288E+02   0.68635E+02  -0.14926E+03  -0.71974E+03   0.27216E-02   0.28622E-05   0.29689E-03       0.16     130.00     0.0000  0.00   0.27707E-01  -0.22860E+00    19.1263    19.1449    19.1563    19.1986    19.3446
   2024      7      9   12.00     26496.00   0.19101E+02   0.00000E+00   0.19101E+02   0.19419E+02   0.19818E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47271E+02   0.10508E+03  -0.20499E+03  -0.68609E+03   0.43253E-02   0.47551E-05   0.34389E-02       0.16      83.08     0.0000  0.00   0.37343E-01   0.24173E+01    19.4150    19.4627    19.4799    19.5249    19.6585
   2024      7     10   12.00     26520.00   0.17595E+02   0.00000E+00   0.17595E+02   0.17826E+02   0.18265E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39263E+02   0.76035E+02  -0.16302E+03  -0.81406E+03   0.34056E-02   0.41297E-05   0.22581E-02       0.16      39.07     0.0000  0.00   0.15451E-01   0.18162E+01    17.8212    17.8587    17.8754    17.9248    18.0774
   2024      7     11   12.00     26544.00   0.17697E+02   0.00000E+00   0.17697E+02   0.17986E+02   0.18415E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39964E+02   0.82525E+02  -0.17210E+03  -0.80460E+03   0.41388E-02   0.50168E-05   0.49156E-02       0.16      66.62     0.0000  0.00  -0.24186E-01   0.26268E+01    17.9812    18.0219    18.0391    18.0866    18.2414
   2024      7     12   12.00     26568.00   0.16921E+02   0.00000E+00   0.16921E+02   0.17376E+02   0.17894E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50357E+02   0.11233E+03  -0.21251E+03  -0.86995E+03   0.67081E-02   0.78404E-05   0.15003E-01       0.16      84.18     0.0000  0.00  -0.96365E-01   0.52955E+01    17.3678    17.4439    17.4683    17.5250    17.7084
   2024      7     13   12.00     26592.00   0.16757E+02   0.00000E+00   0.16757E+02   0.17083E+02   0.17551E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43437E+02   0.93279E+02  -0.19276E+03  -0.89721E+03   0.46798E-02   0.54923E-05   0.37904E-02       0.16      83.70     0.0000  0.00  -0.23821E-01   0.25945E+01    17.0775    17.1296    17.1496    17.2001    17.3671
   2024      7     14   12.00     26616.00   0.16424E+02   0.00000E+00   0.16424E+02   0.16794E+02   0.17301E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55554E+02   0.11160E+03  -0.22878E+03  -0.92768E+03   0.52855E-02   0.52776E-05   0.43787E-02       0.16      88.12     0.0000  0.00   0.10267E+00   0.14039E+01    16.7897    16.8469    16.8682    16.9241    17.1062
   2024      7     15   12.00     26640.00   0.15249E+02   0.00000E+00   0.15249E+02   0.15679E+02   0.16263E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65939E+02   0.12154E+03  -0.24163E+03  -0.10187E+04   0.72477E-02   0.62714E-05   0.14384E-01       0.16      63.81     0.0000  0.00   0.21108E+00   0.12998E+01    15.6717    15.7504    15.7767    15.8395    16.0305
   2024      7     16   12.00     26664.00   0.14675E+02   0.00000E+00   0.14675E+02   0.15023E+02   0.15592E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54104E+02   0.99792E+02  -0.20225E+03  -0.10715E+04   0.62814E-02   0.57584E-05   0.93576E-02       0.16      62.59     0.0000  0.00   0.16148E+00   0.14374E+01    15.0145    15.0789    15.1027    15.1657    15.3684
   2024      7     17   12.00     26688.00   0.15535E+02   0.00000E+00   0.15535E+02   0.15781E+02   0.16317E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45580E+02   0.95491E+02  -0.19245E+03  -0.10061E+04   0.48509E-02   0.43074E-05   0.26514E-02       0.16      98.64     0.0000  0.00   0.90214E-01  -0.91034E+00    15.7729    15.8200    15.8395    15.8994    16.1016
   2024      7     18   12.00     26712.00   0.16132E+02   0.00000E+00   0.16132E+02   0.16440E+02   0.16969E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49212E+02   0.10975E+03  -0.21531E+03  -0.96247E+03   0.53874E-02   0.49092E-05   0.43390E-02       0.16     129.20     0.0000  0.00   0.10392E+00  -0.17860E+01    16.4319    16.4865    16.5077    16.5674    16.7559
   2024      7     19   12.00     26736.00   0.17464E+02   0.00000E+00   0.17464E+02   0.17639E+02   0.18089E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29071E+02   0.81977E+02  -0.19182E+03  -0.88189E+03   0.37100E-02   0.35943E-05   0.10483E-02       0.17     195.57     0.0000  0.00   0.58640E-01  -0.29748E+00    17.6346    17.6637    17.6785    17.7299    17.9085
   2024      7     20   12.00     26760.00   0.20282E+02   0.00000E+00   0.20282E+02   0.20364E+02   0.20700E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19821E+02   0.67880E+02  -0.19402E+03  -0.66287E+03   0.18971E-02   0.23821E-05   0.41747E-04       0.17     261.70     0.0000  0.00   0.11393E-01   0.25404E+00    20.3600    20.3732    20.3833    20.4232    20.5590
   2024      7     21   12.00     26784.00   0.22299E+02   0.00000E+00   0.22299E+02   0.22376E+02   0.22633E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18681E+02   0.78026E+02  -0.20033E+03  -0.50030E+03   0.18712E-02   0.22608E-05   0.38858E-04       0.17     289.24     0.0000  0.00   0.11805E-01   0.20936E+00    22.3733    22.3852    22.3937    22.4257    22.5299
