 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2507E-09  999.868  0.3957E-72 -0.1748E-08  0.9890E-12 -0.7251E-12  0.3200-147  0.0000E+00  0.1726E-11  0.2702E-09
   -0.250000    0.709  0.7054E-10  999.911  0.2449E-74  0.2548E-07  0.6658E-12 -0.4694E-12  0.5680-150  0.0000E+00  0.8304E-12  0.1715E-04
   -0.500000    1.177  0.7035E-10  999.935  0.6561E-75  0.3299E-07  0.7651E-12  0.2546E-11  0.1709-153  0.0000E+00 -0.2068E-11  0.4202E-03
   -0.750000    1.601  0.7033E-10  999.952  0.6558E-75  0.3314E-07  0.7806E-12  0.1203E-11  0.3420-154  0.0000E+00 -0.7099E-12  0.4081E-03
   -1.000000    2.213  0.6941E-10  999.969  0.3132E-75  0.2387E-07  0.7423E-12 -0.5495E-12  0.8315-153  0.0000E+00  0.1109E-11  0.1408E-08
   -1.250000    3.086  0.6621E-10  999.987  0.3910E-77  0.2463E-07  0.1849E-11  0.2154E-12  0.1155-156  0.0000E+00  0.1609E-11  0.4540E-04
   -1.500000    3.772  0.6575E-10  999.998  0.2986E-79  0.3915E-07  0.3918E-11  0.2761E-11  0.7339-162  0.0000E+00  0.1162E-11  0.1204E-03
   -1.750000    4.034  0.6557E-10 1000.000  0.1294E-81  0.5377E-07  0.6831E-11  0.8924E-11  0.3262-164  0.0000E+00 -0.2144E-11  0.1737E-03
   -2.000000    4.036  0.6557E-10 1000.000  0.5629E-83  0.5470E-07  0.7379E-11  0.1022E-10  0.3811-166  0.0000E+00 -0.2898E-11  0.1674E-03
   -2.250000    4.038  0.6557E-10 1000.000  0.2072E-83  0.5445E-07  0.8276E-11  0.1067E-10  0.8766-167  0.0000E+00 -0.2452E-11  0.1489E-03
   -2.500000    4.041  0.6557E-10 1000.000  0.5683E-84  0.5175E-07  0.1090E-10  0.1145E-10  0.7648-168  0.0000E+00 -0.6110E-12  0.8420E-04
   -2.750000    4.094  0.6557E-10 1000.000  0.1617E-84  0.2242E-07  0.5662E-10  0.1719E-10  0.3877-171  0.0000E+00  0.3942E-10  0.1624E-05
