Date,5 cm ST (°C)_mean,10 cm ST (°C)_mean,20 cm ST (°C)_mean,30 cm ST (°C)_mean,50 cm ST (°C)_mean,100 cm ST (°C)_mean,125 cm ST (°C)_mean,10 cm SM (m³/m³)_mean,30 cm SM (m³/m³)_mean,5 cm ST (°C)_std,10 cm ST (°C)_std,20 cm ST (°C)_std,30 cm ST (°C)_std,50 cm ST (°C)_std,100 cm ST (°C)_std,125 cm ST (°C)_std,10 cm SM (m³/m³)_std,30 cm SM (m³/m³)_std,pond
2022-06-29,11.3335,9.318520833333332,3.8321875,1.322875,0.0358125,-0.26491666666666663,-0.19725,,,2.6586444874481256,1.770004159023644,0.2890455059696944,0.10532596313653297,0.013535856636859633,0.013532990947001725,0.006849444767061144,,,burned
2022-06-30,12.437854166666668,10.384916666666667,4.517479166666667,1.6835416666666667,0.03525,-0.2643333333333333,-0.19725,,,3.0948314496405778,2.1030086232594365,0.45240609650233776,0.1632890607967554,0.013452042477204365,0.013339005885529229,0.0068494447670611434,,,burned
2022-07-01,10.469729166666667,9.392416666666668,4.9699374999999995,2.0028333333333332,0.024000000000000004,-0.255,-0.19899999999999998,,,0.4106971105060444,0.37409612107240314,0.10719487250558904,0.03471300776080087,0.0,0.0,0.0,,,burned
2022-07-02,11.087666666666665,9.707479166666667,4.7715000000000005,2.0781666666666667,0.025687500000000002,-0.25616666666666665,-0.19783333333333333,,,1.7382245812999715,1.2895692665280765,0.20449928470977194,0.06104352591993291,0.006604821739666101,0.005654346222656839,0.0056543462226568445,,,burned
2022-07-03,11.196291666666667,9.766354166666668,4.92425,2.26475,0.02625,-0.255,-0.19725,,,1.7618268318597579,1.1336143006046913,0.15651313587724114,0.03689404034211947,0.007541375234367528,0.0,0.006849444767061144,,,burned
2022-07-04,10.063520833333333,7.945729166666666,4.5767291666666665,2.2702916666666666,0.04747916666666666,-0.24860416666666665,-0.19899999999999998,,,0.7869089538722989,0.5471104653165263,0.2239633081255158,0.05000381191143067,0.02780478267702001,0.024552799886560867,0.0,,,burned
2022-07-05,10.937104166666666,8.378458333333333,4.379791666666667,2.2144791666666666,0.05339583333333333,-0.23347916666666668,-0.19899999999999998,,,1.348192442219903,0.8398089944523813,0.10886356058247831,0.02582427489318655,0.012547339437121913,0.044621333311823184,0.0,,,burned
2022-07-06,13.947916666666666,8.424270833333333,4.624083333333333,2.1140208333333335,0.030187500000000003,-0.255,-0.19899999999999998,,,0.6655505106823241,0.474287225104327,0.09533542873261364,0.14917510624328403,0.011468098675632442,0.0,0.0,,,burned
2022-07-07,14.355395833333333,8.754520833333332,4.6579375,2.2005624999999998,0.03977083333333333,-0.255,-0.19725,,,2.2456897508345954,1.3545450989496999,0.18942358322811534,0.13928524325771813,0.01461599180049225,0.0,0.006849444767061143,,,burned
2022-07-08,15.830958333333333,9.909333333333334,5.074083333333333,2.6395833333333334,0.04370833333333333,-0.25616666666666665,-0.19725,,,2.4317261092827396,1.6343901892694228,0.2768688016612447,0.14436933035135682,0.013398885843381591,0.005654346222656839,0.006849444767061145,,,burned
2022-07-09,18.695,12.342291666666666,5.941333333333334,3.2287083333333335,0.051104166666666666,-0.2608333333333333,-0.19841666666666669,,,4.13018975917675,2.9285786397655054,0.5902535817596892,0.2230958155318054,0.012686463859099073,0.01822709385378287,0.004041451884327379,,,burned
2022-07-10,18.4520625,12.407166666666667,6.564333333333334,3.7545625,0.050499999999999996,-0.25908333333333333,-0.19725,,,3.9117381150988373,2.601097185300057,0.4152493910141097,0.10819916746641532,0.01057496038924225,0.014135865556642112,0.006849444767061144,,,burned
2022-07-11,17.631083333333333,11.918791666666666,6.822333333333333,4.0215625,0.0521875,-0.25558333333333333,-0.19666666666666668,,,2.3723529287270297,1.5731104296135305,0.2869479405177458,0.06139821407410279,0.008007061378239436,0.0040414518843273775,0.00782068542823299,,,burned
2022-07-12,18.4400625,12.5245625,7.107270833333334,4.205354166666667,0.056833333333333326,-0.25966666666666666,-0.19841666666666669,,,3.175326569944874,2.2968072651034346,0.495321848497813,0.10511381664821529,0.011491594214409612,0.012023617420997912,0.004041451884327379,,,burned
2022-07-13,16.522854166666665,11.176354166666668,7.2452708333333335,4.337541666666667,0.056833333333333326,-0.25558333333333333,-0.19783333333333333,,,2.115428310231039,1.3187748745595307,0.27007443730275044,0.035572496148984944,0.011491594214409612,0.0040414518843273775,0.0056543462226568445,,,burned
2022-07-14,14.689770833333334,9.5200625,6.69125,4.125625,0.051,-0.255,-0.19899999999999998,,,0.5495534837225868,0.3024934960616089,0.21055393001986134,0.11406243624306081,0.0,0.0,0.0,,,burned
2022-07-15,16.499958333333336,10.767895833333334,6.661020833333333,3.5582291666666666,0.06908333333333333,-0.25325000000000003,-0.1955,,,2.808994337786446,2.092945803850307,0.41981948955718673,0.04345221860179798,0.019578356844678988,0.006849444767061138,0.009358123106964681,,,burned
2022-07-16,15.560458333333335,9.888458333333334,6.7409791666666665,3.658125,0.07433333333333333,-0.24625,-0.19783333333333333,,,3.015230445011596,1.951910585656312,0.33286387797246086,0.02721203191331149,0.015641370856465987,0.013115688186128287,0.005654346222656849,,,burned
2022-07-17,14.729333333333335,9.0554375,6.425895833333333,3.5951041666666668,0.07958333333333333,-0.248,-0.19841666666666669,,,1.444231582970067,0.8159255521485624,0.22438513998502504,0.06346828311048643,0.00404145188432738,0.012252659285823126,0.004041451884327379,,,burned
2022-07-18,9.169229166666666,7.289687499999999,5.5983125,3.288979166666667,0.0825,-0.23866666666666667,-0.19725,,,2.7800373121603155,1.8861185874164625,0.30697571851095834,0.13078038918368276,0.009358123106964683,0.02069158872517117,0.006849444767061143,,,burned
2022-07-19,8.374145833333333,7.288208333333333,5.333145833333334,3.068729166666667,0.08133333333333333,-0.24741666666666665,-0.19899999999999998,,,1.88694915298206,1.2377539878332702,0.1764409357605449,0.0501494530562797,0.007820685428232992,0.013837711859391557,0.0,,,burned
2022-07-20,7.942291666666667,7.181041666666666,5.579145833333333,3.0683124999999998,0.079,-0.24450000000000002,-0.19899999999999998,,,0.9503642069683209,0.787011258897359,0.5037005607261986,0.20463534316000434,0.0,0.013698889534122264,0.0,,,burned
2022-07-21,7.509333333333333,6.920000000000001,6.0858125,5.134104166666667,0.09649999999999999,-0.241,-0.19899999999999998,,,1.1928370496217637,0.8077170612682575,0.29010890517476695,2.975072502170957,0.013698889534122287,0.014148152273917506,0.0,,,burned
2022-07-22,7.589645833333333,6.888125,6.028729166666667,11.415,0.10641666666666666,-0.24391666666666667,-0.19899999999999998,,,0.921722450715226,0.6351095943288125,0.193817169779714,0.12280948747049626,0.00404145188432738,0.013837711859391554,0.0,,,burned
2022-07-23,9.5368125,8.2146875,6.071333333333333,11.149854166666666,0.12625,-0.24333333333333332,-0.19666666666666668,,,2.964108510491491,1.996345556540004,0.3369914661040403,0.09632899954054662,0.017477645296388847,0.013950266272656362,0.007820685428232995,,,burned
2022-07-24,7.426583333333333,6.9554583333333335,5.919875,10.841895833333334,0.149,-0.23458333333333334,-0.19608333333333336,0.498165,0.457885,3.0684883091753994,1.9921443376564705,0.2920882717786495,0.1901753098930248,0.014148152273917497,0.025003687671284015,0.008643859789280332,0.005734225501779875,0.0015855515394368204,burned
2022-07-25,9.320583333333333,8.674145833333332,6.840354166666667,10.9476875,0.17885416666666668,-0.24975,-0.19899999999999998,0.5103854166666667,0.45959583333333337,0.7730791936899566,0.5485524467093189,0.2435198877442048,0.23070144252931662,0.018555253409156505,0.011044397828956316,0.0,0.004139893594240213,0.001005084591196656,burned
2022-07-26,9.510125,8.53675,6.8903541666666674,11.101145833333334,0.2618333333333333,-0.24275000000000002,-0.19899999999999998,0.5085666666666667,0.4596875,2.305895207386235,1.6129416169144084,0.4121424815384264,0.10043140764643285,0.0331362970833671,0.014037184660447014,0.0,0.0036844892445096816,0.0015444650661071845,burned
