 Col. 1 - year
 Col. 2 - month
 Col. 3 - day
 Col. 4 - hour
 Col. 5 - the time from the start of integration, hours
 Col. 6 - surface temperature, C
 Col. 7 - water skin temperature, C
 Col. 8 - water surface temperature, C
 Col. 9 - mean temperature of water coloumn, C
 Col. 10 - maximal temperature in the water coloumn, C
 Col. 11 - zero-dimensional model temperature, C
 Col. 12 - upper ice surface temperature, C
 Col. 13 - upper snow surface temperature, C
 Col. 14 - sensible heat flux,    W/m**2
 Col. 15 - latent heat flux,      W/m**2
 Col. 16 - downward heat flux at the upper lake surface, W/m**2
 Col. 17 - downward heat flux at the lake bottom, W/m**2
 Col. 18 - friction velocity at the surface (waterside), m/s
 Col. 19 - friction velocity at the bottom, m/s
 Col. 20 - wind work at the water surface, W/m**2
 Col. 21 - albedo of the lake-atmosphere interface, n/d
 Col. 22 - shortwave radiation penetrated below surface, W/m**2
 Col. 23 - significant wave height, m
 Col. 24 - bottom ice salinity, kg/kg
 Col. 25 - discharge in x direction, m**3/s
 Col. 26 - discharge in y direction, m**3/s
 Cols. 27... - top soil columns temperature, m
   2022      3      1   12.00      1416.00  -0.68764E+01   0.00000E+00  -0.18609E-10   0.11117E+01   0.32402E+01   0.00000E+00   0.10239E-04  -0.68764E+01  -0.14420E+02  -0.26344E+01   0.17054E+02  -0.24962E+01   0.51377E-02   0.00000E+00   0.00000E+00       0.85      62.90     0.0000  0.00   0.55335-321   0.32855-319     0.2514     0.8125     1.6373     2.5020     3.2402
   2022      3      2   12.00      1440.00  -0.82719E+01   0.00000E+00  -0.18380E-10   0.11072E+01   0.32314E+01   0.00000E+00   0.92715E-06  -0.82719E+01  -0.20056E+02  -0.28359E+01   0.22892E+02  -0.24870E+01   0.55433E-02   0.00000E+00   0.00000E+00       0.85      64.45     0.0000  0.00   0.55335-321   0.32855-319     0.2501     0.8079     1.6305     2.4948     3.2314
   2022      3      3   12.00      1464.00  -0.52642E+01   0.00000E+00  -0.19080E-10   0.11044E+01   0.32239E+01   0.00000E+00  -0.19629E-02  -0.52642E+01  -0.17924E+02  -0.16065E+01   0.19531E+02  -0.24683E+01   0.96813E-02   0.00000E+00   0.00000E+00       0.85      58.24     0.0000  0.00   0.55335-321   0.32855-319     0.2498     0.8052     1.6260     2.4901     3.2239
   2022      3      4   12.00      1488.00  -0.24412E+01   0.00000E+00  -0.19862E-10   0.11019E+01   0.32167E+01   0.00000E+00  -0.56519E-03  -0.24412E+01  -0.79862E+01   0.10670E+01   0.69193E+01  -0.24586E+01   0.10669E-01   0.00000E+00   0.00000E+00       0.85      54.98     0.0000  0.00   0.55335-321   0.32855-319     0.2494     0.8029     1.6221     2.4853     3.2167
   2022      3      5   12.00      1512.00  -0.31812E+01   0.00000E+00  -0.19908E-10   0.10984E+01   0.32086E+01   0.00000E+00  -0.47883E-03  -0.31812E+01  -0.43276E+01  -0.34713E+01   0.77989E+01  -0.24537E+01   0.98392E-02   0.00000E+00   0.00000E+00       0.85      57.88     0.0000  0.00   0.55335-321   0.32855-319     0.2483     0.7998     1.6171     2.4789     3.2086
   2022      3      6   12.00      1536.00  -0.68440E+01   0.00000E+00  -0.20496E-10   0.10960E+01   0.32015E+01   0.00000E+00  -0.23420E-02  -0.68440E+01  -0.14290E+02  -0.28571E+01   0.17147E+02  -0.24395E+01   0.59647E-02   0.00000E+00   0.00000E+00       0.85      63.60     0.0000  0.00   0.55335-321   0.32855-319     0.2479     0.7977     1.6134     2.4742     3.2015
   2022      3      7   12.00      1560.00  -0.71315E+01   0.00000E+00  -0.21846E-10   0.10950E+01   0.31954E+01   0.00000E+00  -0.31218E-02  -0.71315E+01  -0.25843E+02  -0.13777E+00   0.25981E+02  -0.24226E+01   0.98063E-02   0.00000E+00   0.00000E+00       0.85      68.56     0.0000  0.00   0.55335-321   0.32855-319     0.2483     0.7970     1.6115     2.4713     3.1954
   2022      3      8   12.00      1584.00  -0.34952E+01   0.00000E+00  -0.22552E-10   0.10931E+01   0.31887E+01   0.00000E+00  -0.10210E-02  -0.34943E+01  -0.13105E+02  -0.32711E+01   0.16376E+02  -0.24177E+01   0.12189E-01   0.00000E+00   0.00000E+00       0.85      72.07     0.0000  0.00   0.55335-321   0.32855-319     0.2479     0.7957     1.6088     2.4668     3.1887
   2022      3      9   12.00      1608.00  -0.12078E+01   0.00000E+00  -0.22046E-10   0.10894E+01   0.31807E+01   0.00000E+00   0.97179E-05  -0.12078E+01  -0.20739E+01   0.40872E+01  -0.20133E+01  -0.24190E+01   0.14070E-01   0.00000E+00   0.00000E+00       0.85      78.94     0.0000  0.00   0.55335-321   0.32855-319     0.2464     0.7926     1.6040     2.4598     3.1807
   2022      3     10   12.00      1632.00  -0.27664E+01   0.00000E+00  -0.21356E-10   0.10856E+01   0.31726E+01   0.00000E+00   0.83249E-05  -0.27664E+01  -0.40678E+01   0.75114E+01  -0.34436E+01  -0.24174E+01   0.16610E-01   0.00000E+00   0.00000E+00       0.85      92.05     0.0000  0.00   0.55335-321   0.32855-319     0.2449     0.7892     1.5988     2.4528     3.1726
   2022      3     11   12.00      1656.00  -0.63155E+01   0.00000E+00  -0.20470E-10   0.10815E+01   0.31643E+01   0.00000E+00  -0.90424E-06  -0.63155E+01  -0.21868E+02   0.10540E+02   0.11328E+02  -0.24147E+01   0.17482E-01   0.00000E+00   0.00000E+00       0.85     105.72     0.0000  0.00   0.55335-321   0.32855-319     0.2433     0.7854     1.5932     2.4455     3.1643
   2022      3     12   12.00      1680.00  -0.99455E+01   0.00000E+00  -0.20131E-10   0.10782E+01   0.31567E+01   0.00000E+00  -0.21509E-03  -0.99455E+01  -0.43494E+02   0.12242E+02   0.31252E+02  -0.24066E+01   0.16206E-01   0.00000E+00   0.00000E+00       0.85     114.25     0.0000  0.00   0.55335-321   0.32855-319     0.2423     0.7824     1.5884     2.4395     3.1567
   2022      3     13   12.00      1704.00  -0.12622E+02   0.00000E+00  -0.20742E-10   0.10765E+01   0.31503E+01   0.00000E+00  -0.30625E-02  -0.12622E+02  -0.56448E+02   0.10147E+02   0.46302E+02  -0.23888E+01   0.14746E-01   0.00000E+00   0.00000E+00       0.85     117.92     0.0000  0.00   0.55335-321   0.32855-319     0.2423     0.7810     1.5856     2.4358     3.1503
   2022      3     14   12.00      1728.00  -0.14222E+02   0.00000E+00  -0.22375E-10   0.10765E+01   0.31452E+01   0.00000E+00  -0.42201E-02  -0.14222E+02  -0.58682E+02   0.75101E+01   0.51172E+02  -0.23695E+01   0.13869E-01   0.00000E+00   0.00000E+00       0.85     118.31     0.0000  0.00   0.55335-321   0.32855-319     0.2432     0.7814     1.5850     2.4342     3.1452
   2022      3     15   12.00      1752.00  -0.15457E+02   0.00000E+00  -0.24329E-10   0.10770E+01   0.31406E+01   0.00000E+00  -0.49099E-02  -0.15457E+02  -0.53406E+02   0.10036E+01   0.52402E+02  -0.23527E+01   0.13474E-01   0.00000E+00   0.00000E+00       0.85     120.04     0.0000  0.00   0.55335-321   0.32855-319     0.2442     0.7824     1.5853     2.4331     3.1406
   2022      3     16   12.00      1776.00  -0.17165E+02   0.00000E+00  -0.26545E-10   0.10779E+01   0.31363E+01   0.00000E+00  -0.58605E-02  -0.17165E+02  -0.38867E+02  -0.52356E-01   0.38920E+02  -0.23360E+01   0.83102E-02   0.00000E+00   0.00000E+00       0.85     118.76     0.0000  0.00   0.55335-321   0.32855-319     0.2454     0.7841     1.5863     2.4325     3.1363
   2022      3     17   12.00      1800.00  -0.14762E+02   0.00000E+00  -0.28865E-10   0.10790E+01   0.31322E+01   0.00000E+00  -0.53316E-02  -0.14762E+02  -0.31663E+02   0.50358E+01   0.26627E+02  -0.23226E+01   0.14965E-01   0.00000E+00   0.00000E+00       0.85     109.89     0.0000  0.00   0.55335-321   0.32855-319     0.2465     0.7859     1.5876     2.4318     3.1322
   2022      3     18   12.00      1824.00  -0.12777E+02   0.00000E+00  -0.30399E-10   0.10791E+01   0.31274E+01   0.00000E+00  -0.45057E-02  -0.12777E+02  -0.10780E+02   0.39854E+01   0.67942E+01  -0.23155E+01   0.86617E-02   0.00000E+00   0.00000E+00       0.85     102.02     0.0000  0.00   0.55335-321   0.32855-319     0.2469     0.7869     1.5879     2.4297     3.1274
   2022      3     19   12.00      1848.00  -0.12036E+02   0.00000E+00  -0.31479E-10   0.10787E+01   0.31224E+01   0.00000E+00  -0.45997E-02  -0.12036E+02  -0.16391E+02   0.11160E+02   0.52313E+01  -0.23083E+01   0.15350E-01   0.00000E+00   0.00000E+00       0.85     109.89     0.0000  0.00   0.55335-321   0.32855-319     0.2470     0.7872     1.5875     2.4269     3.1224
   2022      3     20   12.00      1872.00  -0.13132E+02   0.00000E+00  -0.33104E-10   0.10790E+01   0.31179E+01   0.00000E+00  -0.54588E-02  -0.13132E+02  -0.27668E+02   0.89112E+01   0.18756E+02  -0.22955E+01   0.13489E-01   0.00000E+00   0.00000E+00       0.85     127.99     0.0000  0.00   0.55335-321   0.32855-319     0.2477     0.7883     1.5879     2.4253     3.1179
   2022      3     21   12.00      1896.00  -0.14622E+02   0.00000E+00  -0.35144E-10   0.10797E+01   0.31139E+01   0.00000E+00  -0.61070E-02  -0.14622E+02  -0.39061E+02   0.55379E+01   0.33523E+02  -0.22822E+01   0.11669E-01   0.00000E+00   0.00000E+00       0.85     138.96     0.0000  0.00   0.55335-321   0.32855-319     0.2486     0.7898     1.5889     2.4243     3.1139
   2022      3     22   12.00      1920.00  -0.16675E+02   0.00000E+00  -0.37762E-10   0.10811E+01   0.31104E+01   0.00000E+00  -0.71811E-02  -0.16675E+02  -0.36376E+02   0.67193E-01   0.36309E+02  -0.22666E+01   0.66371E-02   0.00000E+00   0.00000E+00       0.85     142.44     0.0000  0.00   0.55335-321   0.32855-319     0.2498     0.7920     1.5907     2.4242     3.1104
   2022      3     23   12.00      1944.00  -0.18080E+02   0.00000E+00  -0.41014E-10   0.10832E+01   0.31075E+01   0.00000E+00  -0.79396E-02  -0.18080E+02  -0.24432E+02   0.85391E-01   0.24347E+02  -0.22504E+01   0.45238E-02   0.00000E+00   0.00000E+00       0.85     146.09     0.0000  0.00   0.55335-321   0.32855-319     0.2514     0.7948     1.5933     2.4248     3.1075
   2022      3     24   12.00      1968.00  -0.13889E+02   0.00000E+00  -0.43997E-10   0.10848E+01   0.31043E+01   0.00000E+00  -0.59877E-02  -0.13889E+02  -0.30102E+02   0.11508E+01   0.28951E+02  -0.22414E+01   0.74843E-02   0.00000E+00   0.00000E+00       0.85     152.83     0.0000  0.00   0.55335-321   0.32855-319     0.2526     0.7975     1.5957     2.4248     3.1043
   2022      3     25   12.00      1992.00  -0.13460E+02   0.00000E+00  -0.45048E-10   0.10846E+01   0.30999E+01   0.00000E+00  -0.53512E-02  -0.13460E+02  -0.12071E+02  -0.11218E+01   0.13193E+02  -0.22394E+01   0.29831E-02   0.00000E+00   0.00000E+00       0.85     156.50     0.0000  0.00   0.55335-321   0.32855-319     0.2526     0.7982     1.5958     2.4222     3.0999
   2022      3     26   12.00      2016.00  -0.10652E+02   0.00000E+00  -0.45535E-10   0.10839E+01   0.30952E+01   0.00000E+00  -0.39981E-02  -0.10652E+02  -0.11924E+02  -0.90972E+00   0.12833E+02  -0.22372E+01   0.36150E-02   0.00000E+00   0.00000E+00       0.85     151.77     0.0000  0.00   0.55335-321   0.32855-319     0.2523     0.7982     1.5952     2.4191     3.0952
   2022      3     27   12.00      2040.00  -0.64162E+01   0.00000E+00  -0.44165E-10   0.10814E+01   0.30892E+01   0.00000E+00  -0.15061E-02  -0.64162E+01  -0.21157E+02   0.59154E+00   0.20565E+02  -0.22433E+01   0.86983E-02   0.00000E+00   0.00000E+00       0.85     148.17     0.0000  0.00   0.55335-321   0.32855-319     0.2510     0.7964     1.5923     2.4137     3.0892
   2022      3     28   12.00      2064.00  -0.42968E+01   0.00000E+00  -0.41018E-10   0.10771E+01   0.30819E+01   0.00000E+00  -0.49711E-04  -0.42968E+01  -0.21878E+02   0.31316E+00   0.21565E+02  -0.22522E+01   0.10635E-01   0.00000E+00   0.00000E+00       0.85     146.95     0.0000  0.00   0.55335-321   0.32855-319     0.2487     0.7926     1.5870     2.4060     3.0819
   2022      3     29   12.00      2088.00  -0.35894E+01   0.00000E+00  -0.37973E-10   0.10726E+01   0.30746E+01   0.00000E+00   0.61167E-05  -0.35894E+01  -0.21713E+02   0.43596E+01   0.17353E+02  -0.22549E+01   0.10439E-01   0.00000E+00   0.00000E+00       0.85     143.64     0.0000  0.00   0.55335-321   0.32855-319     0.2465     0.7883     1.5812     2.3986     3.0746
   2022      3     30   12.00      2112.00  -0.23178E+01   0.00000E+00  -0.35450E-10   0.10684E+01   0.30674E+01   0.00000E+00   0.94553E-05  -0.23178E+01  -0.15191E+02   0.54397E+01   0.97512E+01  -0.22555E+01   0.10238E-01   0.00000E+00   0.00000E+00       0.85     137.29     0.0000  0.00   0.55335-321   0.32855-319     0.2446     0.7843     1.5754     2.3916     3.0674
   2022      3     31   12.00      2136.00  -0.14714E+01   0.00000E+00  -0.32256E-10   0.10631E+01   0.30595E+01   0.00000E+00   0.10803E-04  -0.14711E+01  -0.11878E+02   0.42160E+01   0.76616E+01  -0.22622E+01   0.12035E-01   0.00000E+00   0.00000E+00       0.85     143.46     0.0000  0.00   0.55335-321   0.32855-319     0.2422     0.7791     1.5684     2.3833     3.0595
   2022      4      1   12.00      2160.00  -0.34333E+01   0.00000E+00  -0.29085E-10   0.10576E+01   0.30514E+01   0.00000E+00   0.91614E-05  -0.34333E+01  -0.21404E+02   0.12223E+02   0.91815E+01  -0.22663E+01   0.11671E-01   0.00000E+00   0.00000E+00       0.85     163.08     0.0000  0.00   0.55335-321   0.32855-319     0.2397     0.7735     1.5608     2.3747     3.0514
   2022      4      2   12.00      2184.00  -0.62615E+01   0.00000E+00  -0.27293E-10   0.10533E+01   0.30443E+01   0.00000E+00  -0.20888E-04  -0.62615E+01  -0.31701E+02   0.11683E+02   0.20018E+02  -0.22593E+01   0.95408E-02   0.00000E+00   0.00000E+00       0.85     178.52     0.0000  0.00   0.55335-321   0.32855-319     0.2382     0.7692     1.5546     2.3681     3.0443
   2022      4      3   12.00      2208.00  -0.63341E+01   0.00000E+00  -0.26712E-10   0.10504E+01   0.30381E+01   0.00000E+00  -0.25301E-04  -0.63341E+01  -0.21738E+02   0.54381E+01   0.16299E+02  -0.22512E+01   0.76458E-02   0.00000E+00   0.00000E+00       0.85     183.59     0.0000  0.00   0.55335-321   0.32855-319     0.2375     0.7663     1.5501     2.3632     3.0381
   2022      4      4   12.00      2232.00  -0.67831E+01   0.00000E+00  -0.26200E-10   0.10474E+01   0.30318E+01   0.00000E+00  -0.27249E-04  -0.67831E+01  -0.97796E+01   0.39084E+01   0.58712E+01  -0.22459E+01   0.73794E-02   0.00000E+00   0.00000E+00       0.85     185.21     0.0000  0.00   0.55335-321   0.32855-319     0.2367     0.7635     1.5457     2.3582     3.0318
   2022      4      5   12.00      2256.00  -0.10424E+02   0.00000E+00  -0.26174E-10   0.10451E+01   0.30261E+01   0.00000E+00  -0.20677E-02  -0.10424E+02  -0.12046E+02   0.27895E+01   0.92565E+01  -0.22358E+01   0.99511E-02   0.00000E+00   0.00000E+00       0.85     193.22     0.0000  0.00   0.55335-321   0.32855-319     0.2362     0.7614     1.5421     2.3540     3.0261
   2022      4      6   12.00      2280.00  -0.15810E+02   0.00000E+00  -0.28865E-10   0.10462E+01   0.30228E+01   0.00000E+00  -0.60777E-02  -0.15810E+02  -0.18564E+02  -0.73532E+00   0.19299E+02  -0.22085E+01   0.62224E-02   0.00000E+00   0.00000E+00       0.85     201.00     0.0000  0.00   0.55335-321   0.32855-319     0.2378     0.7626     1.5426     2.3544     3.0228
   2022      4      7   12.00      2304.00  -0.18505E+02   0.00000E+00  -0.33774E-10   0.10497E+01   0.30213E+01   0.00000E+00  -0.80870E-02  -0.18505E+02  -0.26157E+02   0.90063E+00   0.25256E+02  -0.21800E+01   0.78202E-02   0.00000E+00   0.00000E+00       0.85     205.12     0.0000  0.00   0.55335-321   0.32855-319     0.2407     0.7667     1.5466     2.3579     3.0213
   2022      4      8   12.00      2328.00  -0.16910E+02   0.00000E+00  -0.39020E-10   0.10534E+01   0.30199E+01   0.00000E+00  -0.75859E-02  -0.16910E+02  -0.20755E+02   0.44583E+01   0.16297E+02  -0.21612E+01   0.62640E-02   0.00000E+00   0.00000E+00       0.85     201.86     0.0000  0.00   0.55335-321   0.32855-319     0.2434     0.7713     1.5512     2.3610     3.0199
   2022      4      9   12.00      2352.00  -0.10220E+02   0.00000E+00  -0.41669E-10   0.10545E+01   0.30168E+01   0.00000E+00  -0.36912E-02  -0.10220E+02  -0.11661E+02  -0.32241E+01   0.14886E+02  -0.21620E+01   0.87267E-02   0.00000E+00   0.00000E+00       0.85     198.15     0.0000  0.00   0.55335-321   0.32855-319     0.2441     0.7734     1.5530     2.3601     3.0168
   2022      4     10   12.00      2376.00  -0.49912E+01   0.00000E+00  -0.39850E-10   0.10515E+01   0.30107E+01   0.00000E+00  -0.14063E-03  -0.49912E+01  -0.94104E+01  -0.36151E+01   0.13026E+02  -0.21778E+01   0.58399E-02   0.00000E+00   0.00000E+00       0.85     187.86     0.0000  0.00   0.55335-321   0.32855-319     0.2422     0.7713     1.5498     2.3536     3.0107
   2022      4     11   12.00      2400.00  -0.31788E+01   0.00000E+00  -0.36940E-10   0.10473E+01   0.30039E+01   0.00000E+00  -0.15588E-05  -0.31788E+01  -0.20343E+02   0.38181E+01   0.16525E+02  -0.21854E+01   0.68012E-02   0.00000E+00   0.00000E+00       0.85     177.43     0.0000  0.00   0.55335-321   0.32855-319     0.2400     0.7676     1.5447     2.3463     3.0039
   2022      4     12   12.00      2424.00  -0.17275E+01   0.00000E+00  -0.33380E-10   0.10423E+01   0.29963E+01   0.00000E+00   0.67892E-05  -0.17275E+01  -0.19809E+02   0.27745E+01   0.17034E+02  -0.21945E+01   0.61476E-02   0.00000E+00   0.00000E+00       0.85     156.71     0.0000  0.00   0.55335-321   0.32855-319     0.2374     0.7629     1.5382     2.3379     2.9963
   2022      4     13   12.00      2448.00   0.85407E-01   0.00000E+00  -0.30051E-10   0.10371E+01   0.29887E+01   0.00000E+00   0.11378E-04   0.85407E-01  -0.22171E+02   0.61588E+01   0.16012E+02  -0.21988E+01   0.81700E-02   0.00000E+00   0.00000E+00       0.85     137.60     0.0000  0.00   0.55335-321   0.32855-319     0.2350     0.7578     1.5313     2.3297     2.9887
   2022      4     14   12.00      2472.00   0.90956E+00   0.00000E+00  -0.21572E-10   0.10248E+01   0.29759E+01   0.00000E+00   0.12342E-04   0.90934E+00  -0.26824E+02   0.80736E+01   0.18750E+02  -0.22592E+01   0.12053E-01   0.00000E+00   0.00000E+00       0.85     139.44     0.0000  0.00   0.55335-321   0.32855-319     0.2280     0.7457     1.5159     2.3113     2.9759
   2022      4     15   12.00      2496.00   0.80162E+00   0.00000E+00  -0.10073E-10   0.10032E+01   0.29570E+01   0.00000E+00   0.32837E-01   0.80134E+00  -0.33284E+02   0.49519E+01   0.28333E+02  -0.23752E+01   0.13470E-01   0.00000E+00   0.00000E+00       0.85     167.28     0.0000  0.00   0.49407-321   0.31768-319     0.2162     0.7236     1.4882     2.2802     2.9570
   2022      4     16   12.00      2520.00   0.22920E+00   0.00000E+00   0.00000E+00   0.96340E+00   0.29344E+01   0.00000E+00  -0.28688E-05   0.22920E+00  -0.34677E+02   0.27991E+01   0.31878E+02  -0.25706E+01   0.10590E-01   0.00000E+00   0.00000E+00       0.85     186.37     0.0000  0.00  -0.10869-321   0.19985-319     0.1964     0.6813     1.4344     2.2248     2.9344
   2022      4     17   12.00      2544.00   0.16847E+00   0.00000E+00   0.00000E+00   0.96924E+00   0.29765E+01   0.00000E+00   0.28755E-03   0.16848E+00  -0.27450E+02   0.73464E+00   0.26716E+02  -0.26683E+01   0.82331E-02   0.00000E+00   0.00000E+00       0.85     168.30     0.0000  0.00  -0.10869-321   0.19985-319     0.2107     0.6834     1.4287     2.2382     2.9765
   2022      4     18   12.00      2568.00  -0.76485E-01   0.00000E+00  -0.43117E-14   0.99171E+00   0.30690E+01   0.00000E+00   0.46262E-03  -0.76388E-01  -0.28885E+02   0.34187E+01   0.25466E+02  -0.29712E+01   0.82329E-02   0.00000E+00   0.00000E+00       0.85     161.48     0.0000  0.00  -0.10869-321   0.19985-319     0.2398     0.7037     1.4374     2.2736     3.0690
   2022      4     19   12.00      2592.00  -0.15415E+01   0.00000E+00  -0.55019E-12   0.10661E+01   0.33210E+01   0.00000E+00  -0.23381E+00  -0.15415E+01  -0.39679E+02   0.55645E+01   0.34114E+02  -0.36825E+01   0.79309E-02   0.00000E+00   0.00000E+00       0.85     186.92     0.0000  0.00  -0.10869-321   0.19985-319     0.3169     0.7738     1.4897     2.3863     3.3210
   2022      4     20   12.00      2616.00  -0.32668E+01   0.00000E+00  -0.13209E-11   0.11728E+01   0.35814E+01   0.00000E+00  -0.96086E+00  -0.32668E+01  -0.42039E+02  -0.40343E+01   0.46073E+02  -0.39467E+01   0.61174E-02   0.00000E+00   0.00000E+00       0.85     222.85     0.0000  0.00  -0.10869-321   0.19985-319     0.4132     0.8810     1.5758     2.5491     3.5814
   2022      4     21   12.00      2640.00  -0.30332E+01   0.00000E+00  -0.20327E-11   0.12805E+01   0.37928E+01   0.00000E+00  -0.11637E+01  -0.30332E+01  -0.46623E+02  -0.53557E+01   0.51979E+02  -0.39764E+01   0.71496E-02   0.00000E+00   0.00000E+00       0.85     230.09     0.0000  0.00  -0.10869-321   0.19985-319     0.4972     0.9951     1.6744     2.7125     3.7928
   2022      4     22   12.00      2664.00  -0.14197E+01   0.00000E+00  -0.26136E-11   0.13737E+01   0.39379E+01   0.00000E+00  -0.57855E+00  -0.14197E+01  -0.50480E+02   0.27159E+01   0.47764E+02  -0.38704E+01   0.84121E-02   0.00000E+00   0.00000E+00       0.85     218.58     0.0000  0.00  -0.10869-321   0.19985-319     0.5570     1.0981     1.7724     2.8521     3.9379
   2022      4     23   12.00      2688.00  -0.16298E+01   0.00000E+00  -0.29120E-11   0.14484E+01   0.40226E+01   0.00000E+00  -0.30666E+00  -0.16298E+01  -0.21244E+02   0.55248E-01   0.21189E+02  -0.36320E+01   0.34431E-02   0.00000E+00   0.00000E+00       0.85     183.51     0.0000  0.00  -0.10869-321   0.19985-319     0.5938     1.1835     1.8630     2.9618     4.0226
   2022      4     24   12.00      2712.00  -0.19838E+01   0.00000E+00  -0.32597E-11   0.14918E+01   0.40109E+01   0.00000E+00  -0.81445E+00  -0.19838E+01  -0.50708E+01   0.92260E+00   0.41482E+01  -0.32063E+01   0.14508E-02   0.00000E+00   0.00000E+00       0.85     131.80     0.0000  0.00  -0.10869-321   0.19985-319     0.5976     1.2370     1.9344     3.0236     4.0109
   2022      4     25   12.00      2736.00  -0.16036E+01   0.00000E+00  -0.37334E-11   0.15157E+01   0.39863E+01   0.00000E+00  -0.59474E+00  -0.16036E+01  -0.11456E+02   0.19179E+01   0.95381E+01  -0.30285E+01   0.42679E-02   0.00000E+00   0.00000E+00       0.85     116.30     0.0000  0.00  -0.10869-321   0.19985-319     0.5868     1.2671     1.9906     3.0545     3.9863
   2022      4     26   12.00      2760.00  -0.31620E+01   0.00000E+00  -0.40950E-11   0.15516E+01   0.40521E+01   0.00000E+00  -0.11628E+01  -0.31620E+01  -0.97197E+01  -0.25840E+01   0.12304E+02  -0.35270E+01   0.24745E-02   0.00000E+00   0.00000E+00       0.85     164.32     0.0000  0.00  -0.10869-321   0.19985-319     0.5966     1.3033     2.0504     3.1034     4.0521
   2022      4     27   12.00      2784.00  -0.16312E+01   0.00000E+00  -0.44039E-11   0.16257E+01   0.41404E+01   0.00000E+00  -0.76194E+00  -0.16312E+01  -0.25118E+02  -0.79099E+01   0.33028E+02  -0.48658E+01   0.46410E-02   0.00000E+00   0.00000E+00       0.85     217.59     0.0000  0.00  -0.10869-321   0.19985-319     0.6444     1.3705     2.1312     3.2358     4.1404
   2022      4     28   12.00      2808.00  -0.18240E+01   0.00000E+00  -0.44099E-11   0.17064E+01   0.41468E+01   0.00000E+00  -0.65336E+00  -0.18240E+01  -0.18813E+02  -0.32429E+01   0.22056E+02  -0.52878E+01   0.34165E-02   0.00000E+00   0.00000E+00       0.85     209.89     0.0000  0.00  -0.10869-321   0.19985-319     0.6881     1.4440     2.2160     3.4000     4.1468
   2022      4     29   12.00      2832.00   0.11442E+00   0.00000E+00  -0.20404E-11   0.20037E+01   0.42676E+01   0.00000E+00   0.23651E-01   0.61161E+00  -0.56748E+02  -0.20436E+01   0.58792E+02  -0.26084E+02   0.10170E-01   0.00000E+00   0.00000E+00       0.47     182.09     0.0000  0.00  -0.15316-321   0.18765-319     0.9335     1.6787     2.5680     3.9028     4.2676
   2022      4     30   12.00      2856.00   0.43650E-01   0.00000E+00   0.00000E+00   0.26626E+01   0.42964E+01   0.00000E+00   0.43650E-01   0.61781E+00  -0.86985E+02   0.77633E+00   0.86209E+02  -0.32692E+02   0.12747E-01   0.00000E+00   0.00000E+00       0.40     183.62     0.0000  0.00  -0.57312-321   0.76037-320     1.4048     2.2690     3.8399     4.1799     4.2964
   2022      5      1   12.00      2880.00   0.32726E-01   0.00000E+00   0.00000E+00   0.33993E+01   0.43214E+01   0.00000E+00   0.32726E-01   0.61781E+00  -0.74154E+02   0.68566E+01   0.67298E+02  -0.39638E+02   0.92573E-02   0.00000E+00   0.00000E+00       0.40     214.05     0.0000  0.00  -0.31620-321  -0.61363-320     2.0509     3.7843     4.1901     4.2069     4.3214
   2022      5      2   12.00      2904.00  -0.52797E+00   0.00000E+00  -0.10520E-11   0.41577E+01   0.44770E+01   0.00000E+00  -0.52797E+00   0.61781E+00  -0.26805E+02   0.56476E+00   0.26241E+02  -0.46543E+02   0.39993E-02   0.00000E+00   0.00000E+00       0.40     249.74     0.0000  0.00  -0.44466-322  -0.19861-320     3.7653     4.3503     4.3606     4.3741     4.4770
   2022      5      3   12.00      2928.00  -0.11779E+01   0.00000E+00  -0.59218E-11   0.42030E+01   0.44451E+01   0.00000E+00  -0.11779E+01   0.61781E+00  -0.36350E+02   0.75833E+01   0.28767E+02  -0.53992E+02   0.95863E-02   0.00000E+00   0.00000E+00       0.40     269.10     0.0000  0.00   0.00000E+00   0.00000E+00     4.0254     4.2777     4.2987     4.3196     4.4451
   2022      5      4   12.00      2952.00  -0.28018E+01   0.00000E+00  -0.60072E-11   0.41944E+01   0.44419E+01   0.00000E+00  -0.28018E+01   0.61781E+00  -0.36295E+02   0.10567E+02   0.25727E+02  -0.56214E+02   0.98380E-02   0.00000E+00   0.00000E+00       0.40     272.62     0.0000  0.00   0.00000E+00   0.00000E+00     4.0169     4.2688     4.2898     4.3114     4.4419
   2022      5      5   12.00      2976.00  -0.22373E+01   0.00000E+00  -0.62218E-11   0.42279E+01   0.44739E+01   0.00000E+00  -0.22373E+01   0.61781E+00  -0.29971E+02   0.18942E+01   0.28076E+02  -0.58049E+02   0.78342E-02   0.00000E+00   0.00000E+00       0.40     273.61     0.0000  0.00   0.00000E+00   0.00000E+00     4.0496     4.3029     4.3236     4.3449     4.4739
   2022      5      6   12.00      3000.00  -0.96512E+00   0.00000E+00  -0.60285E-11   0.42258E+01   0.44658E+01   0.00000E+00  -0.96512E+00   0.61781E+00  -0.22268E+02   0.14483E+01   0.20820E+02  -0.54671E+02   0.77467E-02   0.00000E+00   0.00000E+00       0.40     246.27     0.0000  0.00   0.00000E+00   0.00000E+00     4.0478     4.3011     4.3216     4.3422     4.4658
