   2021     11     17   12.00      7680.00  -0.29261E+02   0.00000E+00  -0.27743E-09   0.30874E+01   0.40465E+01   0.00000E+00  -0.34548E+01  -0.29258E+02  -0.14884E+02  -0.10436E+01  -0.28241E+02  -0.59698E+01   0.60497E-02   0.00000E+00   0.10869-321       0.85       4.28     0.0000  0.00  -0.24254-319  -0.45797-318     1.5604     3.5690     3.9913     3.9969     4.0465
   2021     11     18   12.00      7704.00  -0.27243E+02   0.00000E+00  -0.28632E-09   0.30713E+01   0.40487E+01   0.00000E+00  -0.35282E+01  -0.27243E+02  -0.35846E+02  -0.15383E+01  -0.67830E+01  -0.58502E+01   0.84657E-02   0.00000E+00   0.10869-321       0.85       4.08     0.0000  0.00  -0.24338-319  -0.46629-318     1.5394     3.5375     3.9914     3.9976     4.0487
   2021     11     19   12.00      7728.00  -0.24589E+02   0.00000E+00  -0.29446E-09   0.30552E+01   0.40475E+01   0.00000E+00  -0.32469E+01  -0.24589E+02  -0.29330E+02  -0.18195E+00  -0.14656E+02  -0.58105E+01   0.72348E-02   0.00000E+00   0.10869-321       0.85       3.31     0.0000  0.00  -0.24328-319  -0.46629-318     1.5187     3.5062     3.9912     3.9971     4.0475
   2021     11     20   12.00      7752.00  -0.26193E+02   0.00000E+00  -0.30094E-09   0.30387E+01   0.40496E+01   0.00000E+00  -0.33291E+01  -0.26193E+02  -0.13540E+02  -0.34862E+00  -0.30279E+02  -0.56739E+01   0.47852E-02   0.00000E+00   0.10869-321       0.85       2.69     0.0000  0.00  -0.24244-319  -0.46782-318     1.4978     3.4759     3.9907     3.9975     4.0496
   2021     11     21   12.00      7776.00  -0.27471E+02   0.00000E+00  -0.30805E-09   0.30227E+01   0.40488E+01   0.00000E+00  -0.35629E+01  -0.27471E+02  -0.16432E+02  -0.12517E+01  -0.26483E+02  -0.56494E+01   0.63227E-02   0.00000E+00   0.10869-321       0.85       2.52     0.0000  0.00  -0.24249-319  -0.46794-318     1.4784     3.4451     3.9904     3.9973     4.0488
   2021     11     22   12.00      7800.00  -0.25644E+02   0.00000E+00  -0.31626E-09   0.30073E+01   0.40504E+01   0.00000E+00  -0.36028E+01  -0.25644E+02  -0.37838E+02  -0.68910E+00  -0.56410E+01  -0.55291E+01   0.10601E-01   0.00000E+00   0.10869-321       0.85       2.29     0.0000  0.00  -0.24595-319  -0.46781-318     1.4605     3.4167     3.9897     3.9975     4.0504
   2021     11     23   12.00      7824.00  -0.22739E+02   0.00000E+00  -0.32374E-09   0.29918E+01   0.40497E+01   0.00000E+00  -0.33283E+01  -0.22739E+02  -0.52568E+02   0.98430E+00   0.74158E+01  -0.55017E+01   0.12159E-01   0.00000E+00   0.10869-321       0.85       1.92     0.0000  0.00  -0.24595-319  -0.46838-318     1.4428     3.3880     3.9892     3.9974     4.0497
   2021     11     24   12.00      7848.00  -0.24494E+02   0.00000E+00  -0.32915E-09   0.29758E+01   0.40511E+01   0.00000E+00  -0.32885E+01  -0.24494E+02  -0.44441E+02  -0.32198E+00   0.59511E+00  -0.53865E+01   0.10596E-01   0.00000E+00   0.10869-321       0.85       1.58     0.0000  0.00  -0.24595-319  -0.47641-318     1.4246     3.3598     3.9881     3.9976     4.0511
   2021     11     25   12.00      7872.00  -0.27039E+02   0.00000E+00  -0.33497E-09   0.29602E+01   0.40506E+01   0.00000E+00  -0.36944E+01  -0.27039E+02  -0.39699E+02  -0.54627E+00  -0.39220E+01  -0.53570E+01   0.10457E-01   0.00000E+00   0.10869-321       0.85       1.32     0.0000  0.00  -0.24595-319  -0.47641-318     1.4075     3.3323     3.9873     3.9975     4.0506
   2021     11     26   12.00      7896.00  -0.28597E+02   0.00000E+00  -0.34303E-09   0.29455E+01   0.40518E+01   0.00000E+00  -0.39492E+01  -0.28597E+02  -0.40043E+02  -0.40861E+00  -0.37162E+01  -0.52602E+01   0.10490E-01   0.00000E+00   0.10869-321       0.85       1.09     0.0000  0.00  -0.24595-319  -0.47641-318     1.3924     3.3062     3.9862     3.9978     4.0518
   2021     11     27   12.00      7920.00  -0.31962E+02   0.00000E+00  -0.35292E-09   0.29314E+01   0.40514E+01   0.00000E+00  -0.44018E+01  -0.31962E+02  -0.32041E+02  -0.64218E+00  -0.11485E+02  -0.52229E+01   0.86763E-02   0.00000E+00   0.10869-321       0.85       0.85     0.0000  0.00  -0.24595-319  -0.47641-318     1.3788     3.2814     3.9850     3.9976     4.0514
   2021     11     28   12.00      7944.00  -0.32842E+02   0.00000E+00  -0.36563E-09   0.29183E+01   0.40524E+01   0.00000E+00  -0.47944E+01  -0.32842E+02  -0.29008E+02  -0.63763E+00  -0.14522E+02  -0.51392E+01   0.82996E-02   0.00000E+00   0.10869-321       0.85       0.64     0.0000  0.00  -0.24595-319  -0.47641-318     1.3672     3.2581     3.9838     3.9979     4.0524
   2021     11     29   12.00      7968.00  -0.34854E+02   0.00000E+00  -0.38018E-09   0.29057E+01   0.40520E+01   0.00000E+00  -0.50160E+01  -0.34854E+02  -0.21674E+02  -0.75167E+00  -0.21742E+02  -0.50963E+01   0.77796E-02   0.00000E+00   0.10869-321       0.85       0.49     0.0000  0.00  -0.24595-319  -0.47641-318     1.3566     3.2361     3.9822     3.9977     4.0520
   2021     11     30   12.00      7992.00  -0.36208E+02   0.00000E+00  -0.39631E-09   0.28936E+01   0.40529E+01   0.00000E+00  -0.54570E+01  -0.36208E+02  -0.19596E+02  -0.69347E+00  -0.23878E+02  -0.50261E+01   0.76223E-02   0.00000E+00   0.10869-321       0.85       0.36     0.0000  0.00  -0.24595-319  -0.47641-318     1.3469     3.2151     3.9808     3.9980     4.0529
   2021     12      1   12.00      8016.00  -0.32870E+02   0.00000E+00  -0.41416E-09   0.28820E+01   0.40527E+01   0.00000E+00  -0.53612E+01  -0.32870E+02  -0.30774E+02  -0.42020E+00  -0.12974E+02  -0.49760E+01   0.93682E-02   0.00000E+00   0.10869-321       0.85       0.24     0.0000  0.00  -0.24595-319  -0.47641-318     1.3382     3.1953     3.9786     3.9977     4.0527
   2021     12      2   12.00      8040.00  -0.32113E+02   0.00000E+00  -0.43023E-09   0.28700E+01   0.40533E+01   0.00000E+00  -0.51390E+01  -0.32113E+02  -0.26919E+02  -0.37910E+00  -0.16870E+02  -0.49196E+01   0.83472E-02   0.00000E+00   0.10869-321       0.85       0.14     0.0000  0.00  -0.24595-319  -0.47641-318     1.3285     3.1755     3.9744     3.9982     4.0533
   2021     12      3   12.00      8064.00  -0.29104E+02   0.00000E+00  -0.44435E-09   0.28577E+01   0.40531E+01   0.00000E+00  -0.50322E+01  -0.29104E+02  -0.15056E+02   0.85893E-01  -0.29198E+02  -0.48664E+01   0.90352E-02   0.00000E+00   0.10869-321       0.85       0.08     0.0000  0.00  -0.24595-319  -0.47641-318     1.3182     3.1557     3.9700     3.9978     4.0531
   2021     12      4   12.00      8088.00  -0.21750E+02   0.00000E+00  -0.45570E-09   0.28448E+01   0.40538E+01   0.00000E+00  -0.40156E+01  -0.21751E+02  -0.41984E+01   0.36818E+01  -0.43651E+02  -0.48091E+01   0.15438E-01   0.00000E+00   0.10869-321       0.85       0.03     0.0000  0.00  -0.24595-319  -0.47641-318     1.3070     3.1356     3.9632     3.9982     4.0538
   2021     12      5   12.00      8112.00  -0.16850E+02   0.00000E+00  -0.45813E-09   0.28300E+01   0.40536E+01   0.00000E+00  -0.26304E+01  -0.16849E+02  -0.31908E+01   0.54215E+01  -0.46398E+02  -0.47617E+01   0.18298E-01   0.00000E+00   0.10869-321       0.85       0.01     0.0000  0.00  -0.24595-319  -0.47641-318     1.2922     3.1137     3.9562     3.9978     4.0536
   2021     12      6   12.00      8136.00  -0.97725E+01   0.00000E+00  -0.45264E-09   0.28136E+01   0.40543E+01   0.00000E+00  -0.12641E+01  -0.97683E+01  -0.10912E+02  -0.31654E+00  -0.32939E+02  -0.47048E+01   0.18817E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24570-319  -0.47641-318     1.2749     3.0900     3.9468     3.9980     4.0543
   2021     12      7   12.00      8160.00  -0.78904E+01   0.00000E+00  -0.44611E-09   0.27972E+01   0.40541E+01   0.00000E+00  -0.15645E-02  -0.78894E+01  -0.12027E+02  -0.95471E+00  -0.31186E+02  -0.46584E+01   0.10973E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.2581     3.0662     3.9371     3.9977     4.0541
   2021     12      8   12.00      8184.00  -0.17664E+02   0.00000E+00  -0.42614E-09   0.27778E+01   0.40547E+01   0.00000E+00  -0.18133E-02  -0.17658E+02  -0.91920E+01  -0.40964E+01  -0.30879E+02  -0.46088E+01   0.45930E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.2362     3.0390     3.9252     3.9977     4.0547
   2021     12      9   12.00      8208.00  -0.29607E+02   0.00000E+00  -0.41290E-09   0.27603E+01   0.40548E+01   0.00000E+00  -0.39016E-02  -0.29606E+02  -0.37722E+01  -0.46448E+00  -0.39931E+02  -0.45621E+01   0.11429E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.2185     3.0137     3.9136     3.9972     4.0548
   2021     12     10   12.00      8232.00  -0.28996E+02   0.00000E+00  -0.40713E-09   0.27448E+01   0.40548E+01   0.00000E+00  -0.46629E-02  -0.28995E+02  -0.24442E+02  -0.23262E+01  -0.17400E+02  -0.45267E+01   0.61975E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.2047     2.9907     3.9020     3.9965     4.0548
   2021     12     11   12.00      8256.00  -0.29626E+02   0.00000E+00  -0.40326E-09   0.27299E+01   0.40550E+01   0.00000E+00  -0.49046E-02  -0.29626E+02  -0.37917E+02  -0.32944E+01  -0.29560E+01  -0.44775E+01   0.86734E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1920     2.9685     3.8905     3.9954     4.0550
   2021     12     12   12.00      8280.00  -0.31534E+02   0.00000E+00  -0.40121E-09   0.27155E+01   0.40550E+01   0.00000E+00  -0.53120E-02  -0.31534E+02  -0.38041E+02  -0.31953E+01  -0.29309E+01  -0.44397E+01   0.88492E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1803     2.9472     3.8790     3.9939     4.0550
   2021     12     13   12.00      8304.00  -0.36917E+02   0.00000E+00  -0.40160E-09   0.27020E+01   0.40552E+01   0.00000E+00  -0.60233E-02  -0.36916E+02  -0.24642E+02  -0.18947E+01  -0.17631E+02  -0.43956E+01   0.57746E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1699     2.9271     3.8675     3.9922     4.0552
   2021     12     14   12.00      8328.00  -0.41143E+02   0.00000E+00  -0.40669E-09   0.26897E+01   0.40552E+01   0.00000E+00  -0.71803E-02  -0.41143E+02  -0.13177E+02  -0.90238E+00  -0.30088E+02  -0.43583E+01   0.58543E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1616     2.9086     3.8563     3.9901     4.0552
   2021     12     15   12.00      8352.00  -0.38498E+02   0.00000E+00  -0.41477E-09   0.26782E+01   0.40553E+01   0.00000E+00  -0.72690E-02  -0.38498E+02  -0.83858E+01  -0.80243E+00  -0.34979E+02  -0.43156E+01   0.76623E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1545     2.8915     3.8453     3.9877     4.0553
   2021     12     16   12.00      8376.00  -0.26209E+02   0.00000E+00  -0.42011E-09   0.26662E+01   0.40553E+01   0.00000E+00  -0.56708E-02  -0.26211E+02  -0.41747E+01  -0.82915E+00  -0.39164E+02  -0.42789E+01   0.12821E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1462     2.8741     3.8341     3.9850     4.0553
   2021     12     17   12.00      8400.00  -0.15774E+02   0.00000E+00  -0.41499E-09   0.26518E+01   0.40554E+01   0.00000E+00  -0.29581E-02  -0.15774E+02  -0.36067E+01   0.63186E+01  -0.46880E+02  -0.42366E+01   0.13371E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1338     2.8542     3.8221     3.9817     4.0554
   2021     12     18   12.00      8424.00  -0.13668E+02   0.00000E+00  -0.40249E-09   0.26358E+01   0.40554E+01   0.00000E+00  -0.19893E-02  -0.13672E+02  -0.76921E+01   0.13899E+01  -0.37865E+02  -0.41990E+01   0.78764E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1191     2.8324     3.8096     3.9780     4.0554
   2021     12     19   12.00      8448.00  -0.11126E+02   0.00000E+00  -0.38866E-09   0.26196E+01   0.40554E+01   0.00000E+00  -0.16359E-02  -0.11130E+02  -0.10696E+02  -0.15292E+01  -0.31943E+02  -0.41632E+01   0.80570E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.1045     2.8104     3.7968     3.9740     4.0554
   2021     12     20   12.00      8472.00  -0.70332E+01   0.00000E+00  -0.37432E-09   0.26034E+01   0.40555E+01   0.00000E+00  -0.12177E-02  -0.70301E+01  -0.14360E+02  -0.36571E+01  -0.26151E+02  -0.41239E+01   0.10454E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0901     2.7883     3.7839     3.9696     4.0555
   2021     12     21   12.00      8496.00  -0.13324E+02   0.00000E+00  -0.35956E-09   0.25872E+01   0.40556E+01   0.00000E+00  -0.89435E-03  -0.13322E+02  -0.24618E+02  -0.12912E+02  -0.66379E+01  -0.40878E+01   0.11156E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0760     2.7661     3.7708     3.9649     4.0556
   2021     12     22   12.00      8520.00  -0.25062E+02   0.00000E+00  -0.34583E-09   0.25714E+01   0.40557E+01   0.00000E+00  -0.13347E-02  -0.25060E+02  -0.30455E+02  -0.38570E+01  -0.98553E+01  -0.40555E+01   0.58882E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0627     2.7443     3.7577     3.9600     4.0557
   2021     12     23   12.00      8544.00  -0.29191E+02   0.00000E+00  -0.33638E-09   0.25567E+01   0.40557E+01   0.00000E+00  -0.23095E-02  -0.29190E+02  -0.33674E+01  -0.24870E+00  -0.40552E+02  -0.40202E+01   0.85829E-03   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0513     2.7238     3.7448     3.9548     4.0557
   2021     12     24   12.00      8568.00  -0.26923E+02   0.00000E+00  -0.33083E-09   0.25431E+01   0.40559E+01   0.00000E+00  -0.28436E-02  -0.26923E+02  -0.60000E+01  -0.30138E+00  -0.37866E+02  -0.39835E+01   0.21158E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0418     2.7048     3.7321     3.9495     4.0559
   2021     12     25   12.00      8592.00  -0.23640E+02   0.00000E+00  -0.32680E-09   0.25300E+01   0.40560E+01   0.00000E+00  -0.29711E-02  -0.23640E+02  -0.58173E+01  -0.54815E-01  -0.38295E+02  -0.39505E+01   0.42783E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0328     2.6865     3.7195     3.9440     4.0560
   2021     12     26   12.00      8616.00  -0.14762E+02   0.00000E+00  -0.32278E-09   0.25169E+01   0.40561E+01   0.00000E+00  -0.25881E-02  -0.14768E+02  -0.36335E+01   0.67449E+00  -0.41209E+02  -0.39195E+01   0.66485E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0240     2.6684     3.7069     3.9382     4.0561
   2021     12     27   12.00      8640.00  -0.16532E+02   0.00000E+00  -0.31674E-09   0.25035E+01   0.40561E+01   0.00000E+00  -0.18838E-02  -0.16530E+02  -0.97222E+01  -0.17213E+01  -0.32724E+02  -0.38905E+01   0.39362E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0144     2.6500     3.6940     3.9321     4.0561
   2021     12     28   12.00      8664.00  -0.21111E+02   0.00000E+00  -0.30897E-09   0.24896E+01   0.40561E+01   0.00000E+00  -0.15527E-02  -0.21111E+02  -0.15188E+02  -0.66150E+00  -0.28318E+02  -0.38577E+01   0.53104E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     1.0042     2.6313     3.6810     3.9257     4.0561
   2021     12     29   12.00      8688.00  -0.17521E+02   0.00000E+00  -0.30141E-09   0.24759E+01   0.40563E+01   0.00000E+00  -0.15955E-02  -0.17519E+02  -0.52345E+01   0.38123E+01  -0.42745E+02  -0.38228E+01   0.10608E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9944     2.6128     3.6679     3.9192     4.0563
   2021     12     30   12.00      8712.00  -0.21896E+02   0.00000E+00  -0.29441E-09   0.24625E+01   0.40565E+01   0.00000E+00  -0.15201E-02  -0.21895E+02  -0.10658E+02  -0.16913E+00  -0.33340E+02  -0.37916E+01   0.98385E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9849     2.5947     3.6548     3.9125     4.0565
   2021     12     31   12.00      8736.00  -0.30785E+02   0.00000E+00  -0.28756E-09   0.24492E+01   0.40565E+01   0.00000E+00  -0.14930E-02  -0.30784E+02  -0.35339E+02  -0.14893E+01  -0.73396E+01  -0.37661E+01   0.85006E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9756     2.5768     3.6418     3.9056     4.0565
   2022      1      1   12.00      8760.00  -0.31913E+02   0.00000E+00  -0.28169E-09   0.24362E+01   0.40564E+01   0.00000E+00  -0.17601E-02  -0.31913E+02  -0.44024E+02  -0.13250E+01   0.11815E+01  -0.37432E+01   0.10248E-01   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9669     2.5594     3.6287     3.8985     4.0564
   2022      1      2   12.00      8784.00  -0.34386E+02   0.00000E+00  -0.27737E-09   0.24238E+01   0.40560E+01   0.00000E+00  -0.20651E-02  -0.34385E+02  -0.30901E+02  -0.14097E+01  -0.11857E+02  -0.37247E+01   0.77476E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9589     2.5427     3.6159     3.8914     4.0560
   2022      1      3   12.00      8808.00  -0.37089E+02   0.00000E+00  -0.27440E-09   0.24118E+01   0.40556E+01   0.00000E+00  -0.23470E-02  -0.37089E+02  -0.18253E+02  -0.10232E+01  -0.24891E+02  -0.37020E+01   0.56511E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9516     2.5266     3.6031     3.8841     4.0556
   2022      1      4   12.00      8832.00  -0.35179E+02   0.00000E+00  -0.27273E-09   0.24003E+01   0.40553E+01   0.00000E+00  -0.26221E-02  -0.35178E+02  -0.15146E+02  -0.62922E+00  -0.28392E+02  -0.36730E+01   0.50310E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9448     2.5113     3.5905     3.8767     4.0553
   2022      1      5   12.00      8856.00  -0.29158E+02   0.00000E+00  -0.27197E-09   0.23891E+01   0.40553E+01   0.00000E+00  -0.27436E-02  -0.29158E+02  -0.13262E+02   0.51923E+00  -0.31425E+02  -0.36409E+01   0.40095E-02   0.00000E+00   0.10869-321       0.85       0.00     0.0000  0.00  -0.24506-319  -0.47641-318     0.9384     2.4965     3.5781     3.8693     4.0553
   2022      1      6   12.00      8880.00  -0.25034E+02   0.00000E+00  -0.27134E-09   0.23781E+01   0.40553E+01   0.00000E+00  -0.26367E-02  -0.25034E+02  -0.14087E+02   0.15271E+01  -0.31607E+02  -0.36125E+01   0.47792E-02   0.00000E+00   0.10869-321       0.85       0.01     0.0000  0.00  -0.24506-319  -0.47641-318     0.9322     2.4820     3.5657     3.8617     4.0553
   2022      1      7   12.00      8904.00  -0.25136E+02   0.00000E+00  -0.27013E-09   0.23670E+01   0.40551E+01   0.00000E+00  -0.24283E-02  -0.25136E+02  -0.24805E+02   0.51717E+00  -0.19879E+02  -0.35944E+01   0.75204E-02   0.00000E+00   0.10869-321       0.85       0.03     0.0000  0.00  -0.24506-319  -0.47641-318     0.9257     2.4675     3.5533     3.8540     4.0551
   2022      1      8   12.00      8928.00  -0.26172E+02   0.00000E+00  -0.26842E-09   0.23559E+01   0.40544E+01   0.00000E+00  -0.23117E-02  -0.26172E+02  -0.43636E+02  -0.20544E+00  -0.32585E+00  -0.35871E+01   0.10337E-01   0.00000E+00   0.10869-321       0.85       0.08     0.0000  0.00  -0.24506-319  -0.47641-318     0.9191     2.4531     3.5408     3.8461     4.0544
   2022      1      9   12.00      8952.00  -0.27378E+02   0.00000E+00  -0.26665E-09   0.23449E+01   0.40533E+01   0.00000E+00  -0.23157E-02  -0.27378E+02  -0.54687E+02   0.51344E+00   0.10006E+02  -0.35817E+01   0.11968E-01   0.00000E+00   0.10869-321       0.85       0.14     0.0000  0.00  -0.24506-319  -0.47641-318     0.9126     2.4389     3.5284     3.8382     4.0533
   2022      1     10   12.00      8976.00  -0.27374E+02   0.00000E+00  -0.26521E-09   0.23341E+01   0.40518E+01   0.00000E+00  -0.23917E-02  -0.27374E+02  -0.52470E+02   0.11403E+01   0.71625E+01  -0.35824E+01   0.11658E-01   0.00000E+00   0.10869-321       0.85       0.22     0.0000  0.00  -0.24506-319  -0.47641-318     0.9064     2.4250     3.5161     3.8302     4.0518
   2022      1     11   12.00      9000.00  -0.28205E+02   0.00000E+00  -0.26417E-09   0.23235E+01   0.40498E+01   0.00000E+00  -0.24603E-02  -0.28204E+02  -0.39456E+02   0.13186E+00  -0.48436E+01  -0.35868E+01   0.91625E-02   0.00000E+00   0.10869-321       0.85       0.31     0.0000  0.00  -0.24506-319  -0.47641-318     0.9004     2.4114     3.5039     3.8221     4.0498
   2022      1     12   12.00      9024.00  -0.29436E+02   0.00000E+00  -0.26350E-09   0.23132E+01   0.40474E+01   0.00000E+00  -0.25374E-02  -0.29436E+02  -0.34174E+02  -0.11316E+01  -0.88619E+01  -0.35887E+01   0.81522E-02   0.00000E+00   0.10869-321       0.85       0.45     0.0000  0.00  -0.24506-319  -0.47641-318     0.8946     2.3981     3.4917     3.8140     4.0474
   2022      1     13   12.00      9048.00  -0.27842E+02   0.00000E+00  -0.26327E-09   0.23030E+01   0.40450E+01   0.00000E+00  -0.26425E-02  -0.27842E+02  -0.39751E+02  -0.90982E+00  -0.35067E+01  -0.35860E+01   0.10886E-01   0.00000E+00   0.10869-321       0.85       0.54     0.0000  0.00  -0.24506-319  -0.47641-318     0.8890     2.3852     3.4797     3.8058     4.0450
   2022      1     14   12.00      9072.00  -0.24728E+02   0.00000E+00  -0.26336E-09   0.22931E+01   0.40426E+01   0.00000E+00  -0.26461E-02  -0.24728E+02  -0.44659E+02   0.98966E+00  -0.49781E+00  -0.35774E+01   0.13309E-01   0.00000E+00   0.10869-321       0.85       0.69     0.0000  0.00  -0.24506-319  -0.47641-318     0.8836     2.3725     3.4678     3.7976     4.0426
   2022      1     15   12.00      9096.00  -0.21267E+02   0.00000E+00  -0.26323E-09   0.22832E+01   0.40403E+01   0.00000E+00  -0.25109E-02  -0.21267E+02  -0.32250E+02   0.21084E+01  -0.14026E+02  -0.35615E+01   0.11504E-01   0.00000E+00   0.10869-321       0.85       0.77     0.0000  0.00  -0.24506-319  -0.47641-318     0.8782     2.3600     3.4559     3.7893     4.0403
   2022      1     16   12.00      9120.00  -0.18214E+02   0.00000E+00  -0.26245E-09   0.22732E+01   0.40385E+01   0.00000E+00  -0.22695E-02  -0.18216E+02  -0.89069E+01   0.27853E+01  -0.38046E+02  -0.35361E+01   0.80907E-02   0.00000E+00   0.10869-321       0.85       0.78     0.0000  0.00  -0.24506-319  -0.47641-318     0.8727     2.3475     3.4440     3.7808     4.0385
   2022      1     17   12.00      9144.00  -0.19672E+02   0.00000E+00  -0.26072E-09   0.22630E+01   0.40373E+01   0.00000E+00  -0.19768E-02  -0.19671E+02  -0.36711E+01   0.85127E+00  -0.41348E+02  -0.34982E+01   0.59573E-02   0.00000E+00   0.10869-321       0.85       1.10     0.0000  0.00  -0.24506-319  -0.47641-318     0.8668     2.3348     3.4320     3.7722     4.0373
   2022      1     18   12.00      9168.00  -0.27730E+02   0.00000E+00  -0.25819E-09   0.22528E+01   0.40370E+01   0.00000E+00  -0.18021E-02  -0.27730E+02  -0.18277E+02  -0.16198E+01  -0.24270E+02  -0.34444E+01   0.53620E-02   0.00000E+00   0.10869-321       0.85       1.64     0.0000  0.00  -0.24506-319  -0.47641-318     0.8608     2.3220     3.4200     3.7634     4.0370
   2022      1     19   12.00      9192.00  -0.34762E+02   0.00000E+00  -0.25573E-09   0.22426E+01   0.40379E+01   0.00000E+00  -0.19278E-02  -0.34762E+02  -0.30787E+02  -0.16235E+01  -0.11757E+02  -0.33719E+01   0.63051E-02   0.00000E+00   0.10869-321       0.85       2.11     0.0000  0.00  -0.24506-319  -0.47641-318     0.8549     2.3094     3.4081     3.7545     4.0379
   2022      1     20   12.00      9216.00  -0.32925E+02   0.00000E+00  -0.25440E-09   0.22329E+01   0.40403E+01   0.00000E+00  -0.22655E-02  -0.32925E+02  -0.35937E+02  -0.18689E+01  -0.63615E+01  -0.32810E+01   0.89983E-02   0.00000E+00   0.10869-321       0.85       2.51     0.0000  0.00  -0.24506-319  -0.47641-318     0.8495     2.2972     3.3964     3.7456     4.0403
   2022      1     21   12.00      9240.00  -0.26603E+02   0.00000E+00  -0.25429E-09   0.22236E+01   0.40443E+01   0.00000E+00  -0.24649E-02  -0.26603E+02  -0.38307E+02  -0.26282E+00  -0.55974E+01  -0.31776E+01   0.11069E-01   0.00000E+00   0.10869-321       0.85       2.63     0.0000  0.00  -0.24506-319  -0.47641-318     0.8447     2.2856     3.3849     3.7366     4.0443
   2022      1     22   12.00      9264.00  -0.19780E+02   0.00000E+00  -0.25444E-09   0.22144E+01   0.40494E+01   0.00000E+00  -0.23853E-02  -0.19780E+02  -0.23583E+02   0.22807E+01  -0.22865E+02  -0.30935E+01   0.98972E-02   0.00000E+00   0.10869-321       0.85       2.19     0.0000  0.00  -0.24506-319  -0.47641-318     0.8400     2.2742     3.3735     3.7274     4.0494
   2022      1     23   12.00      9288.00  -0.17309E+02   0.00000E+00  -0.25389E-09   0.22051E+01   0.40508E+01   0.00000E+00  -0.20914E-02  -0.17309E+02  -0.11531E+02  -0.16595E-01  -0.32620E+02  -0.31751E+01   0.55711E-02   0.00000E+00   0.10869-321       0.85       2.32     0.0000  0.00  -0.24506-319  -0.47641-318     0.8351     2.2628     3.3621     3.7184     4.0508
   2022      1     24   12.00      9312.00  -0.15115E+02   0.00000E+00  -0.25220E-09   0.21956E+01   0.40482E+01   0.00000E+00  -0.17894E-02  -0.15126E+02  -0.63904E+01  -0.15598E+01  -0.36217E+02  -0.32580E+01   0.44547E-02   0.00000E+00   0.10869-321       0.85       2.49     0.0000  0.00  -0.24506-319  -0.47641-318     0.8298     2.2512     3.3506     3.7097     4.0482
