Year,Month,Day,Uspeed,Vspeed,Temp,Hum,Pres,SWdown,LWdown,Precip,datetime
2021,7,1,4.551283519783151,-0.827600754582051,287.960094642857,0.008679042812486817,101046.9375,217.87834083378561,362.7627023809522,3.935185185185185e-08,2021-07-01
2021,7,2,2.220448213448029,-2.077970149879402,287.02102797619034,0.008966786780609014,101046.9375,150.93428250207128,371.16330773809506,6.944444444444445e-09,2021-07-02
2021,7,3,1.5129990071412205,1.3958186922484443,286.36846666666645,0.008948550011685373,101212.41666666667,171.28039532171417,361.96701428571413,9.259259259259259e-09,2021-07-03
2021,7,4,1.7641373700504237,1.2618275946440862,285.14590952380934,0.0071876801475877425,101317.97916666667,123.42946653135706,359.3190505952379,2.7777777777777774e-08,2021-07-04
2021,7,5,2.629963109866448,0.11429875821671633,284.45756964285704,0.0077787596631570585,101317.97916666667,108.70401593214278,361.7968940476188,9.259259259259259e-09,2021-07-05
2021,7,6,2.4311221846025526,-0.17032841085578573,285.01050595238075,0.008045801897085316,100488.5,151.60274214499992,361.66480714285694,7.87037037037037e-08,2021-07-06
2021,7,7,2.2079410964883603,-0.9608732617370581,285.5556226190474,0.007269677017560567,100374.875,183.07569991357127,356.2108124999998,1.1574074074074074e-08,2021-07-07
2021,7,8,1.2740575340705764,-2.7302460206962693,288.47934404761884,0.008442138811600795,100374.875,278.31737298499985,348.82660416666647,1.5046296296296297e-08,2021-07-08
2021,7,9,3.9284952610612045,0.7448241854661739,290.9553363095236,0.00921330570727095,100815.72916666667,331.19084121071415,339.80111249999976,0.0,2021-07-09
2021,7,10,-1.6552749788360064,3.525522574687471,290.7320422619046,0.008631260218109392,100910.41666666667,326.6618593721427,339.7972553571426,0.0,2021-07-10
2021,7,11,-0.9653695329358954,3.3753641688574065,289.5852607142855,0.008967253212308094,100910.41666666667,268.365269832857,349.3625190476189,0.0,2021-07-11
2021,7,12,2.6641800451062836,3.0029362183400323,288.56965297619035,0.009384299026453097,100816.875,250.28171545228554,354.1391047619046,0.0,2021-07-12
2021,7,13,-3.0528622171646114,2.310359107475169,286.89492142857125,0.007925032040866921,100816.875,181.74620966514271,356.2693363095236,1.2731481481481482e-08,2021-07-13
2021,7,14,2.6499682274128498,0.5387487922138029,285.65407708333316,0.008163307217551296,100816.875,155.95841092514277,359.4817867781153,3.472222222222222e-08,2021-07-14
2021,7,15,1.141000339277914,1.371606937819548,285.8622398809522,0.008230076608741524,100465.0,170.2003008429999,361.0966159827759,1.0185185185185184e-07,2021-07-15
2021,7,16,1.317428084607148,-2.5682482253142975,285.7777080357141,0.007727456610257445,100258.41041666667,189.92869946085705,346.9058088525834,1.1574074074074074e-09,2021-07-16
2021,7,17,-0.23858914727668615,3.6906026485941528,283.3792023809522,0.007073248185100638,100258.41041666667,214.04156122314274,316.44240586372837,2.5462962962962964e-08,2021-07-17
2021,7,18,1.8366749899093007,3.4237520676300184,282.4352092261903,0.005018050009556167,100448.72916666667,226.45337017242846,305.0350397543058,0.0,2021-07-18
2021,7,19,2.1430357181314275,4.633833896867072,282.2660142857141,0.005942128924936092,100543.30625000001,175.1078610402856,323.303745238095,0.0,2021-07-19
2021,7,20,5.795430200202568,3.4230461442631546,282.04310178571416,0.006469717947903501,100578.72916666667,157.79222636242847,339.70872380952363,2.592592592592593e-07,2021-07-20
2021,7,21,1.4514135187487955,6.4121259868131695,280.87136130952365,0.005389996658807581,101140.25,173.84733188957134,336.2811315476189,1.6203703703703705e-08,2021-07-21
2021,7,22,2.246442438653249,3.514550117326912,281.2927773809522,0.005988899428349684,101140.25,215.71483291785708,324.9076726190474,5.787037037037037e-09,2021-07-22
2021,7,23,2.7384977397969523,1.0328512233698361,281.6979249999998,0.005423992409733511,100938.6875,175.5258140392856,324.9847809523808,0.0,2021-07-23
2021,7,24,-0.13211140870917126,-4.129166878309524,282.13576071428554,0.006146152528546151,100938.6875,154.36392411428562,333.3329398809522,4.861111111111112e-08,2021-07-24
2021,7,25,4.444449871414191,3.781275391053467,282.7055315476189,0.006929208615536308,101132.16666666667,112.95048219778563,347.3360803571427,6.828703703703704e-08,2021-07-25
2021,7,26,2.0254670037121723,4.354209394535045,283.0462565476189,0.006423937816136102,101295.35416666667,173.83557210171418,340.5057535714284,2.3148148148148148e-09,2021-07-26
2021,7,27,0.6275064471535458,2.7004190790338884,283.57579404761884,0.005938077772919538,101320.17391304347,236.0841731884999,322.81804404761886,0.0,2021-07-27
2021,7,28,-2.2114428717319483,-2.067065542813959,285.80142261904746,0.006798655745102482,101320.17391304347,244.02723833164274,331.06099642857123,0.0,2021-07-28
2021,7,29,-1.1072652335592248,-2.989186520441397,287.95256964285693,0.007605160040148318,101143.33333333333,205.37250971292846,350.3676458333331,0.0,2021-07-29
2021,7,30,2.7145379064140447,-0.7440629286692194,287.492132142857,0.008648586914290076,101130.41666666667,132.39338655907133,366.46957916666645,0.0,2021-07-30
2021,7,31,2.5499230497571035,-0.4905191360806935,286.46084047619024,0.00819901532605993,101143.33333333333,135.30838138292847,365.7635642857141,5.787037037037037e-09,2021-07-31
2021,8,1,3.0491731914911897,0.4937333302998644,285.62511904761885,0.008342488396680512,101135.29166666667,132.55640513364276,366.42909404761883,6.481481481481482e-08,2021-08-01
2021,8,2,-0.1153530599195789,2.8496115099130512,285.6725970238093,0.007830104200994732,101139.41666666667,168.83586970835705,364.66837083333314,5.787037037037037e-09,2021-08-02
2021,8,3,4.295901279999869,-0.7337049709404196,284.81353035714267,0.00792416835829408,101139.41666666667,140.42964806742847,361.32368333333307,9.259259259259259e-09,2021-08-03
2021,8,4,5.003424452665974,1.477062678779504,283.86942008928554,0.0072740206108640555,101139.41666666667,99.49587624778563,361.68112161854083,2.083333333333333e-08,2021-08-04
2021,8,5,1.5212065954257727,5.395947079449541,283.0866874999998,0.0072171463512986445,101143.53191489361,132.7383256764285,344.3176599544071,1.6203703703703705e-08,2021-08-05
2021,8,6,-1.9422922843605641,5.464644364824001,283.67833437499985,0.006231807744995491,101131.64583333333,170.6833266335713,343.4979876139816,5.787037037037037e-09,2021-08-06
2021,8,7,3.447300505324377,4.7967821693481065,282.7942053571427,0.007166342909131465,101143.53191489361,226.01208709285706,323.92531293059756,2.071759259259259e-07,2021-08-07
2021,8,8,-0.491170296870391,4.62000157381793,282.0197409226189,0.004599360122886007,101181.39583333333,217.2361848714284,317.7652359042552,0.0,2021-08-08
2021,8,9,-1.2743030851544694,2.8961447627223142,282.0280047619046,0.0058375866697247284,101250.9375,298.27347756428554,295.2719327380951,0.0,2021-08-09
2021,8,10,-1.7823424115630242,2.289239647115398,283.2907624999998,0.005729605329530377,101250.9375,314.962225382857,297.76137559523795,0.0,2021-08-10
2021,8,11,-2.421848491585338,1.9637904238713788,283.88710773809504,0.006503178751854442,101127.63888888889,280.1119322497856,310.2371999999998,0.0,2021-08-11
2021,8,12,-2.3372740579109514,1.645712724515695,284.19562976190457,0.007062058331313362,101127.63888888889,160.64984446942844,340.65559642857124,0.0,2021-08-12
2021,8,13,-2.948281937551103,2.486561524090729,283.89977261904744,0.007333708725114579,101134.60416666667,108.31969055907135,355.31854404761884,3.4722222222222217e-09,2021-08-13
2021,8,14,-3.5305420947326995,2.0888366116245334,282.6208476190474,0.006662453234329365,101152.27083333333,121.87094722228562,339.4629916666664,6.944444444444445e-09,2021-08-14
