Year,Month,Day,Uspeed,Vspeed,Temp,Hum,Pres,SWdown,LWdown,Precip,datetime
2021,7,1,0.10326981059479493,4.161772806584459,287.9226206845236,0.0089455853634753,101201.46341463414,182.92048166982133,363.5136111955418,4.2824074074074074e-08,2021-07-01
2021,7,2,1.6591133389176513,2.4191749836642935,287.0212190476189,0.00904000322790337,101201.46341463414,133.30743628142847,371.0424724797364,1.0416666666666666e-08,2021-07-02
2021,7,3,1.1131969103761064,2.298524766005723,286.35194687499984,0.009048604572487937,101386.21052631579,147.0552277704166,362.48314707446787,2.6620370370370376e-08,2021-07-03
2021,7,4,-1.6481375961473645,1.6595088368940636,285.064519642857,0.0073902030331539,101512.04651162791,102.90395892428563,359.9787331940221,2.083333333333333e-08,2021-07-04
2021,7,5,-0.931179161919379,3.0300131477605827,284.3514516369046,0.007925032507005872,101512.04651162791,88.87513181148803,362.5586076241133,1.1574074074074074e-08,2021-07-05
2021,7,6,-0.925301513878038,2.780627243170492,284.9376369047617,0.008156200328520886,100370.375,129.17164057380944,362.11046547619026,7.175925925925926e-08,2021-07-06
2021,7,7,1.7090111165536512,2.2867126863700107,285.51589880952366,0.007341486129043973,100370.375,157.82136602738086,357.1846220238093,1.9675925925925926e-08,2021-07-07
2021,7,8,2.4742774082170715,-1.6990205205995994,288.5158345238093,0.008652663198182751,100530.44186046511,243.32441163630943,348.62143333333313,1.2731481481481482e-08,2021-07-08
2021,7,9,0.28585690579399814,-4.08522678671735,291.07249032738076,0.009476524028426081,100914.89583333333,282.90567984583316,339.25258871580525,0.0,2021-07-09
2021,7,10,0.0,-4.054388642693541,290.8336916666665,0.008901503543297884,101075.0425531915,280.05267684761895,339.9953183510637,0.0,2021-07-10
2021,7,11,-2.2918997183134486,-2.96192979278018,289.6270593749998,0.009083586667844359,101075.0425531915,227.82932609166656,351.2454032294831,0.0,2021-07-11
2021,7,12,-0.6424977917181768,-4.15401268883525,288.5495303571427,0.009560239683292868,100933.65853658537,210.64250086369037,355.70009811296836,0.0,2021-07-12
2021,7,13,-1.1597601288204826,-3.6262207653891982,286.8691361607141,0.008151119471205512,100933.65853658537,149.37665528238088,357.60956907294815,1.2731481481481482e-08,2021-07-13
2021,7,14,-0.4602989396446571,2.7084273112926116,285.5710607142855,0.008303704356389415,100933.65853658537,128.0005937186904,361.20068630952363,2.8935185185185185e-08,2021-07-14
2021,7,15,0.9512556657237005,-1.7463838941437941,285.9487738095237,0.008378287219945385,100341.54838709677,142.87145099488086,361.5220119047617,7.87037037037037e-08,2021-07-15
2021,7,16,3.0157037874636283,-1.1767886475977902,285.93723809523794,0.00795039622930348,99854.0088888889,162.56111776869037,346.73724642857127,1.1574074074074074e-09,2021-07-16
2021,7,17,2.947308098697051,-2.8079311539074103,283.4793529761903,0.007294239202260463,99854.0088888889,184.35738005142844,316.7671083333332,2.430555555555556e-08,2021-07-17
2021,7,18,1.58362172265335,4.074487702278402,282.3989589285713,0.00512110346455258,100481.8125,195.2165124220237,306.97065952380933,0.0,2021-07-18
2021,7,19,-5.2498174247462925,2.8436839163988172,282.2958708333332,0.0060079665281539815,100481.8125,152.996609957738,324.666957142857,0.0,2021-07-19
2021,7,20,-5.731685087114149,5.596882669213744,282.09098583327363,0.006765618767446403,100307.12105263158,132.21306019934514,340.0939538177338,2.3611111111111108e-07,2021-07-20
2021,7,21,1.6410743427622332,7.6346253792734755,280.84351458345225,0.0056143397066607875,100307.12105263158,160.99872381208323,339.1337566179561,1.6203703703703705e-08,2021-07-21
2021,7,22,-4.301483548529608,2.1277443329699315,280.4100888713689,0.006389436926816239,100748.2,159.12884125732134,328.7167262469861,5.787037037037037e-09,2021-07-22
2021,7,23,1.1425026794477169,2.283343964898007,280.878046040357,0.0055483493790346216,100748.2,122.27535365708326,327.8782625579099,0.0,2021-07-23
2021,7,24,1.4157776142340466,-4.199115315437839,281.3349510260117,0.00628424389782969,100573.57692307692,141.15748435258922,333.72537840183065,4.861111111111112e-08,2021-07-24
