 Col. 1 - year
 Col. 2 - month
 Col. 3 - day
 Col. 4 - hour
 Col. 5 - the time from the start of integration, hours
 Col. 6 - surface temperature, C
 Col. 7 - water skin temperature, C
 Col. 8 - water surface temperature, C
 Col. 9 - mean temperature of water coloumn, C
 Col. 10 - maximal temperature in the water coloumn, C
 Col. 11 - zero-dimensional model temperature, C
 Col. 12 - upper ice surface temperature, C
 Col. 13 - upper snow surface temperature, C
 Col. 14 - sensible heat flux,    W/m**2
 Col. 15 - latent heat flux,      W/m**2
 Col. 16 - downward heat flux at the upper lake surface, W/m**2
 Col. 17 - downward heat flux at the lake bottom, W/m**2
 Col. 18 - friction velocity at the surface (waterside), m/s
 Col. 19 - friction velocity at the bottom, m/s
 Col. 20 - wind work at the water surface, W/m**2
 Col. 21 - albedo of the lake-atmosphere interface, n/d
 Col. 22 - shortwave radiation penetrated below surface, W/m**2
 Col. 23 - significant wave height, m
 Col. 24 - bottom ice salinity, kg/kg
 Col. 25 - discharge in x direction, m**3/s
 Col. 26 - discharge in y direction, m**3/s
 Cols. 27... - top soil columns temperature, m
   2004      8     30   12.00     14568.00   0.10314E+02   0.00000E+00   0.10314E+02   0.10376E+02   0.10399E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.97568E+01   0.21897E+02  -0.73551E+02  -0.72200E+02   0.26204E-02   0.32141E-04   0.53327E-03       0.20      66.23     0.0000  0.00  -0.20907E+00   0.51506E+01    10.3646    10.3793    10.3833    10.3854    10.3994
   2004      8     31   12.00     14592.00   0.10153E+02   0.00000E+00   0.10153E+02   0.10202E+02   0.10223E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.57809E+01   0.17203E+02  -0.54387E+02  -0.64770E+02   0.29849E-02   0.44407E-04   0.71374E-03       0.21      59.88     0.0000  0.00  -0.34816E+00   0.46632E+01    10.1923    10.2048    10.2082    10.2100    10.2226
   2004      9      1   12.00     14616.00   0.10235E+02   0.00000E+00   0.10235E+02   0.10270E+02   0.10294E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.21247E+01   0.83899E+01  -0.48298E+02  -0.78865E+02   0.14952E-02   0.81246E-05   0.41646E-04       0.21      82.95     0.0000  0.00  -0.12350E+00  -0.58225E-01    10.2635    10.2708    10.2739    10.2764    10.2938
   2004      9      2   12.00     14640.00   0.10402E+02   0.00000E+00   0.10402E+02   0.10441E+02   0.10465E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.27994E+01   0.10460E+02  -0.54177E+02  -0.75700E+02   0.16330E-02   0.92535E-05   0.61846E-04       0.21      83.36     0.0000  0.00  -0.13364E+00   0.46183E+00    10.4341    10.4426    10.4458    10.4481    10.4648
   2004      9      3   12.00     14664.00   0.10375E+02   0.00000E+00   0.10375E+02   0.10427E+02   0.10449E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.70197E+01   0.15883E+02  -0.65106E+02  -0.67125E+02   0.15687E-02   0.10292E-04   0.74904E-04       0.21      70.86     0.0000  0.00  -0.16018E-01  -0.91944E+00    10.4184    10.4289    10.4325    10.4347    10.4487
   2004      9      4   12.00     14688.00   0.10115E+02   0.00000E+00   0.10115E+02   0.10190E+02   0.10214E+02   0.00000E+00   0.00000E+00   0.75242E+01   0.14214E+02   0.24248E+02  -0.89247E+02  -0.72108E+02   0.13088E-02   0.10584E-04   0.69057E-04       0.21      68.24     0.0000  0.00   0.61855E-01  -0.13925E+01    10.1791    10.1926    10.1972    10.1997    10.2138
   2004      9      5   12.00     14712.00   0.97101E+01   0.00000E+00   0.97101E+01   0.97832E+01   0.98050E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.13918E+02   0.22511E+02  -0.84733E+02  -0.66181E+02   0.13815E-02   0.76437E-05   0.22870E-04       0.21      55.33     0.0000  0.00  -0.66190E-01   0.14086E+01     9.7725     9.7857     9.7906     9.7930     9.8050
   2004      9      6   12.00     14736.00   0.94094E+01   0.00000E+00   0.94094E+01   0.94737E+01   0.94986E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.11307E+02   0.20097E+02  -0.78681E+02  -0.78025E+02   0.19138E-02   0.13416E-04   0.10515E-03       0.21      68.63     0.0000  0.00  -0.17883E+00  -0.13827E+00     9.4626     9.4765     9.4811     9.4837     9.4986
   2004      9      7   12.00     14760.00   0.92190E+01   0.00000E+00   0.92190E+01   0.92890E+01   0.93176E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.10784E+02   0.21238E+02  -0.93847E+02  -0.10459E+03   0.23277E-02   0.20940E-04   0.18620E-03       0.21      98.94     0.0000  0.00  -0.26570E+00  -0.35680E+00     9.2761     9.2923     9.2973     9.3005     9.3172
   2004      9      8   12.00     14784.00   0.90650E+01   0.00000E+00   0.90650E+01   0.91542E+01   0.91866E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.10786E+02   0.25194E+02  -0.10689E+03  -0.11522E+03   0.29135E-02   0.36829E-04   0.64831E-03       0.22     110.85     0.0000  0.00  -0.38443E+00  -0.11311E+01     9.1379     9.1590     9.1643     9.1675     9.1861
   2004      9      9   12.00     14808.00   0.88674E+01   0.00000E+00   0.88674E+01   0.89584E+01   0.89875E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.72931E+01   0.26818E+02  -0.89012E+02  -0.98991E+02   0.38401E-02   0.76561E-04   0.16005E-02       0.22      92.57     0.0000  0.00  -0.62001E+00  -0.17287E+01     8.9424     8.9630     8.9684     8.9706     8.9870
   2004      9     10   12.00     14832.00   0.88102E+01   0.00000E+00   0.88102E+01   0.88659E+01   0.88903E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.46047E+01   0.17261E+02  -0.65003E+02  -0.75357E+02   0.28718E-02   0.35789E-04   0.50830E-03       0.22      69.77     0.0000  0.00  -0.34908E+00   0.29372E+01     8.8543     8.8693     8.8730     8.8749     8.8903
   2004      9     11   12.00     14856.00   0.86638E+01   0.00000E+00   0.86638E+01   0.87325E+01   0.87560E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.75403E+01   0.20119E+02  -0.66011E+02  -0.68698E+02   0.35573E-02   0.66404E-04   0.13800E-02       0.22      61.22     0.0000  0.00  -0.37545E+00   0.82624E+01     8.7199     8.7360     8.7407     8.7430     8.7557
   2004      9     12   12.00     14880.00   0.85103E+01   0.00000E+00   0.85103E+01   0.85760E+01   0.86001E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.59304E+01   0.20390E+02  -0.66001E+02  -0.72657E+02   0.37148E-02   0.76763E-04   0.15127E-02       0.22      65.46     0.0000  0.00  -0.50692E+00   0.62689E+01     8.5632     8.5792     8.5844     8.5870     8.5999
   2004      9     13   12.00     14904.00   0.83730E+01   0.00000E+00   0.83730E+01   0.84478E+01   0.84769E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.60244E+01   0.19437E+02  -0.82019E+02  -0.90348E+02   0.29483E-02   0.35479E-04   0.50055E-03       0.22      84.59     0.0000  0.00  -0.39634E+00   0.42783E+00     8.4331     8.4526     8.4567     8.4590     8.4769
   2004      9     14   12.00     14928.00   0.82416E+01   0.00000E+00   0.82416E+01   0.83055E+01   0.83352E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.55478E+01   0.16053E+02  -0.80662E+02  -0.90556E+02   0.24923E-02   0.24790E-04   0.22810E-03       0.22      84.53     0.0000  0.00  -0.29131E+00   0.95012E+00     8.2925     8.3093     8.3136     8.3161     8.3352
   2004      9     15   12.00     14952.00   0.80874E+01   0.00000E+00   0.80874E+01   0.81555E+01   0.81820E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.65680E+01   0.17077E+02  -0.74520E+02  -0.73776E+02   0.29586E-02   0.35654E-04   0.59045E-03       0.22      64.83     0.0000  0.00  -0.35210E+00   0.37279E+01     8.1412     8.1599     8.1644     8.1665     8.1820
   2004      9     16   12.00     14976.00   0.77874E+01   0.00000E+00   0.77874E+01   0.78669E+01   0.78935E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.10784E+02   0.21481E+02  -0.77952E+02  -0.70540E+02   0.32784E-02   0.49160E-04   0.85794E-03       0.22      56.74     0.0000  0.00  -0.39191E+00   0.57383E+01     7.8505     7.8718     7.8771     7.8794     7.8934
   2004      9     17   12.00     15000.00   0.74268E+01   0.00000E+00   0.74268E+01   0.75325E+01   0.75604E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.16912E+02   0.27156E+02  -0.87812E+02  -0.69962E+02   0.38710E-02   0.87833E-04   0.21279E-02       0.23      51.38     0.0000  0.00  -0.18426E+00   0.12506E+02     7.5140     7.5378     7.5443     7.5471     7.5595
   2004      9     18   12.00     15024.00   0.68936E+01   0.00000E+00   0.68936E+01   0.70091E+01   0.70401E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.19812E+02   0.27551E+02  -0.97476E+02  -0.77920E+02   0.39392E-02   0.10441E-03   0.23253E-02       0.23      52.73     0.0000  0.00   0.86351E-01   0.14148E+02     6.9884     7.0148     7.0225     7.0260     7.0392
   2004      9     19   12.00     15048.00   0.65164E+01   0.00000E+00   0.65164E+01   0.66049E+01   0.66421E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.13714E+02   0.17163E+02  -0.94111E+02  -0.90284E+02   0.19931E-02   0.14522E-04   0.10612E-03       0.23      66.67     0.0000  0.00   0.16503E+00   0.18141E+01     6.5875     6.6098     6.6160     6.6192     6.6421
   2004      9     20   12.00     15072.00   0.61188E+01   0.00000E+00   0.61188E+01   0.62256E+01   0.62688E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.14659E+02   0.18660E+02  -0.10449E+03  -0.99121E+02   0.15740E-02   0.87041E-05   0.46293E-04       0.23      74.29     0.0000  0.00   0.10963E+00  -0.15386E+01     6.2071     6.2303     6.2378     6.2416     6.2688
   2004      9     21   12.00     15096.00   0.57011E+01   0.00000E+00   0.57011E+01   0.58198E+01   0.58678E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.14014E+02   0.19381E+02  -0.10913E+03  -0.10357E+03   0.13663E-02   0.63793E-05   0.39908E-04       0.23      76.59     0.0000  0.00  -0.81033E-01  -0.65483E+00     5.7999     5.8250     5.8329     5.8372     5.8678
   2004      9     22   12.00     15120.00   0.52010E+01   0.00000E+00   0.52010E+01   0.53340E+01   0.53849E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.19219E+02   0.27459E+02  -0.12867E+03  -0.11255E+03   0.29931E-02   0.34763E-04   0.58255E-03       0.23      80.73     0.0000  0.00  -0.39055E+00  -0.21870E+01     5.3037     5.3419     5.3537     5.3590     5.3849
   2004      9     23   12.00     15144.00   0.45390E+01   0.00000E+00   0.45390E+01   0.46979E+01   0.47529E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.22577E+02   0.31991E+02  -0.14041E+03  -0.11879E+03   0.34700E-02   0.54126E-04   0.10994E-02       0.23      79.91     0.0000  0.00  -0.49274E+00  -0.50051E+01     4.6633     4.7060     4.7214     4.7284     4.7528
   2004      9     24   12.00     15168.00   0.39552E+01   0.00000E+00   0.39552E+01   0.40848E+01   0.41386E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.16533E+02   0.25283E+02  -0.11043E+03  -0.10575E+03   0.31059E-02   0.35050E-04   0.68316E-03       0.23      64.08     0.0000  0.00  -0.43987E+00  -0.23590E+01     4.0541     4.0914     4.1062     4.1133     4.1386
   2004      9     25   12.00     15192.00   0.36406E+01   0.00000E+00   0.36406E+01   0.37300E+01   0.37851E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.99266E+01   0.16620E+02  -0.81384E+02  -0.94028E+02   0.26733E-02   0.18780E-04   0.33471E-03       0.24      57.16     0.0000  0.00  -0.35779E+00   0.49737E+00     3.7050     3.7339     3.7485     3.7563     3.7851
   2004      9     26   12.00     15216.00   0.32513E+01   0.00000E+00   0.32513E+01   0.34781E+01   0.39567E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.95191E+01   0.12173E+02  -0.88332E+02  -0.81146E+02   0.17565E-02   0.13399E-05   0.82378E-04       0.24      65.39     0.0000  0.00  -0.20905E+00   0.10144E+01     3.3509     3.4455     3.6142     3.7813     3.9567
   2004      9     27   12.00     15240.00   0.21507E+01   0.00000E+00   0.21507E+01   0.31291E+01   0.41754E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.10040E+02   0.11301E+02  -0.86777E+02  -0.79042E+02   0.18711E-02   0.38215E-08   0.12741E-03       0.24      62.55     0.0000  0.00  -0.23399E+00   0.27520E+01     2.2680     2.9328     4.0649     4.0905     4.1754
   2004      9     28   12.00     15264.00   0.23317E+01   0.00000E+00   0.23317E+01   0.27926E+01   0.41736E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.14991E+02   0.15193E+02  -0.83946E+02  -0.70932E+02   0.28476E-02   0.73734E-09   0.47696E-03       0.24      54.18     0.0000  0.00  -0.48741E+00   0.70886E+01     2.4090     2.5188     3.3611     3.9321     4.1736
   2004      9     29   12.00     15288.00   0.22988E+01   0.00000E+00   0.22988E+01   0.24756E+01   0.41997E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.15579E+02   0.15402E+02  -0.91755E+02  -0.71261E+02   0.28240E-02   0.16571E-08   0.45369E-03       0.24      59.01     0.0000  0.00  -0.53697E+00   0.36328E+01     2.3789     2.4272     2.4910     3.2903     4.1997
   2004      9     30   12.00     15312.00   0.17553E+01   0.00000E+00   0.17553E+01   0.20176E+01   0.37870E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.19968E+02   0.23638E+02  -0.12480E+03  -0.11680E+03   0.38658E-02   0.20474E-05   0.23620E-02       0.24      71.06     0.0000  0.00  -0.89955E+00  -0.12659E+02     1.8797     1.9318     2.1785     2.8659     3.7870
   2004     10      1   12.00     15336.00   0.10648E+01   0.00000E+00   0.10648E+01   0.13445E+01   0.18377E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.21649E+02   0.29620E+02  -0.14365E+03  -0.14576E+03   0.45087E-02   0.21454E-04   0.37825E-02       0.24      75.34     0.0000  0.00  -0.10078E+01  -0.23005E+02     1.2135     1.2647     1.6257     1.6821     1.8376
   2004     10      2   12.00     15360.00   0.41130E+00   0.00000E+00   0.41130E+00   0.70538E+00   0.33474E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.12239E+02   0.17071E+02  -0.12343E+03  -0.26466E+02   0.27394E-02   0.24023E-05   0.56668E-03       0.24      70.41     0.0000  0.00  -0.40701E+00  -0.80873E+01     0.5281     0.6260     0.8619     1.6058     3.3473
   2004     10      3   12.00     15384.00  -0.46949E-01   0.00000E+00  -0.46949E-01   0.50252E+00   0.57672E+01   0.00000E+00   0.00000E+00   0.75242E+01   0.67820E+01   0.99943E+01  -0.89512E+02  -0.73873E+01   0.21259E-02   0.19884E-24   0.20124E-03       0.25      55.94     0.0000  0.00  -0.29734E+00   0.28184E+01     0.0106     0.0669     1.3052     2.9302     5.7672
   2004     10      4   12.00     15408.00  -0.36053E+00   0.00000E+00  -0.10355E-01   0.36503E+00   0.49521E+01   0.00000E+00  -0.35018E+00   0.75242E+01   0.89050E+01   0.17364E+02  -0.78128E+02  -0.96618E+02   0.44303E-02   0.57088E-07   0.22891E-02       0.33      43.86     0.0000  0.00  -0.67986E+00   0.13016E+02     0.0440     0.0865     0.5090     3.0792     4.9520
   2004     10      5   12.00     15432.00  -0.37270E+00   0.00000E+00  -0.26060E-02   0.13441E+00   0.30728E+01   0.00000E+00  -0.37009E+00   0.75242E+01   0.27308E+01   0.17235E+02  -0.69205E+02  -0.13432E+03   0.56961E-02   0.41121E-04   0.52030E-02       0.34      47.84     0.0000  0.00  -0.96988E+00   0.15310E+02     0.0370     0.0593     0.1499     1.3269     3.0727
   2004     10      6   12.00     15456.00  -0.37343E+00   0.00000E+00   0.35070E-02   0.60121E-01   0.49957E+00   0.00000E+00  -0.37694E+00   0.75242E+01  -0.15637E+01   0.12350E+02  -0.62651E+02  -0.98651E+02   0.42530E-02   0.58077E-04   0.22718E-02       0.34      53.55     0.0000  0.00  -0.55397E+00   0.88075E+01     0.0404     0.0576     0.0717     0.1482     0.4995
   2004     10      7   12.00     15480.00  -0.10195E+01   0.00000E+00  -0.47260E-08   0.90136E-01   0.33341E+01   0.00000E+00  -0.10195E+01   0.75242E+01   0.29857E+01   0.14920E+02  -0.70126E+02  -0.81578E+01   0.40050E-02   0.19721E-12   0.11078E-02       0.40      55.08     0.0000  0.00  -0.55758E+00   0.26259E+01     0.0193     0.0339     0.0732     1.0483     3.3341
   2004     10      8   12.00     15504.00  -0.19675E+01   0.00000E+00  -0.47520E-08   0.98976E-01   0.42683E+01   0.00000E+00  -0.19675E+01   0.75242E+01   0.95992E+01   0.23123E+02  -0.84942E+02  -0.28366E+02   0.59367E-02   0.50631E-10   0.30448E-02       0.40      55.85     0.0000  0.00  -0.77685E+00  -0.28586E+01     0.0231     0.0397     0.0839     1.3312     4.2683
   2004     10      9   12.00     15528.00  -0.26852E+01   0.00000E+00  -0.47914E-08   0.12271E+00   0.43358E+01   0.00000E+00  -0.26852E+01   0.75242E+01   0.92050E+01   0.18223E+02  -0.79648E+02  -0.40616E+02   0.45110E-02   0.28210E-12   0.91828E-03       0.40      51.35     0.0000  0.00  -0.41555E+00  -0.24621E+01     0.0178     0.0312     0.0799     1.7326     4.3358
   2004     10     10   12.00     15552.00  -0.27994E+01   0.00000E+00  -0.48760E-08   0.23872E+00   0.42212E+01   0.00000E+00  -0.27994E+01   0.75242E+01   0.62132E+01   0.10301E+02  -0.68735E+02  -0.34605E+02   0.23671E-02   0.61169E-21   0.73597E-04       0.40      41.70     0.0000  0.00  -0.69594E-01   0.11147E+00     0.0192     0.0406     0.3815     2.3628     4.2212
   2004     10     11   12.00     15576.00  -0.33437E+01   0.00000E+00  -0.53965E-08   0.39116E+00   0.41997E+01   0.00000E+00  -0.33437E+01   0.75242E+01   0.70600E+01   0.94404E+01  -0.68721E+02  -0.36849E+02   0.22221E-02   0.26114E-25   0.19206E-04       0.40      40.58     0.0000  0.00  -0.89183E-02   0.11722E+00     0.0765     0.1023     0.7092     2.8105     4.1997
   2004     10     12   12.00     15600.00  -0.68963E+01   0.00000E+00  -0.65585E-08   0.56168E+00   0.41713E+01   0.00000E+00  -0.38194E+01   0.18598E+01   0.59715E+01   0.70276E+01  -0.65219E+02  -0.33828E+02   0.18294E-02   0.77367E-26  -0.10388E-09       0.52      44.68     0.0000  0.00   0.19196E-06  -0.28817E-04     0.1734     0.1917     1.0210     3.1994     4.1713
   2004     10     13   12.00     15624.00  -0.15943E+02   0.00000E+00  -0.75691E-08   0.64508E+00   0.40849E+01   0.00000E+00  -0.15831E+01  -0.15943E+02  -0.13103E+00  -0.38474E-01  -0.52051E+02  -0.16668E+02   0.12782E-03   0.34383E-34  -0.26419E-16       0.85      43.49     0.0000  0.00   0.77946E-13   0.46137E-12     0.2026     0.2398     1.1884     3.2868     4.0849
   2004     10     14   12.00     15648.00  -0.12231E+02   0.00000E+00  -0.82613E-08   0.69179E+00   0.41062E+01   0.00000E+00  -0.83630E+00  -0.12230E+02  -0.27085E+02  -0.62849E+01  -0.18850E+02  -0.14047E+02   0.43084E-02   0.41422E-42   0.13509E-23       0.85      41.73     0.0000  0.00  -0.26884E-20   0.10454E-18     0.2105     0.2687     1.3075     3.3133     4.1062
   2004     10     15   12.00     15672.00  -0.12070E+02   0.00000E+00  -0.85572E-08   0.72992E+00   0.41066E+01   0.00000E+00  -0.57268E+00  -0.12070E+02  -0.29820E+02  -0.42024E+01  -0.18198E+02  -0.12628E+02   0.52533E-02   0.33842E-49   0.29792E-30       0.85      37.95     0.0000  0.00  -0.46923E-27  -0.95685E-26     0.2135     0.2963     1.4075     3.3309     4.1066
   2004     10     16   12.00     15696.00  -0.10784E+02   0.00000E+00  -0.87800E-08   0.76190E+00   0.40930E+01   0.00000E+00  -0.49387E+00  -0.10782E+02  -0.21297E+02  -0.29338E+01  -0.27989E+02  -0.11878E+02   0.43248E-02   0.18747E-56  -0.51293E-37       0.85      29.69     0.0000  0.00   0.76420E-34  -0.58586E-33     0.2121     0.3228     1.4900     3.3408     4.0930
   2004     10     17   12.00     15720.00  -0.10010E+02   0.00000E+00  -0.89425E-08   0.79028E+00   0.40802E+01   0.00000E+00  -0.43252E+00  -0.10010E+02  -0.13029E+02  -0.43845E+01  -0.34807E+02  -0.11321E+02   0.28810E-02   0.10604E-63  -0.13038E-44       0.85      27.16     0.0000  0.00   0.13212E-41   0.23788E-39     0.2089     0.3490     1.5606     3.3488     4.0802
   2004     10     18   12.00     15744.00  -0.13459E+02   0.00000E+00  -0.91366E-08   0.81768E+00   0.40747E+01   0.00000E+00  -0.35587E+00  -0.13459E+02  -0.32052E+01  -0.13103E+01  -0.47705E+02  -0.10907E+02   0.71328E-03   0.95932E-71   0.12453E-50       0.85      29.61     0.0000  0.00  -0.17542E-47  -0.11076E-46     0.2063     0.3754     1.6249     3.3608     4.0747
   2004     10     19   12.00     15768.00  -0.13453E+02   0.00000E+00  -0.95051E-08   0.84453E+00   0.40716E+01   0.00000E+00  -0.13344E-01  -0.13451E+02  -0.38686E+01  -0.99966E+00  -0.47352E+02  -0.10402E+02   0.77018E-03   0.99842E-78  -0.91309E-58       0.85      25.32     0.0000  0.00   0.14111E-54  -0.40889E-53     0.2043     0.4022     1.6849     3.3743     4.0716
   2004     10     20   12.00     15792.00  -0.64020E+01   0.00000E+00  -0.96453E-08   0.86841E+00   0.40711E+01   0.00000E+00  -0.59133E-02  -0.64020E+01  -0.15408E+02  -0.37713E+01  -0.33041E+02  -0.98838E+01   0.46080E-02   0.93051E-85  -0.18175E-64       0.85      18.47     0.0000  0.00   0.24351E-61   0.63446E-60     0.2018     0.4282     1.7361     3.3835     4.0711
   2004     10     21   12.00     15816.00  -0.45862E+01   0.00000E+00  -0.95899E-08   0.89021E+00   0.40732E+01   0.00000E+00  -0.38719E-02  -0.45877E+01  -0.10398E+02  -0.38565E+01  -0.37966E+02  -0.95353E+01   0.43524E-02   0.92969E-92   0.37659E-71       0.85      17.47     0.0000  0.00  -0.54619E-68   0.27775E-67     0.1995     0.4533     1.7810     3.3914     4.0732
   2004     10     22   12.00     15840.00  -0.43838E+01   0.00000E+00  -0.95207E-08   0.91126E+00   0.40751E+01   0.00000E+00  -0.38889E-02  -0.43838E+01  -0.11520E+02  -0.33186E+01  -0.37381E+02  -0.92868E+01   0.47696E-02   0.12630E-98   0.34896E-79       0.85      18.49     0.0000  0.00  -0.65166E-77  -0.16782E-73     0.1981     0.4782     1.8226     3.3998     4.0751
   2004     10     23   12.00     15864.00  -0.35317E+01   0.00000E+00  -0.94439E-08   0.93155E+00   0.40772E+01   0.00000E+00  -0.32586E-02  -0.35312E+01  -0.11972E+02  -0.15136E+01  -0.38734E+02  -0.90379E+01   0.66073E-02   0.18617-105  -0.87091E-85       0.85      16.14     0.0000  0.00   0.12203E-81   0.10220E-80     0.1975     0.5026     1.8611     3.4081     4.0772
   2004     10     24   12.00     15888.00  -0.37530E+01   0.00000E+00  -0.93589E-08   0.95103E+00   0.40800E+01   0.00000E+00  -0.33426E-02  -0.37531E+01  -0.90723E+01  -0.31921E+01  -0.39956E+02  -0.87973E+01   0.59221E-02   0.28089-112   0.77383E-92       0.85      15.30     0.0000  0.00  -0.11786E-88   0.27333E-87     0.1975     0.5266     1.8968     3.4157     4.0800
   2004     10     25   12.00     15912.00  -0.66042E+01   0.00000E+00  -0.93346E-08   0.97022E+00   0.40818E+01   0.00000E+00  -0.59250E-02  -0.66038E+01  -0.10484E+02  -0.59629E+01  -0.35773E+02  -0.86406E+01   0.52817E-02   0.42495-119   0.11815E-98       0.85      16.80     0.0000  0.00  -0.15634E-95  -0.49458E-94     0.1984     0.5503     1.9307     3.4234     4.0818
   2004     10     26   12.00     15936.00  -0.11464E+02   0.00000E+00  -0.94711E-08   0.98962E+00   0.40833E+01   0.00000E+00  -0.99417E-02  -0.11462E+02  -0.93098E+01  -0.71524E+01  -0.35758E+02  -0.84604E+01   0.39182E-02   0.63118-126  -0.28658-105       0.85      18.19     0.0000  0.00   0.41330-102  -0.12395-101     0.2002     0.5742     1.9640     3.4316     4.0833
   2004     10     27   12.00     15960.00  -0.13398E+02   0.00000E+00  -0.97352E-08   0.10090E+01   0.40845E+01   0.00000E+00  -0.10942E-01  -0.13398E+02  -0.60023E+01  -0.63826E+01  -0.39835E+02  -0.82843E+01   0.41847E-02   0.92986-133   0.18057-113       0.85      18.64     0.0000  0.00  -0.57049-110   0.12047-107     0.2027     0.5982     1.9963     3.4398     4.0845
   2004     10     28   12.00     15984.00  -0.12238E+02   0.00000E+00  -0.99619E-08   0.10275E+01   0.40859E+01   0.00000E+00  -0.91012E-02  -0.12237E+02  -0.49101E+01  -0.76769E+01  -0.39633E+02  -0.81046E+01   0.55230E-02   0.13741-139   0.60687-119       0.85      16.71     0.0000  0.00  -0.84484-116  -0.89376-115     0.2056     0.6217     2.0261     3.4465     4.0859
   2004     10     29   12.00     16008.00  -0.13444E+02   0.00000E+00  -0.10122E-07   0.10450E+01   0.40870E+01   0.00000E+00  -0.86762E-02  -0.13444E+02  -0.30328E+01  -0.10646E+02  -0.38541E+02  -0.79558E+01   0.52511E-02   0.20429-146  -0.62679-126       0.85      14.78     0.0000  0.00   0.94235-123  -0.17615-121     0.2086     0.6445     2.0535     3.4520     4.0870
   2004     10     30   12.00     16032.00  -0.12429E+02   0.00000E+00  -0.10308E-07   0.10621E+01   0.40876E+01   0.00000E+00  -0.86434E-02  -0.12429E+02  -0.12437E+00  -0.72832E+01  -0.44813E+02  -0.78143E+01   0.39954E-02   0.30115-153  -0.71969-133       0.85      12.81     0.0000  0.00   0.93461-130   0.36604-128     0.2121     0.6670     2.0795     3.4570     4.0876
   2004     10     31   12.00     16056.00  -0.10361E+02   0.00000E+00  -0.10403E-07   0.10782E+01   0.40879E+01   0.00000E+00  -0.62443E-02  -0.10361E+02  -0.80737E+00  -0.35737E+01  -0.47839E+02  -0.76873E+01   0.25872E-02   0.44464-160   0.20683-139       0.85      12.26     0.0000  0.00  -0.29671-136   0.30756-136     0.2158     0.6888     2.1032     3.4608     4.0879
   2004     11      1   12.00     16080.00  -0.13792E+02   0.00000E+00  -0.10477E-07   0.10938E+01   0.40876E+01   0.00000E+00  -0.75258E-02  -0.13792E+02  -0.50319E+01  -0.53491E+01  -0.41839E+02  -0.75798E+01   0.34058E-02   0.00000E+00  -0.43076-147       0.85      14.08     0.0000  0.00   0.83235-144  -0.83357-142     0.2197     0.7100     2.1254     3.4640     4.0876
   2004     11      2   12.00     16104.00  -0.18067E+02   0.00000E+00  -0.10651E-07   0.11093E+01   0.40868E+01   0.00000E+00  -0.95014E-02  -0.18065E+02  -0.13416E+02  -0.48048E+01  -0.33999E+02  -0.74801E+01   0.57361E-02   0.00000E+00  -0.41284-153       0.85      14.75     0.0000  0.00   0.57142-150   0.74111-149     0.2241     0.7311     2.1472     3.4673     4.0868
   2004     11      3   12.00     16128.00  -0.18568E+02   0.00000E+00  -0.10897E-07   0.11248E+01   0.40855E+01   0.00000E+00  -0.10009E-01  -0.18568E+02  -0.19517E+02  -0.31976E+01  -0.29505E+02  -0.73842E+01   0.66711E-02   0.00000E+00   0.49348-160       0.85      13.13     0.0000  0.00  -0.73448-157   0.11053-155     0.2289     0.7521     2.1682     3.4704     4.0855
   2004     11      4   12.00     16152.00  -0.16734E+02   0.00000E+00  -0.11110E-07   0.11396E+01   0.40838E+01   0.00000E+00  -0.86250E-02  -0.16733E+02  -0.12590E+02  -0.49473E+01  -0.34683E+02  -0.72936E+01   0.65112E-02   0.00000E+00   0.42236-167       0.85      10.95     0.0000  0.00  -0.53457-164  -0.26811-162     0.2337     0.7726     2.1879     3.4727     4.0838
