   2019      3      3   12.00      5880.00  -0.69295E+01   0.00000E+00   0.00000E+00   0.12580E+01   0.34243E+01   0.00000E+00   0.99229E-05  -0.69296E+01  -0.15122E+02  -0.38064E+01  -0.15623E+02  -0.26880E+01   0.59930E-02   0.00000E+00   0.98813-323       0.85      63.60     0.0000  0.00   0.11314-320   0.14610-319     0.4147     1.2090     1.9937     2.8320     3.4243
   2019      3      4   12.00      5904.00  -0.71319E+01   0.00000E+00   0.00000E+00   0.12536E+01   0.34155E+01   0.00000E+00   0.99068E-05  -0.71319E+01  -0.26147E+02  -0.11264E+01  -0.72781E+01  -0.26831E+01   0.98656E-02   0.00000E+00   0.98813-323       0.85      68.56     0.0000  0.00   0.11314-320   0.14610-319     0.4128     1.2042     1.9870     2.8242     3.4155
   2019      3      5   12.00      5928.00  -0.34881E+01   0.00000E+00   0.00000E+00   0.12492E+01   0.34068E+01   0.00000E+00   0.98978E-05  -0.34881E+01  -0.13135E+02  -0.47356E+01  -0.16681E+02  -0.26780E+01   0.12258E-01   0.00000E+00   0.98813-323       0.85      72.07     0.0000  0.00   0.11314-320   0.14610-319     0.4110     1.1994     1.9803     2.8164     3.4068
   2019      3      6   12.00      5952.00  -0.12110E+01   0.00000E+00   0.00000E+00   0.12448E+01   0.33980E+01   0.00000E+00   0.99008E-05  -0.12110E+01  -0.21547E+01   0.27461E+01  -0.35143E+02  -0.26727E+01   0.14121E-01   0.00000E+00   0.98813-323       0.85      78.94     0.0000  0.00   0.11314-320   0.14610-319     0.4092     1.1947     1.9737     2.8086     3.3980
   2019      3      7   12.00      5976.00  -0.27951E+01   0.00000E+00   0.00000E+00   0.12404E+01   0.33892E+01   0.00000E+00   0.98894E-05  -0.27935E+01  -0.46941E+01   0.66413E+01  -0.36499E+02  -0.26676E+01   0.16631E-01   0.00000E+00   0.98813-323       0.85      92.05     0.0000  0.00   0.11314-320   0.14610-319     0.4073     1.1899     1.9670     2.8008     3.3892
   2019      3      8   12.00      6000.00  -0.64198E+01   0.00000E+00   0.00000E+00   0.12362E+01   0.33806E+01   0.00000E+00   0.98759E-05  -0.64180E+01  -0.24137E+02   0.94448E+01  -0.19860E+02  -0.26616E+01   0.17473E-01   0.00000E+00   0.98813-323       0.85     105.72     0.0000  0.00   0.11314-320   0.14610-319     0.4057     1.1855     1.9606     2.7932     3.3806
   2019      3      9   12.00      6024.00  -0.10111E+02   0.00000E+00   0.00000E+00   0.12320E+01   0.33719E+01   0.00000E+00   0.98506E-05  -0.10109E+02  -0.46764E+02   0.11209E+02   0.10023E+01  -0.26566E+01   0.16172E-01   0.00000E+00   0.98813-323       0.85     114.25     0.0000  0.00   0.11314-320   0.14610-319     0.4040     1.1809     1.9542     2.7854     3.3719
   2019      3     10   12.00      6048.00  -0.12848E+02   0.00000E+00   0.00000E+00   0.12275E+01   0.33630E+01   0.00000E+00   0.97641E-05  -0.12848E+02  -0.60522E+02   0.90652E+01   0.16905E+02  -0.26526E+01   0.14706E-01   0.00000E+00   0.98813-323       0.85     117.92     0.0000  0.00   0.11314-320   0.14610-319     0.4020     1.1761     1.9475     2.7775     3.3630
   2019      3     11   12.00      6072.00  -0.14514E+02   0.00000E+00   0.00000E+00   0.12229E+01   0.33541E+01   0.00000E+00  -0.41044E-04  -0.14514E+02  -0.63790E+02   0.62516E+01   0.22987E+02  -0.26478E+01   0.13832E-01   0.00000E+00   0.98813-323       0.85     118.31     0.0000  0.00   0.11314-320   0.14610-319     0.4000     1.1712     1.9407     2.7695     3.3541
   2019      3     12   12.00      6096.00  -0.15789E+02   0.00000E+00   0.00000E+00   0.12187E+01   0.33454E+01   0.00000E+00  -0.52665E-03  -0.15788E+02  -0.59311E+02  -0.39597E+00   0.25155E+02  -0.26411E+01   0.13456E-01   0.00000E+00   0.98813-323       0.85     120.04     0.0000  0.00   0.11314-320   0.14610-319     0.3983     1.1666     1.9342     2.7618     3.3454
   2019      3     13   12.00      6120.00  -0.18569E+02   0.00000E+00   0.00000E+00   0.12164E+01   0.33375E+01   0.00000E+00  -0.90350E-03  -0.18569E+02  -0.41251E+02  -0.10563E+01   0.77559E+01  -0.26275E+01   0.79050E-02   0.00000E+00   0.98813-323       0.85     118.76     0.0000  0.00   0.11314-320   0.14610-319     0.3984     1.1642     1.9298     2.7558     3.3375
   2019      3     14   12.00      6144.00  -0.15070E+02   0.00000E+00   0.00000E+00   0.12147E+01   0.33299E+01   0.00000E+00  -0.12971E-02  -0.15070E+02  -0.37814E+02   0.33540E+01  -0.92358E-01  -0.26169E+01   0.14970E-01   0.00000E+00   0.98813-323       0.85     109.89     0.0000  0.00   0.11314-320   0.14610-319     0.3989     1.1627     1.9262     2.7503     3.3299
   2019      3     15   12.00      6168.00  -0.13217E+02   0.00000E+00   0.00000E+00   0.12128E+01   0.33223E+01   0.00000E+00  -0.10038E-02  -0.13217E+02  -0.15305E+02   0.23839E+01  -0.21631E+02  -0.26089E+01   0.86612E-02   0.00000E+00   0.98813-323       0.85     102.02     0.0000  0.00   0.11314-320   0.14610-319     0.3989     1.1611     1.9225     2.7445     3.3223
   2019      3     16   12.00      6192.00  -0.12222E+02   0.00000E+00   0.00000E+00   0.12104E+01   0.33144E+01   0.00000E+00  -0.49737E-03  -0.12222E+02  -0.20272E+02   0.94447E+01  -0.23724E+02  -0.26024E+01   0.15400E-01   0.00000E+00   0.98813-323       0.85     109.89     0.0000  0.00   0.11314-320   0.14610-319     0.3984     1.1590     1.9183     2.7382     3.3144
   2019      3     17   12.00      6216.00  -0.13260E+02   0.00000E+00   0.00000E+00   0.12074E+01   0.33064E+01   0.00000E+00  -0.32897E-04  -0.13260E+02  -0.30222E+02   0.77558E+01  -0.12086E+02  -0.25970E+01   0.13543E-01   0.00000E+00   0.98813-323       0.85     127.99     0.0000  0.00   0.11314-320   0.14610-319     0.3973     1.1563     1.9136     2.7315     3.3064
   2019      3     18   12.00      6240.00  -0.14764E+02   0.00000E+00   0.00000E+00   0.12043E+01   0.32982E+01   0.00000E+00  -0.10720E-04  -0.14764E+02  -0.41715E+02   0.45163E+01   0.26465E+01  -0.25909E+01   0.11721E-01   0.00000E+00   0.98813-323       0.85     138.96     0.0000  0.00   0.11314-320   0.14610-319     0.3962     1.1533     1.9087     2.7247     3.2982
   2019      3     19   12.00      6264.00  -0.17033E+02   0.00000E+00   0.00000E+00   0.12013E+01   0.32902E+01   0.00000E+00  -0.45773E-03  -0.17033E+02  -0.38992E+02  -0.69234E+00   0.51329E+01  -0.25837E+01   0.66201E-02   0.00000E+00   0.98813-323       0.85     142.44     0.0000  0.00   0.11314-320   0.14610-319     0.3951     1.1504     1.9039     2.7180     3.2902
   2019      3     20   12.00      6288.00  -0.18987E+02   0.00000E+00   0.00000E+00   0.11987E+01   0.32823E+01   0.00000E+00  -0.10138E-02  -0.18987E+02  -0.25659E+02  -0.34252E+00  -0.85506E+01  -0.25752E+01   0.44323E-02   0.00000E+00   0.98813-323       0.85     146.09     0.0000  0.00   0.11314-320   0.14610-319     0.3945     1.1479     1.8996     2.7118     3.2823
   2019      3     21   12.00      6312.00  -0.14276E+02   0.00000E+00   0.00000E+00   0.11963E+01   0.32746E+01   0.00000E+00  -0.81506E-03  -0.14276E+02  -0.34210E+02  -0.11574E-01  -0.33069E+00  -0.25675E+01   0.74696E-02   0.00000E+00   0.98813-323       0.85     152.83     0.0000  0.00   0.11314-320   0.14610-319     0.3940     1.1457     1.8955     2.7057     3.2746
   2019      3     22   12.00      6336.00  -0.14594E+02   0.00000E+00   0.00000E+00   0.11931E+01   0.32666E+01   0.00000E+00   0.27292E-05  -0.14594E+02  -0.13131E+02  -0.16213E+01  -0.19800E+02  -0.25630E+01   0.28227E-02   0.00000E+00   0.98813-323       0.85     156.50     0.0000  0.00   0.11314-320   0.14610-319     0.3928     1.1427     1.8907     2.6990     3.2666
   2019      3     23   12.00      6360.00  -0.11465E+02   0.00000E+00   0.00000E+00   0.11898E+01   0.32585E+01   0.00000E+00   0.43384E-05  -0.11465E+02  -0.13063E+02  -0.15561E+01  -0.19933E+02  -0.25572E+01   0.35064E-02   0.00000E+00   0.98813-323       0.85     151.77     0.0000  0.00   0.11314-320   0.14610-319     0.3914     1.1394     1.8856     2.6921     3.2585
   2019      3     24   12.00      6384.00  -0.66033E+01   0.00000E+00   0.00000E+00   0.11865E+01   0.32505E+01   0.00000E+00   0.65141E-05  -0.66026E+01  -0.23391E+02  -0.51265E+00  -0.10648E+02  -0.25511E+01   0.86900E-02   0.00000E+00   0.98813-323       0.85     148.17     0.0000  0.00   0.11314-320   0.14610-319     0.3901     1.1361     1.8806     2.6853     3.2505
   2019      3     25   12.00      6408.00  -0.44466E+01   0.00000E+00   0.00000E+00   0.11817E+01   0.32418E+01   0.00000E+00   0.83545E-05  -0.44452E+01  -0.23925E+02  -0.49440E+00  -0.10133E+02  -0.25531E+01   0.10606E-01   0.00000E+00   0.98813-323       0.85     146.95     0.0000  0.00   0.11314-320   0.14610-319     0.3874     1.1312     1.8740     2.6772     3.2418
   2019      3     26   12.00      6432.00  -0.37951E+01   0.00000E+00   0.00000E+00   0.11754E+01   0.32326E+01   0.00000E+00   0.79116E-05  -0.37951E+01  -0.24529E+02   0.28909E+01  -0.12914E+02  -0.25539E+01   0.10414E-01   0.00000E+00   0.98813-323       0.85     143.64     0.0000  0.00   0.11314-320   0.14610-319     0.3836     1.1244     1.8658     2.6679     3.2326
   2019      3     27   12.00      6456.00  -0.24989E+01   0.00000E+00   0.00000E+00   0.11695E+01   0.32234E+01   0.00000E+00   0.77465E-05  -0.24989E+01  -0.17644E+02   0.40047E+01  -0.20913E+02  -0.25516E+01   0.10219E-01   0.00000E+00   0.98813-323       0.85     137.29     0.0000  0.00   0.11314-320   0.14610-319     0.3803     1.1178     1.8577     2.6590     3.2234
   2019      3     28   12.00      6480.00  -0.15433E+01   0.00000E+00   0.00000E+00   0.11636E+01   0.32142E+01   0.00000E+00   0.89489E-05  -0.15433E+01  -0.13007E+02   0.35466E+01  -0.25091E+02  -0.25496E+01   0.12025E-01   0.00000E+00   0.98813-323       0.85     143.46     0.0000  0.00   0.11314-320   0.14610-319     0.3772     1.1112     1.8496     2.6502     3.2142
   2019      3     29   12.00      6504.00  -0.36344E+01   0.00000E+00   0.00000E+00   0.11574E+01   0.32049E+01   0.00000E+00   0.58290E-05  -0.36344E+01  -0.24524E+02   0.10093E+02  -0.20121E+02  -0.25489E+01   0.11672E-01   0.00000E+00   0.98813-323       0.85     163.08     0.0000  0.00   0.11314-320   0.14610-319     0.3738     1.1041     1.8410     2.6411     3.2049
   2019      3     30   12.00      6528.00  -0.64675E+01   0.00000E+00   0.00000E+00   0.11511E+01   0.31956E+01   0.00000E+00  -0.34906E-04  -0.64675E+01  -0.34406E+02   0.10188E+02  -0.10334E+02  -0.25474E+01   0.95403E-02   0.00000E+00   0.98813-323       0.85     178.52     0.0000  0.00   0.11314-320   0.14610-319     0.3705     1.0969     1.8324     2.6319     3.1956
   2019      3     31   12.00      6552.00  -0.66315E+01   0.00000E+00   0.00000E+00   0.11470E+01   0.31871E+01   0.00000E+00  -0.24953E-03  -0.66311E+01  -0.24862E+02   0.40267E+01  -0.13717E+02  -0.25338E+01   0.76207E-02   0.00000E+00   0.98813-323       0.85     183.59     0.0000  0.00   0.11314-320   0.14610-319     0.3692     1.0920     1.8258     2.6247     3.1871
   2019      4      1   12.00      6576.00  -0.70362E+01   0.00000E+00   0.00000E+00   0.11454E+01   0.31798E+01   0.00000E+00   0.59027E-05  -0.70362E+01  -0.12338E+02   0.31016E+01  -0.25316E+02  -0.25203E+01   0.73392E-02   0.00000E+00   0.98813-323       0.85     185.21     0.0000  0.00   0.11314-320   0.14610-319     0.3701     1.0903     1.8221     2.6197     3.1798
   2019      4      2   12.00      6600.00  -0.10648E+02   0.00000E+00   0.00000E+00   0.11436E+01   0.31725E+01   0.00000E+00   0.38205E-05  -0.10648E+02  -0.15030E+02   0.21540E+01  -0.21676E+02  -0.25115E+01   0.99011E-02   0.00000E+00   0.98813-323       0.85     193.22     0.0000  0.00   0.11314-320   0.14610-319     0.3703     1.0886     1.8183     2.6142     3.1725
   2019      4      3   12.00      6624.00  -0.16324E+02   0.00000E+00   0.00000E+00   0.11419E+01   0.31653E+01   0.00000E+00  -0.15574E-02  -0.16324E+02  -0.22774E+02  -0.16381E+01  -0.10140E+02  -0.25011E+01   0.61825E-02   0.00000E+00   0.98813-323       0.85     201.00     0.0000  0.00   0.11314-320   0.14610-319     0.3706     1.0872     1.8149     2.6088     3.1653
   2019      4      4   12.00      6648.00  -0.19143E+02   0.00000E+00   0.00000E+00   0.11419E+01   0.31587E+01   0.00000E+00  -0.37019E-02  -0.19143E+02  -0.33590E+02  -0.61340E+00  -0.34832E+00  -0.24859E+01   0.78257E-02   0.00000E+00   0.98813-323       0.85     205.12     0.0000  0.00   0.11314-320   0.14610-319     0.3722     1.0877     1.8132     2.6049     3.1587
   2019      4      5   12.00      6672.00  -0.17912E+02   0.00000E+00   0.00000E+00   0.11423E+01   0.31524E+01   0.00000E+00  -0.38325E-02  -0.17912E+02  -0.30303E+02   0.21037E+01  -0.63524E+01  -0.24737E+01   0.62781E-02   0.00000E+00   0.98813-323       0.85     201.86     0.0000  0.00   0.11314-320   0.14610-319     0.3740     1.0889     1.8122     2.6012     3.1524
   2019      4      6   12.00      6696.00  -0.10626E+02   0.00000E+00   0.00000E+00   0.11415E+01   0.31456E+01   0.00000E+00  -0.18645E-02  -0.10625E+02  -0.17038E+02  -0.64824E+01  -0.11031E+02  -0.24678E+01   0.88201E-02   0.00000E+00   0.98813-323       0.85     198.15     0.0000  0.00   0.11314-320   0.14610-319     0.3744     1.0889     1.8101     2.5964     3.1456
   2019      4      7   12.00      6720.00  -0.51664E+01   0.00000E+00   0.00000E+00   0.11388E+01   0.31381E+01   0.00000E+00  -0.36316E-04  -0.51664E+01  -0.11142E+02  -0.60473E+01  -0.17363E+02  -0.24662E+01   0.59035E-02   0.00000E+00   0.98813-323       0.85     187.86     0.0000  0.00   0.11314-320   0.14610-319     0.3731     1.0867     1.8061     2.5899     3.1381
   2019      4      8   12.00      6744.00  -0.32296E+01   0.00000E+00   0.00000E+00   0.11354E+01   0.31302E+01   0.00000E+00   0.96114E-05  -0.32296E+01  -0.21240E+02   0.19587E+01  -0.15271E+02  -0.24630E+01   0.68652E-02   0.00000E+00   0.98813-323       0.85     177.43     0.0000  0.00   0.11314-320   0.14610-319     0.3714     1.0837     1.8013     2.5831     3.1302
   2019      4      9   12.00      6768.00  -0.17791E+01   0.00000E+00   0.00000E+00   0.11296E+01   0.31214E+01   0.00000E+00   0.99149E-05  -0.17791E+01  -0.20538E+02   0.13323E+01  -0.15346E+02  -0.24692E+01   0.61864E-02   0.00000E+00   0.98813-323       0.85     156.71     0.0000  0.00   0.11314-320   0.14610-319     0.3676     1.0778     1.7939     2.5741     3.1214
   2019      4     10   12.00      6792.00   0.12592E+00   0.00000E+00   0.00000E+00   0.11234E+01   0.31122E+01   0.00000E+00   0.99435E-05   0.12604E+00  -0.21879E+02   0.55551E+01  -0.18228E+02  -0.24689E+01   0.82055E-02   0.00000E+00   0.98813-323       0.85     137.60     0.0000  0.00   0.11314-320   0.14610-319     0.3638     1.0710     1.7857     2.5649     3.1122
   2019      4     11   12.00      6816.00   0.91886E+00   0.00000E+00   0.00000E+00   0.11172E+01   0.31031E+01   0.00000E+00   0.99385E-05   0.91886E+00  -0.26687E+02   0.83778E+01  -0.16243E+02  -0.24702E+01   0.12046E-01   0.00000E+00   0.98813-323       0.85     139.44     0.0000  0.00   0.11314-320   0.14610-319     0.3601     1.0640     1.7774     2.5558     3.1031
   2019      4     12   12.00      6840.00   0.77177E+00   0.00000E+00   0.00000E+00   0.11017E+01   0.30901E+01   0.00000E+00   0.99323E-05   0.77177E+00  -0.33576E+02   0.58817E+01  -0.68580E+01  -0.25139E+01   0.13422E-01   0.00000E+00   0.98813-323       0.85     167.28     0.0000  0.00   0.11314-320   0.14610-319     0.3483     1.0468     1.7593     2.5382     3.0901
   2019      4     13   12.00      6864.00   0.22209E+00   0.00000E+00   0.00000E+00   0.10849E+01   0.30759E+01   0.00000E+00   0.99306E-05   0.22209E+00  -0.34729E+02   0.30016E+01  -0.28244E+01  -0.25278E+01   0.10579E-01   0.00000E+00   0.98813-323       0.85     186.37     0.0000  0.00   0.11314-320   0.14610-319     0.3364     1.0268     1.7387     2.5199     3.0759
   2019      4     14   12.00      6888.00   0.18094E+00   0.00000E+00   0.00000E+00   0.10730E+01   0.30637E+01   0.00000E+00   0.99183E-05   0.18094E+00  -0.27363E+02   0.59951E+00  -0.77880E+01  -0.25255E+01   0.82418E-02   0.00000E+00   0.98813-323       0.85     168.30     0.0000  0.00   0.11314-320   0.14610-319     0.3298     1.0119     1.7228     2.5063     3.0637
   2019      4     15   12.00      6912.00  -0.78662E-01   0.00000E+00   0.00000E+00   0.10626E+01   0.30524E+01   0.00000E+00   0.96297E-05  -0.78566E-01  -0.28878E+02   0.35041E+01  -0.91776E+01  -0.25249E+01   0.82290E-02   0.00000E+00   0.98813-323       0.85     161.48     0.0000  0.00   0.11314-320   0.14610-319     0.3245     0.9989     1.7084     2.4938     3.0524
   2019      4     16   12.00      6936.00  -0.13869E+01   0.00000E+00   0.00000E+00   0.10571E+01   0.30432E+01   0.00000E+00   0.10665E-04  -0.13869E+01  -0.37869E+02   0.72841E+01  -0.39671E+01  -0.25074E+01   0.79173E-02   0.00000E+00   0.98813-323       0.85     186.92     0.0000  0.00   0.11314-320   0.14610-319     0.3234     0.9915     1.6991     2.4857     3.0432
   2019      4     17   12.00      6960.00  -0.28824E+01   0.00000E+00   0.00000E+00   0.10537E+01   0.30353E+01   0.00000E+00   0.88781E-05  -0.28824E+01  -0.38546E+02  -0.12334E+01   0.52279E+01  -0.24971E+01   0.61140E-02   0.00000E+00   0.98813-323       0.85     222.85     0.0000  0.00   0.11314-320   0.14610-319     0.3235     0.9871     1.6925     2.4791     3.0353
   2019      4     18   12.00      6984.00  -0.30155E+01   0.00000E+00   0.00000E+00   0.10499E+01   0.30274E+01   0.00000E+00  -0.14583E-03  -0.30153E+01  -0.46065E+02  -0.44961E+01   0.16009E+02  -0.24918E+01   0.71225E-02   0.00000E+00   0.98813-323       0.85     230.09     0.0000  0.00   0.11314-320   0.14610-319     0.3230     0.9828     1.6858     2.4720     3.0274
   2019      4     19   12.00      7008.00  -0.12982E+01   0.00000E+00   0.00000E+00   0.10511E+01   0.30247E+01   0.00000E+00  -0.18638E-03  -0.12982E+01  -0.48567E+02   0.49700E+01   0.90450E+01  -0.24752E+01   0.83718E-02   0.00000E+00   0.98813-323       0.85     218.58     0.0000  0.00   0.11314-320   0.14610-319     0.3265     0.9840     1.6845     2.4706     3.0247
   2019      4     20   12.00      7032.00  -0.11019E+01   0.00000E+00   0.00000E+00   0.10538E+01   0.30222E+01   0.00000E+00   0.27634E-04  -0.11019E+01  -0.20929E+02   0.79779E+00  -0.14420E+02  -0.24623E+01   0.34735E-02   0.00000E+00   0.98813-323       0.85     183.51     0.0000  0.00   0.11314-320   0.14610-319     0.3307     0.9875     1.6854     2.4703     3.0222
   2019      4     21   12.00      7056.00  -0.13418E+01   0.00000E+00   0.00000E+00   0.10555E+01   0.30170E+01   0.00000E+00  -0.32338E-03  -0.13418E+01  -0.47202E+01   0.12870E+01  -0.31119E+02  -0.24479E+01   0.15054E-02   0.00000E+00   0.98813-323       0.85     131.80     0.0000  0.00   0.11314-320   0.14610-319     0.3334     0.9903     1.6857     2.4681     3.0170
   2019      4     22   12.00      7080.00  -0.14188E+01   0.00000E+00   0.00000E+00   0.10565E+01   0.30107E+01   0.00000E+00  -0.70609E-03  -0.14188E+01  -0.10414E+02   0.21425E+01  -0.26280E+02  -0.24348E+01   0.43021E-02   0.00000E+00   0.98813-323       0.85     116.30     0.0000  0.00   0.11314-320   0.14610-319     0.3353     0.9925     1.6855     2.4649     3.0107
   2019      4     23   12.00      7104.00  -0.29576E+01   0.00000E+00   0.00000E+00   0.10578E+01   0.30054E+01   0.00000E+00  -0.19193E-02  -0.29576E+01  -0.93097E+01  -0.26013E+01  -0.22641E+02  -0.24236E+01   0.25329E-02   0.00000E+00   0.98813-323       0.85     164.32     0.0000  0.00   0.11314-320   0.14610-319     0.3375     0.9950     1.6858     2.4621     3.0054
   2019      4     24   12.00      7128.00  -0.12362E+01   0.00000E+00   0.00000E+00   0.10591E+01   0.30014E+01   0.00000E+00  -0.21962E-03  -0.12362E+01  -0.22814E+02  -0.67103E+01  -0.50277E+01  -0.24191E+01   0.46891E-02   0.00000E+00   0.98813-323       0.85     217.59     0.0000  0.00   0.11314-320   0.14610-319     0.3394     0.9975     1.6862     2.4597     3.0014
   2019      4     25   12.00      7152.00  -0.13126E+01   0.00000E+00   0.00000E+00   0.10594E+01   0.29964E+01   0.00000E+00  -0.48331E-03  -0.13126E+01  -0.18788E+02  -0.32071E+01  -0.12557E+02  -0.24122E+01   0.35319E-02   0.00000E+00   0.98813-323       0.85     209.89     0.0000  0.00   0.11314-320   0.14610-319     0.3404     0.9989     1.6855     2.4564     2.9964
   2019      4     26   12.00      7176.00   0.90809E+00   0.00000E+00   0.00000E+00   0.10526E+01   0.29884E+01   0.00000E+00   0.39359E-04   0.90809E+00  -0.45187E+02   0.85311E+01   0.21042E+01  -0.24522E+01   0.10179E-01   0.00000E+00   0.98813-323       0.85     182.09     0.0000  0.00   0.11314-320   0.14610-319     0.3350     0.9927     1.6776     2.4461     2.9884
   2019      4     27   12.00      7200.00   0.14016E+01   0.00000E+00   0.00000E+00   0.10321E+01   0.29908E+01   0.00000E+00   0.16227E-03   0.14016E+01  -0.63920E+02   0.22909E+02   0.64596E+01  -0.25871E+01   0.12715E-01   0.00000E+00   0.98813-323       0.85     183.62     0.0000  0.00   0.11314-320   0.14610-319     0.3184     0.9691     1.6533     2.4283     2.9908
   2019      4     28   12.00      7224.00   0.90835E+00   0.00000E+00   0.00000E+00   0.10473E+01   0.31168E+01   0.00000E+00   0.90032E-03   0.90835E+00  -0.61924E+02   0.19051E+02   0.83205E+01  -0.29862E+01   0.92131E-02   0.00000E+00   0.98813-323       0.85     214.05     0.0000  0.00   0.11314-320   0.14610-319     0.3357     0.9767     1.6620     2.4781     3.1168
   2019      4     29   12.00      7248.00  -0.27958E+01   0.00000E+00   0.00000E+00   0.11617E+01   0.35856E+01   0.00000E+00  -0.66815E+00  -0.27586E+01  -0.26612E+02  -0.95550E+00  -0.69840E+01  -0.40693E+01   0.36083E-02   0.00000E+00   0.98813-323       0.85     249.74     0.0000  0.00   0.11314-320   0.15272-319     0.4373     1.0773     1.7666     2.7217     3.5856
   2019      4     30   12.00      7272.00  -0.22494E+01   0.00000E+00   0.00000E+00   0.13698E+01   0.40669E+01   0.00000E+00  -0.48075E+00  -0.22494E+01  -0.49874E+02  -0.17892E+01   0.17111E+02  -0.56669E+01   0.95148E-02   0.00000E+00   0.98813-323       0.85     269.10     0.0000  0.00   0.11265-320   0.15232-319     0.6051     1.2829     1.9791     3.0999     4.0669
   2019      5      1   12.00      7296.00  -0.39604E+01   0.00000E+00   0.00000E+00   0.15681E+01   0.41628E+01   0.00000E+00  -0.11887E+01  -0.39604E+01  -0.51414E+02   0.89133E+00   0.15970E+02  -0.95368E+01   0.97802E-02   0.00000E+00   0.98813-323       0.85     272.62     0.0000  0.00   0.11265-320   0.15232-319     0.7425     1.4899     2.1939     3.4755     4.1628
   2019      5      2   12.00      7320.00  -0.33229E+01   0.00000E+00   0.00000E+00   0.17547E+01   0.41484E+01   0.00000E+00  -0.11787E+01  -0.33229E+01  -0.41754E+02  -0.61991E+01   0.13401E+02  -0.99814E+01   0.77947E-02   0.00000E+00   0.98813-323       0.85     273.61     0.0000  0.00   0.11265-320   0.15232-319     0.8562     1.6871     2.4127     3.7692     4.1484
   2019      5      3   12.00      7344.00  -0.16836E+01   0.00000E+00   0.00000E+00   0.19175E+01   0.41314E+01   0.00000E+00  -0.52787E+00  -0.16836E+01  -0.30014E+02  -0.46426E+01   0.10467E+00  -0.91748E+01   0.77295E-02   0.00000E+00   0.98813-323       0.85     246.27     0.0000  0.00   0.11265-320   0.15232-319     0.9418     1.8619     2.6470     3.9444     4.1314
   2019      5      4   12.00      7368.00  -0.82663E+00   0.00000E+00   0.00000E+00   0.20108E+01   0.41095E+01   0.00000E+00  -0.16962E+00  -0.82663E+00  -0.19353E+02   0.61723E+01  -0.21371E+02  -0.58406E+01   0.88443E-02   0.00000E+00   0.98813-323       0.85     162.97     0.0000  0.00   0.11265-320   0.15232-319     0.9693     1.9760     2.8434     3.9884     4.1095
   2019      5      5   12.00      7392.00  -0.14235E+00   0.00000E+00   0.00000E+00   0.20482E+01   0.41225E+01   0.00000E+00  -0.34766E-01  -0.10344E+00  -0.14822E+02   0.37599E+01  -0.23490E+02  -0.85295E+01   0.11774E-01   0.00000E+00   0.98813-323       0.66      95.06     0.0000  0.00   0.11116-320   0.14970-319     0.9616     2.0373     2.9505     3.9842     4.1225
   2019      5      6   12.00      7416.00   0.17321E-01   0.00000E+00   0.00000E+00   0.23425E+01   0.41931E+01   0.00000E+00   0.17321E-01   0.10387E+00  -0.21894E+02  -0.35310E+01  -0.91265E+01  -0.22790E+02   0.10723E-01   0.00000E+00   0.98813-323       0.40     113.59     0.0000  0.00   0.10622-320   0.15291-319     1.1516     2.2973     3.5644     4.1025     4.1931
   2019      5      7   12.00      7440.00   0.15866E-01   0.00000E+00   0.00000E+00   0.28837E+01   0.42336E+01   0.00000E+00   0.15866E-01   0.10387E+00  -0.27313E+02   0.70251E+01  -0.14264E+02  -0.31128E+02   0.99440E-02   0.00000E+00   0.98813-323       0.40     147.05     0.0000  0.00   0.85473-321   0.17233-319     1.4813     3.2738     4.1244     4.1443     4.2336
   2019      5      8   12.00      7464.00   0.24225E-01   0.00000E+00   0.00000E+00   0.34638E+01   0.42563E+01   0.00000E+00   0.24225E-01   0.10387E+00  -0.27009E+02  -0.45520E+01  -0.29909E+01  -0.31452E+02   0.83480E-02   0.00000E+00   0.98813-323       0.40     146.11     0.0000  0.00   0.58300-321   0.12505-319     2.3425     4.1498     4.1675     4.1786     4.2563
   2019      5      9   12.00      7488.00   0.31179E-01   0.00000E+00   0.00000E+00   0.39733E+01   0.43343E+01   0.00000E+00   0.31179E-01   0.10387E+00  -0.30950E+02  -0.14708E+02   0.11106E+02  -0.36859E+02   0.96832E-02   0.00000E+00   0.98813-323       0.40     170.34     0.0000  0.00   0.63240-321   0.13523-319     3.5588     4.2440     4.2500     4.2597     4.3343
   2019      5     10   12.00      7512.00  -0.23653E+00   0.00000E+00   0.00000E+00   0.42484E+01   0.44872E+01   0.00000E+00  -0.23653E+00   0.10387E+00  -0.34249E+02   0.94175E+01  -0.97205E+01  -0.55475E+02   0.10763E-01   0.00000E+00   0.98813-323       0.40     243.43     0.0000  0.00   0.55335-321   0.12292-319     4.0532     4.3714     4.3828     4.3976     4.4872
   2019      5     11   12.00      7536.00  -0.88695E+00   0.00000E+00   0.00000E+00   0.42528E+01   0.44842E+01   0.00000E+00  -0.88695E+00   0.10387E+00  -0.39763E+02   0.19822E+02  -0.14611E+02  -0.66737E+02   0.93001E-02   0.00000E+00   0.49407-323       0.40     275.14     0.0000  0.00   0.16304-321   0.32510-320     4.1060     4.3393     4.3561     4.3763     4.4842
