"Plot Title: UB Pond"
"#","Date Time, GMT-09:00","Temp, °C (LGR S/N: 20855253, SEN S/N: 20855253, LBL: degC)","Intensity, Lux (LGR S/N: 20855253, SEN S/N: 20855253, LBL: Lux)","Coupler Attached (LGR S/N: 20855253)","Coupler Detached (LGR S/N: 20855253)","Host Connected (LGR S/N: 20855253)","Stopped (LGR S/N: 20855253)","End Of File (LGR S/N: 20855253)"
449,07/10/22 06:00:00 PM,21.760,785.8,,,,,
450,07/10/22 06:30:00 PM,21.760,678.1,,,,,
451,07/10/22 07:00:00 PM,21.760,613.5,,,,,
452,07/10/22 07:30:00 PM,21.760,484.4,,,,,
453,07/10/22 08:00:00 PM,21.664,387.5,,,,,
454,07/10/22 08:30:00 PM,21.473,236.8,,,,,
455,07/10/22 09:00:00 PM,21.378,215.3,,,,,
456,07/10/22 09:30:00 PM,21.282,172.2,,,,,
457,07/10/22 10:00:00 PM,21.091,86.1,,,,,
458,07/10/22 10:30:00 PM,20.996,53.8,,,,,
459,07/10/22 11:00:00 PM,20.901,10.8,,,,,
460,07/10/22 11:30:00 PM,20.805,0.0,,,,,
461,07/11/22 12:00:00 AM,20.615,0.0,,,,,
462,07/11/22 12:30:00 AM,20.519,0.0,,,,,
463,07/11/22 01:00:00 AM,20.329,0.0,,,,,
464,07/11/22 01:30:00 AM,20.234,0.0,,,,,
465,07/11/22 02:00:00 AM,20.138,0.0,,,,,
466,07/11/22 02:30:00 AM,20.043,0.0,,,,,
467,07/11/22 03:00:00 AM,19.948,0.0,,,,,
468,07/11/22 03:30:00 AM,19.758,0.0,,,,,
469,07/11/22 04:00:00 AM,19.662,0.0,,,,,
470,07/11/22 04:30:00 AM,19.472,0.0,,,,,
471,07/11/22 05:00:00 AM,19.377,32.3,,,,,
472,07/11/22 05:30:00 AM,19.187,139.9,,,,,
473,07/11/22 06:00:00 AM,19.187,258.3,,,,,
474,07/11/22 06:30:00 AM,18.996,333.7,,,,,
475,07/11/22 07:00:00 AM,18.996,312.2,,,,,
476,07/11/22 07:30:00 AM,18.901,376.7,,,,,
477,07/11/22 08:00:00 AM,18.901,473.6,,,,,
478,07/11/22 08:30:00 AM,18.806,570.5,,,,,
479,07/11/22 09:00:00 AM,18.806,753.5,,,,,
480,07/11/22 09:30:00 AM,18.806,688.9,,,,,
481,07/11/22 10:00:00 AM,18.806,1141.0,,,,,
482,07/11/22 10:30:00 AM,18.996,3444.5,,,,,
483,07/11/22 11:00:00 AM,19.092,4133.4,,,,,
484,07/11/22 11:30:00 AM,19.282,4650.0,,,,,
485,07/11/22 12:00:00 PM,19.472,4994.5,,,,,
486,07/11/22 12:30:00 PM,19.662,2927.8,,,,,
487,07/11/22 01:00:00 PM,19.853,2755.6,,,,,
488,07/11/22 01:30:00 PM,19.948,3100.0,,,,,
489,07/11/22 02:00:00 PM,20.329,1980.6,,,,,
490,07/11/22 02:30:00 PM,20.615,2411.1,,,,,
491,07/11/22 03:00:00 PM,20.615,1463.9,,,,,
492,07/11/22 03:30:00 PM,20.805,1205.6,,,,,
493,07/11/22 04:00:00 PM,20.901,1334.7,,,,,
494,07/11/22 04:30:00 PM,20.996,1463.9,,,,,
495,07/11/22 05:00:00 PM,20.901,958.0,,,,,
496,07/11/22 05:30:00 PM,20.901,1227.1,,,,,
497,07/11/22 06:00:00 PM,20.996,764.2,,,,,
498,07/11/22 06:30:00 PM,20.996,882.6,,,,,
499,07/11/22 07:00:00 PM,20.901,656.6,,,,,
500,07/11/22 07:30:00 PM,20.805,656.6,,,,,
501,07/11/22 08:00:00 PM,20.805,559.7,,,,,
502,07/11/22 08:30:00 PM,20.615,301.4,,,,,
503,07/11/22 09:00:00 PM,20.519,172.2,,,,,
504,07/11/22 09:30:00 PM,20.424,75.3,,,,,
505,07/11/22 10:00:00 PM,20.329,96.9,,,,,
506,07/11/22 10:30:00 PM,20.234,43.1,,,,,
507,07/11/22 11:00:00 PM,20.138,0.0,,,,,
508,07/11/22 11:30:00 PM,20.043,0.0,,,,,
509,07/12/22 12:00:00 AM,19.948,0.0,,,,,
510,07/12/22 12:30:00 AM,19.853,0.0,,,,,
511,07/12/22 01:00:00 AM,19.758,0.0,,,,,
512,07/12/22 01:30:00 AM,19.567,0.0,,,,,
513,07/12/22 02:00:00 AM,19.472,0.0,,,,,
514,07/12/22 02:30:00 AM,19.377,0.0,,,,,
515,07/12/22 03:00:00 AM,19.187,0.0,,,,,
516,07/12/22 03:30:00 AM,19.092,0.0,,,,,
517,07/12/22 04:00:00 AM,18.996,0.0,,,,,
518,07/12/22 04:30:00 AM,18.806,0.0,,,,,
519,07/12/22 05:00:00 AM,18.711,0.0,,,,,
520,07/12/22 05:30:00 AM,18.711,32.3,,,,,
521,07/12/22 06:00:00 AM,18.521,86.1,,,,,
522,07/12/22 06:30:00 AM,18.426,107.6,,,,,
523,07/12/22 07:00:00 AM,18.426,150.7,,,,,
524,07/12/22 07:30:00 AM,18.426,290.6,,,,,
525,07/12/22 08:00:00 AM,18.331,419.8,,,,,
526,07/12/22 08:30:00 AM,18.331,333.7,,,,,
527,07/12/22 09:00:00 AM,18.236,322.9,,,,,
528,07/12/22 09:30:00 AM,18.236,592.0,,,,,
529,07/12/22 10:00:00 AM,18.331,979.5,,,,,
530,07/12/22 10:30:00 AM,18.331,958.0,,,,,
531,07/12/22 11:00:00 AM,18.331,958.0,,,,,
532,07/12/22 11:30:00 AM,18.426,1087.2,,,,,
533,07/12/22 12:00:00 PM,18.521,1162.5,,,,,
534,07/12/22 12:30:00 PM,18.901,1894.5,,,,,
535,07/12/22 01:00:00 PM,19.092,1980.6,,,,,
536,07/12/22 01:30:00 PM,19.282,1463.9,,,,,
537,07/12/22 02:00:00 PM,19.472,1291.7,,,,,
538,07/12/22 02:30:00 PM,19.758,1377.8,,,,,
539,07/12/22 03:00:00 PM,19.758,1065.6,,,,,
540,07/12/22 03:30:00 PM,20.234,1237.9,,,,,
541,07/12/22 04:00:00 PM,20.424,2497.2,,,,,
542,07/12/22 04:30:00 PM,20.234,635.1,,,,,
543,07/12/22 05:00:00 PM,20.805,1377.8,,,,,
544,07/12/22 05:30:00 PM,20.615,538.2,,,,,
545,07/12/22 06:00:00 PM,20.901,3100.0,,,,,
546,07/12/22 06:30:00 PM,20.996,4305.6,,,,,
547,07/12/22 07:00:00 PM,20.996,8611.2,,,,,
548,07/12/22 07:30:00 PM,20.901,7577.8,,,,,
549,07/12/22 08:00:00 PM,20.901,3961.1,,,,,
550,07/12/22 08:30:00 PM,20.710,7233.4,,,,,
551,07/12/22 09:00:00 PM,20.615,3616.7,,,,,
552,07/12/22 09:30:00 PM,20.424,2325.0,,,,,
553,07/12/22 10:00:00 PM,20.234,204.5,,,,,
554,07/12/22 10:30:00 PM,20.138,129.2,,,,,
555,07/12/22 11:00:00 PM,19.948,10.8,,,,,
556,07/12/22 11:30:00 PM,19.853,0.0,,,,,
557,07/13/22 12:00:00 AM,19.758,0.0,,,,,
558,07/13/22 12:30:00 AM,19.662,0.0,,,,,
559,07/13/22 01:00:00 AM,19.472,0.0,,,,,
560,07/13/22 01:30:00 AM,19.377,0.0,,,,,
561,07/13/22 02:00:00 AM,19.187,0.0,,,,,
562,07/13/22 02:30:00 AM,19.092,0.0,,,,,
563,07/13/22 03:00:00 AM,18.996,0.0,,,,,
564,07/13/22 03:30:00 AM,18.806,0.0,,,,,
565,07/13/22 04:00:00 AM,18.616,0.0,,,,,
566,07/13/22 04:30:00 AM,18.521,0.0,,,,,
567,07/13/22 05:00:00 AM,18.426,21.5,,,,,
568,07/13/22 05:30:00 AM,18.236,96.9,,,,,
569,07/13/22 06:00:00 AM,18.140,215.3,,,,,
570,07/13/22 06:30:00 AM,17.950,322.9,,,,,
571,07/13/22 07:00:00 AM,17.855,247.6,,,,,
572,07/13/22 07:30:00 AM,17.855,473.6,,,,,
573,07/13/22 08:00:00 AM,17.855,1151.7,,,,,
574,07/13/22 08:30:00 AM,17.855,753.5,,,,,
575,07/13/22 09:00:00 AM,17.760,775.0,,,,,
576,07/13/22 09:30:00 AM,17.760,1216.3,,,,,
577,07/13/22 10:00:00 AM,17.760,1011.8,,,,,
578,07/13/22 10:30:00 AM,17.855,1377.8,,,,,
579,07/13/22 11:00:00 AM,17.855,1722.2,,,,,
580,07/13/22 11:30:00 AM,17.950,1184.0,,,,,
581,07/13/22 12:00:00 PM,18.236,4650.0,,,,,
582,07/13/22 12:30:00 PM,18.331,2152.8,,,,,
583,07/13/22 01:00:00 PM,18.426,1980.6,,,,,
584,07/13/22 01:30:00 PM,18.616,4133.4,,,,,
585,07/13/22 02:00:00 PM,18.901,1894.5,,,,,
586,07/13/22 02:30:00 PM,18.996,1808.3,,,,,
587,07/13/22 03:00:00 PM,18.901,1377.8,,,,,
588,07/13/22 03:30:00 PM,19.092,1280.9,,,,,
589,07/13/22 04:00:00 PM,19.092,1097.9,,,,,
590,07/13/22 04:30:00 PM,18.996,602.8,,,,,
591,07/13/22 05:00:00 PM,18.901,581.3,,,,,
592,07/13/22 05:30:00 PM,18.901,398.3,,,,,
593,07/13/22 06:00:00 PM,18.806,301.4,,,,,
594,07/13/22 06:30:00 PM,18.711,193.8,,,,,
595,07/13/22 07:00:00 PM,18.616,193.8,,,,,
596,07/13/22 07:30:00 PM,18.616,193.8,,,,,
597,07/13/22 08:00:00 PM,18.521,150.7,,,,,
598,07/13/22 08:30:00 PM,18.521,215.3,,,,,
599,07/13/22 09:00:00 PM,18.426,75.3,,,,,
600,07/13/22 09:30:00 PM,18.331,53.8,,,,,
601,07/13/22 10:00:00 PM,18.236,43.1,,,,,
602,07/13/22 10:30:00 PM,18.140,0.0,,,,,
603,07/13/22 11:00:00 PM,18.045,0.0,,,,,
604,07/13/22 11:30:00 PM,18.045,0.0,,,,,
605,07/14/22 12:00:00 AM,17.950,0.0,,,,,
606,07/14/22 12:30:00 AM,17.855,0.0,,,,,
607,07/14/22 01:00:00 AM,17.855,0.0,,,,,
608,07/14/22 01:30:00 AM,17.760,0.0,,,,,
609,07/14/22 02:00:00 AM,17.760,0.0,,,,,
610,07/14/22 02:30:00 AM,17.665,0.0,,,,,
611,07/14/22 03:00:00 AM,17.570,0.0,,,,,
612,07/14/22 03:30:00 AM,17.570,0.0,,,,,
613,07/14/22 04:00:00 AM,17.475,0.0,,,,,
614,07/14/22 04:30:00 AM,17.475,0.0,,,,,
615,07/14/22 05:00:00 AM,17.379,0.0,,,,,
616,07/14/22 05:30:00 AM,17.379,0.0,,,,,
617,07/14/22 06:00:00 AM,17.284,10.8,,,,,
618,07/14/22 06:30:00 AM,17.284,21.5,,,,,
619,07/14/22 07:00:00 AM,17.189,43.1,,,,,
620,07/14/22 07:30:00 AM,17.189,96.9,,,,,
621,07/14/22 08:00:00 AM,17.189,150.7,,,,,
622,07/14/22 08:30:00 AM,17.094,258.3,,,,,
623,07/14/22 09:00:00 AM,17.094,376.7,,,,,
624,07/14/22 09:30:00 AM,17.094,624.3,,,,,
625,07/14/22 10:00:00 AM,17.189,656.6,,,,,
626,07/14/22 10:30:00 AM,17.189,1151.7,,,,,
627,07/14/22 11:00:00 AM,17.189,699.7,,,,,
628,07/14/22 11:30:00 AM,17.189,645.8,,,,,
629,07/14/22 12:00:00 PM,17.189,344.4,,,,,
630,07/14/22 12:30:00 PM,17.094,462.9,,,,,
631,07/14/22 01:00:00 PM,17.189,818.1,,,,,
632,07/14/22 01:30:00 PM,17.284,1808.3,,,,,
633,07/14/22 02:00:00 PM,17.189,678.1,,,,,
634,07/14/22 02:30:00 PM,17.094,344.4,,,,,
635,07/14/22 03:00:00 PM,17.094,366.0,,,,,
636,07/14/22 03:30:00 PM,16.999,452.1,,,,,
637,07/14/22 04:00:00 PM,16.999,441.3,,,,,
638,07/14/22 04:30:00 PM,16.903,505.9,,,,,
639,07/14/22 05:00:00 PM,16.903,484.4,,,,,
640,07/14/22 05:30:00 PM,16.999,570.5,,,,,
641,07/14/22 06:00:00 PM,16.999,592.0,,,,,
642,07/14/22 06:30:00 PM,16.903,226.0,,,,,
643,07/14/22 07:00:00 PM,16.903,204.5,,,,,
644,07/14/22 07:30:00 PM,16.903,279.9,,,,,
645,07/14/22 08:00:00 PM,16.903,53.8,,,,,
646,07/14/22 08:30:00 PM,16.808,64.6,,,,,
647,07/14/22 09:00:00 PM,16.713,64.6,,,,,
648,07/14/22 09:30:00 PM,16.713,21.5,,,,,
649,07/14/22 10:00:00 PM,16.618,10.8,,,,,
650,07/14/22 10:30:00 PM,16.618,10.8,,,,,
651,07/14/22 11:00:00 PM,16.523,0.0,,,,,
652,07/14/22 11:30:00 PM,16.427,0.0,,,,,
653,07/15/22 12:00:00 AM,16.427,0.0,,,,,
654,07/15/22 12:30:00 AM,16.332,0.0,,,,,
655,07/15/22 01:00:00 AM,16.237,0.0,,,,,
656,07/15/22 01:30:00 AM,16.237,0.0,,,,,
657,07/15/22 02:00:00 AM,16.141,0.0,,,,,
658,07/15/22 02:30:00 AM,16.046,0.0,,,,,
659,07/15/22 03:00:00 AM,15.951,0.0,,,,,
660,07/15/22 03:30:00 AM,15.951,0.0,,,,,
661,07/15/22 04:00:00 AM,15.855,0.0,,,,,
662,07/15/22 04:30:00 AM,15.760,0.0,,,,,
663,07/15/22 05:00:00 AM,15.760,0.0,,,,,
664,07/15/22 05:30:00 AM,15.664,0.0,,,,,
665,07/15/22 06:00:00 AM,15.569,0.0,,,,,
666,07/15/22 06:30:00 AM,15.473,0.0,,,,,
667,07/15/22 07:00:00 AM,15.473,64.6,,,,,
668,07/15/22 07:30:00 AM,15.378,150.7,,,,,
669,07/15/22 08:00:00 AM,15.378,376.7,,,,,
670,07/15/22 08:30:00 AM,15.378,516.7,,,,,
671,07/15/22 09:00:00 AM,15.378,958.0,,,,,
672,07/15/22 09:30:00 AM,15.378,613.5,,,,,
673,07/15/22 10:00:00 AM,15.473,904.2,,,,,
674,07/15/22 10:30:00 AM,15.569,1065.6,,,,,
675,07/15/22 11:00:00 AM,15.569,1151.7,,,,,
676,07/15/22 11:30:00 AM,15.760,1550.0,,,,,
677,07/15/22 12:00:00 PM,15.760,1141.0,,,,,
678,07/15/22 12:30:00 PM,16.046,1894.5,,,,,
679,07/15/22 01:00:00 PM,16.141,710.4,,,,,
680,07/15/22 01:30:00 PM,16.332,1054.9,,,,,
681,07/15/22 02:00:00 PM,16.523,2411.1,,,,,
682,07/15/22 02:30:00 PM,16.808,1216.3,,,,,
683,07/15/22 03:00:00 PM,16.999,958.0,,,,,
684,07/15/22 03:30:00 PM,17.475,1334.7,,,,,
685,07/15/22 04:00:00 PM,17.665,656.6,,,,,
686,07/15/22 04:30:00 PM,17.855,1130.2,,,,,
687,07/15/22 05:00:00 PM,18.806,602.8,,,,,
688,07/15/22 05:30:00 PM,19.567,473.6,,,,,
689,07/15/22 06:00:00 PM,19.567,624.3,,,,,
690,07/15/22 06:30:00 PM,19.662,850.4,,,,,
691,07/15/22 07:00:00 PM,19.282,559.7,,,,,
692,07/15/22 07:30:00 PM,18.996,258.3,,,,,
693,07/15/22 08:00:00 PM,19.187,387.5,,,,,
694,07/15/22 08:30:00 PM,18.806,1367.0,,,,,
695,07/15/22 09:00:00 PM,19.187,269.1,,,,,
696,07/15/22 09:30:00 PM,18.996,226.0,,,,,
697,07/15/22 10:00:00 PM,18.806,86.1,,,,,
698,07/15/22 10:30:00 PM,18.616,43.1,,,,,
699,07/15/22 11:00:00 PM,18.426,10.8,,,,,
700,07/15/22 11:30:00 PM,18.331,0.0,,,,,
701,07/16/22 12:00:00 AM,18.236,0.0,,,,,
702,07/16/22 12:30:00 AM,18.045,0.0,,,,,
703,07/16/22 01:00:00 AM,17.950,0.0,,,,,
704,07/16/22 01:30:00 AM,17.760,0.0,,,,,
705,07/16/22 02:00:00 AM,17.570,0.0,,,,,
706,07/16/22 02:30:00 AM,17.379,0.0,,,,,
707,07/16/22 03:00:00 AM,17.284,0.0,,,,,
708,07/16/22 03:30:00 AM,17.094,0.0,,,,,
709,07/16/22 04:00:00 AM,16.999,0.0,,,,,
710,07/16/22 04:30:00 AM,16.903,10.8,,,,,
711,07/16/22 05:00:00 AM,16.808,43.1,,,,,
712,07/16/22 05:30:00 AM,16.618,96.9,,,,,
713,07/16/22 06:00:00 AM,16.523,86.1,,,,,
714,07/16/22 06:30:00 AM,16.523,279.9,,,,,
715,07/16/22 07:00:00 AM,16.523,624.3,,,,,
716,07/16/22 07:30:00 AM,16.523,1173.3,,,,,
717,07/16/22 08:00:00 AM,16.427,656.6,,,,,
718,07/16/22 08:30:00 AM,16.523,538.2,,,,,
719,07/16/22 09:00:00 AM,16.523,721.2,,,,,
720,07/16/22 09:30:00 AM,16.618,968.8,,,,,
721,07/16/22 10:00:00 AM,17.094,4133.4,,,,,
722,07/16/22 10:30:00 AM,17.570,2066.7,,,,,
723,07/16/22 11:00:00 AM,17.570,1054.9,,,,,
724,07/16/22 11:30:00 AM,17.665,1463.9,,,,,
725,07/16/22 12:00:00 PM,17.760,1980.6,,,,,
726,07/16/22 12:30:00 PM,17.950,1636.1,,,,,
727,07/16/22 01:00:00 PM,17.950,1636.1,,,,,
728,07/16/22 01:30:00 PM,18.140,2927.8,,,,,
729,07/16/22 02:00:00 PM,17.950,1108.7,,,,,
730,07/16/22 02:30:00 PM,17.950,688.9,,,,,
731,07/16/22 03:00:00 PM,17.855,742.7,,,,,
732,07/16/22 03:30:00 PM,17.855,635.1,,,,,
733,07/16/22 04:00:00 PM,17.855,635.1,,,,,
734,07/16/22 04:30:00 PM,17.855,785.8,,,,,
735,07/16/22 05:00:00 PM,17.855,1044.1,,,,,
736,07/16/22 05:30:00 PM,17.855,645.8,,,,,
737,07/16/22 06:00:00 PM,17.760,355.2,,,,,
738,07/16/22 06:30:00 PM,17.760,279.9,,,,,
739,07/16/22 07:00:00 PM,17.760,301.4,,,,,
740,07/16/22 07:30:00 PM,17.760,215.3,,,,,
741,07/16/22 08:00:00 PM,17.760,204.5,,,,,
742,07/16/22 08:30:00 PM,17.665,183.0,,,,,
743,07/16/22 09:00:00 PM,17.665,161.5,,,,,
744,07/16/22 09:30:00 PM,17.570,86.1,,,,,
745,07/16/22 10:00:00 PM,17.570,43.1,,,,,
746,07/16/22 10:30:00 PM,17.475,32.3,,,,,
747,07/16/22 11:00:00 PM,17.379,21.5,,,,,
748,07/16/22 11:30:00 PM,17.284,0.0,,,,,
749,07/17/22 12:00:00 AM,17.094,0.0,,,,,
750,07/17/22 12:30:00 AM,16.999,0.0,,,,,
751,07/17/22 01:00:00 AM,16.808,0.0,,,,,
752,07/17/22 01:30:00 AM,16.713,0.0,,,,,
753,07/17/22 02:00:00 AM,16.523,0.0,,,,,
754,07/17/22 02:30:00 AM,16.427,0.0,,,,,
755,07/17/22 03:00:00 AM,16.237,0.0,,,,,
756,07/17/22 03:30:00 AM,16.141,0.0,,,,,
757,07/17/22 04:00:00 AM,15.951,0.0,,,,,
758,07/17/22 04:30:00 AM,15.855,0.0,,,,,
759,07/17/22 05:00:00 AM,15.664,32.3,,,,,
760,07/17/22 05:30:00 AM,15.569,75.3,,,,,
761,07/17/22 06:00:00 AM,15.378,172.2,,,,,
762,07/17/22 06:30:00 AM,15.282,613.5,,,,,
763,07/17/22 07:00:00 AM,15.282,1980.6,,,,,
764,07/17/22 07:30:00 AM,15.187,3272.2,,,,,
765,07/17/22 08:00:00 AM,15.091,3272.2,,,,,
766,07/17/22 08:30:00 AM,15.091,5166.7,,,,,
767,07/17/22 09:00:00 AM,15.187,5511.1,,,,,
768,07/17/22 09:30:00 AM,15.091,4650.0,,,,,
769,07/17/22 10:00:00 AM,15.282,2755.6,,,,,
770,07/17/22 10:30:00 AM,15.378,5166.7,,,,,
771,07/17/22 11:00:00 AM,15.569,1345.5,,,,,
772,07/17/22 11:30:00 AM,15.760,2152.8,,,,,
773,07/17/22 12:00:00 PM,15.951,2583.4,,,,,
774,07/17/22 12:30:00 PM,15.951,914.9,,,,,
775,07/17/22 01:00:00 PM,15.855,624.3,,,,,
776,07/17/22 01:30:00 PM,15.951,1087.2,,,,,
777,07/17/22 02:00:00 PM,15.855,731.9,,,,,
778,07/17/22 02:30:00 PM,15.760,376.7,,,,,
779,07/17/22 03:00:00 PM,15.664,495.1,,,,,
780,07/17/22 03:30:00 PM,15.569,355.2,,,,,
781,07/17/22 04:00:00 PM,15.569,753.5,,,,,
782,07/17/22 04:30:00 PM,15.378,775.0,,,,,
783,07/17/22 05:00:00 PM,15.378,516.7,,,,,
784,07/17/22 05:30:00 PM,15.378,419.8,,,,,
785,07/17/22 06:00:00 PM,15.378,581.3,,,,,
786,07/17/22 06:30:00 PM,15.378,495.1,,,,,
787,07/17/22 07:00:00 PM,15.473,602.8,,,,,
788,07/17/22 07:30:00 PM,15.473,333.7,,,,,
789,07/17/22 08:00:00 PM,15.378,139.9,,,,,
790,07/17/22 08:30:00 PM,15.282,86.1,,,,,
791,07/17/22 09:00:00 PM,15.187,64.6,,,,,
792,07/17/22 09:30:00 PM,15.187,86.1,,,,,
793,07/17/22 10:00:00 PM,15.091,86.1,,,,,
794,07/17/22 10:30:00 PM,15.091,53.8,,,,,
795,07/17/22 11:00:00 PM,14.996,43.1,,,,,
796,07/17/22 11:30:00 PM,14.804,10.8,,,,,
797,07/18/22 12:00:00 AM,14.613,0.0,,,,,
798,07/18/22 12:30:00 AM,14.517,0.0,,,,,
799,07/18/22 01:00:00 AM,14.421,0.0,,,,,
800,07/18/22 01:30:00 AM,14.230,0.0,,,,,
801,07/18/22 02:00:00 AM,14.038,0.0,,,,,
802,07/18/22 02:30:00 AM,13.846,0.0,,,,,
803,07/18/22 03:00:00 AM,13.750,0.0,,,,,
804,07/18/22 03:30:00 AM,13.750,0.0,,,,,
805,07/18/22 04:00:00 AM,13.461,0.0,,,,,
806,07/18/22 04:30:00 AM,13.365,0.0,,,,,
807,07/18/22 05:00:00 AM,13.173,21.5,,,,,
808,07/18/22 05:30:00 AM,12.980,107.6,,,,,
809,07/18/22 06:00:00 AM,12.883,355.2,,,,,
810,07/18/22 06:30:00 AM,12.883,1001.0,,,,,
811,07/18/22 07:00:00 AM,12.883,1722.2,,,,,
812,07/18/22 07:30:00 AM,12.883,592.0,,,,,
813,07/18/22 08:00:00 AM,12.980,2927.8,,,,,
814,07/18/22 08:30:00 AM,12.883,1550.0,,,,,
815,07/18/22 09:00:00 AM,13.076,3100.0,,,,,
816,07/18/22 09:30:00 AM,13.269,4305.6,,,,,
817,07/18/22 10:00:00 AM,13.269,1980.6,,,,,
818,07/18/22 10:30:00 AM,13.365,1173.3,,,,,
819,07/18/22 11:00:00 AM,13.461,1108.7,,,,,
820,07/18/22 11:30:00 AM,13.461,2411.1,,,,,
821,07/18/22 12:00:00 PM,13.654,1636.1,,,,,
822,07/18/22 12:30:00 PM,13.654,1463.9,,,,,
823,07/18/22 01:00:00 PM,13.846,1463.9,,,,,
824,07/18/22 01:30:00 PM,13.846,925.7,,,,,
825,07/18/22 02:00:00 PM,13.942,1356.3,,,,,
826,07/18/22 02:30:00 PM,14.038,1377.8,,,,,
827,07/18/22 03:00:00 PM,14.325,1980.6,,,,,
828,07/18/22 03:30:00 PM,14.421,1130.2,,,,,
829,07/18/22 04:00:00 PM,14.613,1808.3,,,,,
830,07/18/22 04:30:00 PM,14.804,1259.4,,,,,
831,07/18/22 05:00:00 PM,14.996,1334.7,,,,,
832,07/18/22 05:30:00 PM,15.091,1108.7,,,,,
833,07/18/22 06:00:00 PM,15.091,613.5,,,,,
834,07/18/22 06:30:00 PM,15.187,570.5,,,,,
835,07/18/22 07:00:00 PM,15.282,473.6,,,,,
836,07/18/22 07:30:00 PM,15.282,527.4,,,,,
837,07/18/22 08:00:00 PM,15.378,301.4,,,,,
838,07/18/22 08:30:00 PM,15.282,236.8,,,,,
839,07/18/22 09:00:00 PM,15.091,161.5,,,,,
840,07/18/22 09:30:00 PM,14.996,96.9,,,,,
841,07/18/22 10:00:00 PM,14.900,53.8,,,,,
842,07/18/22 10:30:00 PM,14.804,32.3,,,,,
843,07/18/22 11:00:00 PM,14.613,10.8,,,,,
844,07/18/22 11:30:00 PM,14.517,0.0,,,,,
845,07/19/22 12:00:00 AM,14.517,0.0,,,,,
846,07/19/22 12:30:00 AM,14.325,0.0,,,,,
847,07/19/22 01:00:00 AM,14.230,0.0,,,,,
848,07/19/22 01:30:00 AM,14.134,0.0,,,,,
849,07/19/22 02:00:00 AM,13.942,0.0,,,,,
850,07/19/22 02:30:00 AM,13.846,0.0,,,,,
851,07/19/22 03:00:00 AM,13.654,0.0,,,,,
852,07/19/22 03:30:00 AM,13.558,0.0,,,,,
853,07/19/22 04:00:00 AM,13.365,0.0,,,,,
854,07/19/22 04:30:00 AM,13.269,0.0,,,,,
855,07/19/22 05:00:00 AM,13.269,0.0,,,,,
856,07/19/22 05:30:00 AM,13.173,10.8,,,,,
857,07/19/22 06:00:00 AM,13.173,43.1,,,,,
858,07/19/22 06:30:00 AM,13.076,75.3,,,,,
859,07/19/22 07:00:00 AM,13.076,183.0,,,,,
860,07/19/22 07:30:00 AM,12.980,139.9,,,,,
861,07/19/22 08:00:00 AM,12.883,226.0,,,,,
862,07/19/22 08:30:00 AM,12.883,279.9,,,,,
863,07/19/22 09:00:00 AM,12.883,312.2,,,,,
864,07/19/22 09:30:00 AM,12.883,387.5,,,,,
865,07/19/22 10:00:00 AM,12.980,667.4,,,,,
866,07/19/22 10:30:00 AM,12.980,624.3,,,,,
867,07/19/22 11:00:00 AM,12.980,613.5,,,,,
868,07/19/22 11:30:00 AM,13.076,602.8,,,,,
869,07/19/22 12:00:00 PM,13.076,828.8,,,,,
870,07/19/22 12:30:00 PM,13.076,409.0,,,,,
871,07/19/22 01:00:00 PM,13.173,1463.9,,,,,
872,07/19/22 01:30:00 PM,13.173,979.5,,,,,
873,07/19/22 02:00:00 PM,13.365,2325.0,,,,,
874,07/19/22 02:30:00 PM,13.558,2497.2,,,,,
875,07/19/22 03:00:00 PM,13.750,1550.0,,,,,
876,07/19/22 03:30:00 PM,13.750,828.8,,,,,
877,07/19/22 04:00:00 PM,13.750,1130.2,,,,,
878,07/19/22 04:30:00 PM,13.846,645.8,,,,,
879,07/19/22 05:00:00 PM,13.846,893.4,,,,,
880,07/19/22 05:30:00 PM,13.846,527.4,,,,,
881,07/19/22 06:00:00 PM,13.750,549.0,,,,,
882,07/19/22 06:30:00 PM,13.750,710.4,,,,,
883,07/19/22 07:00:00 PM,13.750,452.1,,,,,
884,07/19/22 07:30:00 PM,13.654,398.3,,,,,
885,07/19/22 08:00:00 PM,13.558,183.0,,,,,
886,07/19/22 08:30:00 PM,13.558,129.2,,,,,
887,07/19/22 09:00:00 PM,13.558,64.6,,,,,
888,07/19/22 09:30:00 PM,13.558,107.6,,,,,
889,07/19/22 10:00:00 PM,13.461,107.6,,,,,
890,07/19/22 10:30:00 PM,13.365,43.1,,,,,
891,07/19/22 11:00:00 PM,13.269,0.0,,,,,
892,07/19/22 11:30:00 PM,13.173,0.0,,,,,
893,07/20/22 12:00:00 AM,13.076,0.0,,,,,
894,07/20/22 12:30:00 AM,12.883,0.0,,,,,
895,07/20/22 01:00:00 AM,12.787,0.0,,,,,
896,07/20/22 01:30:00 AM,12.690,0.0,,,,,
897,07/20/22 02:00:00 AM,12.594,0.0,,,,,
898,07/20/22 02:30:00 AM,12.497,0.0,,,,,
899,07/20/22 03:00:00 AM,12.497,0.0,,,,,
900,07/20/22 03:30:00 AM,12.401,0.0,,,,,
901,07/20/22 04:00:00 AM,12.304,0.0,,,,,
902,07/20/22 04:30:00 AM,12.110,0.0,,,,,
903,07/20/22 05:00:00 AM,12.013,0.0,,,,,
904,07/20/22 05:30:00 AM,11.819,0.0,,,,,
