 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.1633E-72 -0.4247E-09  0.2183E-12 -0.1610E-12  0.4794-149  0.0000E+00  0.3794E-12  0.1233E-09
   -0.250000    0.673  0.0000E+00  999.909  0.1265E-74  0.6208E-08  0.1259E-12 -0.9318E-13  0.1832-152  0.0000E+00  0.1783E-12  0.2139E-09
   -0.500000    1.106  0.0000E+00  999.932  0.3540E-77  0.2103E-07  0.2624E-12 -0.1937E-12  0.2059-154  0.0000E+00  0.3450E-12  0.1601E-05
   -0.750000    1.380  0.0000E+00  999.944  0.3120E-77  0.2287E-07  0.2792E-12  0.1101E-11  0.8211-157  0.0000E+00 -0.9267E-12  0.5557E-03
   -1.000000    1.598  0.0000E+00  999.953  0.3096E-77  0.2277E-07  0.2784E-12  0.2590E-12  0.1631-157  0.0000E+00 -0.8465E-13  0.4095E-03
   -1.250000    1.846  0.0000E+00  999.962  0.4260E-79  0.1155E-07  0.1507E-12 -0.1115E-12  0.2479-160  0.0000E+00  0.2218E-12  0.4649E-09
   -1.500000    2.191  0.0000E+00  999.973  0.1631E-81  0.3851E-08  0.6662E-13 -0.4932E-13  0.3809-166  0.0000E+00  0.1049E-12  0.1509E-09
   -1.750000    2.688  0.0000E+00  999.986  0.1050E-84  0.9057E-09  0.7798E-13 -0.5773E-13  0.9205-173  0.0000E+00  0.1331E-12  0.1393E-09
   -2.000000    3.273  0.0000E+00  999.995  0.2195E-88  0.4683E-08  0.9961E-12  0.3207E-12  0.7288-179  0.0000E+00  0.6683E-12  0.4726E-05
   -2.250000    3.647  0.0000E+00  999.999  0.3666E-91  0.6164E-08  0.1442E-11  0.2136E-11  0.3271-182  0.0000E+00 -0.7164E-12  0.9962E-05
   -2.500000    3.961  0.0000E+00 1000.000  0.2987E-92  0.7036E-08  0.2153E-11  0.2485E-11  0.3937-184  0.0000E+00 -0.3556E-12  0.7699E-05
   -2.750000    4.090  0.0000E+00 1000.000  0.7299E-94  0.8639E-08  0.1726E-10  0.1330E-10  0.5975-190  0.0000E+00  0.3953E-11  0.1268E-05
