 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.1618E-71  0.2160E-13  0.9298E-17 -0.6879E-17  0.2629-148  0.0000E+00  0.5870E-17  0.1000E-09
   -0.250000    0.813  0.0000E+00  999.917  0.1251E-73  0.3727E-12  0.3778E-16 -0.2797E-16  0.2528-152  0.0000E+00  0.6159E-16  0.1000E-09
   -0.500000    1.400  0.0000E+00  999.945  0.1559E-75  0.5856E-11  0.5049E-15 -0.3738E-15  0.8581-156  0.0000E+00  0.8884E-15  0.1000E-09
   -0.750000    1.886  0.0000E+00  999.963  0.7466E-78  0.8543E-10  0.6865E-14 -0.5082E-14  0.2853-160  0.0000E+00  0.1208E-13  0.1000E-09
   -1.000000    2.458  0.0000E+00  999.979  0.3179E-80  0.1073E-08  0.8128E-13 -0.6017E-13  0.1901-165  0.0000E+00  0.1429E-12  0.1577E-09
   -1.250000    3.260  0.0000E+00  999.993  0.1517E-82  0.1120E-07  0.8346E-12 -0.2828E-12  0.2134-169  0.0000E+00  0.1126E-11  0.1375E-04
   -1.500000    3.936  0.0000E+00 1000.000  0.5707E-85  0.3184E-07  0.3133E-11  0.1127E-11  0.1069-172  0.0000E+00  0.1999E-11  0.9749E-04
   -1.750000    4.022  0.0000E+00 1000.000  0.9475E-88  0.3774E-07  0.4163E-11  0.5739E-11  0.8851-176  0.0000E+00 -0.1623E-11  0.1462E-03
   -2.000000    4.024  0.0000E+00 1000.000  0.4430E-88  0.3858E-07  0.4535E-11  0.6342E-11  0.2367-176  0.0000E+00 -0.1856E-11  0.1420E-03
   -2.250000    4.025  0.0000E+00 1000.000  0.1743E-88  0.3873E-07  0.5147E-11  0.6617E-11  0.6388-177  0.0000E+00 -0.1520E-11  0.1265E-03
   -2.500000    4.027  0.0000E+00 1000.000  0.4443E-89  0.3756E-07  0.6845E-11  0.6992E-11  0.7010-178  0.0000E+00 -0.1965E-12  0.6984E-04
   -2.750000    4.062  0.0000E+00 1000.000  0.4968E-90  0.2230E-07  0.4281E-10  0.1083E-10  0.8302-183  0.0000E+00  0.3196E-10  0.2133E-05
