 1 - year
 2 - month
 3 - discharge in x direction, m**3/s
 4 - discharge in y direction, m**3/s
        2021           1           1   2.4694399456211365E-005  -3.1117752973102515E-004
        2021           1           2   3.3980437214097131E-009   1.7390836541898984E-008
        2021           1           3  -1.6701178191560499E-016   6.4166567970190684E-015
        2021           1           4  -3.8332292434291331E-023  -8.1258811495516873E-022
        2021           1           5   7.1794050541408912E-030  -5.3938557369837492E-029
        2021           1           6   1.3293138141764860E-037   2.2968644918726932E-035
        2021           1           7  -1.6985284028513518E-043  -1.0596625063040860E-042
        2021           1           8   1.3635795394879770E-050  -3.9907426473546075E-049
        2021           1           9   2.3918836532766991E-057   6.2127660629545668E-056
        2021           1          10  -5.3265537065737500E-064   2.6993959355454186E-063
        2021           1          11  -6.1598887558697561E-073  -1.6298632803321607E-069
        2021           1          12   1.1792310112097958E-077   9.9681721179630219E-077
        2021           1          13  -1.1383272089990202E-084   2.6214533349072124E-083
        2021           1          14  -1.4919214152864299E-091  -4.7612879977899879E-090
        2021           1          15   3.9742296142153394E-098  -1.1450146104508205E-097
        2021           1          16  -5.8032628106880035E-106   1.1648971829618323E-103
        2021           1          17  -8.2206894546661204E-112  -8.8385232381397058E-111
        2021           1          18   9.3075935638262928E-119  -1.7116360835962401E-117
        2021           1          19   9.0798803591665491E-126   3.6241491150471036E-124
        2021           1          20  -2.9469912475987498E-132   2.4607751288951671E-132
        2021           1          21   8.6905413737611609E-140  -8.2807691274424976E-138
        2021           1          22   5.6965403519434816E-146   7.5483381475628626E-145
        2021           1          23  -7.4867600027417001E-153   1.0996495960528837E-151
        2021           1          24  -5.3123817033865752E-160  -2.7467476749661750E-158
        2021           1          25   2.1849163054447773E-166   2.4314144100375297E-166
        2021           1          26  -9.5640840053125874E-174   5.8862428584677103E-172
        2021           1          27  -3.9337299670975399E-180  -6.3043549916028209E-179
        2021           1          28   5.9704207787354347E-187  -6.9295772386859410E-186
        2021           1          29   2.8952539680207748E-194   2.0708072578061605E-192
        2021           1          30  -1.5968478299202655E-200  -4.8465743423398175E-200
        2021           1          31   9.1334850715383462E-208  -4.0733888318048667E-206
        2021           2           1   2.6065036434591916E-214   5.0019834076900374E-213
        2021           2           2  -4.5074660184849852E-221   4.0389916664597111E-220
        2021           2           3  -1.3126391990127406E-228  -1.4772184805737643E-226
        2021           2           4   1.1077100057838346E-234   5.4847302799883806E-234
        2021           2           5  -7.8450025995716322E-242   2.6890776053561974E-240
        2021           2           6  -1.6538945224829421E-248  -3.7893089157910523E-247
        2021           2           7   3.3002406235690987E-255  -2.1860203432102102E-254
        2021           2           8   4.0663634919647293E-263   1.0341270023819443E-260
        2021           2           9  -7.5643354194389003E-269  -5.2332311954348901E-268
        2021           2          10   6.4160606030998479E-276  -1.7414293331316076E-274
        2021           2          11   1.0230623789469361E-282   2.8139689709775479E-281
        2021           2          12  -2.3726281774695524E-289   1.0626691611833182E-288
        2021           2          13   7.2291687650685601E-298  -7.0931579864104895E-295
        2021           2          14   5.0603172797903880E-303   4.5384259224328790E-302
        2021           2          15  -5.0573941229652176E-310   1.1055844226647574E-308
        2021           2          16  -6.2531082501258197E-317  -2.0651759462645384E-315
        2021           2          17  -8.9722321284770372E-321   5.8878297080547192E-319
        2021           2          18  -9.0710452576452866E-321   5.8903000362839254E-319
        2021           2          19  -8.5226323907615029E-321   5.9981545667710695E-319
        2021           2          20  -8.3151248195081793E-321   6.0404465860550802E-319
        2021           2          21  -7.7024834186650336E-321   6.1644076565966490E-319
        2021           2          22  -7.2825276196999741E-321   6.2477565310500673E-319
        2021           2          23  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           2          24  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           2          25  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           2          26  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           2          27  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           2          28  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           1  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           2  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           3  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           4  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           5  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           6  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           7  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           8  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3           9  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3          10  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3          11  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3          12  -7.2578243374079117E-321   6.2526477809438956E-319
        2021           3          13  -7.2578243374079117E-321   6.2526477809438956E-319
