"Data Hora, GMT-03:00","Temp., °F (LGR S/N: 10600576, SEN S/N: 10600576)"
05/25/18 15H0min0s,83.579
05/25/18 15H30min0s,83.757
05/25/18 16H0min0s,83.043
05/25/18 16H30min0s,83.043
05/25/18 17H0min0s,82.686
05/25/18 17H30min0s,82.33
05/25/18 18H0min0s,82.152
05/25/18 18H30min0s,81.975
05/25/18 19H0min0s,81.975
05/25/18 19H30min0s,81.797
05/25/18 20H0min0s,81.797
05/25/18 20H30min0s,81.621
05/25/18 21H0min0s,81.621
05/25/18 21H30min0s,81.442
05/25/18 22H0min0s,81.266
05/25/18 22H30min0s,81.266
05/25/18 23H0min0s,81.266
05/25/18 23H30min0s,81.09
05/26/18 00H0min0s,81.09
05/26/18 00H30min0s,81.09
05/26/18 01H0min0s,80.911
05/26/18 01H30min0s,80.911
05/26/18 02H0min0s,80.911
05/26/18 02H30min0s,80.735
05/26/18 03H0min0s,80.735
05/26/18 03H30min0s,80.559
05/26/18 04H0min0s,80.559
05/26/18 04H30min0s,80.559
05/26/18 05H0min0s,80.559
05/26/18 05H30min0s,80.382
05/26/18 06H0min0s,80.382
05/26/18 06H30min0s,80.382
05/26/18 07H0min0s,80.382
05/26/18 07H30min0s,80.559
05/26/18 08H0min0s,81.09
05/26/18 08H30min0s,80.911
05/26/18 09H0min0s,81.442
05/26/18 09H30min0s,81.621
05/26/18 10H0min0s,81.797
05/26/18 10H30min0s,81.797
05/26/18 11H0min0s,82.152
05/26/18 11H30min0s,82.152
05/26/18 12H0min0s,82.152
05/26/18 12H30min0s,81.975
05/26/18 13H0min0s,81.797
05/26/18 13H30min0s,83.043
05/26/18 14H0min0s,83.221
05/26/18 14H30min0s,83.221
05/26/18 15H0min0s,83.221
05/26/18 15H30min0s,83.399
05/26/18 16H0min0s,82.864
05/26/18 16H30min0s,82.33
05/26/18 17H0min0s,81.975
05/26/18 17H30min0s,81.975
05/26/18 18H0min0s,81.797
05/26/18 18H30min0s,81.621
05/26/18 19H0min0s,81.442
05/26/18 19H30min0s,81.266
05/26/18 20H0min0s,81.266
05/26/18 20H30min0s,81.09
05/26/18 21H0min0s,81.09
05/26/18 21H30min0s,81.09
05/26/18 22H0min0s,80.911
05/26/18 22H30min0s,80.911
05/26/18 23H0min0s,80.911
05/26/18 23H30min0s,80.735
05/27/18 00H0min0s,80.735
05/27/18 00H30min0s,80.735
05/27/18 01H0min0s,80.735
05/27/18 01H30min0s,80.559
05/27/18 02H0min0s,80.559
05/27/18 02H30min0s,80.559
05/27/18 03H0min0s,80.559
05/27/18 03H30min0s,80.382
05/27/18 04H0min0s,80.382
05/27/18 04H30min0s,80.382
05/27/18 05H0min0s,80.206
05/27/18 05H30min0s,80.206
05/27/18 06H0min0s,80.206
05/27/18 06H30min0s,80.206
05/27/18 07H0min0s,80.206
05/27/18 07H30min0s,80.382
05/27/18 08H0min0s,80.735
05/27/18 08H30min0s,81.09
05/27/18 09H0min0s,81.266
05/27/18 09H30min0s,81.266
05/27/18 10H0min0s,81.442
05/27/18 10H30min0s,81.621
05/27/18 11H0min0s,81.797
05/27/18 11H30min0s,81.797
05/27/18 12H0min0s,81.975
05/27/18 12H30min0s,81.975
05/27/18 13H0min0s,82.33
05/27/18 13H30min0s,82.508
05/27/18 14H0min0s,82.33
05/27/18 14H30min0s,82.508
05/27/18 15H0min0s,82.508
05/27/18 15H30min0s,82.152
05/27/18 16H0min0s,82.508
05/27/18 16H30min0s,81.442
05/27/18 17H0min0s,81.621
05/27/18 17H30min0s,81.266
05/27/18 18H0min0s,81.09
05/27/18 18H30min0s,81.09
05/27/18 19H0min0s,80.911
05/27/18 19H30min0s,80.911
05/27/18 20H0min0s,80.735
05/27/18 20H30min0s,80.735
05/27/18 21H0min0s,80.735
05/27/18 21H30min0s,80.559
05/27/18 22H0min0s,80.559
05/27/18 22H30min0s,80.559
05/27/18 23H0min0s,80.382
05/27/18 23H30min0s,80.382
05/28/18 00H0min0s,80.382
05/28/18 00H30min0s,80.382
05/28/18 01H0min0s,80.382
05/28/18 01H30min0s,80.206
05/28/18 02H0min0s,80.206
05/28/18 02H30min0s,80.206
05/28/18 03H0min0s,80.206
05/28/18 03H30min0s,80.206
05/28/18 04H0min0s,80.029
05/28/18 04H30min0s,80.029
05/28/18 05H0min0s,80.029
05/28/18 05H30min0s,79.853
05/28/18 06H0min0s,79.853
05/28/18 06H30min0s,79.853
05/28/18 07H0min0s,79.853
05/28/18 07H30min0s,79.853
05/28/18 08H0min0s,80.029
05/28/18 08H30min0s,80.735
05/28/18 09H0min0s,80.382
05/28/18 09H30min0s,80.911
05/28/18 10H0min0s,81.09
05/28/18 10H30min0s,81.266
05/28/18 11H0min0s,81.266
05/28/18 11H30min0s,81.442
05/28/18 12H0min0s,81.797
05/28/18 12H30min0s,81.975
05/28/18 13H0min0s,81.09
05/28/18 13H30min0s,81.09
05/28/18 14H0min0s,81.266
05/28/18 14H30min0s,82.508
05/28/18 15H0min0s,82.864
05/28/18 15H30min0s,82.508
05/28/18 16H0min0s,82.864
05/28/18 16H30min0s,82.33
05/28/18 17H0min0s,81.797
05/28/18 17H30min0s,81.266
05/28/18 18H0min0s,81.09
05/28/18 18H30min0s,81.09
05/28/18 19H0min0s,80.911
05/28/18 19H30min0s,80.911
05/28/18 20H0min0s,80.735
05/28/18 20H30min0s,80.735
05/28/18 21H0min0s,80.559
05/28/18 21H30min0s,80.559
05/28/18 22H0min0s,80.559
05/28/18 22H30min0s,80.382
05/28/18 23H0min0s,80.382
05/28/18 23H30min0s,80.382
05/29/18 00H0min0s,80.206
05/29/18 00H30min0s,80.206
05/29/18 01H0min0s,80.206
05/29/18 01H30min0s,80.029
05/29/18 02H0min0s,80.029
05/29/18 02H30min0s,79.853
05/29/18 03H0min0s,80.029
05/29/18 03H30min0s,79.853
05/29/18 04H0min0s,79.853
05/29/18 04H30min0s,79.853
05/29/18 05H0min0s,79.853
05/29/18 05H30min0s,79.678
05/29/18 06H0min0s,79.678
05/29/18 06H30min0s,79.678
05/29/18 07H0min0s,79.678
05/29/18 07H30min0s,80.029
05/29/18 08H0min0s,79.853
05/29/18 08H30min0s,80.735
05/29/18 09H0min0s,79.853
05/29/18 09H30min0s,80.735
05/29/18 10H0min0s,81.09
05/29/18 10H30min0s,81.09
05/29/18 11H0min0s,81.266
05/29/18 11H30min0s,81.266
05/29/18 12H0min0s,81.621
05/29/18 12H30min0s,81.975
05/29/18 13H0min0s,81.975
05/29/18 13H30min0s,82.152
05/29/18 14H0min0s,82.33
05/29/18 14H30min0s,82.686
05/29/18 15H0min0s,82.33
05/29/18 15H30min0s,82.152
05/29/18 16H0min0s,82.33
05/29/18 16H30min0s,81.975
05/29/18 17H0min0s,81.797
05/29/18 17H30min0s,81.266
05/29/18 18H0min0s,81.09
05/29/18 18H30min0s,80.911
05/29/18 19H0min0s,80.911
05/29/18 19H30min0s,80.735
05/29/18 20H0min0s,80.735
05/29/18 20H30min0s,80.559
05/29/18 21H0min0s,80.559
05/29/18 21H30min0s,80.559
05/29/18 22H0min0s,80.382
05/29/18 22H30min0s,80.382
05/29/18 23H0min0s,80.206
05/29/18 23H30min0s,80.206
05/30/18 00H0min0s,80.206
05/30/18 00H30min0s,80.206
05/30/18 01H0min0s,80.206
05/30/18 01H30min0s,80.029
05/30/18 02H0min0s,80.029
05/30/18 02H30min0s,80.029
05/30/18 03H0min0s,80.029
05/30/18 03H30min0s,79.853
05/30/18 04H0min0s,79.853
05/30/18 04H30min0s,79.853
05/30/18 05H0min0s,79.853
05/30/18 05H30min0s,79.853
05/30/18 06H0min0s,79.678
05/30/18 06H30min0s,79.678
05/30/18 07H0min0s,79.678
05/30/18 07H30min0s,79.853
05/30/18 08H0min0s,80.206
05/30/18 08H30min0s,80.735
05/30/18 09H0min0s,80.911
05/30/18 09H30min0s,81.09
05/30/18 10H0min0s,80.911
05/30/18 10H30min0s,81.09
05/30/18 11H0min0s,81.266
05/30/18 11H30min0s,81.442
05/30/18 12H0min0s,81.797
05/30/18 12H30min0s,81.621
05/30/18 13H0min0s,82.508
05/30/18 13H30min0s,82.686
05/30/18 14H0min0s,82.686
05/30/18 14H30min0s,81.975
05/30/18 15H0min0s,82.152
05/30/18 15H30min0s,82.152
05/30/18 16H0min0s,82.864
05/30/18 16H30min0s,82.508
05/30/18 17H0min0s,81.975
05/30/18 17H30min0s,81.442
05/30/18 18H0min0s,81.266
05/30/18 18H30min0s,81.09
05/30/18 19H0min0s,81.09
05/30/18 19H30min0s,80.911
05/30/18 20H0min0s,80.911
05/30/18 20H30min0s,80.911
05/30/18 21H0min0s,80.735
05/30/18 21H30min0s,80.735
05/30/18 22H0min0s,80.559
05/30/18 22H30min0s,80.559
05/30/18 23H0min0s,80.382
05/30/18 23H30min0s,80.382
05/31/18 00H0min0s,80.382
05/31/18 00H30min0s,80.206
05/31/18 01H0min0s,80.206
05/31/18 01H30min0s,80.206
05/31/18 02H0min0s,80.029
05/31/18 02H30min0s,80.029
05/31/18 03H0min0s,80.029
05/31/18 03H30min0s,80.029
05/31/18 04H0min0s,79.853
05/31/18 04H30min0s,79.853
05/31/18 05H0min0s,79.853
05/31/18 05H30min0s,79.853
05/31/18 06H0min0s,79.853
05/31/18 06H30min0s,79.678
05/31/18 07H0min0s,79.678
05/31/18 07H30min0s,79.853
05/31/18 08H0min0s,80.206
05/31/18 08H30min0s,80.559
05/31/18 09H0min0s,81.09
05/31/18 09H30min0s,81.442
05/31/18 10H0min0s,80.559
05/31/18 10H30min0s,81.621
05/31/18 11H0min0s,81.975
05/31/18 11H30min0s,81.975
05/31/18 12H0min0s,81.797
05/31/18 12H30min0s,81.621
05/31/18 13H0min0s,82.152
05/31/18 13H30min0s,83.043
05/31/18 14H0min0s,83.399
05/31/18 14H30min0s,83.399
05/31/18 15H0min0s,82.152
05/31/18 15H30min0s,82.686
05/31/18 16H0min0s,83.043
05/31/18 16H30min0s,82.686
05/31/18 17H0min0s,82.152
05/31/18 17H30min0s,81.797
05/31/18 18H0min0s,81.621
05/31/18 18H30min0s,81.442
05/31/18 19H0min0s,81.442
05/31/18 19H30min0s,81.266
05/31/18 20H0min0s,81.266
05/31/18 20H30min0s,81.09
05/31/18 21H0min0s,80.911
05/31/18 21H30min0s,80.911
05/31/18 22H0min0s,80.735
05/31/18 22H30min0s,80.735
05/31/18 23H0min0s,80.559
05/31/18 23H30min0s,80.559
06/01/18 00H0min0s,80.382
06/01/18 00H30min0s,80.382
06/01/18 01H0min0s,80.206
06/01/18 01H30min0s,80.206
06/01/18 02H0min0s,80.029
06/01/18 02H30min0s,80.029
06/01/18 03H0min0s,79.853
06/01/18 03H30min0s,79.853
06/01/18 04H0min0s,79.853
06/01/18 04H30min0s,79.678
06/01/18 05H0min0s,79.678
06/01/18 05H30min0s,79.678
06/01/18 06H0min0s,79.678
06/01/18 06H30min0s,79.502
06/01/18 07H0min0s,79.502
06/01/18 07H30min0s,79.853
06/01/18 08H0min0s,80.029
06/01/18 08H30min0s,80.559
06/01/18 09H0min0s,80.911
06/01/18 09H30min0s,81.266
06/01/18 10H0min0s,81.621
06/01/18 10H30min0s,81.975
06/01/18 11H0min0s,81.975
06/01/18 11H30min0s,81.975
06/01/18 12H0min0s,81.975
06/01/18 12H30min0s,82.33
06/01/18 13H0min0s,82.508
06/01/18 13H30min0s,82.864
06/01/18 14H0min0s,83.221
06/01/18 14H30min0s,83.043
06/01/18 15H0min0s,83.043
06/01/18 15H30min0s,82.686
06/01/18 16H0min0s,82.508
06/01/18 16H30min0s,82.508
06/01/18 17H0min0s,82.152
06/01/18 17H30min0s,81.797
06/01/18 18H0min0s,81.621
06/01/18 18H30min0s,81.442
06/01/18 19H0min0s,81.266
06/01/18 19H30min0s,81.09
06/01/18 20H0min0s,81.09
06/01/18 20H30min0s,80.911
06/01/18 21H0min0s,80.735
06/01/18 21H30min0s,80.735
06/01/18 22H0min0s,80.559
06/01/18 22H30min0s,80.559
06/01/18 23H0min0s,80.382
06/01/18 23H30min0s,80.382
06/02/18 00H0min0s,80.382
06/02/18 00H30min0s,80.206
06/02/18 01H0min0s,80.029
06/02/18 01H30min0s,80.029
06/02/18 02H0min0s,80.029
06/02/18 02H30min0s,79.853
06/02/18 03H0min0s,79.853
06/02/18 03H30min0s,79.853
06/02/18 04H0min0s,79.678
06/02/18 04H30min0s,79.502
06/02/18 05H0min0s,79.502
06/02/18 05H30min0s,79.502
06/02/18 06H0min0s,79.502
06/02/18 06H30min0s,79.502
06/02/18 07H0min0s,79.502
06/02/18 07H30min0s,79.678
06/02/18 08H0min0s,80.029
06/02/18 08H30min0s,80.382
06/02/18 09H0min0s,80.735
06/02/18 09H30min0s,81.09
06/02/18 10H0min0s,81.442
06/02/18 10H30min0s,81.09
06/02/18 11H0min0s,81.442
06/02/18 11H30min0s,81.09
06/02/18 12H0min0s,81.621
06/02/18 12H30min0s,81.442
06/02/18 13H0min0s,81.975
06/02/18 13H30min0s,81.797
06/02/18 14H0min0s,80.735
06/02/18 14H30min0s,81.442
06/02/18 15H0min0s,81.621
06/02/18 15H30min0s,81.266
06/02/18 16H0min0s,81.442
06/02/18 16H30min0s,81.621
06/02/18 17H0min0s,81.09
06/02/18 17H30min0s,81.09
06/02/18 18H0min0s,80.735
06/02/18 18H30min0s,80.559
06/02/18 19H0min0s,80.382
06/02/18 19H30min0s,80.382
06/02/18 20H0min0s,80.206
06/02/18 20H30min0s,80.206
06/02/18 21H0min0s,80.029
06/02/18 21H30min0s,80.029
06/02/18 22H0min0s,79.853
06/02/18 22H30min0s,79.853
06/02/18 23H0min0s,79.853
06/02/18 23H30min0s,79.678
06/03/18 00H0min0s,79.678
06/03/18 00H30min0s,79.678
06/03/18 01H0min0s,79.502
06/03/18 01H30min0s,79.502
06/03/18 02H0min0s,79.502
06/03/18 02H30min0s,79.326
06/03/18 03H0min0s,79.326
06/03/18 03H30min0s,79.326
06/03/18 04H0min0s,79.326
06/03/18 04H30min0s,79.151
06/03/18 05H0min0s,79.151
06/03/18 05H30min0s,79.151
06/03/18 06H0min0s,78.975
06/03/18 06H30min0s,78.975
06/03/18 07H0min0s,78.975
06/03/18 07H30min0s,79.151
06/03/18 08H0min0s,79.502
06/03/18 08H30min0s,79.853
06/03/18 09H0min0s,80.206
06/03/18 09H30min0s,80.206
06/03/18 10H0min0s,80.206
06/03/18 10H30min0s,80.382
06/03/18 11H0min0s,80.206
06/03/18 11H30min0s,80.382
06/03/18 12H0min0s,80.382
06/03/18 12H30min0s,80.382
06/03/18 13H0min0s,80.559
06/03/18 13H30min0s,80.559
06/03/18 14H0min0s,80.735
06/03/18 14H30min0s,80.735
06/03/18 15H0min0s,80.559
06/03/18 15H30min0s,80.735
06/03/18 16H0min0s,80.911
06/03/18 16H30min0s,80.735
06/03/18 17H0min0s,80.382
06/03/18 17H30min0s,80.206
06/03/18 18H0min0s,80.029
06/03/18 18H30min0s,80.029
06/03/18 19H0min0s,80.206
06/03/18 19H30min0s,80.029
06/03/18 20H0min0s,80.029
06/03/18 20H30min0s,79.853
06/03/18 21H0min0s,79.678
06/03/18 21H30min0s,79.678
06/03/18 22H0min0s,79.502
06/03/18 22H30min0s,79.502
06/03/18 23H0min0s,79.502
06/03/18 23H30min0s,79.326
06/04/18 00H0min0s,79.326
06/04/18 00H30min0s,79.151
06/04/18 01H0min0s,79.151
06/04/18 01H30min0s,79.151
06/04/18 02H0min0s,79.151
06/04/18 02H30min0s,78.975
06/04/18 03H0min0s,78.975
06/04/18 03H30min0s,78.975
06/04/18 04H0min0s,78.975
06/04/18 04H30min0s,78.975
06/04/18 05H0min0s,78.975
06/04/18 05H30min0s,78.8
06/04/18 06H0min0s,78.8
06/04/18 06H30min0s,78.624
06/04/18 07H0min0s,78.8
06/04/18 07H30min0s,78.8
06/04/18 08H0min0s,79.151
06/04/18 08H30min0s,79.326
06/04/18 09H0min0s,79.151
06/04/18 09H30min0s,79.853
06/04/18 10H0min0s,80.029
06/04/18 10H30min0s,80.206
06/04/18 11H0min0s,80.559
06/04/18 11H30min0s,80.382
06/04/18 12H0min0s,80.382
06/04/18 12H30min0s,80.559
06/04/18 13H0min0s,81.09
06/04/18 13H30min0s,81.09
06/04/18 14H0min0s,81.266
06/04/18 14H30min0s,81.621
06/04/18 15H0min0s,81.621
06/04/18 15H30min0s,81.975
06/04/18 16H0min0s,81.621
06/04/18 16H30min0s,81.797
06/04/18 17H0min0s,81.621
06/04/18 17H30min0s,81.09
06/04/18 18H0min0s,80.382
06/04/18 18H30min0s,80.206
06/04/18 19H0min0s,80.029
06/04/18 19H30min0s,79.853
06/04/18 20H0min0s,80.029
06/04/18 20H30min0s,80.206
06/04/18 21H0min0s,80.029
06/04/18 21H30min0s,79.853
06/04/18 22H0min0s,79.853
06/04/18 22H30min0s,79.678
06/04/18 23H0min0s,79.678
06/04/18 23H30min0s,79.678
06/05/18 00H0min0s,79.502
06/05/18 00H30min0s,79.502
06/05/18 01H0min0s,79.326
06/05/18 01H30min0s,79.326
06/05/18 02H0min0s,79.151
06/05/18 02H30min0s,79.151
06/05/18 03H0min0s,79.151
06/05/18 03H30min0s,78.975
06/05/18 04H0min0s,78.975
06/05/18 04H30min0s,78.975
06/05/18 05H0min0s,78.8
06/05/18 05H30min0s,78.8
06/05/18 06H0min0s,78.8
06/05/18 06H30min0s,78.624
06/05/18 07H0min0s,78.8
06/05/18 07H30min0s,78.975
06/05/18 08H0min0s,79.326
06/05/18 08H30min0s,79.326
06/05/18 09H0min0s,79.502
06/05/18 09H30min0s,79.853
06/05/18 10H0min0s,80.029
06/05/18 10H30min0s,79.853
06/05/18 11H0min0s,80.029
06/05/18 11H30min0s,80.382
06/05/18 12H0min0s,80.911
06/05/18 12H30min0s,81.266
06/05/18 13H0min0s,81.797
06/05/18 13H30min0s,82.152
06/05/18 14H0min0s,82.864
06/05/18 14H30min0s,81.975
06/05/18 15H0min0s,82.686
06/05/18 15H30min0s,83.221
06/05/18 16H0min0s,83.043
06/05/18 16H30min0s,81.975
06/05/18 17H0min0s,81.621
06/05/18 17H30min0s,81.442
06/05/18 18H0min0s,81.266
06/05/18 18H30min0s,81.09
06/05/18 19H0min0s,81.09
06/05/18 19H30min0s,81.09
06/05/18 20H0min0s,80.911
06/05/18 20H30min0s,80.911
06/05/18 21H0min0s,80.735
06/05/18 21H30min0s,80.559
06/05/18 22H0min0s,80.559
06/05/18 22H30min0s,80.382
06/05/18 23H0min0s,80.382
06/05/18 23H30min0s,80.382
06/06/18 00H0min0s,80.206
06/06/18 00H30min0s,80.206
06/06/18 01H0min0s,80.029
06/06/18 01H30min0s,80.029
06/06/18 02H0min0s,79.853
06/06/18 02H30min0s,79.853
06/06/18 03H0min0s,79.678
06/06/18 03H30min0s,79.678
06/06/18 04H0min0s,79.502
06/06/18 04H30min0s,79.502
06/06/18 05H0min0s,79.326
06/06/18 05H30min0s,79.326
06/06/18 06H0min0s,79.326
06/06/18 06H30min0s,79.151
06/06/18 07H0min0s,79.151
06/06/18 07H30min0s,79.326
06/06/18 08H0min0s,80.029
06/06/18 08H30min0s,80.206
06/06/18 09H0min0s,80.029
06/06/18 09H30min0s,80.206
06/06/18 10H0min0s,80.911
06/06/18 10H30min0s,81.442
06/06/18 11H0min0s,81.442
06/06/18 11H30min0s,81.797
06/06/18 12H0min0s,82.152
06/06/18 12H30min0s,81.797
06/06/18 13H0min0s,83.399
06/06/18 13H30min0s,83.399
06/06/18 14H0min0s,83.757
06/06/18 14H30min0s,84.115
06/06/18 15H0min0s,84.295
06/06/18 15H30min0s,84.474
06/06/18 16H0min0s,84.115
06/06/18 16H30min0s,83.043
06/06/18 17H0min0s,82.864
06/06/18 17H30min0s,82.686
06/06/18 18H0min0s,82.686
06/06/18 18H30min0s,82.508
06/06/18 19H0min0s,82.33
06/06/18 19H30min0s,82.152
06/06/18 20H0min0s,81.975
06/06/18 20H30min0s,81.797
06/06/18 21H0min0s,81.797
06/06/18 21H30min0s,81.621
06/06/18 22H0min0s,81.621
06/06/18 22H30min0s,81.442
06/06/18 23H0min0s,81.442
06/06/18 23H30min0s,81.266
06/07/18 00H0min0s,81.266
06/07/18 00H30min0s,81.09
06/07/18 01H0min0s,81.09
06/07/18 01H30min0s,80.911
06/07/18 02H0min0s,80.911
06/07/18 02H30min0s,80.735
06/07/18 03H0min0s,80.735
06/07/18 03H30min0s,80.559
06/07/18 04H0min0s,80.559
06/07/18 04H30min0s,80.382
06/07/18 05H0min0s,80.382
06/07/18 05H30min0s,80.206
06/07/18 06H0min0s,80.206
06/07/18 06H30min0s,80.206
06/07/18 07H0min0s,80.029
06/07/18 07H30min0s,80.029
06/07/18 08H0min0s,80.559
06/07/18 08H30min0s,80.559
06/07/18 09H0min0s,80.911
06/07/18 09H30min0s,81.266
06/07/18 10H0min0s,81.797
06/07/18 10H30min0s,81.797
06/07/18 11H0min0s,81.797
06/07/18 11H30min0s,81.975
06/07/18 12H0min0s,81.975
06/07/18 12H30min0s,81.975
06/07/18 13H0min0s,82.33
06/07/18 13H30min0s,83.399
06/07/18 14H0min0s,84.115
06/07/18 14H30min0s,84.115
06/07/18 15H0min0s,83.579
06/07/18 15H30min0s,83.221
06/07/18 16H0min0s,83.221
06/07/18 16H30min0s,83.043
06/07/18 17H0min0s,83.399
06/07/18 17H30min0s,83.221
06/07/18 18H0min0s,82.864
06/07/18 18H30min0s,82.864
06/07/18 19H0min0s,82.686
06/07/18 19H30min0s,82.508
06/07/18 20H0min0s,82.33
06/07/18 20H30min0s,82.152
06/07/18 21H0min0s,82.152
06/07/18 21H30min0s,81.975
06/07/18 22H0min0s,81.797
06/07/18 22H30min0s,81.797
06/07/18 23H0min0s,81.621
06/07/18 23H30min0s,81.442
06/08/18 00H0min0s,81.266
06/08/18 00H30min0s,81.09
06/08/18 01H0min0s,80.911
06/08/18 01H30min0s,80.735
06/08/18 02H0min0s,80.735
06/08/18 02H30min0s,80.559
06/08/18 03H0min0s,80.559
06/08/18 03H30min0s,80.382
06/08/18 04H0min0s,80.382
06/08/18 04H30min0s,80.382
06/08/18 05H0min0s,80.206
06/08/18 05H30min0s,80.206
06/08/18 06H0min0s,80.029
06/08/18 06H30min0s,80.029
06/08/18 07H0min0s,80.029
06/08/18 07H30min0s,80.029
06/08/18 08H0min0s,80.206
06/08/18 08H30min0s,80.735
06/08/18 09H0min0s,80.911
06/08/18 09H30min0s,81.09
06/08/18 10H0min0s,81.442
06/08/18 10H30min0s,81.266
06/08/18 11H0min0s,81.797
06/08/18 11H30min0s,81.621
06/08/18 12H0min0s,81.621
06/08/18 12H30min0s,81.797
06/08/18 13H0min0s,81.797
06/08/18 13H30min0s,81.797
06/08/18 14H0min0s,82.33
06/08/18 14H30min0s,83.043
06/08/18 15H0min0s,83.043
06/08/18 15H30min0s,83.221
06/08/18 16H0min0s,83.221
06/08/18 16H30min0s,83.399
06/08/18 17H0min0s,83.043
06/08/18 17H30min0s,82.33
06/08/18 18H0min0s,81.797
06/08/18 18H30min0s,81.975
06/08/18 19H0min0s,81.975
06/08/18 19H30min0s,81.797
06/08/18 20H0min0s,81.621
06/08/18 20H30min0s,81.621
06/08/18 21H0min0s,81.442
06/08/18 21H30min0s,81.266
06/08/18 22H0min0s,81.266
06/08/18 22H30min0s,81.09
06/08/18 23H0min0s,81.09
06/08/18 23H30min0s,81.09
06/09/18 00H0min0s,80.911
06/09/18 00H30min0s,80.911
06/09/18 01H0min0s,80.735
06/09/18 01H30min0s,80.735
06/09/18 02H0min0s,80.735
06/09/18 02H30min0s,80.559
06/09/18 03H0min0s,80.559
06/09/18 03H30min0s,80.559
06/09/18 04H0min0s,80.382
06/09/18 04H30min0s,80.382
06/09/18 05H0min0s,80.382
06/09/18 05H30min0s,80.206
06/09/18 06H0min0s,80.206
06/09/18 06H30min0s,80.206
06/09/18 07H0min0s,80.206
06/09/18 07H30min0s,80.382
06/09/18 08H0min0s,80.735
06/09/18 08H30min0s,80.735
06/09/18 09H0min0s,81.266
06/09/18 09H30min0s,81.621
06/09/18 10H0min0s,81.442
06/09/18 10H30min0s,81.797
06/09/18 11H0min0s,81.621
06/09/18 11H30min0s,82.508
06/09/18 12H0min0s,82.864
06/09/18 12H30min0s,83.043
06/09/18 13H0min0s,83.579
06/09/18 13H30min0s,84.115
06/09/18 14H0min0s,84.474
06/09/18 14H30min0s,84.834
06/09/18 15H0min0s,83.221
06/09/18 15H30min0s,84.115
06/09/18 16H0min0s,84.115
06/09/18 16H30min0s,83.935
06/09/18 17H0min0s,83.579
06/09/18 17H30min0s,83.043
06/09/18 18H0min0s,82.686
06/09/18 18H30min0s,82.508
06/09/18 19H0min0s,82.33
06/09/18 19H30min0s,82.33
06/09/18 20H0min0s,82.152
06/09/18 20H30min0s,82.152
06/09/18 21H0min0s,82.152
06/09/18 21H30min0s,81.975
06/09/18 22H0min0s,81.975
06/09/18 22H30min0s,81.975
06/09/18 23H0min0s,81.797
06/09/18 23H30min0s,81.797
06/10/18 00H0min0s,81.621
06/10/18 00H30min0s,81.442
06/10/18 01H0min0s,81.442
06/10/18 01H30min0s,81.266
06/10/18 02H0min0s,81.266
06/10/18 02H30min0s,81.09
06/10/18 03H0min0s,81.09
06/10/18 03H30min0s,80.911
06/10/18 04H0min0s,80.911
06/10/18 04H30min0s,80.735
06/10/18 05H0min0s,80.735
06/10/18 05H30min0s,80.559
06/10/18 06H0min0s,80.559
06/10/18 06H30min0s,80.559
06/10/18 07H0min0s,80.559
06/10/18 07H30min0s,80.735
06/10/18 08H0min0s,80.911
06/10/18 08H30min0s,81.09
06/10/18 09H0min0s,81.975
06/10/18 09H30min0s,81.09
06/10/18 10H0min0s,81.797
06/10/18 10H30min0s,82.33
06/10/18 11H0min0s,82.508
06/10/18 11H30min0s,83.043
06/10/18 12H0min0s,82.686
06/10/18 12H30min0s,83.399
06/10/18 13H0min0s,83.935
06/10/18 13H30min0s,83.935
06/10/18 14H0min0s,83.757
06/10/18 14H30min0s,83.757
06/10/18 15H0min0s,83.935
06/10/18 15H30min0s,83.757
06/10/18 16H0min0s,83.043
06/10/18 16H30min0s,83.757
06/10/18 17H0min0s,83.399
06/10/18 17H30min0s,82.864
06/10/18 18H0min0s,82.686
06/10/18 18H30min0s,82.686
06/10/18 19H0min0s,82.508
06/10/18 19H30min0s,82.33
06/10/18 20H0min0s,82.33
06/10/18 20H30min0s,82.152
06/10/18 21H0min0s,82.152
06/10/18 21H30min0s,82.152
06/10/18 22H0min0s,81.975
06/10/18 22H30min0s,81.975
06/10/18 23H0min0s,81.797
06/10/18 23H30min0s,81.797
06/11/18 00H0min0s,81.621
06/11/18 00H30min0s,81.621
06/11/18 01H0min0s,81.621
06/11/18 01H30min0s,81.442
06/11/18 02H0min0s,81.442
06/11/18 02H30min0s,81.266
06/11/18 03H0min0s,81.266
06/11/18 03H30min0s,81.09
06/11/18 04H0min0s,81.09
06/11/18 04H30min0s,81.09
06/11/18 05H0min0s,80.911
06/11/18 05H30min0s,80.911
06/11/18 06H0min0s,80.911
06/11/18 06H30min0s,80.735
06/11/18 07H0min0s,80.735
06/11/18 07H30min0s,80.911
06/11/18 08H0min0s,81.09
06/11/18 08H30min0s,81.09
06/11/18 09H0min0s,82.152
06/11/18 09H30min0s,81.621
06/11/18 10H0min0s,81.621
06/11/18 10H30min0s,82.508
06/11/18 11H0min0s,81.621
06/11/18 11H30min0s,81.621
06/11/18 12H0min0s,81.797
06/11/18 12H30min0s,83.399
06/11/18 13H0min0s,82.152
06/11/18 13H30min0s,82.152
06/11/18 14H0min0s,83.221
06/11/18 14H30min0s,83.221
06/11/18 15H0min0s,83.399
06/11/18 15H30min0s,83.221
06/11/18 16H0min0s,83.043
06/11/18 16H30min0s,83.757
