"Data Hora, GMT-03:00","Temp., °F (LGR S/N: 2254247, SEN S/N: 2254247)"
05/13/19 09H47min43s,82.33
05/13/19 10H17min43s,83.935
05/13/19 10H47min43s,85.735
05/13/19 11H17min43s,82.508
05/13/19 11H47min43s,83.757
05/13/19 12H17min43s,88.099
05/13/19 12H47min43s,91.425
05/13/19 13H17min43s,92.737
05/13/19 13H47min43s,92.55
05/13/19 14H17min43s,90.495
05/13/19 14H47min43s,93.493
05/13/19 15H17min43s,93.493
05/13/19 15H47min43s,93.115
05/13/19 16H17min43s,92.737
05/13/19 16H47min43s,91.425
05/13/19 17H17min43s,90.495
05/13/19 17H47min43s,89.384
05/13/19 18H17min43s,87.915
05/13/19 18H47min43s,86.823
05/13/19 19H17min43s,86.097
05/13/19 19H47min43s,85.194
05/13/19 20H17min43s,84.474
05/13/19 20H47min43s,83.757
05/13/19 21H17min43s,83.221
05/13/19 21H47min43s,82.508
05/13/19 22H17min43s,82.33
05/13/19 22H47min43s,81.797
05/13/19 23H17min43s,81.621
05/13/19 23H47min43s,81.09
05/14/19 00H17min43s,80.735
05/14/19 00H47min43s,80.382
05/14/19 01H17min43s,80.206
05/14/19 01H47min43s,79.678
05/14/19 02H17min43s,79.678
05/14/19 02H47min43s,79.326
05/14/19 03H17min43s,78.975
05/14/19 03H47min43s,78.624
05/14/19 04H17min43s,78.624
05/14/19 04H47min43s,78.274
05/14/19 05H17min43s,78.098
05/14/19 05H47min43s,77.923
05/14/19 06H17min43s,77.749
05/14/19 06H47min43s,77.574
05/14/19 07H17min43s,77.574
05/14/19 07H47min43s,78.098
05/14/19 08H17min43s,78.8
05/14/19 08H47min43s,80.382
05/14/19 09H17min43s,82.864
05/14/19 09H47min43s,83.221
05/14/19 10H17min43s,83.757
05/14/19 10H47min43s,89.017
05/14/19 11H17min43s,91.24
05/14/19 11H47min43s,93.493
05/14/19 12H17min43s,94.253
05/14/19 12H47min43s,93.493
05/14/19 13H17min43s,94.253
05/14/19 13H47min43s,95.783
05/14/19 14H17min43s,95.783
05/14/19 14H47min43s,95.783
05/14/19 15H17min43s,92.55
05/14/19 15H47min43s,90.495
05/14/19 16H17min43s,91.987
05/14/19 16H47min43s,90.495
05/14/19 17H17min43s,88.65
05/14/19 17H47min43s,87.368
05/14/19 18H17min43s,86.097
05/14/19 18H47min43s,85.014
05/14/19 19H17min43s,84.295
05/14/19 19H47min43s,83.579
05/14/19 20H17min43s,83.043
05/14/19 20H47min43s,82.508
05/14/19 21H17min43s,82.152
05/14/19 21H47min43s,81.797
05/14/19 22H17min43s,81.442
05/14/19 22H47min43s,81.09
05/14/19 23H17min43s,80.911
05/14/19 23H47min43s,80.382
05/15/19 00H17min43s,80.206
05/15/19 00H47min43s,80.029
05/15/19 01H17min43s,79.678
05/15/19 01H47min43s,79.326
05/15/19 02H17min43s,78.975
05/15/19 02H47min43s,78.8
05/15/19 03H17min43s,78.624
05/15/19 03H47min43s,78.274
05/15/19 04H17min43s,77.749
05/15/19 04H47min43s,77.749
05/15/19 05H17min43s,77.574
05/15/19 05H47min43s,77.225
05/15/19 06H17min43s,76.876
05/15/19 06H47min43s,76.876
05/15/19 07H17min43s,76.876
05/15/19 07H47min43s,78.274
05/15/19 08H17min43s,79.678
05/15/19 08H47min43s,80.559
05/15/19 09H17min43s,83.579
05/15/19 09H47min43s,86.097
05/15/19 10H17min43s,88.282
05/15/19 10H47min43s,90.495
05/15/19 11H17min43s,92.737
05/15/19 11H47min43s,93.873
05/15/19 12H17min43s,95.783
05/15/19 12H47min43s,95.783
05/15/19 13H17min43s,97.331
05/15/19 13H47min43s,97.137
05/15/19 14H17min43s,94.062
05/15/19 14H47min43s,90.495
05/15/19 15H17min43s,94.253
05/15/19 15H47min43s,94.253
05/15/19 16H17min43s,92.363
05/15/19 16H47min43s,89.755
05/15/19 17H17min43s,87.733
05/15/19 17H47min43s,86.277
05/15/19 18H17min43s,84.834
05/15/19 18H47min43s,84.115
05/15/19 19H17min43s,84.295
05/15/19 19H47min43s,83.579
05/15/19 20H17min43s,83.043
05/15/19 20H47min43s,82.508
05/15/19 21H17min43s,82.33
05/15/19 21H47min43s,81.975
05/15/19 22H17min43s,81.797
05/15/19 22H47min43s,81.266
05/15/19 23H17min43s,80.911
05/15/19 23H47min43s,80.382
05/16/19 00H17min43s,80.206
05/16/19 00H47min43s,80.029
05/16/19 01H17min43s,79.678
05/16/19 01H47min43s,79.502
05/16/19 02H17min43s,79.151
05/16/19 02H47min43s,78.975
05/16/19 03H17min43s,78.624
05/16/19 03H47min43s,78.274
05/16/19 04H17min43s,78.098
05/16/19 04H47min43s,77.923
05/16/19 05H17min43s,77.574
05/16/19 05H47min43s,77.4
05/16/19 06H17min43s,76.876
05/16/19 06H47min43s,76.876
05/16/19 07H17min43s,76.876
05/16/19 07H47min43s,76.876
05/16/19 08H17min43s,78.624
05/16/19 08H47min43s,79.326
05/16/19 09H17min43s,80.382
05/16/19 09H47min43s,82.33
05/16/19 10H17min43s,84.474
05/16/19 10H47min43s,86.459
05/16/19 11H17min43s,89.755
05/16/19 11H47min43s,91.053
05/16/19 12H17min43s,91.8
05/16/19 12H47min43s,94.062
05/16/19 13H17min43s,94.062
05/16/19 13H47min43s,96.168
05/16/19 14H17min43s,96.942
05/16/19 14H47min43s,94.253
05/16/19 15H17min43s,94.253
05/16/19 15H47min43s,93.873
05/16/19 16H17min43s,90.124
05/16/19 16H47min43s,88.282
05/16/19 17H17min43s,86.459
05/16/19 17H47min43s,85.374
05/16/19 18H17min43s,84.295
05/16/19 18H47min43s,83.221
05/16/19 19H17min43s,82.508
05/16/19 19H47min43s,82.152
05/16/19 20H17min43s,81.797
05/16/19 20H47min43s,81.621
05/16/19 21H17min43s,81.797
05/16/19 21H47min43s,81.621
05/16/19 22H17min43s,81.09
05/16/19 22H47min43s,80.735
05/16/19 23H17min43s,80.382
05/16/19 23H47min43s,80.029
05/17/19 00H17min43s,79.678
05/17/19 00H47min43s,79.502
05/17/19 01H17min43s,79.326
05/17/19 01H47min43s,78.975
05/17/19 02H17min43s,78.624
05/17/19 02H47min43s,78.274
05/17/19 03H17min43s,78.274
05/17/19 03H47min43s,78.098
05/17/19 04H17min43s,77.749
05/17/19 04H47min43s,77.574
05/17/19 05H17min43s,77.4
05/17/19 05H47min43s,76.876
05/17/19 06H17min43s,76.876
05/17/19 06H47min43s,76.703
05/17/19 07H17min43s,76.876
05/17/19 07H47min43s,76.876
05/17/19 08H17min43s,76.876
05/17/19 08H47min43s,79.326
05/17/19 09H17min43s,78.8
05/17/19 09H47min43s,78.975
05/17/19 10H17min43s,81.797
05/17/19 10H47min43s,79.678
05/17/19 11H17min43s,81.442
05/17/19 11H47min43s,83.043
05/17/19 12H17min43s,85.374
05/17/19 12H47min43s,83.935
05/17/19 13H17min43s,87.368
05/17/19 13H47min43s,85.194
05/17/19 14H17min43s,84.834
05/17/19 14H47min43s,86.823
05/17/19 15H17min43s,89.017
05/17/19 15H47min43s,88.282
05/17/19 16H17min43s,87.552
05/17/19 16H47min43s,86.823
05/17/19 17H17min43s,85.915
05/17/19 17H47min43s,85.194
05/17/19 18H17min43s,84.115
05/17/19 18H47min43s,83.221
05/17/19 19H17min43s,82.508
05/17/19 19H47min43s,81.797
05/17/19 20H17min43s,81.266
05/17/19 20H47min43s,80.911
05/17/19 21H17min43s,80.559
05/17/19 21H47min43s,80.206
05/17/19 22H17min43s,80.029
05/17/19 22H47min43s,79.678
05/17/19 23H17min43s,79.326
05/17/19 23H47min43s,78.975
05/18/19 00H17min43s,78.8
05/18/19 00H47min43s,78.449
05/18/19 01H17min43s,78.274
05/18/19 01H47min43s,77.923
05/18/19 02H17min43s,77.749
05/18/19 02H47min43s,77.574
05/18/19 03H17min43s,77.225
05/18/19 03H47min43s,76.876
05/18/19 04H17min43s,76.876
05/18/19 04H47min43s,76.703
05/18/19 05H17min43s,76.528
05/18/19 05H47min43s,76.181
05/18/19 06H17min43s,76.181
05/18/19 06H47min43s,76.006
05/18/19 07H17min43s,76.006
05/18/19 07H47min43s,76.528
05/18/19 08H17min43s,77.923
05/18/19 08H47min43s,78.975
05/18/19 09H17min43s,79.678
05/18/19 09H47min43s,81.09
05/18/19 10H17min43s,83.221
05/18/19 10H47min43s,84.654
05/18/19 11H17min43s,85.915
05/18/19 11H47min43s,89.017
05/18/19 12H17min43s,89.755
05/18/19 12H47min43s,89.017
05/18/19 13H17min43s,93.115
05/18/19 13H47min43s,93.493
05/18/19 14H17min43s,92.174
05/18/19 14H47min43s,92.363
05/18/19 15H17min43s,92.363
05/18/19 15H47min43s,91.8
05/18/19 16H17min43s,90.68
05/18/19 16H47min43s,89.2
05/18/19 17H17min43s,87.915
05/18/19 17H47min43s,86.459
05/18/19 18H17min43s,85.374
05/18/19 18H47min43s,84.474
05/18/19 19H17min43s,83.757
05/18/19 19H47min43s,83.221
05/18/19 20H17min43s,82.508
05/18/19 20H47min43s,81.975
05/18/19 21H17min43s,81.621
05/18/19 21H47min43s,81.09
05/18/19 22H17min43s,80.735
05/18/19 22H47min43s,80.206
05/18/19 23H17min43s,79.853
05/18/19 23H47min43s,79.678
05/19/19 00H17min43s,79.326
05/19/19 00H47min43s,78.975
05/19/19 01H17min43s,78.624
05/19/19 01H47min43s,78.274
05/19/19 02H17min43s,77.923
05/19/19 02H47min43s,77.574
05/19/19 03H17min43s,77.4
05/19/19 03H47min43s,76.876
05/19/19 04H17min43s,76.876
05/19/19 04H47min43s,76.528
05/19/19 05H17min43s,76.354
05/19/19 05H47min43s,76.181
05/19/19 06H17min43s,75.832
05/19/19 06H47min43s,75.832
05/19/19 07H17min43s,75.659
05/19/19 07H47min43s,76.528
05/19/19 08H17min43s,77.923
05/19/19 08H47min43s,79.151
05/19/19 09H17min43s,79.326
05/19/19 09H47min43s,79.678
05/19/19 10H17min43s,80.735
05/19/19 10H47min43s,81.797
05/19/19 11H17min43s,83.221
05/19/19 11H47min43s,86.823
05/19/19 12H17min43s,88.282
05/19/19 12H47min43s,90.309
05/19/19 13H17min43s,91.8
05/19/19 13H47min43s,91.987
05/19/19 14H17min43s,91.053
05/19/19 14H47min43s,91.053
05/19/19 15H17min43s,90.68
05/19/19 15H47min43s,90.309
05/19/19 16H17min43s,89.938
05/19/19 16H47min43s,88.833
05/19/19 17H17min43s,87.552
05/19/19 17H47min43s,86.277
05/19/19 18H17min43s,84.834
05/19/19 18H47min43s,83.757
05/19/19 19H17min43s,83.043
05/19/19 19H47min43s,82.33
05/19/19 20H17min43s,81.797
05/19/19 20H47min43s,81.09
05/19/19 21H17min43s,80.735
05/19/19 21H47min43s,80.382
05/19/19 22H17min43s,79.853
05/19/19 22H47min43s,79.502
05/19/19 23H17min43s,79.151
05/19/19 23H47min43s,78.8
05/20/19 00H17min43s,78.624
05/20/19 00H47min43s,78.274
05/20/19 01H17min43s,77.923
05/20/19 01H47min43s,77.574
05/20/19 02H17min43s,76.876
05/20/19 02H47min43s,76.876
05/20/19 03H17min43s,76.703
05/20/19 03H47min43s,76.354
05/20/19 04H17min43s,76.181
05/20/19 04H47min43s,76.006
05/20/19 05H17min43s,75.659
05/20/19 05H47min43s,75.484
05/20/19 06H17min43s,75.312
05/20/19 06H47min43s,75.139
05/20/19 07H17min43s,75.139
05/20/19 07H47min43s,75.312
05/20/19 08H17min43s,76.181
05/20/19 08H47min43s,76.876
05/20/19 09H17min43s,77.923
05/20/19 09H47min43s,79.151
05/20/19 10H17min43s,80.029
05/20/19 10H47min43s,81.442
05/20/19 11H17min43s,83.579
05/20/19 11H47min43s,87.368
05/20/19 12H17min43s,89.2
05/20/19 12H47min43s,90.867
05/20/19 13H17min43s,92.737
05/20/19 13H47min43s,93.493
05/20/19 14H17min43s,94.253
05/20/19 14H47min43s,93.493
05/20/19 15H17min43s,91.8
05/20/19 15H47min43s,91.612
05/20/19 16H17min43s,91.24
05/20/19 16H47min43s,90.124
05/20/19 17H17min43s,88.833
05/20/19 17H47min43s,87.552
05/20/19 18H17min43s,86.097
05/20/19 18H47min43s,85.014
05/20/19 19H17min43s,84.295
05/20/19 19H47min43s,83.399
05/20/19 20H17min43s,82.508
05/20/19 20H47min43s,82.152
05/20/19 21H17min43s,81.621
05/20/19 21H47min43s,81.09
05/20/19 22H17min43s,80.735
05/20/19 22H47min43s,80.382
05/20/19 23H17min43s,79.853
05/20/19 23H47min43s,79.502
05/21/19 00H17min43s,79.151
05/21/19 00H47min43s,78.975
05/21/19 01H17min43s,78.449
05/21/19 01H47min43s,78.274
05/21/19 02H17min43s,77.923
05/21/19 02H47min43s,77.574
05/21/19 03H17min43s,77.4
05/21/19 03H47min43s,76.876
05/21/19 04H17min43s,76.876
05/21/19 04H47min43s,76.703
05/21/19 05H17min43s,76.528
05/21/19 05H47min43s,76.181
05/21/19 06H17min43s,76.006
05/21/19 06H47min43s,75.832
05/21/19 07H17min43s,75.832
05/21/19 07H47min43s,76.006
05/21/19 08H17min43s,76.876
05/21/19 08H47min43s,77.749
05/21/19 09H17min43s,78.8
05/21/19 09H47min43s,80.029
05/21/19 10H17min43s,81.797
05/21/19 10H47min43s,82.864
05/21/19 11H17min43s,85.014
05/21/19 11H47min43s,87.915
05/21/19 12H17min43s,90.309
05/21/19 12H47min43s,92.174
05/21/19 13H17min43s,93.493
05/21/19 13H47min43s,94.253
05/21/19 14H17min43s,94.633
05/21/19 14H47min43s,92.737
05/21/19 15H17min43s,91.24
05/21/19 15H47min43s,93.115
05/21/19 16H17min43s,92.363
05/21/19 16H47min43s,91.053
05/21/19 17H17min43s,89.755
05/21/19 17H47min43s,88.65
05/21/19 18H17min43s,87.186
05/21/19 18H47min43s,86.097
05/21/19 19H17min43s,85.374
05/21/19 19H47min43s,84.474
05/21/19 20H17min43s,83.757
05/21/19 20H47min43s,83.043
05/21/19 21H17min43s,82.508
05/21/19 21H47min43s,81.975
05/21/19 22H17min43s,81.621
05/21/19 22H47min43s,81.09
05/21/19 23H17min43s,80.911
05/21/19 23H47min43s,80.382
05/22/19 00H17min43s,80.206
05/22/19 00H47min43s,79.678
05/22/19 01H17min43s,79.502
05/22/19 01H47min43s,79.326
05/22/19 02H17min43s,78.975
05/22/19 02H47min43s,78.975
05/22/19 03H17min43s,78.624
05/22/19 03H47min43s,78.449
05/22/19 04H17min43s,78.274
05/22/19 04H47min43s,78.098
05/22/19 05H17min43s,77.749
05/22/19 05H47min43s,77.574
05/22/19 06H17min43s,76.876
05/22/19 06H47min43s,76.876
05/22/19 07H17min43s,76.876
05/22/19 07H47min43s,76.876
05/22/19 08H17min43s,78.098
05/22/19 08H47min43s,78.975
05/22/19 09H17min43s,79.678
05/22/19 09H47min43s,80.911
05/22/19 10H17min43s,82.508
05/22/19 10H47min43s,83.757
05/22/19 11H17min43s,86.097
05/22/19 11H47min43s,88.282
05/22/19 12H17min43s,90.867
05/22/19 12H47min43s,93.304
05/22/19 13H17min43s,91.24
05/22/19 13H47min43s,95.016
05/22/19 14H17min43s,89.938
05/22/19 14H47min43s,94.253
05/22/19 15H17min43s,93.682
05/22/19 15H47min43s,92.363
05/22/19 16H17min43s,92.174
05/22/19 16H47min43s,90.309
05/22/19 17H17min43s,88.65
05/22/19 17H47min43s,87.186
05/22/19 18H17min43s,85.915
05/22/19 18H47min43s,85.014
05/22/19 19H17min43s,84.115
05/22/19 19H47min43s,83.221
05/22/19 20H17min43s,82.508
05/22/19 20H47min43s,82.152
05/22/19 21H17min43s,81.621
05/22/19 21H47min43s,81.09
05/22/19 22H17min43s,80.735
05/22/19 22H47min43s,80.382
05/22/19 23H17min43s,80.029
05/22/19 23H47min43s,79.678
05/23/19 00H17min43s,79.326
05/23/19 00H47min43s,79.151
05/23/19 01H17min43s,78.8
05/23/19 01H47min43s,78.624
05/23/19 02H17min43s,78.274
05/23/19 02H47min43s,77.923
05/23/19 03H17min43s,77.574
05/23/19 03H47min43s,77.4
05/23/19 04H17min43s,76.876
05/23/19 04H47min43s,76.876
05/23/19 05H17min43s,76.703
05/23/19 05H47min43s,76.528
05/23/19 06H17min43s,76.181
05/23/19 06H47min43s,76.006
05/23/19 07H17min43s,76.006
05/23/19 07H47min43s,76.181
05/23/19 08H17min43s,78.098
05/23/19 08H47min43s,79.678
05/23/19 09H17min43s,81.621
05/23/19 09H47min43s,83.221
05/23/19 10H17min43s,85.735
05/23/19 10H47min43s,87.186
05/23/19 11H17min43s,88.65
05/23/19 11H47min43s,90.309
05/23/19 12H17min43s,90.68
05/23/19 12H47min43s,92.55
05/23/19 13H17min43s,94.062
05/23/19 13H47min43s,94.062
05/23/19 14H17min43s,95.016
05/23/19 14H47min43s,96.168
05/23/19 15H17min43s,95.207
05/23/19 15H47min43s,92.737
05/23/19 16H17min43s,91.053
05/23/19 16H47min43s,87.915
05/23/19 17H17min43s,88.282
05/23/19 17H47min43s,87.186
05/23/19 18H17min43s,85.915
05/23/19 18H47min43s,85.014
05/23/19 19H17min43s,84.115
05/23/19 19H47min43s,83.221
05/23/19 20H17min43s,82.508
05/23/19 20H47min43s,81.797
05/23/19 21H17min43s,81.442
05/23/19 21H47min43s,81.09
05/23/19 22H17min43s,80.735
05/23/19 22H47min43s,80.382
05/23/19 23H17min43s,79.678
05/23/19 23H47min43s,79.502
05/24/19 00H17min43s,79.151
05/24/19 00H47min43s,78.8
05/24/19 01H17min43s,78.449
05/24/19 01H47min43s,78.098
05/24/19 02H17min43s,77.923
05/24/19 02H47min43s,77.574
05/24/19 03H17min43s,77.574
05/24/19 03H47min43s,76.876
05/24/19 04H17min43s,76.876
05/24/19 04H47min43s,76.703
05/24/19 05H17min43s,76.528
05/24/19 05H47min43s,76.354
05/24/19 06H17min43s,76.181
05/24/19 06H47min43s,76.006
05/24/19 07H17min43s,76.181
05/24/19 07H47min43s,76.354
05/24/19 08H17min43s,76.703
05/24/19 08H47min43s,78.274
05/24/19 09H17min43s,78.975
05/24/19 09H47min43s,79.678
05/24/19 10H17min43s,81.442
05/24/19 10H47min43s,82.508
05/24/19 11H17min43s,83.579
05/24/19 11H47min43s,84.834
05/24/19 12H17min43s,86.459
05/24/19 12H47min43s,87.915
05/24/19 13H17min43s,89.017
05/24/19 13H47min43s,90.495
05/24/19 14H17min43s,90.124
05/24/19 14H47min43s,90.495
05/24/19 15H17min43s,90.495
05/24/19 15H47min43s,90.309
05/24/19 16H17min43s,89.384
05/24/19 16H47min43s,88.282
05/24/19 17H17min43s,87.186
05/24/19 17H47min43s,86.097
05/24/19 18H17min43s,85.014
05/24/19 18H47min43s,84.115
05/24/19 19H17min43s,83.221
05/24/19 19H47min43s,82.508
05/24/19 20H17min43s,81.975
05/24/19 20H47min43s,81.442
05/24/19 21H17min43s,81.09
05/24/19 21H47min43s,80.735
05/24/19 22H17min43s,80.382
05/24/19 22H47min43s,80.029
05/24/19 23H17min43s,79.678
05/24/19 23H47min43s,79.326
05/25/19 00H17min43s,78.975
05/25/19 00H47min43s,78.8
05/25/19 01H17min43s,78.274
05/25/19 01H47min43s,78.098
05/25/19 02H17min43s,77.923
05/25/19 02H47min43s,77.574
05/25/19 03H17min43s,77.4
05/25/19 03H47min43s,76.876
05/25/19 04H17min43s,76.876
05/25/19 04H47min43s,76.876
05/25/19 05H17min43s,76.703
05/25/19 05H47min43s,76.528
05/25/19 06H17min43s,76.181
05/25/19 06H47min43s,76.181
05/25/19 07H17min43s,76.006
05/25/19 07H47min43s,76.006
05/25/19 08H17min43s,76.528
05/25/19 08H47min43s,78.624
05/25/19 09H17min43s,80.029
05/25/19 09H47min43s,80.911
05/25/19 10H17min43s,81.975
05/25/19 10H47min43s,83.221
05/25/19 11H17min43s,84.834
05/25/19 11H47min43s,86.823
05/25/19 12H17min43s,88.65
05/25/19 12H47min43s,89.755
05/25/19 13H17min43s,88.65
05/25/19 13H47min43s,89.384
05/25/19 14H17min43s,88.282
05/25/19 14H47min43s,91.8
05/25/19 15H17min43s,91.987
05/25/19 15H47min43s,91.8
05/25/19 16H17min43s,90.309
05/25/19 16H47min43s,89.755
05/25/19 17H17min43s,87.915
05/25/19 17H47min43s,86.823
05/25/19 18H17min43s,85.915
05/25/19 18H47min43s,85.194
05/25/19 19H17min43s,84.474
05/25/19 19H47min43s,83.935
05/25/19 20H17min43s,83.221
05/25/19 20H47min43s,82.508
05/25/19 21H17min43s,82.152
05/25/19 21H47min43s,81.621
05/25/19 22H17min43s,81.09
05/25/19 22H47min43s,80.735
05/25/19 23H17min43s,80.382
05/25/19 23H47min43s,80.029
05/26/19 00H17min43s,79.678
05/26/19 00H47min43s,79.326
05/26/19 01H17min43s,78.975
05/26/19 01H47min43s,78.8
05/26/19 02H17min43s,78.274
05/26/19 02H47min43s,78.274
05/26/19 03H17min43s,77.923
05/26/19 03H47min43s,77.749
05/26/19 04H17min43s,77.574
05/26/19 04H47min43s,77.225
05/26/19 05H17min43s,76.876
05/26/19 05H47min43s,76.876
05/26/19 06H17min43s,76.876
05/26/19 06H47min43s,76.703
05/26/19 07H17min43s,76.528
05/26/19 07H47min43s,76.876
05/26/19 08H17min43s,78.274
05/26/19 08H47min43s,80.029
05/26/19 09H17min43s,81.09
05/26/19 09H47min43s,81.442
05/26/19 10H17min43s,83.399
05/26/19 10H47min43s,84.654
05/26/19 11H17min43s,87.186
05/26/19 11H47min43s,89.384
05/26/19 12H17min43s,90.495
05/26/19 12H47min43s,92.737
05/26/19 13H17min43s,92.926
05/26/19 13H47min43s,95.207
05/26/19 14H17min43s,96.168
05/26/19 14H47min43s,96.168
05/26/19 15H17min43s,95.4
05/26/19 15H47min43s,94.633
05/26/19 16H17min43s,93.115
05/26/19 16H47min43s,91.24
05/26/19 17H17min43s,89.755
05/26/19 17H47min43s,87.915
05/26/19 18H17min43s,86.823
05/26/19 18H47min43s,85.735
05/26/19 19H17min43s,84.834
05/26/19 19H47min43s,83.935
05/26/19 20H17min43s,83.221
05/26/19 20H47min43s,82.508
05/26/19 21H17min43s,82.152
05/26/19 21H47min43s,81.621
05/26/19 22H17min43s,81.266
05/26/19 22H47min43s,80.911
05/26/19 23H17min43s,80.559
05/26/19 23H47min43s,80.206
05/27/19 00H17min43s,79.678
05/27/19 00H47min43s,79.678
05/27/19 01H17min43s,79.151
05/27/19 01H47min43s,78.975
05/27/19 02H17min43s,78.624
05/27/19 02H47min43s,78.449
05/27/19 03H17min43s,78.274
05/27/19 03H47min43s,77.923
05/27/19 04H17min43s,77.574
05/27/19 04H47min43s,77.4
05/27/19 05H17min43s,76.876
05/27/19 05H47min43s,76.876
05/27/19 06H17min43s,76.876
05/27/19 06H47min43s,76.703
05/27/19 07H17min43s,76.703
05/27/19 07H47min43s,77.4
05/27/19 08H17min43s,78.975
05/27/19 08H47min43s,80.382
05/27/19 09H17min43s,81.621
05/27/19 09H47min43s,83.043
05/27/19 10H17min43s,84.834
05/27/19 10H47min43s,86.641
05/27/19 11H17min43s,88.282
05/27/19 11H47min43s,88.099
05/27/19 12H17min43s,91.24
05/27/19 12H47min43s,90.495
05/27/19 13H17min43s,91.987
05/27/19 13H47min43s,95.4
05/27/19 14H17min43s,95.4
05/27/19 14H47min43s,95.783
05/27/19 15H17min43s,95.016
05/27/19 15H47min43s,91.612
05/27/19 16H17min43s,91.987
05/27/19 16H47min43s,90.495
05/27/19 17H17min43s,88.282
05/27/19 17H47min43s,86.823
05/27/19 18H17min43s,85.735
05/27/19 18H47min43s,85.014
05/27/19 19H17min43s,84.295
05/27/19 19H47min43s,83.579
05/27/19 20H17min43s,83.043
05/27/19 20H47min43s,82.508
05/27/19 21H17min43s,82.152
05/27/19 21H47min43s,81.621
05/27/19 22H17min43s,81.09
05/27/19 22H47min43s,80.911
05/27/19 23H17min43s,80.559
05/27/19 23H47min43s,80.206
05/28/19 00H17min43s,80.029
05/28/19 00H47min43s,79.678
05/28/19 01H17min43s,79.502
05/28/19 01H47min43s,79.326
05/28/19 02H17min43s,79.151
05/28/19 02H47min43s,78.975
05/28/19 03H17min43s,78.624
05/28/19 03H47min43s,78.274
05/28/19 04H17min43s,78.274
05/28/19 04H47min43s,78.098
05/28/19 05H17min43s,77.749
05/28/19 05H47min43s,77.574
05/28/19 06H17min43s,77.4
05/28/19 06H47min43s,76.876
05/28/19 07H17min43s,76.876
05/28/19 07H47min43s,77.923
05/28/19 08H17min43s,79.326
05/28/19 08H47min43s,80.382
05/28/19 09H17min43s,81.797
05/28/19 09H47min43s,82.508
05/28/19 10H17min43s,84.295
05/28/19 10H47min43s,87.186
05/28/19 11H17min43s,89.755
05/28/19 11H47min43s,91.24
05/28/19 12H17min43s,93.115
05/28/19 12H47min43s,94.253
05/28/19 13H17min43s,95.783
05/28/19 13H47min43s,91.24
05/28/19 14H17min43s,95.59
05/28/19 14H47min43s,95.783
05/28/19 15H17min43s,94.825
05/28/19 15H47min43s,93.493
05/28/19 16H17min43s,92.174
05/28/19 16H47min43s,90.309
05/28/19 17H17min43s,88.282
05/28/19 17H47min43s,86.641
05/28/19 18H17min43s,85.374
05/28/19 18H47min43s,84.474
05/28/19 19H17min43s,83.757
05/28/19 19H47min43s,83.221
05/28/19 20H17min43s,82.508
05/28/19 20H47min43s,82.152
05/28/19 21H17min43s,81.621
05/28/19 21H47min43s,81.09
05/28/19 22H17min43s,80.735
05/28/19 22H47min43s,80.382
05/28/19 23H17min43s,80.029
05/28/19 23H47min43s,79.678
05/29/19 00H17min43s,79.678
05/29/19 00H47min43s,79.326
05/29/19 01H17min43s,78.975
05/29/19 01H47min43s,78.624
05/29/19 02H17min43s,78.449
05/29/19 02H47min43s,78.098
05/29/19 03H17min43s,77.923
05/29/19 03H47min43s,77.749
05/29/19 04H17min43s,77.4
05/29/19 04H47min43s,76.876
05/29/19 05H17min43s,76.876
05/29/19 05H47min43s,76.703
05/29/19 06H17min43s,76.528
05/29/19 06H47min43s,76.354
05/29/19 07H17min43s,76.354
05/29/19 07H47min43s,76.876
05/29/19 08H17min43s,78.274
05/29/19 08H47min43s,79.326
05/29/19 09H17min43s,80.382
05/29/19 09H47min43s,81.797
05/29/19 10H17min43s,82.864
05/29/19 10H47min43s,85.374
05/29/19 11H17min43s,86.641
05/29/19 11H47min43s,87.915
05/29/19 12H17min43s,86.097
05/29/19 12H47min43s,87.186
05/29/19 13H17min43s,88.282
05/29/19 13H47min43s,89.017
05/29/19 14H17min43s,89.755
05/29/19 14H47min43s,90.124
05/29/19 15H17min43s,88.282
05/29/19 15H47min43s,88.282
05/29/19 16H17min43s,87.552
05/29/19 16H47min43s,86.823
05/29/19 17H17min43s,85.554
05/29/19 17H47min43s,84.295
05/29/19 18H17min43s,83.399
05/29/19 18H47min43s,82.508
05/29/19 19H17min43s,82.152
05/29/19 19H47min43s,81.621
05/29/19 20H17min43s,81.09
05/29/19 20H47min43s,80.735
05/29/19 21H17min43s,80.382
05/29/19 21H47min43s,80.206
05/29/19 22H17min43s,79.678
05/29/19 22H47min43s,79.502
05/29/19 23H17min43s,79.151
05/29/19 23H47min43s,78.975
05/30/19 00H17min43s,78.624
05/30/19 00H47min43s,78.274
05/30/19 01H17min43s,78.098
05/30/19 01H47min43s,77.923
05/30/19 02H17min43s,77.574
05/30/19 02H47min43s,77.4
05/30/19 03H17min43s,76.876
05/30/19 03H47min43s,76.876
05/30/19 04H17min43s,76.703
05/30/19 04H47min43s,76.528
05/30/19 05H17min43s,76.354
05/30/19 05H47min43s,76.181
05/30/19 06H17min43s,76.006
05/30/19 06H47min43s,75.832
05/30/19 07H17min43s,75.832
05/30/19 07H47min43s,75.659
05/30/19 08H17min43s,76.006
05/30/19 08H47min43s,76.703
05/30/19 09H17min43s,77.923
05/30/19 09H47min43s,78.624
05/30/19 10H17min43s,80.735
05/30/19 10H47min43s,82.152
05/30/19 11H17min43s,83.221
