 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.1459E-80 -0.1743E-12  0.2937E-15 -0.2174E-15  0.2139-166  0.0000E+00  0.5000E-15  0.1000E-09
   -0.250000    0.905  0.0000E+00  999.921  0.1127E-82  0.1531E-10  0.1098E-14 -0.8125E-15  0.2055-170  0.0000E+00  0.1882E-14  0.1000E-09
   -0.500000    1.565  0.0000E+00  999.952  0.1401E-84  0.1709E-09  0.1143E-13 -0.8463E-14  0.3924-173  0.0000E+00  0.1954E-13  0.1504E-09
   -0.750000    2.087  0.0000E+00  999.970  0.2453E-86  0.4927E-09  0.3442E-13  0.7883E-13  0.1319-173  0.0000E+00 -0.4521E-13  0.2333E-05
   -1.000000    2.679  0.0000E+00  999.984  0.2293E-88  0.1607E-08  0.1235E-12 -0.9145E-13  0.4402-181  0.0000E+00  0.2168E-12  0.2364E-09
   -1.250000    3.495  0.0000E+00  999.996  0.6119E-91  0.1527E-07  0.1203E-11 -0.2326E-12  0.1119-185  0.0000E+00  0.1445E-11  0.2381E-04
   -1.500000    4.009  0.0000E+00 1000.000  0.1669E-93  0.3622E-07  0.3969E-11  0.3294E-11  0.4228-189  0.0000E+00  0.6458E-12  0.1262E-03
   -1.750000    4.021  0.0000E+00 1000.000  0.1950E-95  0.3793E-07  0.4329E-11  0.5879E-11  0.2095-191  0.0000E+00 -0.1611E-11  0.1473E-03
   -2.000000    4.022  0.0000E+00 1000.000  0.9857E-96  0.3866E-07  0.4724E-11  0.6494E-11  0.6732-192  0.0000E+00 -0.1833E-11  0.1420E-03
   -2.250000    4.024  0.0000E+00 1000.000  0.4251E-96  0.3874E-07  0.5379E-11  0.6749E-11  0.2098-192  0.0000E+00 -0.1434E-11  0.1258E-03
   -2.500000    4.026  0.0000E+00 1000.000  0.1264E-96  0.3756E-07  0.7166E-11  0.7109E-11  0.2944-193  0.0000E+00 -0.6159E-14  0.6892E-04
