 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000   -0.00000  0.1323E-08  0.1219E-13  0.7603E-17  0.1000E-09  0.3602-134  0.1121E+15
   -0.068746    0.00170  0.1156E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3158-134  0.1085E+15
   -0.137492    0.00332  0.1191E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2665-134  0.1048E+15
   -0.206239    0.00490  0.9652E-10  0.1219E-13  0.7603E-17  0.1000E-09  0.2214-134  0.1023E+15
   -0.274986    0.00643  0.1031E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1835-134  0.1010E+15
   -0.343734    0.00795  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1521-134  0.1010E+15
   -0.412483    0.00947  0.1018E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1260-134  0.1024E+15
   -0.481232    0.01101  0.1017E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1040-134  0.1052E+15
   -0.549981    0.01259  0.1017E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.8527-135  0.1094E+15
   -0.618731    0.01424  0.1017E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.6945-135  0.1152E+15
   -0.687482    0.01598  0.1017E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.5617-135  0.1223E+15
   -0.756232    0.01782  0.1017E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.4510-135  0.1311E+15
   -0.824983    0.01980  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3596-135  0.1415E+15
   -0.893734    0.02193  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2849-135  0.1536E+15
   -0.962486    0.02425  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2242-135  0.1676E+15
   -1.031238    0.02678  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1753-135  0.1833E+15
   -1.099989    0.02955  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1361-135  0.2007E+15
   -1.168741    0.03259  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1049-135  0.2199E+15
   -1.237493    0.03592  0.1016E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.8017-136  0.2407E+15
   -1.306246    0.03956  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.6068-136  0.2631E+15
   -1.374998    0.04355  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.4533-136  0.2895E+15
   -1.443750    0.04795  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3323-136  0.3180E+15
   -1.512502    0.05279  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2361-136  0.3478E+15
   -1.581254    0.05808  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1582-136  0.3786E+15
   -1.650006    0.06386  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.9316-137  0.4103E+15
   -1.718758    0.07012  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3592-137  0.4446E+15
   -1.787509    0.07693  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2432-138  0.5245E+15
   -1.856261    0.08497  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1516-139  0.6182E+15
   -1.925012    0.09447  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.8636-141  0.7314E+15
   -1.993763    0.10575  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.5356-142  0.8512E+15
   -2.062514    0.11891  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.4318-143  0.1111E+16
   -2.131264    0.13617  0.1015E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3257-144  0.1431E+16
   -2.200014    0.15852  0.1014E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.2283-145  0.1797E+16
   -2.268763    0.18678  0.1014E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1092-146  0.2391E+16
   -2.337512    0.22474  0.1014E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.4280-148  0.3216E+16
   -2.406261    0.27644  0.1014E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1430-149  0.4341E+16
   -2.475009    0.34747  0.1014E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.3975-151  0.5976E+16
   -2.543757    0.44773  0.1013E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.9205-153  0.8453E+16
   -2.612503    0.59492  0.1013E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1578-154  0.1328E+17
   -2.681250    0.84080  0.1013E-09  0.1219E-13  0.7603E-17  0.1000E-09  0.1748-156  0.2810E+17
   -2.749995    1.44286  0.1013E-09  0.0000E+00  0.0000E+00  0.0000E+00  0.1969-156  0.0000E+00
