 1 - year
 2 - month
 3 - discharge in x direction, m**3/s
 4 - discharge in y direction, m**3/s
        2003           1           1  -1.0687053500548238       -15.055956458813723     
        2003           1           2 -0.45816875222629999       -6.1471522360150832     
        2003           1           3  -1.4645247401306931E-004   1.4199124352112786E-002
        2003           1           4  -4.2823600943775453E-011  -3.8452793178595154E-010
        2003           1           5   2.8144283384593389E-018  -6.3387802660803164E-017
        2003           1           6   2.7462547921703801E-025   8.8553873655056377E-024
        2003           1           7  -6.6171548932400656E-032   1.9488419936320775E-031
        2003           1           8   8.8865193109249420E-040  -1.8674089630921783E-037
        2003           1           9   1.2884966333330392E-045   1.3626159061703331E-044
        2003           1          10  -1.4106504006105479E-052   2.6408199552092980E-051
        2003           1          11  -1.3809153341431303E-059  -5.3925609797293065E-058
        2003           1          12   4.3124676267434651E-066  -4.5969489028283344E-066
        2003           1          13  -1.1786939827424429E-073   1.1936054731494346E-071
        2003           1          14  -8.0911285488212187E-080  -1.0444538020409717E-078
        2003           1          15   1.0275444008643002E-086  -1.5558174005953007E-085
        2003           1          16   7.5005689763247160E-094   3.7320871751766247E-092
        2003           1          17  -2.9266800432903613E-100  -2.3904550350108933E-100
        2003           1          18   1.1962687482517465E-107  -7.7896052526641842E-106
        2003           1          19   5.1407946507600431E-114   7.9882271233025461E-113
        2003           1          20  -7.5051298560536493E-121   9.0769363583196581E-120
        2003           1          21  -3.8396162324043312E-128  -2.5828602160795858E-126
        2003           1          22   1.9546645809613775E-134   5.2336150815519128E-134
        2003           1          23  -1.0639209023243885E-141   5.0090859639517812E-140
        2003           1          24  -3.2244617369161790E-148  -5.9775613323029846E-147
        2003           1          25   5.4368176943622633E-155  -5.1389156917413722E-154
        2003           1          26   1.7696843197603745E-162   1.7972251709041798E-160
        2003           1          27  -1.3467994187742967E-168  -6.1594763466203033E-168
        2003           1          28   9.1156887897355269E-176  -3.2765018347600181E-174
        2003           1          29   2.0220669969970228E-182   4.4735386025297048E-181
        2003           1          30  -3.9162878240286897E-189   2.7685013107287476E-188
        2003           1          31  -6.0494600329153571E-197  -1.2352985845942456E-194
        2003           2           1   9.0605842665396162E-203   5.9042049554426834E-202
        2003           2           2  -7.4234841598215183E-210   2.1063575305272164E-208
        2003           2           3  -1.2492118818686060E-216  -3.3122847586730804E-215
        2003           2           4   2.8170018533740307E-223  -1.3767284124403690E-222
        2003           2           5  -5.3859979821040574E-233   8.5116250193715584E-229
        2003           2           6  -6.1014227627034270E-237  -5.2230773857774022E-236
        2003           2           7   5.8988978930232733E-244  -1.3432941123131738E-242
        2003           2           8   7.5559321132274024E-251   2.4296446171783815E-249
        2003           2           9  -2.0099005462425707E-257   5.7185722935599000E-257
        2003           2          10   2.9847256530754547E-265  -5.8303245716371893E-263
        2003           2          11   4.0760909456883028E-271   4.3820716978084794E-270
        2003           2          12  -4.5764699841647938E-278   8.4190369846463103E-277
        2003           2          13  -4.4344178871800686E-285  -1.7655924998575604E-283
