 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000   -0.00000  0.1336E-08  0.1219E-13  0.7604E-17  0.1000E-09  0.3875E-93  0.1026E+15
   -0.068746    0.00155  0.7348E-10  0.1219E-13  0.7604E-17  0.1000E-09  0.3056E-93  0.9761E+14
   -0.137492    0.00302  0.1284E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2529E-93  0.9220E+14
   -0.206239    0.00440  0.9316E-10  0.1219E-13  0.7604E-17  0.1000E-09  0.2146E-93  0.8776E+14
   -0.274986    0.00572  0.1039E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1828E-93  0.8431E+14
   -0.343734    0.00699  0.1014E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1545E-93  0.8207E+14
   -0.412483    0.00822  0.1018E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1291E-93  0.8119E+14
   -0.481232    0.00944  0.1017E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1068E-93  0.8184E+14
   -0.549981    0.01067  0.1017E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.8755E-94  0.8416E+14
   -0.618731    0.01194  0.1017E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.7121E-94  0.8828E+14
   -0.687481    0.01327  0.1017E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.5751E-94  0.9361E+14
   -0.756232    0.01468  0.1017E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.4615E-94  0.1006E+15
   -0.824983    0.01619  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.3680E-94  0.1096E+15
   -0.893734    0.01785  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2915E-94  0.1209E+15
   -0.962485    0.01967  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2295E-94  0.1344E+15
   -1.031237    0.02170  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1794E-94  0.1501E+15
   -1.099989    0.02396  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1393E-94  0.1680E+15
   -1.168740    0.02650  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1074E-94  0.1879E+15
   -1.237492    0.02934  0.1016E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.8211E-95  0.2097E+15
   -1.306245    0.03251  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.6216E-95  0.2332E+15
   -1.374997    0.03604  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.4644E-95  0.2610E+15
   -1.443749    0.04000  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.3405E-95  0.2910E+15
   -1.512501    0.04442  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2419E-95  0.3224E+15
   -1.581253    0.04931  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1622E-95  0.3548E+15
   -1.650005    0.05471  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.9551E-96  0.3884E+15
   -1.718757    0.06063  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.3683E-96  0.4233E+15
   -1.787508    0.06709  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2494E-97  0.4726E+15
   -1.856260    0.07432  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1555E-98  0.5321E+15
   -1.925011    0.08247  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.8857-100  0.6078E+15
   -1.993762    0.09180  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.5494-101  0.6979E+15
   -2.062512    0.10255  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.4430-102  0.9900E+15
   -2.131262    0.11786  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.3342-103  0.1357E+16
   -2.200012    0.13894  0.1015E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.2343-104  0.1779E+16
   -2.268762    0.16677  0.1014E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1121-105  0.2451E+16
   -2.337511    0.20546  0.1014E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.4393-107  0.3373E+16
   -2.406259    0.25941  0.1014E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1468-108  0.4621E+16
   -2.475007    0.33469  0.1014E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.4081-110  0.6421E+16
   -2.543755    0.44212  0.1013E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.9452-112  0.9128E+16
   -2.612502    0.60106  0.1013E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1620-113  0.1435E+17
   -2.681248    0.86824  0.1013E-09  0.1219E-13  0.7604E-17  0.1000E-09  0.1795-115  0.3001E+17
   -2.749993    1.52448  0.1013E-09  0.0000E+00  0.0000E+00  0.0000E+00  0.2023-115  0.0000E+00
