   2024      5     12   12.00     25104.00   0.13285E+02   0.00000E+00   0.13285E+02   0.14165E+02   0.15118E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12855E+03   0.17453E+03  -0.41626E+03  -0.10703E+04   0.10306E-01   0.12005E-03   0.97242E-01       0.18     268.47     0.0000  0.00   0.80762E-01  -0.11778E+02    14.2111    14.2795    14.3430    14.4806    14.8141
   2024      5     13   12.00     25128.00   0.12882E+02   0.00000E+00   0.12882E+02   0.13688E+02   0.14710E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14709E+03   0.17651E+03  -0.42667E+03  -0.11164E+04   0.90990E-02   0.65299E-04   0.58777E-01       0.17     246.89     0.0000  0.00  -0.62300E-01  -0.91799E+01    13.7277    13.7856    13.8528    14.0051    14.3101
   2024      5     14   12.00     25152.00   0.13715E+02   0.00000E+00   0.13715E+02   0.14183E+02   0.15158E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10320E+03   0.12460E+03  -0.31144E+03  -0.10181E+04   0.48815E-02   0.24388E-04   0.19418E-01       0.17     155.88     0.0000  0.00   0.31051E-01   0.16462E+01    14.2070    14.2442    14.2948    14.4464    14.7450
   2024      5     15   12.00     25176.00   0.12001E+02   0.00000E+00   0.12001E+02   0.12820E+02   0.13812E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13148E+03   0.15386E+03  -0.34831E+03  -0.11365E+04   0.12924E-01   0.38340E-03   0.26326E+00       0.17     108.67     0.0000  0.00  -0.75367E-01   0.18856E+02    12.8643    12.9219    12.9964    13.1444    13.5198
   2024      5     16   12.00     25200.00   0.12161E+02   0.00000E+00   0.12161E+02   0.12828E+02   0.13786E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11148E+03   0.13739E+03  -0.31199E+03  -0.11383E+04   0.10941E-01   0.23503E-03   0.15787E+00       0.17     133.18     0.0000  0.00  -0.10969E+00   0.13608E+02    12.8612    12.9145    12.9786    13.1207    13.4562
   2024      5     17   12.00     25224.00   0.13197E+02   0.00000E+00   0.13197E+02   0.13786E+02   0.14818E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98855E+02   0.12815E+03  -0.30624E+03  -0.10529E+04   0.61245E-02   0.10439E-04   0.12142E-01       0.17     154.66     0.0000  0.00   0.94432E-01   0.36108E+01    13.8165    13.8637    13.9192    14.0763    14.3703
   2024      5     18   12.00     25248.00   0.13673E+02   0.00000E+00   0.13673E+02   0.14247E+02   0.15238E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.91436E+02   0.13107E+03  -0.30083E+03  -0.10065E+04   0.59702E-02   0.79305E-05   0.92471E-02       0.17     142.31     0.0000  0.00   0.14118E+00   0.14015E+01    14.2815    14.3268    14.3768    14.5263    14.8191
   2024      5     19   12.00     25272.00   0.14200E+02   0.00000E+00   0.14200E+02   0.14760E+02   0.15670E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.79377E+02   0.12825E+03  -0.29388E+03  -0.97252E+03   0.59395E-02   0.81469E-05   0.90120E-02       0.17     183.43     0.0000  0.00   0.14215E+00   0.12778E+01    14.7912    14.8333    14.8814    15.0172    15.3028
   2024      5     20   12.00     25296.00   0.15365E+02   0.00000E+00   0.15365E+02   0.15879E+02   0.16717E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.82772E+02   0.12959E+03  -0.30139E+03  -0.87399E+03   0.51403E-02   0.71079E-05   0.59441E-02       0.17     186.19     0.0000  0.00   0.50630E-01   0.27503E+01    15.9064    15.9485    15.9934    16.1206    16.3828
   2024      5     21   12.00     25320.00   0.14647E+02   0.00000E+00   0.14647E+02   0.15306E+02   0.16149E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97884E+02   0.14386E+03  -0.30534E+03  -0.91692E+03   0.72187E-02   0.20974E-04   0.27464E-01       0.17     132.91     0.0000  0.00  -0.30269E-01   0.61160E+01    15.3418    15.3873    15.4407    15.5643    15.8194
   2024      5     22   12.00     25344.00   0.15292E+02   0.00000E+00   0.15292E+02   0.15613E+02   0.16427E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.69014E+02   0.10027E+03  -0.23581E+03  -0.88343E+03   0.43374E-02   0.91171E-05   0.86002E-02       0.17     148.97     0.0000  0.00  -0.34096E-02   0.22623E+01    15.6281    15.6586    15.6974    15.8215    16.0788
   2024      5     23   12.00     25368.00   0.16489E+02   0.00000E+00   0.16489E+02   0.16864E+02   0.17612E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.83350E+02   0.11667E+03  -0.27619E+03  -0.77452E+03   0.42379E-02   0.68558E-05   0.47824E-02       0.17     152.95     0.0000  0.00   0.32099E-01   0.16247E+01    16.8821    16.9106    16.9463    17.0615    17.2715
   2024      5     24   12.00     25392.00   0.16034E+02   0.00000E+00   0.16034E+02   0.16286E+02   0.17074E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64563E+02   0.94526E+02  -0.22937E+03  -0.81852E+03   0.31478E-02   0.62193E-05   0.40537E-02       0.17     128.06     0.0000  0.00  -0.75159E-04   0.15743E+01    16.2961    16.3197    16.3548    16.4799    16.7361
   2024      5     25   12.00     25416.00   0.16871E+02   0.00000E+00   0.16871E+02   0.17276E+02   0.17995E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72728E+02   0.12860E+03  -0.29183E+03  -0.75400E+03   0.53801E-02   0.13133E-04   0.12465E-01       0.17     191.63     0.0000  0.00  -0.17957E-01  -0.35960E+01    17.2946    17.3283    17.3679    17.4780    17.6960
   2024      5     26   12.00     25440.00   0.15934E+02   0.00000E+00   0.15934E+02   0.16713E+02   0.17493E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99882E+02   0.17804E+03  -0.39683E+03  -0.85845E+03   0.88044E-02   0.56025E-04   0.53632E-01       0.16     295.37     0.0000  0.00  -0.35992E-01  -0.89490E+01    16.7596    16.8113    16.8635    16.9740    17.2287
   2024      5     27   12.00     25464.00   0.16012E+02   0.00000E+00   0.16012E+02   0.16794E+02   0.17630E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97804E+02   0.16619E+03  -0.40041E+03  -0.86415E+03   0.65169E-02   0.19137E-04   0.20257E-01       0.16     331.86     0.0000  0.00  -0.20795E-01  -0.51364E+01    16.8384    16.8858    16.9352    17.0574    17.3034
   2024      5     28   12.00     25488.00   0.17923E+02   0.00000E+00   0.17923E+02   0.18259E+02   0.18946E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65857E+02   0.12422E+03  -0.32225E+03  -0.71101E+03   0.36777E-02   0.42773E-05   0.13189E-02       0.16     314.17     0.0000  0.00   0.37955E-01  -0.81744E+00    18.2747    18.3016    18.3329    18.4404    18.6505
   2024      5     29   12.00     25512.00   0.18259E+02   0.00000E+00   0.18259E+02   0.18815E+02   0.19442E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65717E+02   0.16005E+03  -0.33108E+03  -0.65449E+03   0.54115E-02   0.70990E-05   0.60188E-02       0.16     285.65     0.0000  0.00   0.11268E+00   0.13462E+01    18.8461    18.8819    18.9161    19.0067    19.1994
   2024      5     30   12.00     25536.00   0.18371E+02   0.00000E+00   0.18371E+02   0.18874E+02   0.19500E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62762E+02   0.16017E+03  -0.32778E+03  -0.65212E+03   0.53817E-02   0.76104E-05   0.60425E-02       0.16     277.96     0.0000  0.00   0.99778E-01   0.19921E+01    18.9013    18.9354    18.9692    19.0621    19.2539
   2024      5     31   12.00     25560.00   0.18345E+02   0.00000E+00   0.18345E+02   0.18803E+02   0.19416E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64200E+02   0.14950E+03  -0.32061E+03  -0.64987E+03   0.49052E-02   0.61604E-05   0.36832E-02       0.16     249.62     0.0000  0.00   0.96323E-01   0.95719E+00    18.8270    18.8597    18.8917    18.9826    19.1652
   2024      6      1   12.00     25584.00   0.18487E+02   0.00000E+00   0.18487E+02   0.18784E+02   0.19368E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48846E+02   0.11767E+03  -0.25824E+03  -0.63165E+03   0.39137E-02   0.45812E-05   0.14812E-02       0.16     210.43     0.0000  0.00   0.62480E-01  -0.23563E+00    18.7961    18.8267    18.8541    18.9415    19.1296
   2024      6      2   12.00     25608.00   0.18776E+02   0.00000E+00   0.18776E+02   0.19259E+02   0.19830E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55804E+02   0.14915E+03  -0.30016E+03  -0.60323E+03   0.55774E-02   0.11266E-04   0.11009E-01       0.16     246.50     0.0000  0.00   0.16089E-01  -0.36214E+01    19.2862    19.3208    19.3539    19.4372    19.6177
   2024      6      3   12.00     25632.00   0.17600E+02   0.00000E+00   0.17600E+02   0.18371E+02   0.19014E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95184E+02   0.21183E+03  -0.42296E+03  -0.72747E+03   0.11458E-01   0.24073E-03   0.15408E+00       0.16     316.11     0.0000  0.00   0.36835E-01  -0.14508E+02    18.4104    18.4571    18.5019    18.5994    18.8209
   2024      6      4   12.00     25656.00   0.15591E+02   0.00000E+00   0.15591E+02   0.16441E+02   0.17262E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13243E+03   0.21734E+03  -0.45763E+03  -0.89919E+03   0.12125E-01   0.28954E-03   0.18516E+00       0.16     277.36     0.0000  0.00   0.12600E-02  -0.16311E+02    16.4883    16.5458    16.5984    16.7191    17.0163
   2024      6      5   12.00     25680.00   0.15202E+02   0.00000E+00   0.15202E+02   0.15643E+02   0.16532E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85221E+02   0.13442E+03  -0.30887E+03  -0.92862E+03   0.51429E-02   0.17509E-04   0.14467E-01       0.16     218.45     0.0000  0.00  -0.92478E-02  -0.35322E+01    15.6638    15.7011    15.7467    15.8841    16.1538
   2024      6      6   12.00     25704.00   0.17838E+02   0.00000E+00   0.17838E+02   0.18064E+02   0.18719E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52722E+02   0.11092E+03  -0.25924E+03  -0.69603E+03   0.33182E-02   0.35216E-05   0.80653E-03       0.16     232.55     0.0000  0.00   0.47351E-01   0.26467E+00    18.0725    18.0937    18.1213    18.2236    18.4351
   2024      6      7   12.00     25728.00   0.18411E+02   0.00000E+00   0.18411E+02   0.18849E+02   0.19467E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57338E+02   0.14663E+03  -0.29473E+03  -0.63605E+03   0.48036E-02   0.56199E-05   0.34655E-02       0.16     246.64     0.0000  0.00   0.86273E-01   0.12673E+01    18.8718    18.9024    18.9352    19.0271    19.2133
   2024      6      8   12.00     25752.00   0.18916E+02   0.00000E+00   0.18916E+02   0.19237E+02   0.19802E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50450E+02   0.13458E+03  -0.26537E+03  -0.59590E+03   0.43201E-02   0.47421E-05   0.22020E-02       0.16     226.84     0.0000  0.00   0.75123E-01   0.56046E+00    19.2525    19.2786    19.3068    19.3927    19.5710
   2024      6      9   12.00     25776.00   0.19191E+02   0.00000E+00   0.19191E+02   0.19564E+02   0.20119E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43825E+02   0.15293E+03  -0.26831E+03  -0.56308E+03   0.52780E-02   0.58993E-05   0.52185E-02       0.16     218.82     0.0000  0.00   0.11777E+00  -0.43946E+00    19.5844    19.6120    19.6418    19.7264    19.9043
   2024      6     10   12.00     25800.00   0.19765E+02   0.00000E+00   0.19765E+02   0.20028E+02   0.20521E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28610E+02   0.12380E+03  -0.22734E+03  -0.51600E+03   0.41886E-02   0.48904E-05   0.26229E-02       0.16     216.54     0.0000  0.00   0.63331E-01  -0.87918E+00    20.0382    20.0608    20.0851    20.1611    20.3231
   2024      6     11   12.00     25824.00   0.20012E+02   0.00000E+00   0.20012E+02   0.20406E+02   0.20886E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55338E+02   0.14413E+03  -0.29114E+03  -0.50128E+03   0.48404E-02   0.69121E-05   0.50426E-02       0.16     239.67     0.0000  0.00  -0.49653E-01  -0.23063E+01    20.4257    20.4552    20.4822    20.5531    20.6961
   2024      6     12   12.00     25848.00   0.18762E+02   0.00000E+00   0.18762E+02   0.19311E+02   0.19908E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78890E+02   0.15266E+03  -0.32306E+03  -0.61118E+03   0.53431E-02   0.81107E-05   0.65779E-02       0.16     243.32     0.0000  0.00  -0.93249E-01  -0.22166E+01    19.3408    19.3748    19.4089    19.4979    19.6762
   2024      6     13   12.00     25872.00   0.19597E+02   0.00000E+00   0.19597E+02   0.19735E+02   0.20257E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49584E+02   0.98689E+02  -0.24096E+03  -0.55351E+03   0.22308E-02   0.26732E-05   0.21637E-03       0.16     228.66     0.0000  0.00  -0.30425E-02  -0.31627E+00    19.7392    19.7533    19.7745    19.8582    20.0333
   2024      6     14   12.00     25896.00   0.20618E+02   0.00000E+00   0.20618E+02   0.20788E+02   0.21224E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42525E+02   0.10332E+03  -0.25096E+03  -0.46727E+03   0.28244E-02   0.29288E-05   0.30476E-03       0.16     261.56     0.0000  0.00   0.28406E-01  -0.42243E+00    20.7943    20.8107    20.8295    20.8984    21.0475
   2024      6     15   12.00     25920.00   0.21110E+02   0.00000E+00   0.21110E+02   0.21442E+02   0.21847E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40474E+02   0.13229E+03  -0.28548E+03  -0.42187E+03   0.37002E-02   0.43782E-05   0.15904E-02       0.16     282.70     0.0000  0.00   0.24863E-01  -0.14201E+01    21.4581    21.4817    21.5032    21.5640    21.7015
   2024      6     16   12.00     25944.00   0.20968E+02   0.00000E+00   0.20968E+02   0.21436E+02   0.21867E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37338E+02   0.15302E+03  -0.30188E+03  -0.43879E+03   0.47207E-02   0.65238E-05   0.41272E-02       0.16     320.36     0.0000  0.00   0.17425E-01  -0.25045E+01    21.4597    21.4898    21.5144    21.5767    21.7195
   2024      6     17   12.00     25968.00   0.21440E+02   0.00000E+00   0.21440E+02   0.21956E+02   0.22355E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40173E+02   0.17703E+03  -0.32448E+03  -0.40151E+03   0.55179E-02   0.87666E-05   0.83333E-02       0.16     341.99     0.0000  0.00  -0.37165E-02  -0.35476E+01    21.9848    22.0208    22.0468    22.1002    22.2242
   2024      6     18   12.00     25992.00   0.22337E+02   0.00000E+00   0.22337E+02   0.22554E+02   0.22854E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34554E+02   0.12209E+03  -0.25463E+03  -0.32817E+03   0.26881E-02   0.34063E-05   0.16666E-02       0.16     306.49     0.0000  0.00  -0.14626E-02  -0.45705E+00    22.5650    22.5827    22.5993    22.6442    22.7549
   2024      6     19   12.00     26016.00   0.21487E+02   0.00000E+00   0.21487E+02   0.21887E+02   0.22255E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54080E+02   0.14339E+03  -0.27099E+03  -0.36367E+03   0.41752E-02   0.52150E-05   0.25686E-02       0.16     208.09     0.0000  0.00   0.58804E-02   0.20158E+01    21.9080    21.9346    21.9568    22.0108    22.1268
   2024      6     20   12.00     26040.00   0.21141E+02   0.00000E+00   0.21141E+02   0.21248E+02   0.21603E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28416E+02   0.84530E+02  -0.18172E+03  -0.39658E+03   0.16882E-02   0.18815E-05   0.15190E-03       0.16     161.89     0.0000  0.00   0.18393E-03   0.82633E-01    21.2507    21.2626    21.2790    21.3347    21.4646
   2024      6     21   12.00     26064.00   0.21097E+02   0.00000E+00   0.21097E+02   0.21427E+02   0.21804E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36188E+02   0.12641E+03  -0.23223E+03  -0.39584E+03   0.43568E-02   0.56846E-05   0.33786E-02       0.16     201.82     0.0000  0.00  -0.35748E-02  -0.21886E+01    21.4433    21.4669    21.4893    21.5444    21.6735
   2024      6     22   12.00     26088.00   0.20419E+02   0.00000E+00   0.20419E+02   0.20869E+02   0.21317E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60090E+02   0.16100E+03  -0.29491E+03  -0.46942E+03   0.63996E-02   0.13678E-04   0.14694E-01       0.16     237.18     0.0000  0.00  -0.39258E-01  -0.45224E+01    20.8937    20.9269    20.9559    21.0185    21.1592
   2024      6     23   12.00     26112.00   0.19215E+02   0.00000E+00   0.19215E+02   0.19869E+02   0.20432E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74357E+02   0.18723E+03  -0.34610E+03  -0.58113E+03   0.87958E-02   0.59890E-04   0.52917E-01       0.16     282.88     0.0000  0.00  -0.87669E-01  -0.85235E+01    19.9052    19.9511    19.9893    20.0691    20.2463
   2024      6     24   12.00     26136.00   0.19512E+02   0.00000E+00   0.19512E+02   0.20033E+02   0.20548E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61771E+02   0.16863E+03  -0.32013E+03  -0.57500E+03   0.75840E-02   0.43779E-04   0.34391E-01       0.16     319.07     0.0000  0.00  -0.23765E-01  -0.66699E+01    20.0615    20.0976    20.1298    20.2024    20.3710
   2024      6     25   12.00     26160.00   0.21822E+02   0.00000E+00   0.21822E+02   0.22043E+02   0.22365E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34098E+02   0.11039E+03  -0.24108E+03  -0.36466E+03   0.33211E-02   0.41224E-05   0.25693E-02       0.16     292.84     0.0000  0.00   0.26331E-01   0.46317E+00    22.0535    22.0722    22.0894    22.1364    22.2501
   2024      6     26   12.00     26184.00   0.20237E+02   0.00000E+00   0.20237E+02   0.20827E+02   0.21257E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55853E+02   0.18297E+03  -0.31754E+03  -0.46700E+03   0.86387E-02   0.51091E-04   0.47372E-01       0.16     203.02     0.0000  0.00   0.16700E+00   0.71920E+01    20.8604    20.8974    20.9275    20.9856    21.1164
   2024      6     27   12.00     26208.00   0.18019E+02   0.00000E+00   0.18019E+02   0.18538E+02   0.19111E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62290E+02   0.15301E+03  -0.27298E+03  -0.64702E+03   0.87611E-02   0.63008E-04   0.49313E-01       0.16     119.65     0.0000  0.00   0.13211E+00   0.77876E+01    18.5660    18.6007    18.6374    18.7187    18.9058
   2024      6     28   12.00     26232.00   0.17087E+02   0.00000E+00   0.17087E+02   0.17541E+02   0.18200E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61013E+02   0.12579E+03  -0.23715E+03  -0.71991E+03   0.67670E-02   0.16576E-04   0.17833E-01       0.16      96.17     0.0000  0.00   0.56896E-02   0.51481E+01    17.5621    17.5971    17.6358    17.7321    17.9267
   2024      6     29   12.00     26256.00   0.18133E+02   0.00000E+00   0.18133E+02   0.18315E+02   0.18915E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32696E+02   0.75208E+02  -0.16495E+03  -0.63767E+03   0.32981E-02   0.42022E-05   0.18189E-02       0.16     128.82     0.0000  0.00   0.82076E-02   0.12433E+01    18.3198    18.3390    18.3663    18.4612    18.6654
   2024      6     30   12.00     26280.00   0.20330E+02   0.00000E+00   0.20330E+02   0.20472E+02   0.20908E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27596E+02   0.92804E+02  -0.18869E+03  -0.46304E+03   0.32294E-02   0.31610E-05   0.69783E-03       0.16     194.72     0.0000  0.00   0.38494E-01   0.54374E+00    20.4771    20.4931    20.5131    20.5811    20.7315
   2024      7      1   12.00     26304.00   0.21174E+02   0.00000E+00   0.21174E+02   0.21471E+02   0.21859E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31399E+02   0.12583E+03  -0.23817E+03  -0.40426E+03   0.42750E-02   0.47849E-05   0.24603E-02       0.16     259.52     0.0000  0.00   0.41150E-01   0.17732E+01    21.4856    21.5095    21.5316    21.5897    21.7179
   2024      7      2   12.00     26328.00   0.21399E+02   0.00000E+00   0.21399E+02   0.21842E+02   0.22232E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49218E+02   0.15729E+03  -0.28818E+03  -0.38218E+03   0.59391E-02   0.12357E-04   0.13397E-01       0.16     267.82     0.0000  0.00  -0.73961E-01   0.35136E+01    21.8687    21.9022    21.9270    21.9816    22.1066
   2024      7      3   12.00     26352.00   0.19472E+02   0.00000E+00   0.19472E+02   0.20103E+02   0.20592E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70729E+02   0.17599E+03  -0.30600E+03  -0.52647E+03   0.98681E-02   0.75584E-04   0.70549E-01       0.16     187.24     0.0000  0.00  -0.27548E+00   0.78505E+01    20.1360    20.1833    20.2166    20.2822    20.4393
   2024      7      4   12.00     26376.00   0.17552E+02   0.00000E+00   0.17552E+02   0.18113E+02   0.18710E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74616E+02   0.14829E+03  -0.26672E+03  -0.67521E+03   0.11371E-01   0.15400E-03   0.12247E+00       0.16     103.38     0.0000  0.00  -0.34958E+00   0.10570E+02    18.1412    18.1819    18.2230    18.3078    18.5142
   2024      7      5   12.00     26400.00   0.16882E+02   0.00000E+00   0.16882E+02   0.17303E+02   0.17927E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68079E+02   0.12595E+03  -0.23134E+03  -0.74087E+03   0.98270E-02   0.76800E-04   0.76235E-01       0.16     105.46     0.0000  0.00  -0.22440E+00   0.88911E+01    17.3232    17.3583    17.4021    17.4941    17.7099
   2024      7      6   12.00     26424.00   0.17203E+02   0.00000E+00   0.17203E+02   0.17670E+02   0.18314E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70248E+02   0.13299E+03  -0.24704E+03  -0.71048E+03   0.77865E-02   0.18806E-04   0.26259E-01       0.16     126.81     0.0000  0.00  -0.18066E+00   0.41901E+01    17.6953    17.7338    17.7748    17.8674    18.0586
   2024      7      7   12.00     26448.00   0.17808E+02   0.00000E+00   0.17808E+02   0.18012E+02   0.18639E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47136E+02   0.90179E+02  -0.18727E+03  -0.66900E+03   0.38418E-02   0.60886E-05   0.52802E-02       0.16     130.35     0.0000  0.00  -0.68513E-01   0.20748E+00    18.0205    18.0410    18.0686    18.1667    18.3718
   2024      7      8   12.00     26472.00   0.19493E+02   0.00000E+00   0.19493E+02   0.19612E+02   0.20109E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32958E+02   0.74717E+02  -0.16065E+03  -0.51703E+03   0.27722E-02   0.28638E-05   0.37297E-03       0.16     130.00     0.0000  0.00   0.28995E-01  -0.20077E+00    19.6153    19.6287    19.6497    19.7300    19.8939
   2024      7      9   12.00     26496.00   0.19299E+02   0.00000E+00   0.19299E+02   0.19648E+02   0.20144E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48542E+02   0.10807E+03  -0.21036E+03  -0.51028E+03   0.43348E-02   0.55763E-05   0.34879E-02       0.16      83.08     0.0000  0.00   0.38660E-01   0.19715E+01    19.6661    19.6926    19.7199    19.7938    19.9450
   2024      7     10   12.00     26520.00   0.17803E+02   0.00000E+00   0.17803E+02   0.18050E+02   0.18655E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40447E+02   0.78487E+02  -0.16779E+03  -0.64020E+03   0.34168E-02   0.44943E-05   0.23719E-02       0.16      39.07     0.0000  0.00   0.16021E-01   0.15143E+01    18.0602    18.0830    18.1109    18.2041    18.3992
   2024      7     11   12.00     26544.00   0.18062E+02   0.00000E+00   0.18062E+02   0.18359E+02   0.18944E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42141E+02   0.87049E+02  -0.18080E+03  -0.61686E+03   0.41141E-02   0.59000E-05   0.54660E-02       0.16      66.62     0.0000  0.00  -0.24495E-01   0.22107E+01    18.3740    18.3997    18.4289    18.5180    18.7065
   2024      7     12   12.00     26568.00   0.17250E+02   0.00000E+00   0.17250E+02   0.17723E+02   0.18367E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52965E+02   0.11749E+03  -0.22207E+03  -0.68863E+03   0.66562E-02   0.13795E-04   0.15676E-01       0.16      84.18     0.0000  0.00  -0.97926E-01   0.42240E+01    17.7493    17.7831    17.8214    17.9153    18.1124
   2024      7     13   12.00     26592.00   0.17156E+02   0.00000E+00   0.17156E+02   0.17530E+02   0.18196E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45868E+02   0.98168E+02  -0.20225E+03  -0.69973E+03   0.46505E-02   0.59060E-05   0.41994E-02       0.16      83.70     0.0000  0.00  -0.24475E-01   0.21550E+01    17.5481    17.5783    17.6126    17.7137    17.9300
   2024      7     14   12.00     26616.00   0.16869E+02   0.00000E+00   0.16869E+02   0.17277E+02   0.17994E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58347E+02   0.11716E+03  -0.23954E+03  -0.72951E+03   0.52295E-02   0.62979E-05   0.50755E-02       0.16      88.12     0.0000  0.00   0.10348E+00   0.11231E+01    17.2969    17.3301    17.3681    17.4789    17.6949
   2024      7     15   12.00     26640.00   0.15659E+02   0.00000E+00   0.15659E+02   0.16195E+02   0.16991E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68916E+02   0.12708E+03  -0.25234E+03  -0.82408E+03   0.71127E-02   0.11803E-04   0.16838E-01       0.16      63.81     0.0000  0.00   0.20841E+00   0.97360E+00    16.2258    16.2627    16.3085    16.4272    16.6618
   2024      7     16   12.00     26664.00   0.15319E+02   0.00000E+00   0.15319E+02   0.15686E+02   0.16456E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59000E+02   0.10852E+03  -0.21929E+03  -0.86623E+03   0.62093E-02   0.10546E-04   0.10492E-01       0.16      62.59     0.0000  0.00   0.15888E+00   0.10692E+01    15.7037    15.7359    15.7759    15.8912    16.1282
   2024      7     17   12.00     26688.00   0.16266E+02   0.00000E+00   0.16266E+02   0.16588E+02   0.17354E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50105E+02   0.10390E+03  -0.20931E+03  -0.78310E+03   0.47837E-02   0.54370E-05   0.33977E-02       0.16      98.64     0.0000  0.00   0.91292E-01  -0.79507E+00    16.6034    16.6329    16.6690    16.7880    17.0334
   2024      7     18   12.00     26712.00   0.16766E+02   0.00000E+00   0.16766E+02   0.17203E+02   0.17918E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53418E+02   0.11774E+03  -0.23093E+03  -0.74083E+03   0.53085E-02   0.62621E-05   0.53127E-02       0.16     129.20     0.0000  0.00   0.10524E+00  -0.15303E+01    17.2291    17.2626    17.2989    17.4057    17.6255
   2024      7     19   12.00     26736.00   0.18168E+02   0.00000E+00   0.18168E+02   0.18363E+02   0.18985E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33048E+02   0.90515E+02  -0.20818E+03  -0.65329E+03   0.37136E-02   0.42481E-05   0.13031E-02       0.17     195.57     0.0000  0.00   0.59558E-01  -0.25763E+00    18.3698    18.3896    18.4168    18.5153    18.7242
   2024      7     20   12.00     26760.00   0.20874E+02   0.00000E+00   0.20874E+02   0.20960E+02   0.21362E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22463E+02   0.74830E+02  -0.20694E+03  -0.43687E+03   0.19221E-02   0.21307E-05   0.54362E-04       0.17     261.70     0.0000  0.00   0.11690E-01   0.22488E+00    20.9611    20.9714    20.9874    21.0521    21.1958
