 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.6905E-71 -0.1107E-09  0.6095E-13 -0.4503E-13  0.1685-146  0.0000E+00  0.1058E-12  0.1011E-09
   -0.250000    0.760  0.0000E+00  999.914  0.5327E-73  0.1843E-08  0.4531E-13 -0.3355E-13  0.9163-150  0.0000E+00  0.6920E-13  0.1339E-09
   -0.500000    1.260  0.0000E+00  999.939  0.5864E-75  0.7642E-08  0.1323E-12 -0.9795E-13  0.1176-151  0.0000E+00  0.1873E-12  0.1461E-08
   -0.750000    1.593  0.0000E+00  999.953  0.4076E-76  0.9007E-08  0.1519E-12  0.6637E-12  0.4440-154  0.0000E+00 -0.5541E-12  0.1620E-03
   -1.000000    1.882  0.0000E+00  999.963  0.3923E-76  0.8774E-08  0.1492E-12 -0.1716E-13  0.1300-154  0.0000E+00  0.1250E-12  0.4262E-04
   -1.250000    2.239  0.0000E+00  999.974  0.4654E-78  0.3371E-08  0.6942E-13 -0.5139E-13  0.1315-158  0.0000E+00  0.1092E-12  0.2312E-09
   -1.500000    2.756  0.0000E+00  999.987  0.1736E-80  0.8792E-09  0.7283E-13 -0.5392E-13  0.1604-164  0.0000E+00  0.1247E-12  0.1294E-09
   -1.750000    3.514  0.0000E+00  999.998  0.1118E-83  0.7435E-08  0.1289E-11 -0.7152E-12  0.2561-170  0.0000E+00  0.1995E-11  0.2031E-05
   -2.000000    4.014  0.0000E+00 1000.000  0.6093E-87  0.1864E-07  0.2978E-11  0.4150E-11  0.5002-174  0.0000E+00 -0.1207E-11  0.4718E-04
   -2.250000    4.017  0.0000E+00 1000.000  0.1764E-87  0.2009E-07  0.3462E-11  0.4868E-11  0.7075-175  0.0000E+00 -0.1442E-11  0.5113E-04
   -2.500000    4.020  0.0000E+00 1000.000  0.3160E-88  0.2022E-07  0.4600E-11  0.5440E-11  0.4043-176  0.0000E+00 -0.8754E-12  0.3477E-04
