 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.3650E-91 -0.4110E-10  0.2390E-13 -0.1766E-13  0.4656-187  0.0000E+00  0.4177E-13  0.1000E-09
   -0.250000    0.803  0.0000E+00  999.916  0.2819E-93  0.6967E-09  0.1600E-13 -0.1185E-13  0.1640-190  0.0000E+00  0.1948E-13  0.1072E-09
   -0.500000    1.361  0.0000E+00  999.943  0.3463E-95  0.2511E-08  0.3755E-13 -0.2780E-13  0.8992-193  0.0000E+00  0.3443E-13  0.3234E-09
   -0.750000    1.753  0.0000E+00  999.959  0.8120E-97  0.3484E-08  0.5007E-13  0.1955E-12  0.1038-195  0.0000E+00 -0.1853E-12  0.7285E-04
   -1.000000    2.117  0.0000E+00  999.971  0.5043E-97  0.3196E-08  0.4880E-13 -0.3614E-13  0.2109-195  0.0000E+00  0.4665E-13  0.2117E-08
   -1.250000    2.585  0.0000E+00  999.983  0.3252E-99  0.1401E-08  0.5528E-13 -0.4092E-13  0.3974-201  0.0000E+00  0.8483E-13  0.1551E-09
   -1.500000    3.276  0.0000E+00  999.994  0.1296-101  0.5186E-08  0.4588E-12 -0.3011E-12  0.1700-206  0.0000E+00  0.7613E-12  0.1446E-05
   -1.750000    3.962  0.0000E+00 1000.000  0.8186-105  0.2126E-07  0.2510E-11  0.1793E-11  0.4746-211  0.0000E+00  0.6798E-12  0.5586E-04
   -2.000000    4.013  0.0000E+00 1000.000  0.2340-106  0.2304E-07  0.2819E-11  0.4114E-11  0.7263-213  0.0000E+00 -0.1335E-11  0.8441E-04
   -2.250000    4.016  0.0000E+00 1000.000  0.8194-107  0.2376E-07  0.3243E-11  0.4430E-11  0.1551-213  0.0000E+00 -0.1228E-11  0.7668E-04
   -2.500000    4.019  0.0000E+00 1000.000  0.1763-107  0.2340E-07  0.4350E-11  0.4867E-11  0.1226-214  0.0000E+00 -0.5572E-12  0.4559E-04
