 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000    0.00000  0.0000E+00  0.4090E-09  0.3753E-12  0.1000E-09  0.5363E-88  0.2942E+17
   -0.068733    0.47088  0.0000E+00  0.2766E-08  0.2498E-12  0.1000E-09  0.1311E-88  0.1859E+17
   -0.137467    0.80651  0.0000E+00  0.6686E-08  0.2497E-12  0.1161E-09  0.3128E-89  0.1139E+17
   -0.206201    1.03211  0.0000E+00  0.1210E-07  0.2988E-12  0.2329E-09  0.7405E-90  0.6592E+16
   -0.274936    1.17140  0.0000E+00  0.1919E-07  0.3847E-12  0.5090E-09  0.2285E-90  0.3902E+16
   -0.343672    1.25740  0.0000E+00  0.2831E-07  0.5069E-12  0.1155E-08  0.7293E-91  0.2279E+16
   -0.412408    1.30899  0.0000E+00  0.3998E-07  0.6698E-12  0.2669E-08  0.2272E-91  0.1311E+16
   -0.481144    1.33916  0.0000E+00  0.5484E-07  0.8803E-12  0.6549E-08  0.6484E-92  0.7089E+15
   -0.549881    1.35563  0.0000E+00  0.7243E-07  0.1131E-11  0.6644E-07  0.1375E-92  0.1358E+15
   -0.618618    1.35882  0.0000E+00  0.7252E-07  0.1132E-11  0.1267E-02  0.1255E-93  0.1288E+11
   -0.687356    1.35882  0.0000E+00  0.7254E-07  0.1133E-11  0.1431E-02  0.1235E-93 -0.2562E+11
   -0.756094    1.35882  0.0000E+00  0.7254E-07  0.1133E-11  0.1436E-02  0.1220E-93 -0.2132E+11
   -0.824833    1.35881  0.0000E+00  0.7252E-07  0.1132E-11  0.1430E-02  0.1209E-93 -0.1053E+11
   -0.893571    1.35881  0.0000E+00  0.7248E-07  0.1132E-11  0.5619E-03  0.1202E-93  0.1725E+14
   -0.962310    1.35923  0.0000E+00  0.6775E-07  0.1071E-11  0.3533E-07  0.1194E-93  0.2044E+15
   -1.031049    1.36403  0.0000E+00  0.5118E-07  0.8527E-12  0.5029E-08  0.3477E-94  0.8888E+15
   -1.099789    1.38490  0.0000E+00  0.3719E-07  0.6763E-12  0.2080E-08  0.8698E-95  0.1683E+16
   -1.168528    1.42489  0.0000E+00  0.2596E-07  0.5494E-12  0.1097E-08  0.2105E-95  0.2588E+16
   -1.237268    1.48771  0.0000E+00  0.1716E-07  0.4761E-12  0.6718E-09  0.4958E-96  0.3660E+16
   -1.306007    1.57952  0.0000E+00  0.1065E-07  0.4729E-12  0.4890E-09  0.1137E-96  0.4986E+16
   -1.374747    1.71095  0.0000E+00  0.6654E-08  0.5957E-12  0.4248E-09  0.2536E-97  0.7176E+16
   -1.443486    1.91564  0.0000E+00  0.6181E-08  0.1058E-11  0.5626E-09  0.5447E-98  0.9551E+16
   -1.512226    2.22689  0.0000E+00  0.1244E-07  0.2644E-11  0.1215E-08  0.8589E-99  0.1106E+17
   -1.580966    2.68200  0.0000E+00  0.3609E-07  0.7708E-11  0.4097E-08  0.1170E-99  0.9903E+16
   -1.649705    3.32303  0.0000E+00  0.1071E-06  0.2234E-10  0.5157E-07  0.1525-100  0.3712E+16
   -1.718444    4.02218  0.0000E+00  0.1249E-06  0.2638E-10  0.1674E-03  0.1864-101  0.1131E+15
   -1.787183    4.09483  0.0000E+00  0.1273E-06  0.2701E-10  0.2043E-03  0.6653-103 -0.1176E+13
   -1.855922    4.09554  0.0000E+00  0.1290E-06  0.2761E-10  0.2107E-03  0.5292-103 -0.1256E+13
   -1.924661    4.09628  0.0000E+00  0.1304E-06  0.2828E-10  0.2126E-03  0.4175-103 -0.1302E+13
   -1.993399    4.09704  0.0000E+00  0.1316E-06  0.2902E-10  0.2119E-03  0.3283-103 -0.1356E+13
   -2.062137    4.09782  0.0000E+00  0.1324E-06  0.2987E-10  0.2091E-03  0.2565-103 -0.1389E+13
   -2.130875    4.09862  0.0000E+00  0.1330E-06  0.3085E-10  0.2048E-03  0.1969-103 -0.1428E+13
   -2.199612    4.09943  0.0000E+00  0.1332E-06  0.3201E-10  0.1989E-03  0.1479-103 -0.1480E+13
   -2.268349    4.10027  0.0000E+00  0.1331E-06  0.3342E-10  0.1912E-03  0.1062-103 -0.1554E+13
   -2.337086    4.10114  0.0000E+00  0.1327E-06  0.3525E-10  0.1810E-03  0.7396-104 -0.1657E+13
   -2.405822    4.10206  0.0000E+00  0.1318E-06  0.3774E-10  0.1678E-03  0.4956-104 -0.1810E+13
   -2.474557    4.10306  0.0000E+00  0.1303E-06  0.4142E-10  0.1503E-03  0.3170-104 -0.2052E+13
   -2.543292    4.10419  0.0000E+00  0.1273E-06  0.4848E-10  0.1031E-03  0.1906-104 -0.3069E+13
   -2.612027    4.10585  0.0000E+00  0.1204E-06  0.6754E-10  0.5182E-04  0.8580-105 -0.6432E+13
   -2.680760    4.10927  0.0000E+00  0.7680E-07  0.2380E-09  0.4058E-05  0.2379-105 -0.1061E+15
   -2.749494    4.15583  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2596-105  0.0000E+00
