 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - turbulent kinetic energy, m**2/s**2
 5 - dissipation rate, m**2/s**3
 6 - kinematic heat conductance, m**2/s
 7 - modulus of horizontal velocity, m/s
 8 - Richardson number, n/d
   -0.000000   -0.00000  0.3766E-09  0.3349E-08  0.5304E-11  0.1031E-08  0.3016-105  0.2581E+17
   -0.068745    0.40953  0.5864E-10  0.3474E-07  0.3438E-11  0.1009E-08  0.7510-106  0.1736E+17
   -0.137492    0.71556  0.7203E-10  0.8851E-07  0.3285E-11  0.1569E-08  0.1826-106  0.1077E+17
   -0.206238    0.92177  0.7139E-10  0.1596E-06  0.3689E-11  0.3200E-08  0.4345-107  0.6029E+16
   -0.274986    1.04381  0.7134E-10  0.2464E-06  0.4414E-11  0.8911E-08  0.1060-107  0.2735E+16
   -0.343733    1.10099  0.7133E-10  0.3433E-06  0.5330E-11  0.4509E-07  0.3045-108  0.9166E+15
   -0.412482    1.12046  0.7133E-10  0.3602E-06  0.5471E-11  0.4958E-02  0.6219-109  0.9501E+14
   -0.481231    1.12250  0.7133E-10  0.3606E-06  0.5474E-11  0.6904E-02  0.6217-109  0.3557E+12
   -0.549980    1.12251  0.7133E-10  0.3606E-06  0.5474E-11  0.7280E-02  0.6216-109 -0.1522E+11
   -0.618730    1.12250  0.7133E-10  0.3606E-06  0.5474E-11  0.7273E-02  0.6215-109 -0.1424E+11
   -0.687480    1.12250  0.7133E-10  0.3606E-06  0.5474E-11  0.7286E-02  0.6215-109 -0.1124E+11
   -0.756230    1.12250  0.7133E-10  0.3606E-06  0.5474E-11  0.7064E-02  0.6214-109 -0.5913E+10
   -0.824981    1.12250  0.7133E-10  0.3606E-06  0.5474E-11  0.5840E-02  0.6213-109  0.1384E+14
   -0.893732    1.12280  0.7133E-10  0.3563E-06  0.5428E-11  0.7188E-03  0.6212-109  0.1466E+15
   -0.962483    1.12595  0.7132E-10  0.3229E-06  0.4992E-11  0.3857E-07  0.6211-109  0.7429E+15
   -1.031234    1.14186  0.7127E-10  0.2556E-06  0.4081E-11  0.1505E-07  0.3098-109  0.1431E+16
   -1.099986    1.17273  0.7110E-10  0.1970E-06  0.3281E-11  0.9449E-08  0.9195-110  0.1839E+16
   -1.168738    1.21296  0.7082E-10  0.1478E-06  0.2616E-11  0.5661E-08  0.2629-110  0.2452E+16
   -1.237490    1.26756  0.7042E-10  0.1073E-06  0.2089E-11  0.3323E-08  0.7277-111  0.3340E+16
   -1.306242    1.34389  0.7001E-10  0.7452E-07  0.1702E-11  0.1963E-08  0.1957-111  0.4603E+16
   -1.374994    1.45315  0.6974E-10  0.4886E-07  0.1471E-11  0.1174E-08  0.5128-112  0.6595E+16
   -1.443746    1.61902  0.6959E-10  0.3010E-07  0.1447E-11  0.8042E-09  0.1310-112  0.9323E+16
   -1.512498    1.87680  0.6936E-10  0.1903E-07  0.1794E-11  0.7777E-09  0.3266-113  0.1176E+17
   -1.581249    2.25843  0.6894E-10  0.1854E-07  0.3109E-11  0.1256E-08  0.7946-114  0.1256E+17
   -1.650001    2.79681  0.6836E-10  0.3732E-07  0.7459E-11  0.4131E-08  0.1882-114  0.9403E+16
   -1.718753    3.49640  0.6787E-10  0.9919E-07  0.1987E-10  0.6639E-07  0.4179-115  0.1942E+16
   -1.787504    4.09607  0.6776E-10  0.1025E-06  0.2056E-10  0.1919E-03  0.1825-116 -0.1065E+13
   -1.856255    4.09669  0.6776E-10  0.1038E-06  0.2095E-10  0.1870E-03  0.1521-116 -0.1110E+13
   -1.925006    4.09733  0.6776E-10  0.1050E-06  0.2139E-10  0.1868E-03  0.1242-116 -0.1130E+13
   -1.993757    4.09798  0.6776E-10  0.1058E-06  0.2188E-10  0.1858E-03  0.9830-117 -0.1157E+13
   -2.062508    4.09863  0.6776E-10  0.1064E-06  0.2244E-10  0.1835E-03  0.7422-117 -0.1185E+13
   -2.131258    4.09931  0.6776E-10  0.1067E-06  0.2311E-10  0.1797E-03  0.5432-117 -0.1223E+13
   -2.200007    4.09999  0.6776E-10  0.1067E-06  0.2394E-10  0.1743E-03  0.3910-117 -0.1277E+13
   -2.268757    4.10071  0.6776E-10  0.1064E-06  0.2498E-10  0.1670E-03  0.2745-117 -0.1352E+13
   -2.337506    4.10146  0.6776E-10  0.1057E-06  0.2634E-10  0.1575E-03  0.1879-117 -0.1461E+13
   -2.406254    4.10226  0.6776E-10  0.1045E-06  0.2821E-10  0.1453E-03  0.1242-117 -0.1624E+13
   -2.475002    4.10315  0.6776E-10  0.1023E-06  0.3119E-10  0.1226E-03  0.8001-118 -0.1977E+13
   -2.543749    4.10423  0.6776E-10  0.9795E-07  0.3716E-10  0.7675E-04  0.4803-118 -0.3303E+13
   -2.612496    4.10600  0.6776E-10  0.8887E-07  0.5102E-10  0.3826E-04  0.2534-118 -0.7021E+13
   -2.681242    4.10968  0.6776E-10  0.4475E-07  0.1469E-09  0.2391E-05  0.1055-118 -0.1418E+15
   -2.749987    4.16858  0.6776E-10  0.0000E+00  0.0000E+00  0.0000E+00  0.1442-118  0.0000E+00
