 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2969E-09  999.868  0.1564E-87 -0.1498E-08  0.7996E-12 -0.5876E-12  0.2698-178  0.0000E+00  0.1394E-11  0.2224E-09
   -0.250000    0.666  0.7599E-10  999.909  0.1152E-89  0.2175E-07  0.4867E-12 -0.3604E-12  0.1880-181  0.0000E+00  0.6211E-12  0.8306E-09
   -0.500000    1.074  0.7552E-10  999.930  0.7840E-91  0.3700E-07  0.6267E-12  0.1591E-11  0.2617-185  0.0000E+00 -0.1258E-11  0.6086E-03
   -0.750000    1.362  0.7552E-10  999.943  0.7835E-91  0.3715E-07  0.6282E-12  0.1607E-11  0.8012-186  0.0000E+00 -0.1272E-11  0.6532E-03
   -1.000000    1.682  0.7542E-10  999.956  0.7252E-91  0.3555E-07  0.6083E-12 -0.4504E-12  0.1351-183  0.0000E+00  0.7755E-12  0.2481E-07
   -1.250000    2.132  0.7432E-10  999.970  0.1583E-92  0.1381E-07  0.2710E-12 -0.2006E-12  0.8509-187  0.0000E+00  0.3651E-12  0.7427E-09
   -1.500000    2.797  0.7332E-10  999.986  0.1284E-94  0.5447E-08  0.2871E-12 -0.2125E-12  0.4289-192  0.0000E+00  0.4771E-12  0.5718E-09
   -1.750000    3.693  0.7177E-10  999.998  0.6980E-97  0.1553E-07  0.1686E-11  0.8321E-13  0.3685-197  0.0000E+00  0.1603E-11  0.3264E-04
   -2.000000    4.024  0.7163E-10 1000.000  0.6982-100  0.2826E-07  0.3944E-11  0.5834E-11  0.1177-198  0.0000E+00 -0.1932E-11  0.9091E-04
   -2.250000    4.026  0.7163E-10 1000.000  0.2170-100  0.2921E-07  0.4513E-11  0.6434E-11  0.8246-201  0.0000E+00 -0.1967E-11  0.8185E-04
   -2.500000    4.030  0.7163E-10 1000.000  0.5007-101  0.2834E-07  0.6118E-11  0.7505E-11  0.6886-202  0.0000E+00 -0.1432E-11  0.4783E-04
   -2.750000    4.095  0.7163E-10 1000.000  0.1198-101  0.1275E-07  0.2979E-10  0.1400E-10  0.3011-204  0.0000E+00  0.1577E-10  0.1177E-05
