 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2515E-09  999.868  0.1130E-77 -0.1628E-08  0.8609E-12 -0.6329E-12  0.1591-158  0.0000E+00  0.1503E-11  0.2170E-09
   -0.250000    0.762  0.6927E-10  999.914  0.7751E-80  0.2355E-07  0.5806E-12 -0.4299E-12  0.1714-161  0.0000E+00  0.7530E-12  0.1722E-08
   -0.500000    1.259  0.6879E-10  999.939  0.1124E-80  0.3740E-07  0.7392E-12  0.2195E-11  0.4464-165  0.0000E+00 -0.1739E-11  0.5434E-03
   -0.750000    1.674  0.6878E-10  999.955  0.1124E-80  0.3757E-07  0.7491E-12  0.1678E-11  0.1160-165  0.0000E+00 -0.1211E-11  0.5616E-03
   -1.000000    2.221  0.6824E-10  999.971  0.8271E-81  0.3427E-07  0.8014E-12 -0.5933E-12  0.1307-163  0.0000E+00  0.1133E-11  0.3343E-08
   -1.250000    3.038  0.6616E-10  999.987  0.1270E-82  0.2441E-07  0.1548E-11 -0.2327E-12  0.2928-167  0.0000E+00  0.1730E-11  0.2619E-04
   -1.500000    3.740  0.6560E-10  999.997  0.1066E-84  0.3486E-07  0.3426E-11  0.1987E-11  0.1790-172  0.0000E+00  0.1438E-11  0.1031E-03
   -1.750000    4.031  0.6534E-10 1000.000  0.4956E-87  0.5086E-07  0.6659E-11  0.8284E-11  0.2629-175  0.0000E+00 -0.1679E-11  0.1641E-03
   -2.000000    4.035  0.6534E-10 1000.000  0.1999E-88  0.5191E-07  0.7204E-11  0.1003E-10  0.5259-177  0.0000E+00 -0.2883E-11  0.1595E-03
   -2.250000    4.037  0.6534E-10 1000.000  0.7276E-89  0.5176E-07  0.8081E-11  0.1050E-10  0.1206-177  0.0000E+00 -0.2479E-11  0.1420E-03
   -2.500000    4.040  0.6534E-10 1000.000  0.1956E-89  0.4922E-07  0.1066E-10  0.1137E-10  0.1043-178  0.0000E+00 -0.7757E-12  0.7958E-04
   -2.750000    4.094  0.6534E-10 1000.000  0.5594E-90  0.2144E-07  0.5488E-10  0.1739E-10  0.5516-182  0.0000E+00  0.3748E-10  0.1591E-05
