 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2245E-10  999.868  0.6033-158  0.1219E-13  0.7613E-17 -0.5616E-17  0.1482-322  0.0000E+00 -0.5829E-36  0.1000E-09
   -0.250000    0.274  0.8758E-11  999.885  0.2929-158  0.1219E-13  0.7613E-17 -0.5614E-17  0.0000E+00  0.0000E+00  0.1674E-38  0.1000E-09
   -0.500000    0.548  0.8679E-11  999.902  0.1509-158  0.1219E-13  0.7613E-17 -0.5613E-17  0.0000E+00  0.0000E+00  0.1700E-38  0.1000E-09
   -0.750000    0.848  0.8679E-11  999.919  0.7036-159  0.1219E-13  0.7613E-17 -0.5614E-17  0.0000E+00  0.0000E+00  0.1726E-38  0.1000E-09
   -1.000000    1.210  0.8678E-11  999.936  0.3016-159  0.1270E-13  0.7622E-17 -0.5623E-17  0.0000E+00  0.0000E+00  0.3184E-17  0.1000E-09
   -1.250000    1.658  0.8637E-11  999.955  0.1171-159  0.2701E-12  0.3391E-16 -0.2510E-16  0.0000E+00  0.0000E+00  0.5876E-16  0.1000E-09
   -1.500000    2.210  0.8485E-11  999.974  0.3880-160  0.6108E-11  0.7107E-15 -0.5261E-15  0.0000E+00  0.0000E+00  0.1241E-14  0.1000E-09
   -1.750000    2.874  0.8448E-11  999.990  0.3168-161  0.1169E-09  0.1306E-13 -0.9664E-14  0.0000E+00  0.0000E+00  0.2277E-13  0.1000E-09
   -2.000000    3.651  0.8428E-11  999.999  0.0000E+00  0.2797E-08  0.2979E-12 -0.2204E-12  0.0000E+00  0.0000E+00  0.5186E-12  0.2112E-08
   -2.250000    4.009  0.8413E-11 1000.000  0.0000E+00  0.9104E-08  0.1052E-11  0.1764E-11  0.0000E+00  0.0000E+00 -0.7155E-12  0.3137E-04
   -2.500000    4.013  0.8413E-11 1000.000  0.0000E+00  0.1003E-07  0.1525E-11  0.2174E-11  0.0000E+00  0.0000E+00 -0.6534E-12  0.2368E-04
