 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.7591E-11  999.868  0.6667-164  0.1219E-13  0.7613E-17 -0.5617E-17  0.0000E+00  0.0000E+00 -0.9059E-36  0.1000E-09
   -0.250000    0.276  0.2920E-11  999.886  0.1810-164  0.1219E-13  0.7613E-17 -0.5614E-17  0.0000E+00  0.0000E+00  0.2602E-38  0.1000E-09
   -0.500000    0.552  0.2894E-11  999.902  0.0000E+00  0.1219E-13  0.7613E-17 -0.5613E-17  0.0000E+00  0.0000E+00  0.2642E-38  0.1000E-09
   -0.750000    0.855  0.2894E-11  999.919  0.0000E+00  0.1219E-13  0.7613E-17 -0.5614E-17  0.0000E+00  0.0000E+00  0.2683E-38  0.1000E-09
   -1.000000    1.217  0.2893E-11  999.937  0.0000E+00  0.1257E-13  0.7619E-17 -0.5620E-17  0.0000E+00  0.0000E+00  0.2393E-17  0.1000E-09
   -1.250000    1.662  0.2875E-11  999.955  0.0000E+00  0.2249E-12  0.2921E-16 -0.2162E-16  0.0000E+00  0.0000E+00  0.5009E-16  0.1000E-09
   -1.500000    2.208  0.2823E-11  999.974  0.0000E+00  0.5245E-11  0.6220E-15 -0.4604E-15  0.0000E+00  0.0000E+00  0.1086E-14  0.1000E-09
   -1.750000    2.863  0.2811E-11  999.989  0.0000E+00  0.1030E-09  0.1172E-13 -0.8678E-14  0.0000E+00  0.0000E+00  0.2044E-13  0.1000E-09
   -2.000000    3.628  0.2806E-11  999.999  0.0000E+00  0.2532E-08  0.2742E-12 -0.2029E-12  0.0000E+00  0.0000E+00  0.4774E-12  0.1810E-08
   -2.250000    4.010  0.2801E-11 1000.000  0.0000E+00  0.9283E-08  0.1090E-11  0.1860E-11  0.0000E+00  0.0000E+00 -0.7724E-12  0.3183E-04
   -2.500000    4.015  0.2801E-11 1000.000  0.0000E+00  0.1024E-07  0.1567E-11  0.2248E-11  0.0000E+00  0.0000E+00 -0.6846E-12  0.2412E-04
