   2022      3      9   12.00      6024.00  -0.99462E-01   0.00000E+00   0.00000E+00   0.96616E+00   0.41123E+01   0.00000E+00   0.99670E-05  -0.99462E-01  -0.47926E+01   0.10698E+01  -0.31058E+02  -0.47597E+01   0.11000E-01   0.00000E+00   0.29644-322       0.85      23.48     0.0000  0.00   0.81126-320   0.16642-318     0.7605     1.4402     2.6180     3.6543     4.1123
   2022      3     10   12.00      6048.00  -0.18775E+01   0.00000E+00   0.00000E+00   0.96291E+00   0.41119E+01   0.00000E+00   0.99665E-05  -0.18767E+01  -0.95063E+01   0.63138E+01  -0.31589E+02  -0.47569E+01   0.16991E-01   0.00000E+00   0.29644-322       0.85      17.06     0.0000  0.00   0.81126-320   0.16642-318     0.7576     1.4347     2.6112     3.6488     4.1119
   2022      3     11   12.00      6072.00  -0.62880E+01   0.00000E+00   0.00000E+00   0.95975E+00   0.41114E+01   0.00000E+00   0.99661E-05  -0.62880E+01  -0.22131E+02   0.55427E+01  -0.18193E+02  -0.47543E+01   0.15179E-01   0.00000E+00   0.29644-322       0.85      24.57     0.0000  0.00   0.81126-320   0.16642-318     0.7547     1.4294     2.6045     3.6433     4.1114
   2022      3     12   12.00      6096.00  -0.10339E+02   0.00000E+00   0.00000E+00   0.95619E+00   0.41107E+01   0.00000E+00   0.99648E-05  -0.10339E+02  -0.43913E+02   0.86850E+01   0.44677E+00  -0.47517E+01   0.13720E-01   0.00000E+00   0.29644-322       0.85      70.26     0.0000  0.00   0.81126-320   0.16642-318     0.7513     1.4238     2.5974     3.6375     4.1107
   2022      3     13   12.00      6120.00  -0.13220E+02   0.00000E+00   0.00000E+00   0.95182E+00   0.41098E+01   0.00000E+00   0.99608E-05  -0.13220E+02  -0.56273E+02   0.10457E+02   0.11035E+02  -0.47495E+01   0.15238E-01   0.00000E+00   0.29644-322       0.85     104.78     0.0000  0.00   0.81126-320   0.16642-318     0.7471     1.4174     2.5892     3.6311     4.1098
   2022      3     14   12.00      6144.00  -0.15407E+02   0.00000E+00   0.00000E+00   0.94754E+00   0.41088E+01   0.00000E+00   0.99534E-05  -0.15407E+02  -0.59097E+02   0.57534E+01   0.18563E+02  -0.47473E+01   0.13630E-01   0.00000E+00   0.29644-322       0.85     103.12     0.0000  0.00   0.81126-320   0.16642-318     0.7429     1.4110     2.5811     3.6246     4.1088
   2022      3     15   12.00      6168.00  -0.17115E+02   0.00000E+00   0.00000E+00   0.94400E+00   0.41077E+01   0.00000E+00   0.61040E-05  -0.17115E+02  -0.53247E+02   0.21273E+01   0.16339E+02  -0.47442E+01   0.13614E-01   0.00000E+00   0.29644-322       0.85      52.47     0.0000  0.00   0.81126-320   0.16642-318     0.7394     1.4052     2.5740     3.6187     4.1077
   2022      3     16   12.00      6192.00  -0.18242E+02   0.00000E+00   0.00000E+00   0.94178E+00   0.41068E+01   0.00000E+00   0.18942E-05  -0.18242E+02  -0.53473E+02   0.14736E+01   0.17218E+02  -0.47396E+01   0.17053E-01   0.00000E+00   0.29644-322       0.85      49.26     0.0000  0.00   0.81126-320   0.16642-318     0.7376     1.4007     2.5686     3.6138     4.1068
   2022      3     17   12.00      6216.00  -0.15683E+02   0.00000E+00   0.00000E+00   0.93933E+00   0.41059E+01   0.00000E+00   0.44559E-06  -0.15683E+02  -0.37687E+02   0.16445E+01   0.12617E+01  -0.47341E+01   0.13237E-01   0.00000E+00   0.29644-322       0.85      82.89     0.0000  0.00   0.81126-320   0.16642-318     0.7355     1.3962     2.5632     3.6088     4.1059
   2022      3     18   12.00      6240.00  -0.13456E+02   0.00000E+00   0.00000E+00   0.93665E+00   0.41050E+01   0.00000E+00   0.87753E-06  -0.13456E+02  -0.16060E+02   0.52613E+01  -0.23982E+02  -0.47279E+01   0.11316E-01   0.00000E+00   0.29644-322       0.85      49.60     0.0000  0.00   0.81126-320   0.16642-318     0.7331     1.3916     2.5574     3.6036     4.1050
   2022      3     19   12.00      6264.00  -0.15722E+02   0.00000E+00   0.00000E+00   0.93393E+00   0.41042E+01   0.00000E+00   0.14099E-05  -0.15722E+02  -0.26321E+02   0.77707E+00  -0.92368E+01  -0.47207E+01   0.12838E-01   0.00000E+00   0.29644-322       0.85      88.63     0.0000  0.00   0.81126-320   0.16642-318     0.7307     1.3870     2.5516     3.5984     4.1042
   2022      3     20   12.00      6288.00  -0.17346E+02   0.00000E+00   0.00000E+00   0.92957E+00   0.41036E+01   0.00000E+00  -0.10397E-05  -0.17346E+02  -0.48923E+02  -0.48573E+01   0.18999E+02  -0.47123E+01   0.15627E-01   0.00000E+00   0.29644-322       0.85     151.64     0.0000  0.00   0.81126-320   0.16642-318     0.7264     1.3809     2.5436     3.5918     4.1036
   2022      3     21   12.00      6312.00  -0.15487E+02   0.00000E+00   0.00000E+00   0.92481E+00   0.41031E+01   0.00000E+00  -0.88831E-05  -0.15487E+02  -0.51642E+02  -0.27038E+01   0.19565E+02  -0.47021E+01   0.11693E-01   0.00000E+00   0.29644-322       0.85     179.49     0.0000  0.00   0.81126-320   0.16642-318     0.7216     1.3743     2.5350     3.5848     4.1031
   2022      3     22   12.00      6336.00  -0.18214E+02   0.00000E+00   0.00000E+00   0.92004E+00   0.41029E+01   0.00000E+00  -0.21356E-03  -0.18212E+02  -0.38453E+02  -0.16957E+01   0.53680E+01  -0.46902E+01   0.59508E-02   0.00000E+00   0.29644-322       0.85     162.21     0.0000  0.00   0.81126-320   0.16642-318     0.7168     1.3674     2.5263     3.5776     4.1029
   2022      3     23   12.00      6360.00  -0.20234E+02   0.00000E+00   0.00000E+00   0.91923E+00   0.41031E+01   0.00000E+00  -0.85368E-03  -0.20234E+02  -0.28504E+02  -0.76932E+00  -0.55072E+01  -0.46804E+01   0.47800E-02   0.00000E+00   0.29644-322       0.85     121.82     0.0000  0.00   0.81126-320   0.16642-318     0.7163     1.3642     2.5229     3.5739     4.1031
   2022      3     24   12.00      6384.00  -0.14429E+02   0.00000E+00   0.00000E+00   0.91926E+00   0.41033E+01   0.00000E+00  -0.98874E-03  -0.14429E+02  -0.33601E+02  -0.50263E+00  -0.67774E+00  -0.46692E+01   0.69057E-02   0.00000E+00   0.29644-322       0.85     122.77     0.0000  0.00   0.81126-320   0.16642-318     0.7170     1.3622     2.5210     3.5709     4.1033
   2022      3     25   12.00      6408.00  -0.14956E+02   0.00000E+00   0.00000E+00   0.91845E+00   0.41037E+01   0.00000E+00  -0.80897E-03  -0.14956E+02  -0.14325E+02  -0.21953E+01  -0.18261E+02  -0.46574E+01   0.29229E-02   0.00000E+00   0.29644-322       0.85     124.43     0.0000  0.00   0.81126-320   0.16642-318     0.7168     1.3598     2.5181     3.5673     4.1037
   2022      3     26   12.00      6432.00  -0.11139E+02   0.00000E+00   0.00000E+00   0.91702E+00   0.41043E+01   0.00000E+00  -0.73267E-03  -0.11139E+02  -0.13872E+02  -0.25656E+01  -0.18343E+02  -0.46454E+01   0.34684E-02   0.00000E+00   0.29644-322       0.85      96.10     0.0000  0.00   0.81126-320   0.16642-318     0.7158     1.3569     2.5144     3.5634     4.1043
   2022      3     27   12.00      6456.00  -0.55502E+01   0.00000E+00   0.00000E+00   0.91526E+00   0.41049E+01   0.00000E+00  -0.56186E-03  -0.55502E+01  -0.25798E+02   0.18414E+00  -0.91676E+01  -0.46330E+01   0.10076E-01   0.00000E+00   0.29644-322       0.85      85.74     0.0000  0.00   0.81126-320   0.16642-318     0.7144     1.3538     2.5103     3.5592     4.1049
   2022      3     28   12.00      6480.00  -0.37717E+01   0.00000E+00   0.00000E+00   0.91266E+00   0.41058E+01   0.00000E+00  -0.88478E-04  -0.37717E+01  -0.33606E+02   0.20178E+01  -0.31930E+01  -0.46192E+01   0.13096E-01   0.00000E+00   0.29644-322       0.85     101.51     0.0000  0.00   0.81126-320   0.16642-318     0.7120     1.3499     2.5051     3.5544     4.1058
   2022      3     29   12.00      6504.00  -0.39540E+01   0.00000E+00   0.00000E+00   0.90966E+00   0.41069E+01   0.00000E+00   0.95505E-05  -0.39540E+01  -0.22706E+02   0.64357E+00  -0.12718E+02  -0.46058E+01   0.10388E-01   0.00000E+00   0.29644-322       0.85      85.04     0.0000  0.00   0.81126-320   0.16642-318     0.7091     1.3455     2.4993     3.5492     4.1069
   2022      3     30   12.00      6528.00  -0.24810E+01   0.00000E+00   0.00000E+00   0.90683E+00   0.41080E+01   0.00000E+00   0.96504E-05  -0.24810E+01  -0.18852E+02   0.16196E+01  -0.17549E+02  -0.45929E+01   0.10169E-01   0.00000E+00   0.29644-322       0.85      82.00     0.0000  0.00   0.81126-320   0.16642-318     0.7064     1.3412     2.4937     3.5442     4.1080
   2022      3     31   12.00      6552.00  -0.33269E+00   0.00000E+00   0.00000E+00   0.90413E+00   0.41093E+01   0.00000E+00   0.98992E-05  -0.33261E+00  -0.22956E+02   0.65694E+01  -0.18395E+02  -0.45803E+01   0.13963E-01   0.00000E+00   0.29644-322       0.85      77.01     0.0000  0.00   0.81126-320   0.16642-318     0.7038     1.3370     2.4883     3.5392     4.1093
   2022      4      1   12.00      6576.00  -0.26153E+01   0.00000E+00   0.00000E+00   0.90148E+00   0.41107E+01   0.00000E+00   0.99774E-05  -0.26153E+01  -0.25562E+02   0.96152E+01  -0.18834E+02  -0.45674E+01   0.12411E-01   0.00000E+00   0.29644-322       0.85      87.62     0.0000  0.00   0.81126-320   0.16642-318     0.7013     1.3327     2.4829     3.5342     4.1107
   2022      4      2   12.00      6600.00  -0.63048E+01   0.00000E+00   0.00000E+00   0.89707E+00   0.41124E+01   0.00000E+00   0.98604E-05  -0.63048E+01  -0.38947E+02   0.82153E+01  -0.40496E+01  -0.45479E+01   0.10370E-01   0.00000E+00   0.29644-322       0.85     130.44     0.0000  0.00   0.81126-320   0.16642-318     0.6969     1.3269     2.4751     3.5276     4.1124
   2022      4      3   12.00      6624.00  -0.70115E+01   0.00000E+00   0.00000E+00   0.89291E+00   0.41142E+01   0.00000E+00   0.90789E-05  -0.70115E+01  -0.27729E+02   0.37105E+01  -0.10763E+02  -0.45379E+01   0.84616E-02   0.00000E+00   0.29644-322       0.85      79.62     0.0000  0.00   0.81126-320   0.16642-318     0.6927     1.3210     2.4674     3.5212     4.1142
   2022      4      4   12.00      6648.00  -0.61445E+01   0.00000E+00   0.00000E+00   0.89113E+00   0.41158E+01   0.00000E+00   0.87340E-05  -0.61445E+01  -0.13690E+02   0.65291E+01  -0.27620E+02  -0.45294E+01   0.85748E-02   0.00000E+00   0.29644-322       0.85      98.94     0.0000  0.00   0.81126-320   0.16642-318     0.6911     1.3173     2.4631     3.5170     4.1158
   2022      4      5   12.00      6672.00  -0.92594E+01   0.00000E+00   0.00000E+00   0.88845E+00   0.41175E+01   0.00000E+00   0.89516E-05  -0.92594E+01  -0.28059E+02   0.40983E+01  -0.10821E+02  -0.45124E+01   0.11013E-01   0.00000E+00   0.29644-322       0.85     192.09     0.0000  0.00   0.81126-320   0.16642-318     0.6887     1.3129     2.4577     3.5117     4.1175
   2022      4      6   12.00      6696.00  -0.14877E+02   0.00000E+00   0.00000E+00   0.88426E+00   0.41199E+01   0.00000E+00   0.80696E-05  -0.14877E+02  -0.40247E+02  -0.10650E+01   0.65306E+01  -0.44948E+01   0.86312E-02   0.00000E+00   0.29644-322       0.85     206.32     0.0000  0.00   0.81126-320   0.16642-318     0.6845     1.3072     2.4500     3.5051     4.1199
   2022      4      7   12.00      6720.00  -0.18419E+02   0.00000E+00   0.00000E+00   0.88175E+00   0.41220E+01   0.00000E+00   0.68799E-05  -0.18419E+02  -0.36298E+02  -0.10375E+01   0.25549E+01  -0.44872E+01   0.73222E-02   0.00000E+00   0.29644-322       0.85     210.22     0.0000  0.00   0.81126-320   0.16642-318     0.6821     1.3029     2.4446     3.5002     4.1220
   2022      4      8   12.00      6744.00  -0.18746E+02   0.00000E+00   0.00000E+00   0.88020E+00   0.41237E+01   0.00000E+00   0.58158E-05  -0.18746E+02  -0.31387E+02   0.30424E+00  -0.36982E+01  -0.44802E+01   0.73073E-02   0.00000E+00   0.29644-322       0.85     203.18     0.0000  0.00   0.81126-320   0.16642-318     0.6809     1.2996     2.4406     3.4961     4.1237
   2022      4      9   12.00      6768.00  -0.10013E+02   0.00000E+00   0.00000E+00   0.87854E+00   0.41253E+01   0.00000E+00   0.62763E-05  -0.10013E+02  -0.16694E+02  -0.27308E+01  -0.15356E+02  -0.44725E+01   0.10073E-01   0.00000E+00   0.29644-322       0.85     194.04     0.0000  0.00   0.81126-320   0.16642-318     0.6796     1.2963     2.4366     3.4919     4.1253
   2022      4     10   12.00      6792.00  -0.44704E+01   0.00000E+00   0.00000E+00   0.87672E+00   0.41269E+01   0.00000E+00   0.87063E-05  -0.44704E+01  -0.14360E+02  -0.31534E+01  -0.17268E+02  -0.44655E+01   0.65561E-02   0.00000E+00   0.29644-322       0.85     193.10     0.0000  0.00   0.81126-320   0.16642-318     0.6781     1.2930     2.4324     3.4877     4.1269
   2022      4     11   12.00      6816.00  -0.37246E+01   0.00000E+00   0.00000E+00   0.87311E+00   0.41286E+01   0.00000E+00   0.97480E-05  -0.37246E+01  -0.20358E+02  -0.27047E+01  -0.11719E+02  -0.44503E+01   0.67588E-02   0.00000E+00   0.29644-322       0.85     171.73     0.0000  0.00   0.81126-320   0.16642-318     0.6746     1.2881     2.4257     3.4817     4.1286
   2022      4     12   12.00      6840.00  -0.16211E+01   0.00000E+00   0.00000E+00   0.86816E+00   0.41303E+01   0.00000E+00   0.99592E-05  -0.16207E+01  -0.22418E+02   0.14130E+01  -0.13776E+02  -0.44426E+01   0.63121E-02   0.00000E+00   0.29644-322       0.85     163.49     0.0000  0.00   0.81126-320   0.16642-318     0.6696     1.2817     2.4169     3.4745     4.1303
   2022      4     13   12.00      6864.00   0.23296E+00   0.00000E+00   0.00000E+00   0.86361E+00   0.41318E+01   0.00000E+00   0.99738E-05   0.23284E+00  -0.19622E+02   0.43364E+01  -0.19495E+02  -0.44385E+01   0.69460E-02   0.00000E+00   0.29644-322       0.85     135.11     0.0000  0.00   0.81126-320   0.16642-318     0.6649     1.2755     2.4086     3.4675     4.1318
   2022      4     14   12.00      6888.00   0.11637E+01   0.00000E+00   0.00000E+00   0.86046E+00   0.41328E+01   0.00000E+00   0.99714E-05   0.11637E+01  -0.22433E+02   0.85600E+01  -0.20908E+02  -0.44368E+01   0.12071E-01   0.00000E+00   0.29644-322       0.85     132.42     0.0000  0.00   0.81126-320   0.16642-318     0.6618     1.2704     2.4022     3.4619     4.1328
   2022      4     15   12.00      6912.00   0.10303E+01   0.00000E+00   0.00000E+00   0.85544E+00   0.41336E+01   0.00000E+00   0.99656E-05   0.10302E+01  -0.33255E+02   0.77435E+01  -0.92695E+01  -0.44309E+01   0.14543E-01   0.00000E+00   0.29644-322       0.85     172.11     0.0000  0.00   0.81126-320   0.16642-318     0.6569     1.2637     2.3932     3.4540     4.1336
   2022      4     16   12.00      6936.00   0.16159E+00   0.00000E+00   0.00000E+00   0.84235E+00   0.41343E+01   0.00000E+00   0.99548E-05   0.16159E+00  -0.34792E+02   0.92878E+00  -0.91793E+00  -0.44263E+01   0.10389E-01   0.00000E+00   0.29644-322       0.85     188.88     0.0000  0.00   0.81126-320   0.16642-318     0.6431     1.2490     2.3722     3.4378     4.1343
   2022      4     17   12.00      6960.00   0.15676E+00   0.00000E+00   0.00000E+00   0.83183E+00   0.41340E+01   0.00000E+00   0.99292E-05   0.15676E+00  -0.25667E+02  -0.12476E+01  -0.78664E+01  -0.44373E+01   0.76580E-02   0.00000E+00   0.29644-322       0.85     173.76     0.0000  0.00   0.81126-320   0.16642-318     0.6316     1.2357     2.3540     3.4243     4.1340
   2022      4     18   12.00      6984.00   0.28028E+00   0.00000E+00   0.00000E+00   0.82381E+00   0.41329E+01   0.00000E+00   0.98638E-05   0.28028E+00  -0.28924E+02   0.68697E+01  -0.12727E+02  -0.44491E+01   0.93594E-02   0.00000E+00   0.29644-322       0.85     147.02     0.0000  0.00   0.81126-320   0.16642-318     0.6232     1.2244     2.3394     3.4125     4.1329
   2022      4     19   12.00      7008.00  -0.14421E+01   0.00000E+00   0.00000E+00   0.81865E+00   0.41314E+01   0.00000E+00   0.96950E-05  -0.14418E+01  -0.43241E+02   0.68821E+01   0.15776E+01  -0.44580E+01   0.88337E-02   0.00000E+00   0.29644-322       0.85     192.62     0.0000  0.00   0.81126-320   0.16642-318     0.6181     1.2157     2.3288     3.4033     4.1314
   2022      4     20   12.00      7032.00  -0.31707E+01   0.00000E+00   0.00000E+00   0.81664E+00   0.41300E+01   0.00000E+00   0.99651E-05  -0.31707E+01  -0.39856E+02  -0.38570E+01   0.89320E+01  -0.44625E+01   0.57716E-02   0.00000E+00   0.29644-322       0.85     225.84     0.0000  0.00   0.81126-320   0.16642-318     0.6167     1.2105     2.3230     3.3973     4.1300
   2022      4     21   12.00      7056.00  -0.28654E+01   0.00000E+00   0.00000E+00   0.81571E+00   0.41284E+01   0.00000E+00   0.99486E-05  -0.28654E+01  -0.44776E+02  -0.47554E+01   0.14751E+02  -0.44667E+01   0.72995E-02   0.00000E+00   0.29644-322       0.85     228.50     0.0000  0.00   0.81126-320   0.16642-318     0.6165     1.2068     2.3190     3.3924     4.1284
   2022      4     22   12.00      7080.00  -0.13692E+01   0.00000E+00   0.00000E+00   0.81416E+00   0.41268E+01   0.00000E+00   0.98917E-05  -0.13692E+01  -0.48871E+02   0.31189E+01   0.10971E+02  -0.44699E+01   0.86678E-02   0.00000E+00   0.29644-322       0.85     217.31     0.0000  0.00   0.81126-320   0.16642-318     0.6156     1.2031     2.3144     3.3871     4.1268
   2022      4     23   12.00      7104.00  -0.98371E-01   0.00000E+00   0.00000E+00   0.81225E+00   0.41249E+01   0.00000E+00   0.97118E-05  -0.98351E-01  -0.34272E+02   0.24514E+01  -0.29601E+01  -0.44756E+01   0.56928E-02   0.00000E+00   0.29644-322       0.85     190.44     0.0000  0.00   0.81126-320   0.16642-318     0.6143     1.1993     2.3094     3.3816     4.1249
   2022      4     24   12.00      7128.00  -0.43948E+00   0.00000E+00   0.00000E+00   0.80586E+00   0.41222E+01   0.00000E+00   0.99666E-05  -0.43948E+00  -0.16749E+02   0.26909E+01  -0.20723E+02  -0.44829E+01   0.57580E-02   0.00000E+00   0.29644-322       0.85     131.22     0.0000  0.00   0.81126-320   0.16642-318     0.6080     1.1912     2.2976     3.3714     4.1222
   2022      4     25   12.00      7152.00  -0.13700E+01   0.00000E+00   0.00000E+00   0.80575E+00   0.41209E+01   0.00000E+00   0.99594E-05  -0.13700E+01  -0.76477E+01   0.25268E+01  -0.29660E+02  -0.44748E+01   0.51133E-02   0.00000E+00   0.29644-322       0.85     103.78     0.0000  0.00   0.81126-320   0.16642-318     0.6083     1.1890     2.2950     3.3683     4.1209
   2022      4     26   12.00      7176.00  -0.17810E+01   0.00000E+00   0.00000E+00   0.80612E+00   0.41193E+01   0.00000E+00   0.99475E-05  -0.17810E+01  -0.17227E+02  -0.46640E+01  -0.12890E+02  -0.44759E+01   0.46474E-02   0.00000E+00   0.29644-322       0.85     165.46     0.0000  0.00   0.81126-320   0.16642-318     0.6094     1.1875     2.2937     3.3653     4.1193
   2022      4     27   12.00      7200.00  -0.13274E+01   0.00000E+00   0.00000E+00   0.80402E+00   0.41174E+01   0.00000E+00   0.98855E-05  -0.13274E+01  -0.25086E+02  -0.84248E+01  -0.12702E+01  -0.44780E+01   0.50909E-02   0.00000E+00   0.29644-322       0.85     227.59     0.0000  0.00   0.81126-320   0.16642-318     0.6078     1.1840     2.2888     3.3599     4.1174
   2022      4     28   12.00      7224.00  -0.26558E+00   0.00000E+00   0.00000E+00   0.79868E+00   0.41148E+01   0.00000E+00   0.97998E-05  -0.26548E+00  -0.27810E+02  -0.44574E+01  -0.25137E+01  -0.44880E+01   0.51963E-02   0.00000E+00   0.29644-322       0.85     214.85     0.0000  0.00   0.81126-320   0.16642-318     0.6026     1.1775     2.2791     3.3509     4.1148
   2022      4     29   12.00      7248.00   0.96562E+00   0.00000E+00   0.00000E+00   0.78896E+00   0.41115E+01   0.00000E+00   0.99705E-05   0.96562E+00  -0.39797E+02   0.87829E+01  -0.37674E+01  -0.44958E+01   0.94237E-02   0.00000E+00   0.29644-322       0.85     168.61     0.0000  0.00   0.81126-320   0.16642-318     0.5925     1.1662     2.2623     3.3372     4.1115
   2022      4     30   12.00      7272.00   0.16936E+01   0.00000E+00   0.00000E+00   0.77671E+00   0.41080E+01   0.00000E+00   0.10010E-04   0.16936E+01  -0.62719E+02   0.29628E+02  -0.16899E+01  -0.44998E+01   0.14292E-01   0.00000E+00   0.29644-322       0.85     188.08     0.0000  0.00   0.81126-320   0.16642-318     0.5796     1.1518     2.2411     3.3202     4.1080
   2022      5      1   12.00      7296.00   0.11024E+01   0.00000E+00   0.00000E+00   0.76428E+00   0.41056E+01   0.00000E+00   0.10841E-04   0.11021E+01  -0.61454E+02   0.21986E+02   0.46871E+01  -0.44900E+01   0.96878E-02   0.00000E+00   0.29644-322       0.85     215.16     0.0000  0.00   0.81126-320   0.16642-318     0.5664     1.1363     2.2189     3.3025     4.1056
   2022      5      2   12.00      7320.00  -0.30653E+00   0.00000E+00   0.00000E+00   0.75894E+00   0.41052E+01   0.00000E+00   0.15168E-04  -0.30653E+00  -0.44871E+02   0.65736E+00   0.94331E+01  -0.44882E+01   0.63086E-02   0.00000E+00   0.29644-322       0.85     243.80     0.0000  0.00   0.81126-320   0.16642-318     0.5610     1.1275     2.2072     3.2926     4.1052
   2022      5      3   12.00      7344.00  -0.21031E+01   0.00000E+00   0.00000E+00   0.75837E+00   0.41068E+01   0.00000E+00   0.99508E-04  -0.21026E+01  -0.50167E+02  -0.14789E+01   0.16864E+02  -0.46242E+01   0.10337E-01   0.00000E+00   0.29644-322       0.85     280.86     0.0000  0.00   0.81126-320   0.16642-318     0.5608     1.1254     2.2021     3.2898     4.1068
   2022      5      4   12.00      7368.00  -0.39204E+01   0.00000E+00   0.00000E+00   0.77313E+00   0.41122E+01   0.00000E+00   0.10288E-03  -0.39204E+01  -0.44889E+02   0.87734E-01   0.10021E+02  -0.47505E+01   0.95707E-02   0.00000E+00   0.29644-322       0.85     263.89     0.0000  0.00   0.81126-320   0.16642-318     0.5771     1.1430     2.2186     3.3092     4.1122
   2022      5      5   12.00      7392.00  -0.32312E+01   0.00000E+00   0.00000E+00   0.78745E+00   0.41156E+01   0.00000E+00   0.12208E-03  -0.32312E+01  -0.38595E+02  -0.60887E+01   0.99025E+01  -0.47563E+01   0.67013E-02   0.00000E+00   0.29644-322       0.85     267.70     0.0000  0.00   0.81126-320   0.16642-318     0.5938     1.1593     2.2371     3.3242     4.1156
   2022      5      6   12.00      7416.00  -0.13859E+01   0.00000E+00   0.00000E+00   0.79475E+00   0.41228E+01   0.00000E+00   0.17462E-03  -0.13859E+01  -0.32345E+02  -0.31389E+01   0.70240E+00  -0.48986E+01   0.79606E-02   0.00000E+00   0.29644-322       0.85     265.20     0.0000  0.00   0.81126-320   0.16642-318     0.6025     1.1724     2.2447     3.3345     4.1228
   2022      5      7   12.00      7440.00  -0.77691E+00   0.00000E+00   0.00000E+00   0.80494E+00   0.41329E+01   0.00000E+00   0.23192E-03  -0.77691E+00  -0.16126E+02   0.54254E+01  -0.24080E+02  -0.49855E+01   0.95324E-02   0.00000E+00   0.29644-322       0.85     160.42     0.0000  0.00   0.81126-320   0.16642-318     0.6133     1.1905     2.2552     3.3516     4.1329
   2022      5      8   12.00      7464.00   0.57291E-01   0.00000E+00   0.00000E+00   0.81315E+00   0.41305E+01   0.00000E+00   0.19805E-03   0.57291E-01  -0.11308E+02   0.53132E+01  -0.28786E+02  -0.48637E+01   0.11870E-01   0.00000E+00   0.29644-322       0.85      78.24     0.0000  0.00   0.81126-320   0.16642-318     0.6230     1.1994     2.2674     3.3582     4.1305
   2022      5      9   12.00      7488.00   0.69454E+00   0.00000E+00   0.00000E+00   0.82456E+00   0.41407E+01   0.00000E+00   0.88737E-03   0.69494E+00  -0.15068E+02   0.44302E+01  -0.24143E+02  -0.56398E+01   0.11105E-01   0.00000E+00   0.29644-322       0.85     113.86     0.0000  0.00   0.81126-320   0.16642-318     0.6345     1.2204     2.2814     3.3798     4.1407
   2022      5     10   12.00      7512.00   0.17375E+00   0.00000E+00   0.00000E+00   0.99890E+00   0.41678E+01   0.00000E+00   0.34964E-02   0.32066E+00  -0.22969E+02   0.72095E+01  -0.19022E+02  -0.18834E+02   0.93948E-02   0.00000E+00   0.29644-322       0.61     166.33     0.0000  0.00   0.80582-320   0.16537-318     0.8021     1.5397     2.4750     3.6927     4.1678
   2022      5     11   12.00      7536.00   0.11978E-01   0.00000E+00   0.00000E+00   0.15560E+01   0.41533E+01   0.00000E+00   0.11978E-01   0.27851E+00  -0.26242E+02  -0.61443E+01  -0.23951E+01  -0.24712E+02   0.81524E-02   0.00000E+00   0.29644-322       0.40     137.93     0.0000  0.00   0.78754-320   0.16163-318     1.3702     2.4203     3.3792     4.0726     4.1533
   2022      5     12   12.00      7560.00   0.15813E-01   0.00000E+00   0.00000E+00   0.19008E+01   0.41456E+01   0.00000E+00   0.15813E-01   0.27851E+00  -0.34324E+02  -0.16194E+02   0.15737E+02  -0.27342E+02   0.96882E-02   0.00000E+00   0.29644-322       0.40     155.89     0.0000  0.00   0.76234-320   0.15658-318     1.7288     2.9836     3.9660     4.0694     4.1456
   2022      5     13   12.00      7584.00  -0.32018E-01   0.00000E+00   0.00000E+00   0.25851E+01   0.42015E+01   0.00000E+00  -0.32018E-01   0.27851E+00  -0.30976E+02   0.11665E+02  -0.15470E+02  -0.42149E+02   0.11268E-01   0.00000E+00   0.29644-322       0.40     252.00     0.0000  0.00   0.67835-320   0.13977-318     2.6768     4.0485     4.1221     4.1300     4.2015
   2022      5     14   12.00      7608.00  -0.27172E+00   0.00000E+00   0.00000E+00   0.36036E+01   0.42702E+01   0.00000E+00  -0.27172E+00   0.27851E+00  -0.27153E+02   0.23213E+02  -0.30840E+02  -0.49012E+02   0.84645E-02   0.00000E+00   0.29644-322       0.40     289.44     0.0000  0.00   0.36166-320   0.75770-319     4.0578     4.2078     4.2112     4.2149     4.2697
   2022      5     15   12.00      7632.00   0.78972E-04   0.00000E+00   0.00000E+00   0.39325E+01   0.42672E+01   0.00000E+00   0.78972E-04   0.27851E+00  -0.27645E+02   0.50563E+01  -0.12192E+02  -0.42006E+02   0.65946E-02   0.00000E+00   0.29644-322       0.40     231.45     0.0000  0.00   0.21344-320   0.46027-319     4.1980     4.2018     4.2072     4.2129     4.2672
   2022      5     16   12.00      7656.00   0.15470E-01   0.00000E+00   0.00000E+00   0.37731E+01   0.41517E+01   0.00000E+00   0.15470E-01   0.27851E+00  -0.39045E+02  -0.73344E+01   0.11599E+02  -0.39768E+02   0.94546E-02   0.00000E+00   0.29644-322       0.40     208.16     0.0000  0.00   0.21344-320   0.46037-319     4.0312     4.0405     4.0524     4.0645     4.1517
   2022      5     17   12.00      7680.00   0.10356E-01   0.00000E+00   0.00000E+00   0.39600E+01   0.43039E+01   0.00000E+00   0.10356E-01   0.27851E+00  -0.47083E+02   0.26308E+01   0.96712E+01  -0.50291E+02   0.10695E-01   0.00000E+00   0.29644-322       0.40     277.32     0.0000  0.00   0.21344-320   0.45879-319     4.2261     4.2302     4.2358     4.2422     4.3039
   2022      5     18   12.00      7704.00   0.11008E-01   0.00000E+00   0.00000E+00   0.40823E+01   0.43801E+01   0.00000E+00   0.11008E-01   0.27851E+00  -0.43995E+02   0.12471E+01   0.79665E+01  -0.61902E+02   0.73031E-02   0.00000E+00   0.19763-322       0.40     313.31     0.0000  0.00   0.20158-320   0.45385-319     4.2659     4.2799     4.2938     4.3057     4.3801
