 Col. 1 - year
 Col. 2 - month
 Col. 3 - day
 Col. 4 - hour
 Col. 5 - the time from the start of integration, hours
 Col. 6 - surface temperature, C
 Col. 7 - water skin temperature, C
 Col. 8 - water surface temperature, C
 Col. 9 - mean temperature of water coloumn, C
 Col. 10 - maximal temperature in the water coloumn, C
 Col. 11 - zero-dimensional model temperature, C
 Col. 12 - upper ice surface temperature, C
 Col. 13 - upper snow surface temperature, C
 Col. 14 - sensible heat flux,    W/m**2
 Col. 15 - latent heat flux,      W/m**2
 Col. 16 - downward heat flux at the upper lake surface, W/m**2
 Col. 17 - downward heat flux at the lake bottom, W/m**2
 Col. 18 - friction velocity at the surface (waterside), m/s
 Col. 19 - friction velocity at the bottom, m/s
 Col. 20 - wind work at the water surface, W/m**2
 Col. 21 - albedo of the lake-atmosphere interface, n/d
 Col. 22 - shortwave radiation penetrated below surface, W/m**2
 Col. 23 - significant wave height, m
 Col. 24 - bottom ice salinity, kg/kg
 Col. 25 - discharge in x direction, m**3/s
 Col. 26 - discharge in y direction, m**3/s
 Cols. 27... - top soil columns temperature, m
   2018     12      3   12.00      3720.00  -0.45651E+01   0.00000E+00   0.00000E+00   0.15529E+01   0.40154E+01   0.00000E+00   0.99307E-05  -0.45651E+01  -0.12842E+02  -0.11781E+02  -0.99291E+01  -0.32826E+01   0.93822E-02   0.00000E+00   0.98813-323       0.85      10.66     0.0000  0.00   0.11314-320   0.14610-319     0.5526     1.5386     2.4151     3.3244     4.0154
   2018     12      4   12.00      3744.00  -0.86702E+01   0.00000E+00   0.00000E+00   0.15477E+01   0.40119E+01   0.00000E+00   0.84099E-05  -0.86682E+01  -0.23204E+02  -0.92909E+01  -0.20569E+01  -0.32822E+01   0.58346E-02   0.00000E+00   0.98813-323       0.85      10.40     0.0000  0.00   0.11314-320   0.14610-319     0.5491     1.5316     2.4089     3.3202     4.0119
   2018     12      5   12.00      3768.00  -0.10608E+02   0.00000E+00   0.00000E+00   0.15434E+01   0.40084E+01   0.00000E+00  -0.27684E-02  -0.10608E+02  -0.18310E+02  -0.50753E+01  -0.11167E+02  -0.32770E+01   0.37807E-02   0.00000E+00   0.98813-323       0.85       9.24     0.0000  0.00   0.11314-320   0.14610-319     0.5464     1.5256     2.4035     3.3166     4.0084
   2018     12      6   12.00      3792.00  -0.88491E+01   0.00000E+00   0.00000E+00   0.15414E+01   0.40058E+01   0.00000E+00  -0.43326E-02  -0.88491E+01  -0.45097E+01  -0.39683E+00  -0.29645E+02  -0.32670E+01   0.14707E-02   0.00000E+00   0.98813-323       0.85       9.92     0.0000  0.00   0.11314-320   0.14610-319     0.5461     1.5224     2.4003     3.3147     4.0058
   2018     12      7   12.00      3816.00  -0.56869E+01   0.00000E+00   0.00000E+00   0.15387E+01   0.40026E+01   0.00000E+00  -0.27403E-02  -0.56865E+01   0.34064E+01   0.26338E+01  -0.40592E+02  -0.32648E+01   0.68311E-02   0.00000E+00   0.98813-323       0.85      11.69     0.0000  0.00   0.11314-320   0.14610-319     0.5448     1.5188     2.3967     3.3120     4.0026
   2018     12      8   12.00      3840.00  -0.47184E+01   0.00000E+00   0.00000E+00   0.15351E+01   0.39988E+01   0.00000E+00  -0.18234E-02  -0.47185E+01   0.16497E+02  -0.12745E+02  -0.38303E+02  -0.32638E+01   0.13592E-01   0.00000E+00   0.98813-323       0.85      12.10     0.0000  0.00   0.11314-320   0.14610-319     0.5424     1.5142     2.3921     3.3082     3.9988
   2018     12      9   12.00      3864.00  -0.67011E+01   0.00000E+00   0.00000E+00   0.15312E+01   0.39947E+01   0.00000E+00  -0.17120E-02  -0.67000E+01   0.53329E+01  -0.13644E+02  -0.26241E+02  -0.32614E+01   0.12809E-01   0.00000E+00   0.98813-323       0.85      10.86     0.0000  0.00   0.11314-320   0.14610-319     0.5399     1.5094     2.3873     3.3041     3.9947
   2018     12     10   12.00      3888.00  -0.11183E+02   0.00000E+00   0.00000E+00   0.15277E+01   0.39905E+01   0.00000E+00  -0.26015E-02  -0.11183E+02  -0.19545E+02  -0.11192E+00  -0.14895E+02  -0.32563E+01   0.10192E-01   0.00000E+00   0.98813-323       0.85      10.98     0.0000  0.00   0.11314-320   0.14610-319     0.5379     1.5049     2.3827     3.3003     3.9905
   2018     12     11   12.00      3912.00  -0.15289E+02   0.00000E+00   0.00000E+00   0.15251E+01   0.39864E+01   0.00000E+00  -0.39213E-02  -0.15286E+02  -0.25014E+02  -0.14832E+01  -0.80545E+01  -0.32486E+01   0.85546E-02   0.00000E+00   0.98813-323       0.85      12.77     0.0000  0.00   0.11314-320   0.14610-319     0.5367     1.5015     2.3790     3.2970     3.9864
   2018     12     12   12.00      3936.00  -0.17873E+02   0.00000E+00   0.00000E+00   0.15230E+01   0.39825E+01   0.00000E+00  -0.44179E-02  -0.17873E+02  -0.19561E+02  -0.10153E+01  -0.13975E+02  -0.32410E+01   0.53113E-02   0.00000E+00   0.98813-323       0.85      14.55     0.0000  0.00   0.11314-320   0.14610-319     0.5360     1.4987     2.3758     3.2940     3.9825
   2018     12     13   12.00      3960.00  -0.17162E+02   0.00000E+00   0.00000E+00   0.15210E+01   0.39784E+01   0.00000E+00  -0.47317E-02  -0.17158E+02  -0.16168E+02  -0.14560E+01  -0.16928E+02  -0.32338E+01   0.73985E-02   0.00000E+00   0.98813-323       0.85      13.55     0.0000  0.00   0.11314-320   0.14610-319     0.5353     1.4963     2.3728     3.2910     3.9784
   2018     12     14   12.00      3984.00  -0.16547E+02   0.00000E+00   0.00000E+00   0.15190E+01   0.39742E+01   0.00000E+00  -0.45822E-02  -0.16547E+02  -0.25542E+02   0.35694E+01  -0.12579E+02  -0.32274E+01   0.11363E-01   0.00000E+00   0.98813-323       0.85      10.24     0.0000  0.00   0.11314-320   0.14610-319     0.5345     1.4939     2.3698     3.2877     3.9742
   2018     12     15   12.00      4008.00  -0.16879E+02   0.00000E+00   0.00000E+00   0.15169E+01   0.39697E+01   0.00000E+00  -0.49630E-02  -0.16879E+02  -0.46358E+02   0.10562E+02   0.12449E+01  -0.32203E+01   0.14889E-01   0.00000E+00   0.98813-323       0.85       7.93     0.0000  0.00   0.11314-320   0.14610-319     0.5336     1.4914     2.3668     3.2844     3.9697
   2018     12     16   12.00      4032.00  -0.18204E+02   0.00000E+00   0.00000E+00   0.15151E+01   0.39653E+01   0.00000E+00  -0.56205E-02  -0.18204E+02  -0.54223E+02   0.79176E+01   0.11754E+02  -0.32120E+01   0.13423E-01   0.00000E+00   0.98813-323       0.85       7.90     0.0000  0.00   0.11314-320   0.14610-319     0.5330     1.4893     2.3640     3.2812     3.9653
   2018     12     17   12.00      4056.00  -0.20401E+02   0.00000E+00   0.00000E+00   0.15138E+01   0.39609E+01   0.00000E+00  -0.66173E-02  -0.20400E+02  -0.54961E+02   0.54729E+01   0.14936E+02  -0.32023E+01   0.13715E-01   0.00000E+00   0.98813-323       0.85       8.33     0.0000  0.00   0.11314-320   0.14610-319     0.5328     1.4878     2.3617     3.2782     3.9609
   2018     12     18   12.00      4080.00  -0.20745E+02   0.00000E+00   0.00000E+00   0.15130E+01   0.39567E+01   0.00000E+00  -0.76115E-02  -0.20745E+02  -0.51502E+02   0.93890E+01   0.75610E+01  -0.31914E+01   0.16498E-01   0.00000E+00   0.98813-323       0.85       7.28     0.0000  0.00   0.11314-320   0.14610-319     0.5331     1.4871     2.3600     3.2757     3.9567
   2018     12     19   12.00      4104.00  -0.17758E+02   0.00000E+00   0.00000E+00   0.15124E+01   0.39525E+01   0.00000E+00  -0.74880E-02  -0.17758E+02  -0.48224E+02   0.11207E+02   0.24658E+01  -0.31818E+01   0.19431E-01   0.00000E+00   0.98813-323       0.85       6.46     0.0000  0.00   0.11314-320   0.14610-319     0.5335     1.4866     2.3586     3.2732     3.9525
   2018     12     20   12.00      4128.00  -0.15435E+02   0.00000E+00   0.00000E+00   0.15110E+01   0.39478E+01   0.00000E+00  -0.63350E-02  -0.15435E+02  -0.55526E+02   0.12365E+02   0.86096E+01  -0.31756E+01   0.20618E-01   0.00000E+00   0.98813-323       0.85       7.47     0.0000  0.00   0.11314-320   0.14610-319     0.5330     1.4853     2.3564     3.2699     3.9478
   2018     12     21   12.00      4152.00  -0.16788E+02   0.00000E+00   0.00000E+00   0.15091E+01   0.39428E+01   0.00000E+00  -0.62119E-02  -0.16788E+02  -0.63224E+02   0.19132E+02   0.95404E+01  -0.31689E+01   0.21824E-01   0.00000E+00   0.98813-323       0.85       8.44     0.0000  0.00   0.11314-320   0.14610-319     0.5320     1.4833     2.3537     3.2661     3.9428
   2018     12     22   12.00      4176.00  -0.18509E+02   0.00000E+00   0.00000E+00   0.15073E+01   0.39377E+01   0.00000E+00  -0.68276E-02  -0.18509E+02  -0.42217E+02   0.16761E+02  -0.90958E+01  -0.31600E+01   0.21315E-01   0.00000E+00   0.98813-323       0.85       7.78     0.0000  0.00   0.11314-320   0.14610-319     0.5313     1.4815     2.3511     3.2625     3.9377
   2018     12     23   12.00      4200.00  -0.17838E+02   0.00000E+00   0.00000E+00   0.15059E+01   0.39327E+01   0.00000E+00  -0.71709E-02  -0.17838E+02  -0.16117E+02   0.11304E+02  -0.29739E+02  -0.31504E+01   0.16151E-01   0.00000E+00   0.98813-323       0.85       7.16     0.0000  0.00   0.11314-320   0.14610-319     0.5309     1.4801     2.3489     3.2592     3.9327
   2018     12     24   12.00      4224.00  -0.17311E+02   0.00000E+00   0.00000E+00   0.15044E+01   0.39277E+01   0.00000E+00  -0.68772E-02  -0.17311E+02  -0.77751E+01   0.51046E+01  -0.31881E+02  -0.31422E+01   0.84024E-02   0.00000E+00   0.98813-323       0.85       8.10     0.0000  0.00   0.11314-320   0.14610-319     0.5304     1.4786     2.3465     3.2556     3.9277
   2018     12     25   12.00      4248.00  -0.18315E+02   0.00000E+00   0.00000E+00   0.15027E+01   0.39225E+01   0.00000E+00  -0.71004E-02  -0.18315E+02  -0.10330E+02   0.13361E+01  -0.25558E+02  -0.31335E+01   0.53216E-02   0.00000E+00   0.98813-323       0.85       9.73     0.0000  0.00   0.11314-320   0.14610-319     0.5298     1.4769     2.3440     3.2519     3.9225
   2018     12     26   12.00      4272.00  -0.18452E+02   0.00000E+00   0.00000E+00   0.15012E+01   0.39172E+01   0.00000E+00  -0.72937E-02  -0.18452E+02  -0.15592E+02  -0.74585E-01  -0.18885E+02  -0.31242E+01   0.61030E-02   0.00000E+00   0.98813-323       0.85      11.38     0.0000  0.00   0.11314-320   0.14610-319     0.5294     1.4754     2.3416     3.2484     3.9172
   2018     12     27   12.00      4296.00  -0.16796E+02   0.00000E+00   0.00000E+00   0.14996E+01   0.39119E+01   0.00000E+00  -0.68555E-02  -0.16796E+02  -0.20505E+02  -0.13843E+01  -0.12663E+02  -0.31159E+01   0.66857E-02   0.00000E+00   0.98813-323       0.85      13.87     0.0000  0.00   0.11314-320   0.14610-319     0.5288     1.4738     2.3391     3.2446     3.9119
   2018     12     28   12.00      4320.00  -0.14695E+02   0.00000E+00   0.00000E+00   0.14973E+01   0.39062E+01   0.00000E+00  -0.58320E-02  -0.14694E+02  -0.29298E+02  -0.39840E+01  -0.12694E+01  -0.31099E+01   0.84777E-02   0.00000E+00   0.98813-323       0.85      15.16     0.0000  0.00   0.11314-320   0.14610-319     0.5275     1.4715     2.3360     3.2402     3.9062
   2018     12     29   12.00      4344.00  -0.14880E+02   0.00000E+00   0.00000E+00   0.14944E+01   0.39003E+01   0.00000E+00  -0.55404E-02  -0.14880E+02  -0.54954E+02   0.30490E+01   0.17354E+02  -0.31037E+01   0.10588E-01   0.00000E+00   0.98813-323       0.85      13.43     0.0000  0.00   0.11314-320   0.14610-319     0.5259     1.4685     2.3323     3.2355     3.9003
   2018     12     30   12.00      4368.00  -0.16244E+02   0.00000E+00   0.00000E+00   0.14919E+01   0.38944E+01   0.00000E+00  -0.62711E-02  -0.16244E+02  -0.89736E+02   0.20204E+02   0.34980E+02  -0.30947E+01   0.13040E-01   0.00000E+00   0.98813-323       0.85      10.40     0.0000  0.00   0.11314-320   0.14610-319     0.5246     1.4657     2.3287     3.2309     3.8944
   2018     12     31   12.00      4392.00  -0.16626E+02   0.00000E+00   0.00000E+00   0.14900E+01   0.38887E+01   0.00000E+00  -0.69929E-02  -0.16626E+02  -0.10024E+03   0.24078E+02   0.41606E+02  -0.30842E+01   0.14464E-01   0.00000E+00   0.98813-323       0.85       9.05     0.0000  0.00   0.11314-320   0.14610-319     0.5240     1.4637     2.3258     3.2269     3.8887
   2019      1      1   12.00      4416.00  -0.16278E+02   0.00000E+00   0.00000E+00   0.14884E+01   0.38831E+01   0.00000E+00  -0.73660E-02  -0.16278E+02  -0.96228E+02   0.25196E+02   0.36480E+02  -0.30740E+01   0.14364E-01   0.00000E+00   0.98813-323       0.85       9.12     0.0000  0.00   0.11314-320   0.14610-319     0.5237     1.4620     2.3232     3.2231     3.8831
   2019      1      2   12.00      4440.00  -0.16356E+02   0.00000E+00   0.00000E+00   0.14871E+01   0.38776E+01   0.00000E+00  -0.77186E-02  -0.16356E+02  -0.83184E+02   0.20448E+02   0.28184E+02  -0.30634E+01   0.12234E-01   0.00000E+00   0.98813-323       0.85       8.70     0.0000  0.00   0.11314-320   0.14610-319     0.5236     1.4607     2.3208     3.2194     3.8776
   2019      1      3   12.00      4464.00  -0.17277E+02   0.00000E+00   0.00000E+00   0.14859E+01   0.38720E+01   0.00000E+00  -0.81397E-02  -0.17277E+02  -0.59813E+02   0.11067E+02   0.14195E+02  -0.30528E+01   0.82478E-02   0.00000E+00   0.98813-323       0.85       8.48     0.0000  0.00   0.11314-320   0.14610-319     0.5236     1.4597     2.3187     3.2157     3.8720
   2019      1      4   12.00      4488.00  -0.19083E+02   0.00000E+00   0.00000E+00   0.14850E+01   0.38666E+01   0.00000E+00  -0.89605E-02  -0.19083E+02  -0.40755E+02   0.20817E+01   0.41213E+01  -0.30409E+01   0.60385E-02   0.00000E+00   0.98813-323       0.85       8.91     0.0000  0.00   0.11314-320   0.14610-319     0.5239     1.4591     2.3169     3.2124     3.8666
   2019      1      5   12.00      4512.00  -0.19871E+02   0.00000E+00   0.00000E+00   0.14847E+01   0.38614E+01   0.00000E+00  -0.94010E-02  -0.19871E+02  -0.41433E+02   0.20355E+01   0.48460E+01  -0.30288E+01   0.98826E-02   0.00000E+00   0.98813-323       0.85       9.49     0.0000  0.00   0.11314-320   0.14610-319     0.5245     1.4590     2.3156     3.2093     3.8614
   2019      1      6   12.00      4536.00  -0.20408E+02   0.00000E+00   0.00000E+00   0.14844E+01   0.38561E+01   0.00000E+00  -0.96679E-02  -0.20408E+02  -0.47478E+02   0.72499E+01   0.56758E+01  -0.30171E+01   0.16617E-01   0.00000E+00   0.98813-323       0.85       9.64     0.0000  0.00   0.11314-320   0.14610-319     0.5252     1.4591     2.3144     3.2062     3.8561
   2019      1      7   12.00      4560.00  -0.20522E+02   0.00000E+00   0.00000E+00   0.14841E+01   0.38508E+01   0.00000E+00  -0.98366E-02  -0.20522E+02  -0.36558E+02   0.63588E+01  -0.43523E+01  -0.30056E+01   0.13886E-01   0.00000E+00   0.98813-323       0.85       9.53     0.0000  0.00   0.11314-320   0.14610-319     0.5258     1.4594     2.3133     3.2032     3.8508
   2019      1      8   12.00      4584.00  -0.19320E+02   0.00000E+00   0.00000E+00   0.14836E+01   0.38455E+01   0.00000E+00  -0.94225E-02  -0.19320E+02  -0.64117E+01   0.20573E+01  -0.30197E+02  -0.29955E+01   0.93123E-02   0.00000E+00   0.98813-323       0.85       9.82     0.0000  0.00   0.11314-320   0.14610-319     0.5262     1.4594     2.3121     3.1999     3.8455
   2019      1      9   12.00      4608.00  -0.17776E+02   0.00000E+00   0.00000E+00   0.14824E+01   0.38398E+01   0.00000E+00  -0.85767E-02  -0.17776E+02   0.24982E+02  -0.42732E+01  -0.55260E+02  -0.29874E+01   0.82088E-02   0.00000E+00   0.98813-323       0.85      10.57     0.0000  0.00   0.11314-320   0.14610-319     0.5258     1.4586     2.3102     3.1960     3.8398
   2019      1     10   12.00      4632.00  -0.17521E+02   0.00000E+00   0.00000E+00   0.14807E+01   0.38338E+01   0.00000E+00  -0.81904E-02  -0.17521E+02   0.41196E+02  -0.98161E+01  -0.65932E+02  -0.29796E+01   0.94710E-02   0.00000E+00   0.98813-323       0.85      12.22     0.0000  0.00   0.11314-320   0.14610-319     0.5250     1.4572     2.3077     3.1917     3.8338
   2019      1     11   12.00      4656.00  -0.17651E+02   0.00000E+00   0.00000E+00   0.14789E+01   0.38278E+01   0.00000E+00  -0.82069E-02  -0.17651E+02   0.44746E+02  -0.11610E+02  -0.67688E+02  -0.29706E+01   0.97545E-02   0.00000E+00   0.98813-323       0.85      14.69     0.0000  0.00   0.11314-320   0.14610-319     0.5242     1.4556     2.3051     3.1874     3.8278
   2019      1     12   12.00      4680.00  -0.17484E+02   0.00000E+00   0.00000E+00   0.14771E+01   0.38217E+01   0.00000E+00  -0.80876E-02  -0.17484E+02   0.46127E+02  -0.84365E+01  -0.72242E+02  -0.29617E+01   0.91514E-02   0.00000E+00   0.98813-323       0.85      16.84     0.0000  0.00   0.11314-320   0.14610-319     0.5234     1.4539     2.3025     3.1831     3.8217
   2019      1     13   12.00      4704.00  -0.18057E+02   0.00000E+00   0.00000E+00   0.14751E+01   0.38156E+01   0.00000E+00  -0.75026E-02  -0.18057E+02   0.40028E+02  -0.51153E+01  -0.69465E+02  -0.29536E+01   0.85730E-02   0.00000E+00   0.98813-323       0.85      17.74     0.0000  0.00   0.11314-320   0.14610-319     0.5225     1.4520     2.2996     3.1786     3.8156
   2019      1     14   12.00      4728.00  -0.19011E+02   0.00000E+00   0.00000E+00   0.14721E+01   0.38091E+01   0.00000E+00  -0.62273E-02  -0.19011E+02   0.30331E+02  -0.32976E+01  -0.61585E+02  -0.29487E+01   0.88644E-02   0.00000E+00   0.98813-323       0.85      17.84     0.0000  0.00   0.11314-320   0.14610-319     0.5207     1.4490     2.2957     3.1733     3.8091
   2019      1     15   12.00      4752.00  -0.19519E+02   0.00000E+00   0.00000E+00   0.14687E+01   0.38024E+01   0.00000E+00  -0.60258E-02  -0.19519E+02   0.18573E+02  -0.89991E-01  -0.53035E+02  -0.29423E+01   0.89018E-02   0.00000E+00   0.98813-323       0.85      18.55     0.0000  0.00   0.11314-320   0.14610-319     0.5186     1.4454     2.2914     3.1677     3.8024
   2019      1     16   12.00      4776.00  -0.20479E+02   0.00000E+00   0.00000E+00   0.14653E+01   0.37956E+01   0.00000E+00  -0.57262E-02  -0.20479E+02  -0.71541E+00   0.21817E+01  -0.36018E+02  -0.29358E+01   0.90066E-02   0.00000E+00   0.98813-323       0.85      19.66     0.0000  0.00   0.11314-320   0.14610-319     0.5166     1.4416     2.2869     3.1621     3.7956
   2019      1     17   12.00      4800.00  -0.20956E+02   0.00000E+00   0.00000E+00   0.14619E+01   0.37888E+01   0.00000E+00  -0.56818E-02  -0.20955E+02  -0.10178E+02   0.36127E+01  -0.27986E+02  -0.29284E+01   0.10623E-01   0.00000E+00   0.98813-323       0.85      20.47     0.0000  0.00   0.11314-320   0.14610-319     0.5148     1.4379     2.2824     3.1566     3.7888
   2019      1     18   12.00      4824.00  -0.19706E+02   0.00000E+00   0.00000E+00   0.14580E+01   0.37818E+01   0.00000E+00  -0.44136E-02  -0.19707E+02   0.96239E+01   0.27255E+00  -0.44448E+02  -0.29239E+01   0.11084E-01   0.00000E+00   0.98813-323       0.85      20.91     0.0000  0.00   0.11314-320   0.14610-319     0.5125     1.4337     2.2774     3.1506     3.7818
   2019      1     19   12.00      4848.00  -0.18846E+02   0.00000E+00   0.00000E+00   0.14534E+01   0.37744E+01   0.00000E+00  -0.36078E-02  -0.18846E+02   0.20999E+02  -0.17133E+01  -0.53837E+02  -0.29202E+01   0.90173E-02   0.00000E+00   0.98813-323       0.85      21.67     0.0000  0.00   0.11314-320   0.14610-319     0.5095     1.4284     2.2715     3.1439     3.7744
   2019      1     20   12.00      4872.00  -0.20184E+02   0.00000E+00   0.00000E+00   0.14483E+01   0.37668E+01   0.00000E+00  -0.29876E-02  -0.20174E+02   0.51528E+01  -0.40946E+01  -0.35610E+02  -0.29164E+01   0.65503E-02   0.00000E+00   0.98813-323       0.85      22.82     0.0000  0.00   0.11314-320   0.14610-319     0.5063     1.4227     2.2651     3.1370     3.7668
   2019      1     21   12.00      4896.00  -0.20490E+02   0.00000E+00   0.00000E+00   0.14432E+01   0.37592E+01   0.00000E+00  -0.27450E-02  -0.20486E+02  -0.50899E+01  -0.89980E+01  -0.20464E+02  -0.29118E+01   0.78684E-02   0.00000E+00   0.98813-323       0.85      22.70     0.0000  0.00   0.11314-320   0.14610-319     0.5032     1.4168     2.2585     3.1300     3.7592
   2019      1     22   12.00      4920.00  -0.18398E+02   0.00000E+00   0.00000E+00   0.14381E+01   0.37515E+01   0.00000E+00  -0.24968E-02  -0.18398E+02  -0.82558E+01  -0.87225E+01  -0.17573E+02  -0.29068E+01   0.87131E-02   0.00000E+00   0.98813-323       0.85      21.30     0.0000  0.00   0.11314-320   0.14610-319     0.5002     1.4109     2.2519     3.1230     3.7515
   2019      1     23   12.00      4944.00  -0.20630E+02   0.00000E+00   0.00000E+00   0.14331E+01   0.37437E+01   0.00000E+00  -0.22766E-02  -0.20630E+02  -0.19931E+02  -0.26239E+00  -0.14358E+02  -0.29018E+01   0.48240E-02   0.00000E+00   0.98813-323       0.85      20.22     0.0000  0.00   0.11314-320   0.14610-319     0.4974     1.4049     2.2452     3.1160     3.7437
   2019      1     24   12.00      4968.00  -0.17912E+02   0.00000E+00   0.00000E+00   0.14282E+01   0.37360E+01   0.00000E+00  -0.24464E-02  -0.17908E+02  -0.74312E+02   0.15541E+02   0.24219E+02  -0.28957E+01   0.12273E-01   0.00000E+00   0.98813-323       0.85      20.50     0.0000  0.00   0.11314-320   0.14610-319     0.4948     1.3993     2.2387     3.1091     3.7360
   2019      1     25   12.00      4992.00  -0.17644E+02   0.00000E+00   0.00000E+00   0.14236E+01   0.37284E+01   0.00000E+00  -0.23164E-02  -0.17644E+02  -0.92656E+02   0.18885E+02   0.39218E+02  -0.28899E+01   0.14043E-01   0.00000E+00   0.98813-323       0.85      21.22     0.0000  0.00   0.11314-320   0.14610-319     0.4923     1.3938     2.2322     3.1023     3.7284
   2019      1     26   12.00      5016.00  -0.17585E+02   0.00000E+00   0.00000E+00   0.14190E+01   0.37207E+01   0.00000E+00  -0.24074E-02  -0.17585E+02  -0.88037E+02   0.17554E+02   0.35932E+02  -0.28836E+01   0.12541E-01   0.00000E+00   0.98813-323       0.85      20.84     0.0000  0.00   0.11314-320   0.14610-319     0.4901     1.3885     2.2259     3.0955     3.7207
   2019      1     27   12.00      5040.00  -0.17611E+02   0.00000E+00   0.00000E+00   0.14147E+01   0.37130E+01   0.00000E+00  -0.25396E-02  -0.17610E+02  -0.76888E+02   0.14137E+02   0.28200E+02  -0.28769E+01   0.10987E-01   0.00000E+00   0.98813-323       0.85      19.49     0.0000  0.00   0.11314-320   0.14610-319     0.4880     1.3836     2.2198     3.0888     3.7130
   2019      1     28   12.00      5064.00  -0.15731E+02   0.00000E+00   0.00000E+00   0.14106E+01   0.37054E+01   0.00000E+00  -0.26634E-02  -0.15731E+02  -0.59266E+02   0.13297E+02   0.11418E+02  -0.28700E+01   0.13658E-01   0.00000E+00   0.98813-323       0.85      18.38     0.0000  0.00   0.11314-320   0.14610-319     0.4862     1.3789     2.2139     3.0823     3.7054
   2019      1     29   12.00      5088.00  -0.13206E+02   0.00000E+00   0.00000E+00   0.14066E+01   0.36978E+01   0.00000E+00  -0.24519E-02  -0.13206E+02  -0.32037E+02   0.13832E+02  -0.16347E+02  -0.28636E+01   0.19834E-01   0.00000E+00   0.98813-323       0.85      19.03     0.0000  0.00   0.11314-320   0.14610-319     0.4843     1.3743     2.2080     3.0757     3.6978
   2019      1     30   12.00      5112.00  -0.12095E+02   0.00000E+00   0.00000E+00   0.14023E+01   0.36900E+01   0.00000E+00  -0.20589E-02  -0.12095E+02  -0.10850E+02   0.16065E+02  -0.39767E+02  -0.28583E+01   0.22997E-01   0.00000E+00   0.98813-323       0.85      20.99     0.0000  0.00   0.11314-320   0.14610-319     0.4822     1.3695     2.2020     3.0689     3.6900
   2019      1     31   12.00      5136.00  -0.12098E+02   0.00000E+00   0.00000E+00   0.13979E+01   0.36822E+01   0.00000E+00  -0.19219E-02  -0.12098E+02  -0.49207E+01   0.17455E+02  -0.47086E+02  -0.28528E+01   0.22684E-01   0.00000E+00   0.98813-323       0.85      22.86     0.0000  0.00   0.11314-320   0.14610-319     0.4800     1.3645     2.1957     3.0619     3.6822
   2019      2      1   12.00      5160.00  -0.12304E+02   0.00000E+00   0.00000E+00   0.13936E+01   0.36743E+01   0.00000E+00  -0.20083E-02  -0.12304E+02   0.30349E+00   0.12736E+02  -0.47592E+02  -0.28466E+01   0.17495E-01   0.00000E+00   0.98813-323       0.85      23.76     0.0000  0.00   0.11314-320   0.14610-319     0.4779     1.3597     2.1896     3.0550     3.6743
   2019      2      2   12.00      5184.00  -0.13949E+02   0.00000E+00   0.00000E+00   0.13894E+01   0.36664E+01   0.00000E+00  -0.21529E-02  -0.13948E+02  -0.51237E+00   0.55143E+01  -0.39554E+02  -0.28399E+01   0.72887E-02   0.00000E+00   0.98813-323       0.85      24.87     0.0000  0.00   0.11314-320   0.14610-319     0.4761     1.3550     2.1836     3.0482     3.6664
   2019      2      3   12.00      5208.00  -0.20183E+02   0.00000E+00   0.00000E+00   0.13857E+01   0.36587E+01   0.00000E+00  -0.28237E-02  -0.20183E+02  -0.16610E+02   0.62336E+00  -0.18566E+02  -0.28319E+01   0.59435E-02   0.00000E+00   0.98813-323       0.85      27.43     0.0000  0.00   0.11314-320   0.14610-319     0.4746     1.3508     2.1780     3.0416     3.6587
   2019      2      4   12.00      5232.00  -0.27780E+02   0.00000E+00   0.00000E+00   0.13828E+01   0.36512E+01   0.00000E+00  -0.38325E-02  -0.27780E+02  -0.30746E+02  -0.76384E+00  -0.30419E+01  -0.28217E+01   0.61154E-02   0.00000E+00   0.98813-323       0.85      30.50     0.0000  0.00   0.11314-320   0.14610-319     0.4738     1.3476     2.1732     3.0358     3.6512
   2019      2      5   12.00      5256.00  -0.31146E+02   0.00000E+00   0.00000E+00   0.13808E+01   0.36442E+01   0.00000E+00  -0.49484E-02  -0.31146E+02  -0.35387E+02  -0.26302E+00   0.10982E+01  -0.28101E+01   0.76195E-02   0.00000E+00   0.98813-323       0.85      32.23     0.0000  0.00   0.11314-320   0.14610-319     0.4738     1.3455     2.1694     3.0306     3.6442
   2019      2      6   12.00      5280.00  -0.30725E+02   0.00000E+00   0.00000E+00   0.13793E+01   0.36373E+01   0.00000E+00  -0.54413E-02  -0.30721E+02  -0.28075E+02  -0.93320E-01  -0.63836E+01  -0.27988E+01   0.70954E-02   0.00000E+00   0.98813-323       0.85      31.71     0.0000  0.00   0.11314-320   0.14610-319     0.4742     1.3442     2.1662     3.0257     3.6373
   2019      2      7   12.00      5304.00  -0.26162E+02   0.00000E+00   0.00000E+00   0.13776E+01   0.36304E+01   0.00000E+00  -0.48935E-02  -0.26162E+02  -0.16000E+02   0.12551E+01  -0.19807E+02  -0.27903E+01   0.69480E-02   0.00000E+00   0.98813-323       0.85      30.43     0.0000  0.00   0.11314-320   0.14610-319     0.4742     1.3428     2.1630     3.0206     3.6304
