 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2670E-09  999.868  0.3515E-89 -0.1428E-08  0.7587E-12 -0.5577E-12  0.1350-181  0.0000E+00  0.1323E-11  0.2135E-09
   -0.250000    0.700  0.6776E-10  999.911  0.2598E-91  0.2061E-07  0.4568E-12 -0.3382E-12  0.8784-185  0.0000E+00  0.5688E-12  0.7395E-09
   -0.500000    1.136  0.6736E-10  999.933  0.1761E-92  0.3555E-07  0.5921E-12  0.1504E-11  0.1097-188  0.0000E+00 -0.1208E-11  0.5931E-03
   -0.750000    1.458  0.6736E-10  999.947  0.1760E-92  0.3569E-07  0.5939E-12  0.1471E-11  0.3009-189  0.0000E+00 -0.1174E-11  0.6312E-03
   -1.000000    1.839  0.6725E-10  999.961  0.1413E-92  0.3351E-07  0.5725E-12 -0.4239E-12  0.8583-187  0.0000E+00  0.7126E-12  0.8142E-08
   -1.250000    2.404  0.6623E-10  999.976  0.2439E-94  0.1349E-07  0.3606E-12 -0.2670E-12  0.1563-190  0.0000E+00  0.5392E-12  0.7586E-09
   -1.500000    3.209  0.6492E-10  999.991  0.1932E-96  0.1528E-07  0.1220E-11  0.8174E-13  0.7727-196  0.0000E+00  0.1130E-11  0.2707E-04
   -1.750000    3.910  0.6400E-10  999.999  0.1038E-98  0.3075E-07  0.3501E-11  0.1420E-11  0.1259-200  0.0000E+00  0.2083E-11  0.8264E-04
   -2.000000    4.027  0.6399E-10 1000.000  0.2238-101  0.3623E-07  0.4838E-11  0.7087E-11  0.6447-203  0.0000E+00 -0.2284E-11  0.1182E-03
   -2.250000    4.029  0.6399E-10 1000.000  0.6633-102  0.3671E-07  0.5451E-11  0.7566E-11  0.1031-203  0.0000E+00 -0.2152E-11  0.1073E-03
   -2.500000    4.032  0.6399E-10 1000.000  0.1378-102  0.3516E-07  0.7267E-11  0.8436E-11  0.5528-205  0.0000E+00 -0.1205E-11  0.6006E-04
   -2.750000    4.091  0.6399E-10 1000.000  0.2939-103  0.1543E-07  0.3598E-10  0.1412E-10  0.1598-208  0.0000E+00  0.2185E-10  0.1319E-05
