   2021      7     12   12.00       264.00   0.13030E+02   0.00000E+00   0.13030E+02   0.13049E+02   0.13084E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48231E+00   0.11840E+02  -0.54470E+02  -0.74443E+02   0.16092E-02   0.12735E-06   0.39205E-04       0.16     153.05     0.0000  0.00   0.73907E-02   0.41286E-01    13.0494    13.0504    13.0520    13.0550    13.0838
   2021      7     13   12.00       288.00   0.14913E+02   0.00000E+00   0.14913E+02   0.14960E+02   0.15005E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66909E+01   0.28351E+02  -0.10462E+03  -0.10521E+03   0.25646E-02   0.10699E-05   0.19175E-03       0.16     241.02     0.0000  0.00  -0.14340E-01   0.61917E+00    14.9591    14.9684    14.9715    14.9762    15.0008
   2021      7     14   12.00       312.00   0.16420E+02   0.00000E+00   0.16420E+02   0.16512E+02   0.16561E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18149E+02   0.41003E+02  -0.12832E+03  -0.98137E+02   0.29239E-02   0.18361E-05   0.44691E-03       0.16     229.78     0.0000  0.00  -0.27131E-02   0.93205E+00    16.5105    16.5265    16.5307    16.5354    16.5556
   2021      7     15   12.00       336.00   0.16909E+02   0.00000E+00   0.16909E+02   0.16970E+02   0.17006E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14497E+02   0.35591E+02  -0.10016E+03  -0.73059E+02   0.20873E-02   0.11889E-05   0.20747E-03       0.16     172.02     0.0000  0.00  -0.43992E-02   0.20263E+00    16.9692    16.9797    16.9831    16.9867    17.0026
   2021      7     16   12.00       360.00   0.17289E+02   0.00000E+00   0.17289E+02   0.17350E+02   0.17389E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17148E+02   0.39797E+02  -0.11305E+03  -0.83429E+02   0.18106E-02   0.11465E-05   0.13880E-03       0.16     187.88     0.0000  0.00  -0.15404E-02  -0.26515E-01    17.3493    17.3591    17.3628    17.3669    17.3843
   2021      7     17   12.00       384.00   0.17581E+02   0.00000E+00   0.17581E+02   0.17674E+02   0.17728E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18985E+02   0.48479E+02  -0.12478E+03  -0.86413E+02   0.28483E-02   0.16829E-05   0.36174E-03       0.16     188.22     0.0000  0.00   0.66703E-02   0.83040E+00    17.6737    17.6890    17.6934    17.6990    17.7204
   2021      7     18   12.00       408.00   0.17929E+02   0.00000E+00   0.17929E+02   0.18032E+02   0.18087E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86980E+01   0.47064E+02  -0.11927E+03  -0.99358E+02   0.31944E-02   0.17446E-05   0.71346E-03       0.16     221.82     0.0000  0.00  -0.11296E-01   0.12641E+01    18.0295    18.0479    18.0525    18.0579    18.0807
   2021      7     19   12.00       432.00   0.19243E+02   0.00000E+00   0.19243E+02   0.19392E+02   0.19465E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14515E+02   0.60868E+02  -0.15424E+03  -0.10864E+03   0.37424E-02   0.23906E-05   0.16015E-02       0.16     254.84     0.0000  0.00   0.17457E-01   0.18515E+01    19.3885    19.4136    19.4197    19.4270    19.4537
   2021      7     20   12.00       456.00   0.18414E+02   0.00000E+00   0.18414E+02   0.18670E+02   0.18775E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37928E+02   0.86215E+02  -0.17917E+03  -0.84674E+02   0.57137E-02   0.64919E-05   0.92323E-02       0.17     151.36     0.0000  0.00   0.16198E-01   0.45911E+01    18.6648    18.7081    18.7193    18.7281    18.7484
   2021      7     21   12.00       480.00   0.16267E+02   0.00000E+00   0.16267E+02   0.16376E+02   0.16428E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20179E+02   0.39815E+02  -0.92818E+02  -0.57487E+02   0.27683E-02   0.18255E-05   0.25812E-02       0.17      70.26     0.0000  0.00  -0.40382E-02   0.14675E+01    16.3726    16.3953    16.4014    16.4062    16.4196
   2021      7     22   12.00       504.00   0.15418E+02   0.00000E+00   0.15418E+02   0.15533E+02   0.15581E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18360E+02   0.40430E+02  -0.95299E+02  -0.62762E+02   0.32137E-02   0.18601E-05   0.76946E-03       0.17      85.86     0.0000  0.00   0.18669E-01  -0.11822E+01    15.5305    15.5527    15.5581    15.5627    15.5765
   2021      7     23   12.00       528.00   0.14404E+02   0.00000E+00   0.14404E+02   0.14530E+02   0.14595E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22098E+02   0.46656E+02  -0.11474E+03  -0.82471E+02   0.34267E-02   0.17447E-05   0.87052E-03       0.17     112.97     0.0000  0.00   0.36609E-01  -0.10249E+01    14.5271    14.5515    14.5579    14.5648    14.5867
   2021      7     24   12.00       552.00   0.14201E+02   0.00000E+00   0.14201E+02   0.14256E+02   0.14302E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13853E+02   0.28385E+02  -0.90004E+02  -0.79957E+02   0.14516E-02   0.71037E-06   0.27482E-04       0.17     126.93     0.0000  0.00   0.85544E-02  -0.14583E+00    14.2549    14.2637    14.2679    14.2737    14.2962
   2021      7     25   12.00       576.00   0.14613E+02   0.00000E+00   0.14613E+02   0.14669E+02   0.14703E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12647E+02   0.27203E+02  -0.79681E+02  -0.68515E+02   0.16012E-02   0.80915E-06   0.13741E-03       0.17     124.23     0.0000  0.00   0.63930E-02   0.37404E+00    14.6679    14.6778    14.6814    14.6851    14.7001
   2021      7     26   12.00       600.00   0.14492E+02   0.00000E+00   0.14492E+02   0.14623E+02   0.14685E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22155E+02   0.50991E+02  -0.10395E+03  -0.75900E+02   0.51699E-02   0.27802E-05   0.53570E-02       0.17     128.90     0.0000  0.00   0.88715E-01   0.23791E+01    14.6161    14.6475    14.6549    14.6606    14.6779
   2021      7     27   12.00       624.00   0.13946E+02   0.00000E+00   0.13946E+02   0.14123E+02   0.14198E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.25158E+02   0.59167E+02  -0.10592E+03  -0.68179E+02   0.89289E-02   0.12913E-04   0.37985E-01       0.17      99.36     0.0000  0.00   0.30824E+00   0.43275E+01    14.1184    14.1532    14.1632    14.1698    14.1882
   2021      7     28   12.00       648.00   0.12959E+02   0.00000E+00   0.12959E+02   0.13098E+02   0.13154E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15649E+02   0.40305E+02  -0.69268E+02  -0.51623E+02   0.12087E-01   0.71033E-04   0.11221E+00       0.17      57.65     0.0000  0.00   0.58934E+00   0.47672E+01    13.0985    13.1185    13.1257    13.1313    13.1487
   2021      7     29   12.00       672.00   0.12593E+02   0.00000E+00   0.12593E+02   0.12674E+02   0.12714E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11620E+02   0.26542E+02  -0.48246E+02  -0.42947E+02   0.10853E-01   0.45455E-04   0.77208E-01       0.17      50.30     0.0000  0.00   0.48803E+00   0.34488E+01    12.6722    12.6858    12.6915    12.6959    12.7113
   2021      7     30   12.00       696.00   0.12538E+02   0.00000E+00   0.12538E+02   0.12569E+02   0.12599E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78987E+01   0.13788E+02  -0.28550E+02  -0.36062E+02   0.81858E-02   0.38371E-05   0.22819E-01       0.17      49.92     0.0000  0.00   0.26846E+00   0.18579E+01    12.5663    12.5761    12.5799    12.5829    12.5989
   2021      7     31   12.00       720.00   0.12855E+02   0.00000E+00   0.12855E+02   0.12897E+02   0.12927E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.83453E+01   0.18634E+02  -0.34794E+02  -0.35289E+02   0.91663E-02   0.10148E-04   0.36833E-01       0.17      59.24     0.0000  0.00   0.33694E+00   0.26405E+01    12.8955    12.9047    12.9084    12.9114    12.9262
   2021      8      1   12.00       744.00   0.13305E+02   0.00000E+00   0.13305E+02   0.13288E+02   0.13330E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.25189E+01   0.88199E+01  -0.11069E+02  -0.31262E+02   0.10222E-01   0.15540E-04   0.53982E-01       0.17      67.96     0.0000  0.00   0.42379E+00   0.16065E+01    13.2904    13.2838    13.2802    13.2801    13.2948
   2021      8      2   12.00       768.00   0.15127E+02   0.00000E+00   0.15127E+02   0.15065E+02   0.15139E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.16654E+02   0.15226E+02  -0.12617E+02  -0.44671E+02   0.96696E-02   0.50470E-05   0.44978E-01       0.18     140.97     0.0000  0.00   0.37285E+00  -0.22292E+01    15.0722    15.0493    15.0392    15.0374    15.0570
   2021      8      3   12.00       792.00   0.17474E+02   0.00000E+00   0.17474E+02   0.17515E+02   0.17552E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.66096E+01   0.44074E+02  -0.86365E+02  -0.80275E+02   0.56457E-02   0.20917E-05   0.83538E-02       0.18     233.58     0.0000  0.00   0.13299E+00  -0.16775E+01    17.5135    17.5210    17.5233    17.5275    17.5478
   2021      8      4   12.00       816.00   0.19170E+02   0.00000E+00   0.19170E+02   0.19248E+02   0.19297E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11653E+02   0.49668E+02  -0.13095E+03  -0.85376E+02   0.29644E-02   0.16517E-05   0.37095E-03       0.18     236.68     0.0000  0.00   0.34890E-01   0.16457E+00    19.2471    19.2596    19.2635    19.2690    19.2898
   2021      8      5   12.00       840.00   0.18537E+02   0.00000E+00   0.18537E+02   0.18723E+02   0.18792E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30242E+02   0.68735E+02  -0.15496E+03  -0.65014E+02   0.36817E-02   0.25230E-05   0.13676E-02       0.18     134.84     0.0000  0.00   0.29957E-02   0.15673E+01    18.7207    18.7497    18.7569    18.7639    18.7800
   2021      8      6   12.00       864.00   0.16028E+02   0.00000E+00   0.16028E+02   0.16262E+02   0.16357E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34058E+02   0.72715E+02  -0.15326E+03  -0.92471E+02   0.48346E-02   0.33421E-05   0.40132E-02       0.18     133.95     0.0000  0.00  -0.25971E-01   0.30086E+01    16.2555    16.2986    16.3088    16.3178    16.3408
   2021      8      7   12.00       888.00   0.15991E+02   0.00000E+00   0.15991E+02   0.16097E+02   0.16159E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20684E+02   0.47390E+02  -0.12729E+03  -0.92932E+02   0.22751E-02   0.15328E-05   0.56005E-03       0.18     167.61     0.0000  0.00   0.51714E-02   0.20431E+00    16.0948    16.1121    16.1177    16.1250    16.1488
   2021      8      8   12.00       912.00   0.15390E+02   0.00000E+00   0.15390E+02   0.15500E+02   0.15562E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19631E+02   0.45702E+02  -0.11744E+03  -0.83842E+02   0.31949E-02   0.19058E-05   0.58618E-03       0.18     139.97     0.0000  0.00   0.28376E-01  -0.77430E+00    15.4985    15.5186    15.5244    15.5313    15.5526
   2021      8      9   12.00       936.00   0.15757E+02   0.00000E+00   0.15757E+02   0.15828E+02   0.15886E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15901E+02   0.41045E+02  -0.11826E+03  -0.99329E+02   0.27394E-02   0.15712E-05   0.22038E-03       0.18     194.47     0.0000  0.00   0.30977E-01   0.26980E+00    15.8275    15.8402    15.8447    15.8515    15.8767
   2021      8     10   12.00       960.00   0.16343E+02   0.00000E+00   0.16343E+02   0.16451E+02   0.16510E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20425E+02   0.46703E+02  -0.12903E+03  -0.83054E+02   0.26571E-02   0.17375E-05   0.36089E-03       0.18     165.53     0.0000  0.00   0.87962E-02   0.84954E+00    16.4504    16.4679    16.4732    16.4799    16.5007
   2021      8     11   12.00       984.00   0.15509E+02   0.00000E+00   0.15509E+02   0.15633E+02   0.15696E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22328E+02   0.49828E+02  -0.12079E+03  -0.82700E+02   0.29811E-02   0.18044E-05   0.51011E-03       0.18     140.66     0.0000  0.00  -0.10352E-01   0.10613E+01    15.6312    15.6528    15.6586    15.6656    15.6863
   2021      8     12   12.00      1008.00   0.15087E+02   0.00000E+00   0.15087E+02   0.15262E+02   0.15347E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34139E+02   0.67256E+02  -0.15894E+03  -0.10095E+03   0.36582E-02   0.24243E-05   0.12186E-02       0.18     166.37     0.0000  0.00  -0.31640E-01   0.14403E+01    15.2591    15.2895    15.2977    15.3072    15.3328
   2021      8     13   12.00      1032.00   0.13745E+02   0.00000E+00   0.13745E+02   0.13967E+02   0.14062E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36147E+02   0.65552E+02  -0.15611E+03  -0.10440E+03   0.41985E-02   0.29030E-05   0.22234E-02       0.19     148.30     0.0000  0.00  -0.22458E-01   0.22401E+01    13.9603    14.0015    14.0117    14.0214    14.0478
   2021      8     14   12.00      1056.00   0.12896E+02   0.00000E+00   0.12896E+02   0.13073E+02   0.13153E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27412E+02   0.54050E+02  -0.12211E+03  -0.83880E+02   0.52853E-02   0.42780E-05   0.62542E-02       0.19     109.36     0.0000  0.00   0.63436E-01   0.32553E+01    13.0655    13.1039    13.1140    13.1220    13.1426
   2021      8     15   12.00      1080.00   0.12009E+02   0.00000E+00   0.12009E+02   0.12152E+02   0.12220E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17555E+02   0.35914E+02  -0.74110E+02  -0.57665E+02   0.76041E-02   0.70432E-05   0.23338E-01       0.19      60.58     0.0000  0.00   0.16665E+00   0.60878E+01    12.1445    12.1784    12.1885    12.1946    12.2129
   2021      8     16   12.00      1104.00   0.11434E+02   0.00000E+00   0.11434E+02   0.11567E+02   0.11627E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13741E+02   0.31037E+02  -0.59893E+02  -0.45975E+02   0.74970E-02   0.74485E-05   0.22858E-01       0.19      40.62     0.0000  0.00   0.15497E+00   0.61776E+01    11.5598    11.5903    11.5996    11.6047    11.6223
   2021      8     17   12.00      1128.00   0.10810E+02   0.00000E+00   0.10810E+02   0.10990E+02   0.11080E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15509E+02   0.42883E+02  -0.10183E+03  -0.88909E+02   0.65145E-02   0.42292E-05   0.14036E-01       0.19     122.89     0.0000  0.00   0.91611E-01   0.52162E+01    10.9792    11.0235    11.0350    11.0432    11.0678
   2021      8     18   12.00      1152.00   0.11222E+02   0.00000E+00   0.11222E+02   0.11373E+02   0.11448E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18685E+02   0.41842E+02  -0.11891E+03  -0.10041E+03   0.40998E-02   0.23284E-05   0.29410E-02       0.19     163.21     0.0000  0.00   0.33681E-01   0.21746E+01    11.3654    11.4002    11.4088    11.4165    11.4401
   2021      8     19   12.00      1176.00   0.11316E+02   0.00000E+00   0.11316E+02   0.11422E+02   0.11480E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16598E+02   0.36505E+02  -0.82937E+02  -0.69063E+02   0.59231E-02   0.44230E-05   0.13083E-01       0.19     106.96     0.0000  0.00   0.12800E+00   0.33185E+01    11.4153    11.4427    11.4509    11.4570    11.4752
   2021      8     20   12.00      1200.00   0.11504E+02   0.00000E+00   0.11504E+02   0.11606E+02   0.11667E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12962E+02   0.36830E+02  -0.84146E+02  -0.71866E+02   0.60957E-02   0.64949E-05   0.13885E-01       0.19     120.39     0.0000  0.00   0.10717E+00   0.42924E+01    11.5986    11.6274    11.6359    11.6423    11.6613
   2021      8     21   12.00      1224.00   0.12102E+02   0.00000E+00   0.12102E+02   0.12171E+02   0.12214E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84264E+01   0.23693E+02  -0.86187E+02  -0.80838E+02   0.19798E-02   0.89216E-06   0.35587E-03       0.19     155.09     0.0000  0.00  -0.21487E-02  -0.14182E+00    12.1682    12.1820    12.1866    12.1916    12.2106
   2021      8     22   12.00      1248.00   0.12570E+02   0.00000E+00   0.12570E+02   0.12681E+02   0.12737E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14677E+02   0.36376E+02  -0.84389E+02  -0.61835E+02   0.51122E-02   0.25482E-05   0.54252E-02       0.19     117.11     0.0000  0.00   0.19074E-01  -0.35100E+01    12.6727    12.7023    12.7100    12.7154    12.7317
   2021      8     23   12.00      1272.00   0.12690E+02   0.00000E+00   0.12690E+02   0.12733E+02   0.12770E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78977E+01   0.18777E+02  -0.43173E+02  -0.40427E+02   0.41759E-02   0.12207E-05   0.28143E-02       0.20      79.69     0.0000  0.00   0.41978E-01  -0.19982E+01    12.7285    12.7430    12.7473    12.7506    12.7695
   2021      8     24   12.00      1296.00   0.13489E+02   0.00000E+00   0.13489E+02   0.13508E+02   0.13535E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35521E+01   0.10533E+02  -0.39545E+02  -0.44241E+02   0.17501E-02   0.20254E-06   0.49925E-04       0.20     108.52     0.0000  0.00   0.79041E-02   0.13935E+00    13.5072    13.5108    13.5124    13.5148    13.5355
   2021      8     25   12.00      1320.00   0.14074E+02   0.00000E+00   0.14074E+02   0.14200E+02   0.14262E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18935E+02   0.44974E+02  -0.11676E+03  -0.78947E+02   0.37878E-02   0.19762E-05   0.17169E-02       0.20     166.36     0.0000  0.00  -0.29128E-01   0.16999E+01    14.1951    14.2221    14.2287    14.2351    14.2549
   2021      8     26   12.00      1344.00   0.13196E+02   0.00000E+00   0.13196E+02   0.13428E+02   0.13529E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35380E+02   0.69700E+02  -0.16131E+03  -0.91976E+02   0.54882E-02   0.43052E-05   0.75291E-02       0.20     146.38     0.0000  0.00  -0.12812E-01   0.40780E+01    13.4183    13.4686    13.4809    13.4904    13.5129
   2021      8     27   12.00      1368.00   0.11586E+02   0.00000E+00   0.11586E+02   0.11788E+02   0.11885E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29449E+02   0.58440E+02  -0.14418E+03  -0.96536E+02   0.51965E-02   0.39475E-05   0.61745E-02       0.20     128.62     0.0000  0.00  -0.33650E-02   0.37011E+01    11.7775    11.8257    11.8383    11.8479    11.8719
   2021      8     28   12.00      1392.00   0.11082E+02   0.00000E+00   0.11082E+02   0.11217E+02   0.11281E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16925E+02   0.34213E+02  -0.10285E+03  -0.79357E+02   0.35461E-02   0.15942E-05   0.10966E-02       0.20     110.48     0.0000  0.00   0.11317E-01   0.13825E+01    11.2105    11.2426    11.2501    11.2567    11.2760
   2021      8     29   12.00      1416.00   0.10868E+02   0.00000E+00   0.10868E+02   0.10926E+02   0.10969E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72455E+01   0.20229E+02  -0.45702E+02  -0.49690E+02   0.49003E-02   0.91942E-06   0.31788E-02       0.20      69.23     0.0000  0.00   0.83895E-01   0.17351E+01    10.9188    10.9404    10.9460    10.9506    10.9682
   2021      8     30   12.00      1440.00   0.11646E+02   0.00000E+00   0.11646E+02   0.11673E+02   0.11706E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33414E+01   0.15002E+02  -0.37427E+02  -0.43561E+02   0.30548E-02   0.40030E-06   0.74581E-03       0.20      85.78     0.0000  0.00   0.39089E-01   0.49363E+00    11.6703    11.6789    11.6817    11.6848    11.7061
   2021      8     31   12.00      1464.00   0.12240E+02   0.00000E+00   0.12240E+02   0.12265E+02   0.12293E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31441E+01   0.10978E+02  -0.35600E+02  -0.37156E+02   0.16391E-02   0.23335E-06   0.33549E-04       0.20      80.88     0.0000  0.00   0.47126E-02  -0.26345E+00    12.2646    12.2700    12.2720    12.2744    12.2928
   2021      9      1   12.00      1488.00   0.13087E+02   0.00000E+00   0.13087E+02   0.13105E+02   0.13134E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11330E+01   0.13928E+02  -0.42887E+02  -0.49686E+02   0.21063E-02   0.25374E-06   0.93827E-04       0.21     122.93     0.0000  0.00   0.47211E-02  -0.49175E+00    13.1035    13.1076    13.1095    13.1124    13.1337
   2021      9      2   12.00      1512.00   0.14443E+02   0.00000E+00   0.14443E+02   0.14468E+02   0.14492E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22106E+01   0.15251E+02  -0.53157E+02  -0.46905E+02   0.19153E-02   0.29657E-06   0.61555E-04       0.21     135.51     0.0000  0.00   0.11029E-01  -0.28596E+00    14.4677    14.4723    14.4743    14.4771    14.4918
   2021      9      3   12.00      1536.00   0.14904E+02   0.00000E+00   0.14904E+02   0.14966E+02   0.14997E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10827E+02   0.24201E+02  -0.70170E+02  -0.40653E+02   0.27968E-02   0.10671E-05   0.59460E-03       0.21     106.69     0.0000  0.00   0.21587E-01  -0.81797E+00    14.9640    14.9784    14.9821    14.9852    14.9955
   2021      9      4   12.00      1560.00   0.14160E+02   0.00000E+00   0.14160E+02   0.14316E+02   0.14375E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26183E+02   0.44834E+02  -0.11001E+03  -0.52731E+02   0.41414E-02   0.21177E-05   0.25155E-02       0.21      90.37     0.0000  0.00  -0.45710E-01  -0.13663E+01    14.3115    14.3435    14.3506    14.3560    14.3686
   2021      9      5   12.00      1584.00   0.12324E+02   0.00000E+00   0.12324E+02   0.12463E+02   0.12524E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23835E+02   0.40694E+02  -0.10643E+03  -0.61029E+02   0.37710E-02   0.19353E-05   0.19282E-02       0.21      65.53     0.0000  0.00  -0.51756E-01   0.34971E+00    12.4590    12.4882    12.4956    12.5021    12.5177
   2021      9      6   12.00      1608.00   0.11022E+02   0.00000E+00   0.11022E+02   0.11157E+02   0.11224E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16555E+02   0.29892E+02  -0.85831E+02  -0.59875E+02   0.53023E-02   0.36815E-05   0.67299E-02       0.21      60.12     0.0000  0.00   0.25359E-01   0.38758E+01    11.1480    11.1844    11.1945    11.2011    11.2180
   2021      9      7   12.00      1632.00   0.10806E+02   0.00000E+00   0.10806E+02   0.10871E+02   0.10920E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55312E+01   0.11040E+02  -0.46155E+02  -0.50135E+02   0.63260E-02   0.41041E-05   0.13043E-01       0.21      67.88     0.0000  0.00   0.22641E-01   0.56355E+01    10.8645    10.8844    10.8920    10.8971    10.9171
