   2022      5      2   12.00     33624.00  -0.16819E+01   0.00000E+00  -0.14051E-12   0.28125E+01   0.41517E+01   0.00000E+00  -0.50927E+00  -0.16819E+01  -0.29996E+02  -0.46291E+01  -0.25288E+01  -0.11471E+02   0.77295E-02   0.00000E+00   0.98813-323       0.85     246.27     0.0000  0.00   0.72628-321   0.15118-320     1.1557     2.7605     4.0715     4.0833     4.1517
   2022      5      3   12.00     33648.00  -0.83050E+00   0.00000E+00  -0.15882E-12   0.29508E+01   0.41206E+01   0.00000E+00  -0.18572E+00  -0.83050E+00  -0.19401E+02   0.61318E+01  -0.23885E+02  -0.82781E+01   0.88443E-02   0.00000E+00   0.98813-323       0.85     162.97     0.0000  0.00   0.46442-321   0.64229-320     1.2057     3.2359     4.0520     4.0616     4.1206
   2022      5      4   12.00     33672.00  -0.14195E+00   0.00000E+00  -0.16860E-12   0.30246E+01   0.41312E+01   0.00000E+00  -0.40178E-01  -0.10035E+00  -0.14814E+02   0.37672E+01  -0.26107E+02  -0.10607E+02   0.11774E-01   0.00000E+00   0.98813-323       0.66      95.06     0.0000  0.00   0.40019-321   0.74456-320     1.2627     3.4899     4.0477     4.0589     4.1312
   2022      5      5   12.00     33696.00   0.19559E-01   0.00000E+00  -0.49511E-13   0.33616E+01   0.42401E+01   0.00000E+00   0.19559E-01   0.11415E+00  -0.21861E+02  -0.35017E+01  -0.11791E+02  -0.23426E+02   0.10723E-01   0.00000E+00   0.98813-323       0.40     113.59     0.0000  0.00   0.25691-321   0.64723-320     1.8015     4.0750     4.1404     4.1526     4.2401
   2022      5      6   12.00     33720.00   0.17525E-01   0.00000E+00  -0.65835E-14   0.39022E+01   0.43349E+01   0.00000E+00   0.17525E-01   0.11415E+00  -0.27290E+02   0.70454E+01  -0.16909E+02  -0.30716E+02   0.99440E-02   0.00000E+00   0.98813-323       0.40     147.05     0.0000  0.00   0.88932-322   0.31176-320     3.2409     4.2295     4.2375     4.2484     4.3349
   2022      5      7   12.00     33744.00   0.28234E-01   0.00000E+00  -0.57124E-12   0.41376E+01   0.43880E+01   0.00000E+00   0.28234E-01   0.11415E+00  -0.26962E+02  -0.45101E+01  -0.56823E+01  -0.31221E+02   0.83480E-02   0.00000E+00   0.98813-323       0.40     146.11     0.0000  0.00   0.29644-322   0.18824-320     3.8361     4.2878     4.2957     4.3061     4.3880
   2022      5      8   12.00     33768.00   0.37734E-01   0.00000E+00  -0.15046E-11   0.42380E+01   0.44872E+01   0.00000E+00   0.37734E-01   0.11415E+00  -0.30863E+02  -0.14630E+02   0.83383E+01  -0.36742E+02   0.96833E-02   0.00000E+00   0.98813-323       0.40     170.34     0.0000  0.00   0.29644-322   0.18824-320     3.9426     4.3852     4.3931     4.4035     4.4872
   2022      5      9   12.00     33792.00  -0.28537E+00   0.00000E+00  -0.39194E-11   0.42361E+01   0.44773E+01   0.00000E+00  -0.28537E+00   0.11415E+00  -0.34958E+02   0.88133E+01  -0.11010E+02  -0.56148E+02   0.10763E-01   0.00000E+00   0.00000E+00       0.40     243.43     0.0000  0.00   0.00000E+00   0.00000E+00     4.0577     4.3115     4.3322     4.3531     4.4773
   2022      5     10   12.00     33816.00  -0.90933E+00   0.00000E+00  -0.45424E-11   0.43350E+01   0.45799E+01   0.00000E+00  -0.90933E+00   0.11415E+00  -0.40062E+02   0.19576E+02  -0.16668E+02  -0.64683E+02   0.93001E-02   0.00000E+00   0.00000E+00       0.40     275.14     0.0000  0.00   0.00000E+00   0.00000E+00     4.1537     4.4122     4.4325     4.4534     4.5799
   2022      5     11   12.00     33840.00  -0.25828E+00   0.00000E+00  -0.45671E-11   0.42168E+01   0.45324E+01   0.00000E+00  -0.25828E+00   0.11415E+00  -0.33086E+02   0.44737E+01  -0.85417E+01  -0.59795E+02   0.79331E-02   0.14486E-06   0.35360E-03       0.40     237.65     0.0000  0.00   0.18338E-02   0.45471E-01     3.8921     4.3617     4.3858     4.4076     4.5324
   2022      5     12   12.00     33864.00   0.21349E-01   0.00000E+00   0.23874E-01   0.27061E+01   0.43519E+01   0.00000E+00  -0.25243E-02   0.11415E+00  -0.28820E+02  -0.46707E+01  -0.37557E+01  -0.61315E+02   0.67616E-02   0.15188E-05   0.63725E-02       0.39     223.88     0.0000  0.00  -0.31236E-01   0.84114E+00     0.3478     3.3249     4.0986     4.1743     4.3519
   2022      5     13   12.00     33888.00   0.33059E+01   0.00000E+00   0.33059E+01   0.33927E+01   0.36359E+01   0.00000E+00   0.00000E+00   0.11415E+00   0.15683E+01   0.30019E+02  -0.95576E+02  -0.10463E+03   0.87317E-02   0.50706E-03   0.38236E-01       0.18     266.68     0.0000  0.00  -0.25045E+00   0.34039E+01     3.3554     3.3735     3.4095     3.4656     3.6356
   2022      5     14   12.00     33912.00   0.55232E+01   0.00000E+00   0.55232E+01   0.56348E+01   0.57532E+01   0.00000E+00   0.00000E+00   0.11415E+00   0.74205E+01   0.41068E+02  -0.13010E+03  -0.96269E+02   0.63701E-02   0.21617E-03   0.12728E-01       0.17     311.95     0.0000  0.00  -0.11790E+00   0.25321E+01     5.6084     5.6327     5.6483     5.6651     5.7527
   2022      5     15   12.00     33936.00   0.80813E+01   0.00000E+00   0.80813E+01   0.81190E+01   0.82180E+01   0.00000E+00   0.00000E+00   0.11415E+00   0.12160E+01   0.19657E+02  -0.10286E+03  -0.83336E+02   0.24505E-02   0.16277E-04   0.61517E-03       0.17     314.06     0.0000  0.00   0.34136E-02   0.19123E+00     8.1073     8.1160     8.1227     8.1353     8.2180
   2022      5     16   12.00     33960.00   0.10184E+02   0.00000E+00   0.10184E+02   0.10284E+02   0.10365E+02   0.00000E+00   0.00000E+00   0.11415E+00  -0.25408E+01   0.53215E+02  -0.12731E+03  -0.74184E+02   0.52192E-02   0.90642E-04   0.58410E-02       0.17     294.13     0.0000  0.00   0.60761E-01  -0.20441E+01    10.2598    10.2853    10.2965    10.3072    10.3632
   2022      5     17   12.00     33984.00   0.11462E+02   0.00000E+00   0.11462E+02   0.11627E+02   0.11704E+02   0.00000E+00   0.00000E+00   0.11415E+00  -0.48477E+01   0.83496E+02  -0.14959E+03  -0.73802E+02   0.60607E-02   0.19526E-03   0.11557E-01       0.17     285.19     0.0000  0.00   0.28627E-01  -0.36027E+01    11.5958    11.6318    11.6444    11.6549    11.6980
   2022      5     18   12.00     34008.00   0.12636E+02   0.00000E+00   0.12636E+02   0.12765E+02   0.12838E+02   0.00000E+00   0.00000E+00   0.11415E+00  -0.26313E+01   0.78410E+02  -0.14381E+03  -0.74049E+02   0.51755E-02   0.98488E-04   0.53506E-02       0.17     288.43     0.0000  0.00   0.57273E-01  -0.18282E+01    12.7369    12.7680    12.7796    12.7906    12.8337
   2022      5     19   12.00     34032.00   0.14172E+02   0.00000E+00   0.14172E+02   0.14253E+02   0.14316E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.47136E+01   0.49014E+02  -0.12412E+03  -0.67740E+02   0.28760E-02   0.26825E-04   0.13570E-02       0.17     285.31     0.0000  0.00   0.93724E-02   0.14546E+00    14.2344    14.2546    14.2616    14.2705    14.3155
   2022      5     20   12.00     34056.00   0.15084E+02   0.00000E+00   0.15084E+02   0.15263E+02   0.15335E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.20583E+02   0.73400E+02  -0.17274E+03  -0.71834E+02   0.41719E-02   0.58208E-04   0.25579E-02       0.17     281.90     0.0000  0.00  -0.10704E-01   0.13950E+01    15.2279    15.2698    15.2821    15.2933    15.3310
   2022      5     21   12.00     34080.00   0.15221E+02   0.00000E+00   0.15221E+02   0.15520E+02   0.15655E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.33206E+02   0.89802E+02  -0.21177E+03  -0.85578E+02   0.50990E-02   0.90679E-04   0.55010E-02       0.17     302.06     0.0000  0.00   0.58325E-01   0.21752E+01    15.4513    15.5117    15.5708    15.6016    15.6464
   2022      5     22   12.00     34104.00   0.15576E+02   0.00000E+00   0.15576E+02   0.15870E+02   0.16002E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.36493E+02   0.90991E+02  -0.22497E+03  -0.93905E+02   0.45716E-02   0.74757E-04   0.36502E-02       0.17     322.89     0.0000  0.00   0.42990E-02   0.19992E+01    15.8051    15.8639    15.9167    15.9458    15.9937
   2022      5     23   12.00     34128.00   0.15229E+02   0.00000E+00   0.15229E+02   0.15670E+02   0.15926E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.53690E+02   0.11124E+03  -0.25709E+03  -0.90985E+02   0.57733E-02   0.97705E-04   0.80112E-02       0.17     287.69     0.0000  0.00  -0.89222E-01   0.20640E+01    15.5433    15.6306    15.7718    15.8639    15.9138
   2022      5     24   12.00     34152.00   0.13834E+02   0.00000E+00   0.13834E+02   0.14425E+02   0.14985E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.61471E+02   0.11497E+03  -0.25582E+03  -0.84667E+02   0.69924E-02   0.10308E-03   0.15582E-01       0.17     244.22     0.0000  0.00  -0.16534E+00   0.19347E+01    14.1741    14.2650    14.6669    14.9257    14.9738
   2022      5     25   12.00     34176.00   0.13826E+02   0.00000E+00   0.13826E+02   0.13984E+02   0.14082E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.29148E+02   0.58681E+02  -0.16237E+03  -0.83143E+02   0.29360E-02   0.37828E-04   0.22055E-02       0.17     247.95     0.0000  0.00  -0.23511E-01   0.43837E+00    13.9402    13.9752    14.0181    14.0332    14.0781
   2022      5     26   12.00     34200.00   0.14770E+02   0.00000E+00   0.14770E+02   0.14892E+02   0.14960E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.22607E+02   0.58278E+02  -0.15069E+03  -0.78374E+02   0.34521E-02   0.36688E-04   0.84579E-03       0.17     264.25     0.0000  0.00   0.38352E-01   0.31142E+00    14.8647    14.8962    14.9065    14.9171    14.9582
   2022      5     27   12.00     34224.00   0.15799E+02   0.00000E+00   0.15799E+02   0.15940E+02   0.16010E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.19996E+02   0.62534E+02  -0.15051E+03  -0.74423E+02   0.39161E-02   0.52645E-04   0.18113E-02       0.16     266.67     0.0000  0.00   0.59997E-03   0.14367E+01    15.9105    15.9452    15.9561    15.9668    16.0060
   2022      5     28   12.00     34248.00   0.16912E+02   0.00000E+00   0.16912E+02   0.17017E+02   0.17079E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.14833E+02   0.58310E+02  -0.15127E+03  -0.76705E+02   0.29555E-02   0.35144E-04   0.94137E-03       0.16     284.44     0.0000  0.00   0.17860E-01   0.26112E+00    16.9946    17.0195    17.0277    17.0373    17.0762
   2022      5     29   12.00     34272.00   0.17901E+02   0.00000E+00   0.17901E+02   0.18048E+02   0.18130E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.14152E+02   0.80832E+02  -0.18584E+03  -0.86284E+02   0.33131E-02   0.43800E-04   0.14242E-02       0.16     315.31     0.0000  0.00  -0.28576E-02  -0.61592E+00    18.0151    18.0484    18.0670    18.0845    18.1258
   2022      5     30   12.00     34296.00   0.17743E+02   0.00000E+00   0.17743E+02   0.18247E+02   0.18579E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.17094E+02   0.15699E+03  -0.26792E+03  -0.99429E+02   0.67366E-02   0.11660E-03   0.14769E-01       0.16     325.18     0.0000  0.00  -0.15985E+00  -0.16590E+01    18.0905    18.1781    18.3828    18.5125    18.5649
   2022      5     31   12.00     34320.00   0.18075E+02   0.00000E+00   0.18075E+02   0.18328E+02   0.18502E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.12272E+02   0.10428E+03  -0.21549E+03  -0.95793E+02   0.40865E-02   0.55901E-04   0.42564E-02       0.16     318.14     0.0000  0.00  -0.16490E-02  -0.79142E+00    18.2478    18.2981    18.3975    18.4468    18.4941
   2022      6      1   12.00     34344.00   0.17775E+02   0.00000E+00   0.17775E+02   0.18244E+02   0.18583E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.15939E+02   0.13606E+03  -0.24739E+03  -0.96362E+02   0.65551E-02   0.97256E-04   0.12670E-01       0.16     299.31     0.0000  0.00   0.14662E+00  -0.15766E+01    18.0782    18.1619    18.3945    18.5186    18.5718
   2022      6      2   12.00     34368.00   0.18041E+02   0.00000E+00   0.18041E+02   0.18315E+02   0.18483E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.69224E+01   0.10127E+03  -0.19149E+03  -0.87087E+02   0.50170E-02   0.72332E-04   0.41375E-02       0.16     280.26     0.0000  0.00   0.82918E-01  -0.10650E+01    18.2190    18.2735    18.4109    18.4313    18.4769
   2022      6      3   12.00     34392.00   0.18999E+02   0.00000E+00   0.18999E+02   0.19131E+02   0.19198E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.28386E+01   0.81086E+02  -0.15990E+03  -0.81285E+02   0.35757E-02   0.46922E-04   0.11046E-02       0.16     286.93     0.0000  0.00   0.26497E-01  -0.85436E+00    19.1041    19.1355    19.1450    19.1552    19.1942
   2022      6      4   12.00     34416.00   0.19955E+02   0.00000E+00   0.19955E+02   0.20119E+02   0.20190E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.68785E+01   0.95964E+02  -0.18486E+03  -0.83170E+02   0.37477E-02   0.54197E-04   0.13426E-02       0.16     297.81     0.0000  0.00   0.26803E-01  -0.10176E+01    20.0870    20.1244    20.1351    20.1459    20.1845
   2022      6      5   12.00     34440.00   0.19870E+02   0.00000E+00   0.19870E+02   0.20223E+02   0.20357E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.17758E+02   0.13332E+03  -0.24498E+03  -0.89162E+02   0.52809E-02   0.76498E-04   0.53046E-02       0.16     290.58     0.0000  0.00   0.10098E+00  -0.10014E+00    20.1477    20.2201    20.2792    20.3010    20.3471
   2022      6      6   12.00     34464.00   0.18599E+02   0.00000E+00   0.18599E+02   0.19250E+02   0.19651E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.32315E+02   0.16126E+03  -0.30040E+03  -0.10301E+03   0.67754E-02   0.10517E-03   0.14425E-01       0.16     301.45     0.0000  0.00   0.16237E+00   0.15442E+01    19.0460    19.1462    19.4476    19.5840    19.6375
   2022      6      7   12.00     34488.00   0.17657E+02   0.00000E+00   0.17657E+02   0.18180E+02   0.18416E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.44333E+02   0.13839E+03  -0.30180E+03  -0.11846E+03   0.51251E-02   0.93808E-04   0.68027E-02       0.16     318.79     0.0000  0.00   0.18969E-01   0.20835E+01    18.0605    18.1541    18.2758    18.3343    18.3957
   2022      6      8   12.00     34512.00   0.16022E+02   0.00000E+00   0.16022E+02   0.16776E+02   0.17159E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.69472E+02   0.15039E+03  -0.33470E+03  -0.11975E+03   0.61227E-02   0.11244E-03   0.11594E-01       0.16     297.70     0.0000  0.00  -0.84869E-01   0.29762E+01    16.5426    16.6858    16.9982    17.0799    17.1424
   2022      6      9   12.00     34536.00   0.14740E+02   0.00000E+00   0.14740E+02   0.15225E+02   0.15426E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.64048E+02   0.11332E+03  -0.27397E+03  -0.10308E+03   0.47951E-02   0.83009E-04   0.45954E-02       0.16     239.38     0.0000  0.00  -0.24655E-02   0.22335E+01    15.1049    15.2052    15.3228    15.3553    15.4105
   2022      6     10   12.00     34560.00   0.13719E+02   0.00000E+00   0.13719E+02   0.14092E+02   0.14292E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.48764E+02   0.88114E+02  -0.21793E+03  -0.94690E+02   0.45847E-02   0.69001E-04   0.34902E-02       0.16     222.34     0.0000  0.00   0.48256E-01   0.16986E+01    13.9930    14.0636    14.1728    14.2342    14.2838
   2022      6     11   12.00     34584.00   0.14115E+02   0.00000E+00   0.14115E+02   0.14284E+02   0.14369E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.25997E+02   0.69241E+02  -0.17317E+03  -0.94758E+02   0.37878E-02   0.43682E-04   0.12947E-02       0.16     256.75     0.0000  0.00   0.45988E-01   0.73996E+00    14.2468    14.2901    14.3036    14.3170    14.3646
   2022      6     12   12.00     34608.00   0.15359E+02   0.00000E+00   0.15359E+02   0.15439E+02   0.15503E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.12933E+02   0.50905E+02  -0.13604E+03  -0.81175E+02   0.27486E-02   0.26984E-04   0.26735E-03       0.16     253.31     0.0000  0.00   0.27286E-01   0.29259E-01    15.4194    15.4411    15.4494    15.4595    15.5017
   2022      6     13   12.00     34632.00   0.16363E+02   0.00000E+00   0.16363E+02   0.16435E+02   0.16481E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.12474E+02   0.44263E+02  -0.11393E+03  -0.53035E+02   0.25157E-02   0.23336E-04   0.18226E-03       0.16     181.92     0.0000  0.00   0.21838E-01   0.71604E-01    16.4177    16.4369    16.4438    16.4513    16.4804
   2022      6     14   12.00     34656.00   0.16447E+02   0.00000E+00   0.16447E+02   0.16527E+02   0.16571E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.15049E+02   0.43897E+02  -0.10551E+03  -0.45487E+02   0.28439E-02   0.26634E-04   0.30068E-03       0.16     150.65     0.0000  0.00   0.27977E-01   0.26631E+00    16.5080    16.5299    16.5375    16.5446    16.5703
   2022      6     15   12.00     34680.00   0.17049E+02   0.00000E+00   0.17049E+02   0.17126E+02   0.17181E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.14989E+02   0.47195E+02  -0.12181E+03  -0.67298E+02   0.28229E-02   0.27147E-04   0.32155E-03       0.16     226.35     0.0000  0.00   0.25800E-01   0.32767E+00    17.1073    17.1281    17.1356    17.1442    17.1800
   2022      6     16   12.00     34704.00   0.18139E+02   0.00000E+00   0.18139E+02   0.18314E+02   0.18395E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.24246E+02   0.76384E+02  -0.18421E+03  -0.93695E+02   0.37785E-02   0.50365E-04   0.16986E-02       0.16     312.45     0.0000  0.00   0.18258E-01   0.13199E+01    18.2792    18.3205    18.3325    18.3447    18.3890
   2022      6     17   12.00     34728.00   0.18388E+02   0.00000E+00   0.18388E+02   0.18788E+02   0.18966E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.44161E+02   0.11479E+03  -0.24818E+03  -0.92703E+02   0.51517E-02   0.93813E-04   0.64623E-02       0.16     290.02     0.0000  0.00   0.32080E-01   0.25835E+01    18.6897    18.7675    18.8703    18.9044    18.9540
   2022      6     18   12.00     34752.00   0.17043E+02   0.00000E+00   0.17043E+02   0.17522E+02   0.17758E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.51055E+02   0.11091E+03  -0.23024E+03  -0.71083E+02   0.52389E-02   0.95113E-04   0.64275E-02       0.16     186.24     0.0000  0.00   0.49490E-01   0.25252E+01    17.3904    17.4730    17.6433    17.7061    17.7445
   2022      6     19   12.00     34776.00   0.15869E+02   0.00000E+00   0.15869E+02   0.16097E+02   0.16170E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.36761E+02   0.75564E+02  -0.16474E+03  -0.58932E+02   0.39489E-02   0.60290E-04   0.19206E-02       0.16     139.50     0.0000  0.00   0.20213E-01   0.14688E+01    16.0540    16.1054    16.1220    16.1329    16.1637
   2022      6     20   12.00     34800.00   0.15692E+02   0.00000E+00   0.15692E+02   0.15817E+02   0.15877E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.21599E+02   0.55287E+02  -0.12869E+03  -0.64565E+02   0.32714E-02   0.34619E-04   0.74320E-03       0.16     178.33     0.0000  0.00   0.29404E-01   0.56309E+00    15.7890    15.8212    15.8316    15.8409    15.8746
   2022      6     21   12.00     34824.00   0.15875E+02   0.00000E+00   0.15875E+02   0.16104E+02   0.16181E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.27654E+02   0.88350E+02  -0.16351E+03  -0.70191E+02   0.68344E-02   0.23007E-03   0.17371E-01       0.16     199.79     0.0000  0.00   0.17555E+00  -0.74884E+00    16.0639    16.1128    16.1259    16.1365    16.1722
   2022      6     22   12.00     34848.00   0.15497E+02   0.00000E+00   0.15497E+02   0.15796E+02   0.15966E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.29581E+02   0.90020E+02  -0.15364E+03  -0.60176E+02   0.99086E-02   0.53425E-03   0.60023E-01       0.16     164.67     0.0000  0.00   0.35564E+00  -0.19845E+01    15.7087    15.7600    15.8764    15.9269    15.9581
   2022      6     23   12.00     34872.00   0.15177E+02   0.00000E+00   0.15177E+02   0.15385E+02   0.15449E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.30402E+02   0.75124E+02  -0.13427E+03  -0.55463E+02   0.86859E-02   0.48210E-03   0.37464E-01       0.16     147.08     0.0000  0.00   0.28097E+00   0.43810E-01    15.3486    15.3923    15.4060    15.4140    15.4418
   2022      6     24   12.00     34896.00   0.15316E+02   0.00000E+00   0.15316E+02   0.15433E+02   0.15492E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.18434E+02   0.55447E+02  -0.10584E+03  -0.56349E+02   0.47993E-02   0.85505E-04   0.52970E-02       0.16     164.15     0.0000  0.00   0.89891E-01   0.75635E+00    15.4065    15.4379    15.4473    15.4561    15.4896
   2022      6     25   12.00     34920.00   0.16459E+02   0.00000E+00   0.16459E+02   0.16500E+02   0.16550E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.70633E+01   0.40081E+02  -0.89423E+02  -0.61394E+02   0.25323E-02   0.19387E-04   0.16779E-03       0.16     210.22     0.0000  0.00   0.23253E-01   0.32481E-01    16.4875    16.4997    16.5048    16.5125    16.5499
   2022      6     26   12.00     34944.00   0.17677E+02   0.00000E+00   0.17677E+02   0.17797E+02   0.17858E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.10798E+02   0.72871E+02  -0.13400E+03  -0.66654E+02   0.44391E-02   0.57557E-04   0.28218E-02       0.16     233.04     0.0000  0.00   0.69523E-01  -0.68670E+00    17.7711    17.8011    17.8105    17.8200    17.8552
   2022      6     27   12.00     34968.00   0.17889E+02   0.00000E+00   0.17889E+02   0.18114E+02   0.18187E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.20707E+02   0.90979E+02  -0.15801E+03  -0.61696E+02   0.65343E-02   0.15995E-03   0.11727E-01       0.16     201.84     0.0000  0.00   0.14837E+00  -0.12891E+01    18.0757    18.1232    18.1349    18.1449    18.1776
   2022      6     28   12.00     34992.00   0.17627E+02   0.00000E+00   0.17627E+02   0.17816E+02   0.17887E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.24512E+02   0.71704E+02  -0.13383E+03  -0.49052E+02   0.55214E-02   0.10380E-03   0.67980E-02       0.16     153.67     0.0000  0.00   0.10162E+00  -0.12933E+01    17.7770    17.8197    17.8421    17.8519    17.8801
   2022      6     29   12.00     35016.00   0.17618E+02   0.00000E+00   0.17618E+02   0.17692E+02   0.17732E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.16880E+02   0.38178E+02  -0.93014E+02  -0.40529E+02   0.28839E-02   0.30686E-04   0.48277E-03       0.16     134.26     0.0000  0.00   0.26971E-01  -0.26060E+00    17.6748    17.6950    17.7015    17.7078    17.7309
   2022      6     30   12.00     35040.00   0.17661E+02   0.00000E+00   0.17661E+02   0.17743E+02   0.17781E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.15073E+02   0.47919E+02  -0.10699E+03  -0.37819E+02   0.28625E-02   0.31542E-04   0.28544E-03       0.16     122.79     0.0000  0.00   0.25447E-01   0.42442E+00    17.7238    17.7463    17.7535    17.7597    17.7803
   2022      7      1   12.00     35064.00   0.17085E+02   0.00000E+00   0.17085E+02   0.17186E+02   0.17225E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.11990E+02   0.54620E+02  -0.10755E+03  -0.33878E+02   0.32134E-02   0.34755E-04   0.50181E-03       0.16      96.72     0.0000  0.00   0.37150E-01   0.21023E+00    17.1638    17.1910    17.1991    17.2054    17.2240
   2022      7      2   12.00     35088.00   0.16560E+02   0.00000E+00   0.16560E+02   0.16658E+02   0.16700E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.10793E+02   0.49575E+02  -0.97312E+02  -0.38748E+02   0.35208E-02   0.36850E-04   0.72973E-03       0.16     108.47     0.0000  0.00   0.45751E-01  -0.84430E-01    16.6352    16.6620    16.6700    16.6768    16.6989
   2022      7      3   12.00     35112.00   0.16637E+02   0.00000E+00   0.16637E+02   0.16725E+02   0.16770E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.77580E+01   0.50495E+02  -0.98351E+02  -0.46039E+02   0.32851E-02   0.32755E-04   0.56850E-03       0.16     139.45     0.0000  0.00   0.37499E-01  -0.29373E+00    16.7044    16.7288    16.7362    16.7433    16.7694
   2022      7      4   12.00     35136.00   0.17093E+02   0.00000E+00   0.17093E+02   0.17186E+02   0.17240E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.15755E+01   0.55833E+02  -0.10627E+03  -0.59672E+02   0.35516E-02   0.40977E-04   0.11029E-02       0.16     192.26     0.0000  0.00   0.27432E-01  -0.92432E+00    17.1648    17.1893    17.1972    17.2056    17.2388
   2022      7      5   12.00     35160.00   0.18338E+02   0.00000E+00   0.18338E+02   0.18439E+02   0.18500E+02   0.00000E+00   0.00000E+00   0.11415E+00  -0.68623E+01   0.65608E+02  -0.12246E+03  -0.72937E+02   0.42549E-02   0.51268E-04   0.24050E-02       0.16     253.97     0.0000  0.00   0.56472E-01  -0.59849E+00    18.4163    18.4419    18.4500    18.4593    18.4979
   2022      7      6   12.00     35184.00   0.19656E+02   0.00000E+00   0.19656E+02   0.19787E+02   0.19852E+02   0.00000E+00   0.00000E+00   0.11415E+00  -0.54689E+01   0.78580E+02  -0.14855E+03  -0.76496E+02   0.41502E-02   0.62235E-04   0.25362E-02       0.16     274.10     0.0000  0.00   0.30776E-01   0.11395E+01    19.7602    19.7916    19.8008    19.8107    19.8484
   2022      7      7   12.00     35208.00   0.20073E+02   0.00000E+00   0.20073E+02   0.20344E+02   0.20506E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.11474E+01   0.10811E+03  -0.18234E+03  -0.72611E+02   0.53016E-02   0.98688E-04   0.64720E-02       0.16     247.92     0.0000  0.00  -0.27619E-01   0.27112E+01    20.2715    20.3263    20.3886    20.4600    20.4988
   2022      7      8   12.00     35232.00   0.20055E+02   0.00000E+00   0.20055E+02   0.20304E+02   0.20408E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.84396E+01   0.94634E+02  -0.16903E+03  -0.65774E+02   0.49018E-02   0.83506E-04   0.51567E-02       0.16     216.10     0.0000  0.00   0.30690E-01   0.22094E+01    20.2470    20.3018    20.3428    20.3648    20.3999
   2022      7      9   12.00     35256.00   0.19783E+02   0.00000E+00   0.19783E+02   0.20021E+02   0.20114E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.14251E+02   0.90848E+02  -0.16615E+03  -0.57462E+02   0.44020E-02   0.66591E-04   0.32164E-02       0.16     180.01     0.0000  0.00   0.33251E-02   0.16436E+01    19.9701    20.0215    20.0552    20.0756    20.1063
   2022      7     10   12.00     35280.00   0.19199E+02   0.00000E+00   0.19199E+02   0.19322E+02   0.19381E+02   0.00000E+00   0.00000E+00   0.11415E+00   0.13266E+02   0.63542E+02  -0.13199E+03  -0.47763E+02   0.29013E-02   0.37617E-04   0.91610E-03       0.16     140.71     0.0000  0.00  -0.76858E-02   0.61227E+00    19.2898    19.3187    19.3455    19.3533    19.3780
