 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000    0.000  0.0000E+00  999.868  0.1785E-88 -0.4710E-10  0.2873E-13 -0.2125E-13  0.4967-182  0.0000E+00  0.4997E-13  0.1000E-09
   -0.250000    1.356  0.0000E+00  999.942  0.1378E-90  0.1258E-08  0.8032E-13 -0.5946E-13  0.2226-185  0.0000E+00  0.1356E-12  0.1068E-09
   -0.500000    2.293  0.0000E+00  999.972  0.1704E-92  0.1279E-07  0.8730E-12 -0.6462E-12  0.1533-187  0.0000E+00  0.1497E-11  0.1970E-08
   -0.750000    2.829  0.0000E+00  999.981  0.3392E-94  0.3089E-07  0.2388E-11  0.1709E-11  0.3344-190  0.0000E+00  0.6586E-12  0.1302E-03
   -1.000000    3.162  0.0000E+00  999.987  0.1962E-94  0.4422E-07  0.3707E-11  0.3401E-11  0.1194-190  0.0000E+00  0.2877E-12  0.1489E-03
   -1.250000    3.471  0.0000E+00  999.992  0.1042E-96  0.5443E-07  0.5004E-11  0.5334E-11  0.2709-196  0.0000E+00 -0.3325E-12  0.1891E-03
   -1.500000    3.794  0.0000E+00  999.998  0.3949E-99  0.6501E-07  0.6604E-11  0.7171E-11  0.1053-201  0.0000E+00 -0.5628E-12  0.2154E-03
   -1.750000    4.037  0.0000E+00 1000.000  0.2395-102  0.7779E-07  0.9040E-11  0.1079E-10  0.3283-206  0.0000E+00 -0.1781E-11  0.2424E-03
   -2.000000    4.044  0.0000E+00 1000.000  0.6699-104  0.7866E-07  0.9926E-11  0.1303E-10  0.5772-208  0.0000E+00 -0.3142E-11  0.2314E-03
   -2.250000    4.046  0.0000E+00 1000.000  0.2325-104  0.7833E-07  0.1135E-10  0.1353E-10  0.1199-208  0.0000E+00 -0.2224E-11  0.2029E-03
   -2.500000    4.048  0.0000E+00 1000.000  0.4957-105  0.7605E-07  0.1493E-10  0.1413E-10  0.9320-210  0.0000E+00  0.7589E-12  0.1278E-03
