 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.2187E-11  999.868  0.3973-128  0.1219E-13  0.7613E-17 -0.5625E-17  0.3416-263  0.0000E+00  0.2599E-36  0.1000E-09
   -0.250000    0.476  0.4903E-12  999.898  0.2284-128  0.1219E-13  0.7613E-17 -0.5623E-17  0.6580-264  0.0000E+00 -0.7464E-39  0.1000E-09
   -0.500000    0.953  0.4864E-12  999.924  0.1187-128  0.1762E-13  0.7624E-17 -0.5631E-17  0.2958-264  0.0000E+00  0.4631E-17  0.1000E-09
   -0.750000    1.458  0.4746E-12  999.947  0.5500-129  0.4056E-12  0.3649E-16 -0.2701E-16  0.7775-265  0.0000E+00  0.6337E-16  0.1000E-09
   -1.000000    2.018  0.4556E-12  999.968  0.2356-129  0.5513E-11  0.4585E-15 -0.3395E-15  0.1703-265  0.0000E+00  0.7959E-15  0.1000E-09
   -1.250000    2.639  0.4556E-12  999.985  0.9132-130  0.7393E-10  0.5794E-14 -0.4290E-14  0.3263-266  0.0000E+00  0.1005E-13  0.1000E-09
   -1.500000    3.303  0.4556E-12  999.996  0.3011-130  0.8973E-09  0.6634E-13 -0.4911E-13  0.3920-266  0.0000E+00  0.1148E-12  0.1808E-09
   -1.750000    3.933  0.4556E-12 1000.000  0.2295-131  0.8529E-08  0.6071E-12 -0.3081E-12  0.1608-264  0.0000E+00  0.9092E-12  0.6075E-05
   -2.000000    4.006  0.4556E-12 1000.000  0.2935-133  0.1038E-07  0.7632E-12  0.1198E-11  0.6397-267  0.0000E+00 -0.4396E-12  0.5570E-04
   -2.250000    4.008  0.4556E-12 1000.000  0.5117-134  0.1102E-07  0.9218E-12  0.1347E-11  0.2934-268  0.0000E+00 -0.4296E-12  0.4885E-04
   -2.500000    4.011  0.4556E-12 1000.000  0.2385-135  0.1106E-07  0.1337E-11  0.1618E-11  0.1295-270  0.0000E+00 -0.2848E-12  0.2946E-04
