#,Date-Time (AKDT),WaterTemp_degC,Button Down,Button Up,Host Connected,Stopped,End of File
1,07-03-2024 13:03:18,17.24,,,,,
2,07-03-2024 13:08:18,19.77,,,,,
3,07-03-2024 13:13:18,18.19,,,,,
4,07-03-2024 13:18:18,16.81,,,,,
5,07-03-2024 13:23:18,16.34,,,,,
6,07-03-2024 13:28:18,17.29,,,,,
7,07-03-2024 13:33:18,16.47,,,,,
8,07-03-2024 13:38:18,16.08,,,,,
9,07-03-2024 13:43:18,15.96,,,,,
10,07-03-2024 13:48:18,16.90,,,,,
11,07-03-2024 13:53:18,18.53,,,,,
12,07-03-2024 13:58:18,17.93,,,,,
13,07-03-2024 14:03:18,18.66,,,,,
14,07-03-2024 14:08:18,17.89,,,,,
15,07-03-2024 14:13:18,17.72,,,,,
16,07-03-2024 14:18:18,17.41,,,,,
17,07-03-2024 14:23:18,15.74,,,,,
18,07-03-2024 14:28:18,15.53,,,,,
19,07-03-2024 14:33:18,15.48,,,,,
20,07-03-2024 14:38:18,15.44,,,,,
21,07-03-2024 14:43:18,15.44,,,,,
22,07-03-2024 14:48:18,15.40,,,,,
23,07-03-2024 14:53:18,15.40,,,,,
24,07-03-2024 14:58:18,15.44,,,,,
25,07-03-2024 15:03:18,15.44,,,,,
26,07-03-2024 15:08:18,15.44,,,,,
27,07-03-2024 15:13:18,15.44,,,,,
28,07-03-2024 15:18:18,15.40,,,,,
29,07-03-2024 15:23:18,15.40,,,,,
30,07-03-2024 15:28:18,15.44,,,,,
31,07-03-2024 15:33:18,15.40,,,,,
32,07-03-2024 15:38:18,15.40,,,,,
33,07-03-2024 15:43:18,15.40,,,,,
34,07-03-2024 15:48:18,15.44,,,,,
35,07-03-2024 15:53:18,15.40,,,,,
36,07-03-2024 15:58:18,15.40,,,,,
37,07-03-2024 16:03:18,15.44,,,,,
38,07-03-2024 16:08:18,15.44,,,,,
39,07-03-2024 16:13:18,15.40,,,,,
40,07-03-2024 16:18:18,15.40,,,,,
41,07-03-2024 16:23:18,15.40,,,,,
42,07-03-2024 16:28:18,15.36,,,,,
43,07-03-2024 16:33:18,15.40,,,,,
44,07-03-2024 16:38:18,15.40,,,,,
45,07-03-2024 16:43:18,15.40,,,,,
46,07-03-2024 16:48:18,15.44,,,,,
47,07-03-2024 16:53:18,15.48,,,,,
48,07-03-2024 16:58:18,15.48,,,,,
49,07-03-2024 17:03:18,15.40,,,,,
50,07-03-2024 17:08:18,15.44,,,,,
51,07-03-2024 17:13:18,15.44,,,,,
52,07-03-2024 17:18:18,15.40,,,,,
53,07-03-2024 17:23:18,15.36,,,,,
54,07-03-2024 17:28:18,15.36,,,,,
55,07-03-2024 17:33:18,15.40,,,,,
56,07-03-2024 17:38:18,15.44,,,,,
57,07-03-2024 17:43:18,15.40,,,,,
58,07-03-2024 17:48:18,15.44,,,,,
59,07-03-2024 17:53:18,15.44,,,,,
60,07-03-2024 17:58:18,15.44,,,,,
61,07-03-2024 18:03:18,15.53,,,,,
62,07-03-2024 18:08:18,15.48,,,,,
63,07-03-2024 18:13:18,15.44,,,,,
64,07-03-2024 18:18:18,15.48,,,,,
65,07-03-2024 18:23:18,15.48,,,,,
66,07-03-2024 18:28:18,15.44,,,,,
67,07-03-2024 18:33:18,15.44,,,,,
68,07-03-2024 18:38:18,15.44,,,,,
69,07-03-2024 18:43:18,15.48,,,,,
70,07-03-2024 18:48:18,15.44,,,,,
71,07-03-2024 18:53:18,15.44,,,,,
72,07-03-2024 18:58:18,15.48,,,,,
73,07-03-2024 19:03:18,15.48,,,,,
74,07-03-2024 19:08:18,15.48,,,,,
75,07-03-2024 19:13:18,15.48,,,,,
76,07-03-2024 19:18:18,15.48,,,,,
77,07-03-2024 19:23:18,15.48,,,,,
78,07-03-2024 19:28:18,15.53,,,,,
79,07-03-2024 19:33:18,15.48,,,,,
80,07-03-2024 19:38:18,15.44,,,,,
81,07-03-2024 19:43:18,15.44,,,,,
82,07-03-2024 19:48:18,15.40,,,,,
83,07-03-2024 19:53:18,15.44,,,,,
84,07-03-2024 19:58:18,15.40,,,,,
85,07-03-2024 20:03:18,15.44,,,,,
86,07-03-2024 20:08:18,15.40,,,,,
87,07-03-2024 20:13:18,15.40,,,,,
88,07-03-2024 20:18:18,15.40,,,,,
89,07-03-2024 20:23:18,15.36,,,,,
90,07-03-2024 20:28:18,15.36,,,,,
91,07-03-2024 20:33:18,15.31,,,,,
92,07-03-2024 20:38:18,15.36,,,,,
93,07-03-2024 20:43:18,15.36,,,,,
94,07-03-2024 20:48:18,15.40,,,,,
