#,Date-Time (AKDT),WaterTemp_degC,Button Down,Button Up,Host Connected,Stopped,End of File
1,07-04-2024 16:27:54,21.32,,,,,
2,07-04-2024 16:32:54,21.58,,,,,
3,07-04-2024 16:37:54,19.99,,,,,
4,07-04-2024 16:42:54,18.74,,,,,
5,07-04-2024 16:47:54,18.10,,,,,
6,07-04-2024 16:52:54,17.63,,,,,
7,07-04-2024 16:57:54,17.33,,,,,
8,07-04-2024 17:02:54,16.21,,,,,
9,07-04-2024 17:07:54,15.31,,,,,
10,07-04-2024 17:12:54,15.91,,,,,
11,07-04-2024 17:17:54,16.26,,,,,
12,07-04-2024 17:22:54,16.39,,,,,
13,07-04-2024 17:27:54,16.51,,,,,
14,07-04-2024 17:32:54,16.47,,,,,
15,07-04-2024 17:37:54,16.56,,,,,
16,07-04-2024 17:42:54,16.56,,,,,
17,07-04-2024 17:47:54,16.51,,,,,
18,07-04-2024 17:52:54,16.56,,,,,
19,07-04-2024 17:57:54,16.47,,,,,
20,07-04-2024 18:02:54,16.43,,,,,
21,07-04-2024 18:07:54,16.47,,,,,
22,07-04-2024 18:12:54,16.47,,,,,
23,07-04-2024 18:17:54,16.56,,,,,
24,07-04-2024 18:22:54,16.60,,,,,
25,07-04-2024 18:27:54,16.60,,,,,
26,07-04-2024 18:32:54,16.64,,,,,
27,07-04-2024 18:37:54,16.60,,,,,
28,07-04-2024 18:42:54,16.56,,,,,
29,07-04-2024 18:47:54,16.47,,,,,
30,07-04-2024 18:52:54,16.60,,,,,
31,07-04-2024 18:57:54,16.69,,,,,
32,07-04-2024 19:02:54,16.39,,,,,
33,07-04-2024 19:07:54,16.04,,,,,
34,07-04-2024 19:12:54,15.83,,,,,
35,07-04-2024 19:17:54,15.57,,,,,
36,07-04-2024 19:22:54,15.44,,,,,
37,07-04-2024 19:27:54,15.31,,,,,
38,07-04-2024 19:32:54,15.18,,,,,
39,07-04-2024 19:37:54,15.14,,,,,
40,07-04-2024 19:42:54,15.06,,,,,
41,07-04-2024 19:47:54,14.97,,,,,
42,07-04-2024 19:52:54,14.84,,,,,
43,07-04-2024 19:57:54,14.75,,,,,
44,07-04-2024 20:02:54,14.71,,,,,
45,07-04-2024 20:07:54,14.63,,,,,
46,07-04-2024 20:12:54,14.63,,,,,
47,07-04-2024 20:17:54,14.54,,,,,
48,07-04-2024 20:22:54,14.50,,,,,
49,07-04-2024 20:27:54,14.50,,,,,
50,07-04-2024 20:32:54,14.45,,,,,
51,07-04-2024 20:37:54,14.37,,,,,
52,07-04-2024 20:42:54,14.33,,,,,
53,07-04-2024 20:47:54,14.24,,,,,
54,07-04-2024 20:52:54,14.20,,,,,
55,07-04-2024 20:57:54,14.11,,,,,
56,07-04-2024 21:02:54,14.11,,,,,
57,07-04-2024 21:07:54,14.07,,,,,
58,07-04-2024 21:12:54,14.03,,,,,
59,07-04-2024 21:17:54,13.94,,,,,
60,07-04-2024 21:22:54,13.90,,,,,
61,07-04-2024 21:27:54,13.81,,,,,
62,07-04-2024 21:32:54,13.73,,,,,
63,07-04-2024 21:37:54,13.64,,,,,
64,07-04-2024 21:42:54,13.60,,,,,
65,07-04-2024 21:47:54,13.51,,,,,
66,07-04-2024 21:52:54,13.43,,,,,
67,07-04-2024 21:57:54,13.30,,,,,
68,07-04-2024 22:02:54,13.17,,,,,
69,07-04-2024 22:07:54,13.08,,,,,
70,07-04-2024 22:12:54,12.91,,,,,
71,07-04-2024 22:17:54,12.82,,,,,
72,07-04-2024 22:22:54,12.78,,,,,
73,07-04-2024 22:27:54,12.65,,,,,
74,07-04-2024 22:32:54,12.57,,,,,
75,07-04-2024 22:37:54,12.44,,,,,
76,07-04-2024 22:42:54,12.40,,,,,
77,07-04-2024 22:47:54,12.31,,,,,
78,07-04-2024 22:52:54,12.22,,,,,
79,07-04-2024 22:57:54,12.18,,,,,
80,07-04-2024 23:02:54,12.10,,,,,
81,07-04-2024 23:07:54,12.10,,,,,
82,07-04-2024 23:12:54,12.01,,,,,
83,07-04-2024 23:17:54,11.97,,,,,
84,07-04-2024 23:22:54,11.88,,,,,
85,07-04-2024 23:27:54,11.88,,,,,
86,07-04-2024 23:32:54,11.75,,,,,
87,07-04-2024 23:37:54,11.71,,,,,
88,07-04-2024 23:42:54,11.71,,,,,
89,07-04-2024 23:47:54,11.62,,,,,
90,07-04-2024 23:52:54,11.62,,,,,
91,07-04-2024 23:57:54,11.54,,,,,
92,07-05-2024 00:02:54,11.41,,,,,
93,07-05-2024 00:07:54,11.45,,,,,
94,07-05-2024 00:12:54,11.37,,,,,
95,07-05-2024 00:17:54,11.37,,,,,
96,07-05-2024 00:22:54,11.28,,,,,
97,07-05-2024 00:27:54,11.24,,,,,
98,07-05-2024 00:32:54,11.19,,,,,
99,07-05-2024 00:37:54,11.15,,,,,
100,07-05-2024 00:42:54,11.07,,,,,
101,07-05-2024 00:47:54,11.02,,,,,
102,07-05-2024 00:52:54,11.02,,,,,
103,07-05-2024 00:57:54,10.98,,,,,
104,07-05-2024 01:02:54,10.94,,,,,
105,07-05-2024 01:07:54,10.85,,,,,
106,07-05-2024 01:12:54,10.81,,,,,
107,07-05-2024 01:17:54,10.77,,,,,
108,07-05-2024 01:22:54,10.72,,,,,
109,07-05-2024 01:27:54,10.68,,,,,
110,07-05-2024 01:32:54,10.64,,,,,
111,07-05-2024 01:37:54,10.68,,,,,
112,07-05-2024 01:42:54,10.59,,,,,
113,07-05-2024 01:47:54,10.55,,,,,
114,07-05-2024 01:52:54,10.51,,,,,
115,07-05-2024 01:57:54,10.51,,,,,
116,07-05-2024 02:02:54,10.42,,,,,
117,07-05-2024 02:07:54,10.51,,,,,
118,07-05-2024 02:12:54,10.42,,,,,
119,07-05-2024 02:17:54,10.38,,,,,
120,07-05-2024 02:22:54,10.38,,,,,
121,07-05-2024 02:27:54,10.34,,,,,
122,07-05-2024 02:32:54,10.34,,,,,
123,07-05-2024 02:37:54,10.29,,,,,
124,07-05-2024 02:42:54,10.25,,,,,
125,07-05-2024 02:47:54,10.25,,,,,
126,07-05-2024 02:52:54,10.21,,,,,
127,07-05-2024 02:57:54,10.16,,,,,
128,07-05-2024 03:02:54,10.12,,,,,
129,07-05-2024 03:07:54,10.16,,,,,
130,07-05-2024 03:12:54,10.12,,,,,
131,07-05-2024 03:17:54,10.08,,,,,
132,07-05-2024 03:22:54,10.08,,,,,
133,07-05-2024 03:27:54,10.04,,,,,
134,07-05-2024 03:32:54,9.99,,,,,
135,07-05-2024 03:37:54,9.95,,,,,
136,07-05-2024 03:42:54,9.95,,,,,
137,07-05-2024 03:47:54,9.95,,,,,
138,07-05-2024 03:52:54,9.91,,,,,
139,07-05-2024 03:57:54,9.91,,,,,
140,07-05-2024 04:02:54,9.91,,,,,
141,07-05-2024 04:07:54,9.86,,,,,
142,07-05-2024 04:12:54,9.91,,,,,
143,07-05-2024 04:17:54,9.86,,,,,
144,07-05-2024 04:22:54,9.86,,,,,
145,07-05-2024 04:27:54,9.82,,,,,
146,07-05-2024 04:32:54,9.82,,,,,
147,07-05-2024 04:37:54,9.78,,,,,
148,07-05-2024 04:42:54,9.78,,,,,
149,07-05-2024 04:47:54,9.74,,,,,
150,07-05-2024 04:52:54,9.69,,,,,
151,07-05-2024 04:57:54,9.69,,,,,
152,07-05-2024 05:02:54,9.69,,,,,
153,07-05-2024 05:07:54,9.65,,,,,
154,07-05-2024 05:12:54,9.61,,,,,
155,07-05-2024 05:17:54,9.61,,,,,
156,07-05-2024 05:22:54,9.56,,,,,
157,07-05-2024 05:27:54,9.56,,,,,
158,07-05-2024 05:32:54,9.56,,,,,
159,07-05-2024 05:37:54,9.48,,,,,
160,07-05-2024 05:42:54,9.48,,,,,
161,07-05-2024 05:47:54,9.44,,,,,
162,07-05-2024 05:52:54,9.39,,,,,
163,07-05-2024 05:57:54,9.44,,,,,
164,07-05-2024 06:02:54,9.35,,,,,
165,07-05-2024 06:07:54,9.35,,,,,
166,07-05-2024 06:12:54,9.35,,,,,
167,07-05-2024 06:17:54,9.31,,,,,
168,07-05-2024 06:22:54,9.35,,,,,
169,07-05-2024 06:27:54,9.31,,,,,
170,07-05-2024 06:32:54,9.26,,,,,
171,07-05-2024 06:37:54,9.22,,,,,
172,07-05-2024 06:42:54,9.22,,,,,
173,07-05-2024 06:47:54,9.26,,,,,
174,07-05-2024 06:52:54,9.26,,,,,
175,07-05-2024 06:57:54,9.26,,,,,
176,07-05-2024 07:02:54,9.26,,,,,
177,07-05-2024 07:07:54,9.22,,,,,
178,07-05-2024 07:12:54,9.26,,,,,
179,07-05-2024 07:17:54,9.26,,,,,
180,07-05-2024 07:22:54,9.26,,,,,
181,07-05-2024 07:27:54,9.26,,,,,
182,07-05-2024 07:32:54,9.31,,,,,
183,07-05-2024 07:37:54,9.26,,,,,
184,07-05-2024 07:42:54,9.35,,,,,
185,07-05-2024 07:47:54,9.35,,,,,
186,07-05-2024 07:52:54,9.35,,,,,
187,07-05-2024 07:57:54,9.44,,,,,
188,07-05-2024 08:02:54,9.48,,,,,
189,07-05-2024 08:07:54,9.52,,,,,
190,07-05-2024 08:12:54,9.61,,,,,
191,07-05-2024 08:17:54,9.69,,,,,
192,07-05-2024 08:22:54,9.86,,,,,
193,07-05-2024 08:27:54,9.78,,,,,
194,07-05-2024 08:32:54,9.99,,,,,
195,07-05-2024 08:37:54,10.08,,,,,
196,07-05-2024 08:42:54,10.29,,,,,
197,07-05-2024 08:47:54,10.29,,,,,
198,07-05-2024 08:52:54,10.25,,,,,
199,07-05-2024 08:57:54,10.38,,,,,
200,07-05-2024 09:02:54,10.42,,,,,
201,07-05-2024 09:07:54,10.25,,,,,
202,07-05-2024 09:12:54,9.99,,,,,
203,07-05-2024 09:17:54,10.08,,,,,
204,07-05-2024 09:22:54,10.21,,,,,
205,07-05-2024 09:27:54,10.29,,,,,
206,07-05-2024 09:32:54,10.64,,,,,
207,07-05-2024 09:37:54,10.89,,,,,
208,07-05-2024 09:42:54,10.98,,,,,
209,07-05-2024 09:47:54,10.68,,,,,
210,07-05-2024 09:52:54,10.98,,,,,
211,07-05-2024 09:57:54,11.58,,,,,
212,07-05-2024 10:02:54,11.92,,,,,
213,07-05-2024 10:07:54,12.31,,,,,
214,07-05-2024 10:12:54,12.48,,,,,
215,07-05-2024 10:17:54,12.48,,,,,
216,07-05-2024 10:22:54,12.48,,,,,
217,07-05-2024 10:27:54,12.48,,,,,
218,07-05-2024 10:32:54,12.70,,,,,
