Year,Month,Day,Uspeed,Vspeed,Temp,Hum,Pres,SWdown,LWdown,Precip
2023,4,24,-1.9658027648925784,-6.483239324887594,267.029429880778,0.0017315451432038831,101346.76402994792,254.34820254629633,202.55612962962965,1.1625320247524676e-09
2023,4,25,-5.015536117553712,-1.8640691598256431,266.95171101888025,0.0018519952218518576,100022.13889973958,189.46457118055554,249.69045138888893,1.506410496590307e-09
2023,4,26,-4.633678690592449,-1.960805892944336,272.1912138621013,0.0031239192876889466,99677.0695638021,241.07921354166672,245.16727372685185,5.594704783073179e-10
2023,4,27,-1.610498046875,-2.0359427849451706,271.96116218566897,0.003083557036187429,99682.21188151043,249.36037557870372,240.20303356481483,7.423494632045429e-09
2023,4,28,-2.4655974070231124,5.015118209520976,272.7388877868653,0.0033354627263105317,100037.25618489584,190.74820891203706,282.4373674768519,1.0942613394367601e-08
2023,4,29,-4.782187652587891,3.626360177993775,273.380263264974,0.0034297380877943997,100491.45862630208,211.8872771990741,271.9943871527778,2.983071047318981e-08
2023,4,30,-5.816737492879232,-0.3863856871922811,273.596049118042,0.0033443240049662714,100162.2014322917,227.15017303240745,251.69233043981487,1.2615842188865744e-09
2023,5,1,-5.715329360961914,-0.2697062174479167,273.8063228607178,0.0035918853462598038,98968.05234375,221.17637384259262,267.8231116898148,3.652894981856135e-08
2023,5,2,1.8157295227050785,0.9130736986796062,272.6945086161296,0.0034322338729395334,99092.5234700521,194.530078125,283.143974537037,9.640344176604971e-09
2023,5,3,1.7666702270507817,3.589868927001953,271.56060345967614,0.002878967299382541,99626.976953125,203.6936822916667,278.0641180555556,1.3396626821269675e-08
2023,5,4,0.8763795455296836,-1.2348034779230754,271.45380338033044,0.0027446438282967825,100415.09723307291,248.00155844907405,254.53371759259264,1.67528977956799e-09
2023,5,5,2.4538237253824877,-3.097988875706991,272.32642415364586,0.0030105006419746724,101142.92369791667,231.8725677083334,269.56337673611114,2.5222256183539046e-09
2023,5,6,3.3534542083740235,-4.181979497273764,270.359475962321,0.0024766179371535735,101579.12682291667,216.10522453703703,272.52489641203704,1.3153508511934523e-09
2023,5,7,0.1500008900960286,-2.249084536234538,271.79121958414714,0.002683291214808452,101757.91009114584,231.0269976851852,269.4196354166667,2.83009959023417e-10
2023,5,8,-5.488291676839193,-1.655246051152547,276.178376642863,0.0035933618372561817,100511.0834309896,264.25075,247.19883449074075,9.934107404997984e-12
2023,5,9,-6.329355621337892,-3.1893024444580087,277.77773933410646,0.0036140390229392376,100111.1072591146,203.8963240740741,285.48330150462965,6.381012955482114e-09
2023,5,10,-2.3606325785319013,-4.023716592788697,279.2884830474854,0.003912292626685366,100307.69583333332,223.52275115740744,281.08508449074077,3.680780839232512e-09
2023,5,11,1.1343523661295574,-6.513876120249432,278.6067267100017,0.003570585466534732,100575.50777994792,283.74778935185185,257.28089351851855,5.0360394044235835e-12
2023,5,12,1.2872172037760417,-3.853742011388143,277.4329317728679,0.0029566293710132415,101266.24964192708,301.7475891203704,235.83013831018516,2.987130871874628e-11
2023,5,13,-0.9565649668375652,1.7140392859776814,279.0022778828939,0.003595019603454541,100904.85611979166,211.2796087962963,270.87953935185186,9.865120284455084e-12
2023,5,14,-1.4605772654215496,9.213534061113991,277.39922790527345,0.004353201668579298,100651.39443359376,82.04541666666668,321.7866481481481,1.0865365793169561e-07
2023,5,15,-2.2955496470133463,1.2274506886800132,276.06702626546223,0.004372519486746578,100913.07978515624,57.481500000000004,323.3474265046296,9.011600114713774e-08
2023,5,16,-4.275554784138998,2.28002089659373,277.3060618082683,0.004506085668874525,100380.18069661458,86.00346527777779,315.7410636574074,1.5811850230628355e-07
2023,5,17,-0.3232130686442058,5.8449045817057295,274.6931340535482,0.003471851368075726,101246.37001953128,113.45195717592593,307.3209403935186,1.7939851169309028e-08
2023,5,18,-0.9547912597656252,1.2129779100418092,276.38641179402674,0.0035348452771754328,101984.04700520833,148.5133263888889,300.39727025462963,5.719320917571035e-09
2023,5,19,-1.416005071004232,-4.884647083282471,280.8565561930339,0.003786443673595668,101166.37744140624,201.24950694444448,289.44260879629627,2.5533760587374364e-10
2023,5,20,-3.0769474029541017,0.6202042897542319,285.2437669118246,0.00576461010646839,101001.49016927084,256.92395833333336,316.02900520833333,7.928202480629639e-09
2023,5,21,-4.388455708821614,0.0357579549153645,282.3013028462728,0.004376580549448663,101678.7265950521,235.18578703703704,275.2374357638889,0.0
2023,5,22,-4.105844370524088,1.2972869714101158,281.44753595987964,0.004314454792530044,101578.98232421876,207.82792129629632,287.0803952546296,9.80226495469924e-09
2023,5,23,-3.2479783376057942,0.1693132797876994,280.1630297342937,0.004981487681868117,101116.51982421876,143.44271527777778,312.54153356481487,3.2497056828354165e-08
2023,5,24,-1.3517406463623047,-0.6260897318522135,280.9692312876384,0.005363616980521811,100959.3392578125,111.57851388888888,328.76648437500006,1.3548259112322918e-08
2023,5,25,-0.2766178131103516,0.0723802169164021,281.54171524047854,0.005242381199463493,100582.17705078125,143.83043055555555,330.42961631944445,5.5623327002481176e-09
2023,5,26,-2.543127616246541,2.7234328428904218,282.24435831705733,0.004762459580196431,99369.16914062502,217.0088391203704,307.978353587963,1.3361167574208332e-08
2023,5,27,-3.731926091512044,3.360952536265055,279.8873635609945,0.005073222500343369,98922.63222656252,133.93994212962966,323.9550497685186,5.3876484915401616e-08
2023,5,28,1.659233856201172,1.53827387491862,279.14733708699544,0.0043390309333206254,99545.27740885418,158.25701967592596,298.5903269675926,8.621389437287783e-09
2023,5,29,5.078869120279949,-0.5509045044581096,279.4078998565674,0.004664427123995205,100230.06686197915,153.43340509259258,320.6535850694445,1.290416413987037e-08
2023,5,30,2.5285709937413534,0.8859468301137291,276.8614924112956,0.004130430813823315,100301.10250651042,132.17744791666667,317.6419114583334,6.75624684871169e-08
2023,5,31,2.771614837646485,-3.723813525835674,277.539549001058,0.003688373574979861,101283.61533203127,224.0735,273.9405989583334,2.07308524598678e-09
2023,6,1,5.3014710744222,1.268951423962911,279.4715994517009,0.004458082034930759,101258.6609375,175.09794791666673,313.4267824074075,7.71696903495639e-09
2023,6,2,2.67331292629242,1.6296431620915732,277.06342379252123,0.00406566136335736,101018.56191406252,126.53486458333339,312.1212916666667,6.463910511569196e-09
2023,6,3,-0.018011983235677,3.581465737024943,280.7690584818522,0.004448141351732473,100582.12180989583,186.61321412037037,301.00999189814814,3.4075049268346064e-08
2023,6,4,-1.285461743672689,2.5343373139699303,281.2352383931478,0.0054924847834456406,101211.99596354167,121.05062962962964,329.2736215277778,2.063056712697338e-08
2023,6,5,-3.6699484507242848,1.1881397485733034,283.22382647196457,0.00581348874841231,101105.12591145837,168.94215740740742,328.15431423611113,1.1318134729152605e-08
2023,6,6,-6.140627924601238,2.6782789866129564,284.0781471252442,0.0057705258641394565,100331.01201171876,186.34143171296296,324.69649421296305,1.9440943864202547e-08
2023,6,7,-2.7566295623779298,1.0668607076009116,284.49310900370284,0.0059401539641654195,100416.4621419271,202.22240393518518,322.31059722222227,6.676763639877369e-09
2023,6,8,-2.9209477742513026,-0.3530344645182292,285.9167919158936,0.00643465929880456,100041.39169921876,239.76900462962962,311.9409953703704,9.139779850484173e-09
2023,6,9,-2.969953536987305,1.8462002913157145,286.4068890889486,0.006892304190668191,99812.15286458336,215.05717361111112,318.5207413194444,1.4106497271231483e-08
2023,6,10,-2.212118403116862,1.4781349579493206,284.10453936258955,0.006305911500213854,100366.80465494792,242.83553124999997,305.75500115740743,5.650029200199653e-08
2023,6,11,-5.058129088083904,-1.9748878002166748,284.3832002003988,0.005614933259463924,99851.81946614584,204.15008217592595,317.4404288194445,3.767617184806713e-08
2023,6,12,-4.623660405476889,2.514411489168803,282.91817334493004,0.0054559274669407085,99478.14921875,122.52635416666669,324.30407812500005,1.7064282912012733e-08
2023,6,13,2.2118288675944013,3.40147082010905,281.1087560017904,0.0057302252826403445,100861.91184895832,129.87329745370374,330.2351047453704,4.100085645686227e-08
2023,6,14,1.415872955322266,5.522767305374146,280.2884624481202,0.004680504515385124,101325.40488281252,186.41978125,304.5581377314815,7.363243002055665e-09
2023,6,15,-1.3199531555175783,2.4667098045349123,281.7239240010579,0.004810602752692529,100432.85559895835,201.86025925925924,309.4315740740741,1.370095153853125e-08
2023,6,16,2.3887073516845705,-3.398667518297832,284.763838450114,0.005591042156902675,100078.533203125,250.73882754629633,309.0345434027778,5.50592762046428e-09
2023,6,17,4.029906845092774,-1.823029510180156,282.95432256062827,0.004755497323037049,101448.84677734376,311.80077199074077,276.04228240740747,1.0270911866848986e-08
2023,6,18,3.070121510823568,4.248394346237183,283.2262966156006,0.0044068065035394385,102296.14895833332,329.93511226851854,288.1629502314815,0.0
2023,6,19,-0.0730576833089192,-1.5439781665802004,285.7980965932211,0.005366918594202609,101892.13964843751,214.49222453703706,320.5323738425927,1.996824586832965e-09
2023,6,20,-0.9008006890614828,-2.3904036601384484,285.53959185282395,0.00692102010979617,101421.29059244791,209.49650462962964,316.8635399305556,3.156153639699306e-08
2023,6,21,0.5887674967447917,-2.728892811139425,287.9469370524088,0.006850981359393842,101226.58092447916,219.08137847222224,337.13332638888886,4.078847824105112e-11
2023,6,22,0.0491051991780599,1.3514785448710125,287.55909169514973,0.00751471309334895,100849.89749348958,122.90237499999999,365.1909386574075,1.2726155236121529e-08
2023,6,23,-1.482061258951823,2.3912236690521245,288.0308221181234,0.008844597013473827,100454.11943359376,129.92309143518517,368.02525231481485,4.4846565220787034e-08
2023,6,24,-1.4860499064127606,2.8599937915802007,285.2100564320882,0.007408526002675152,100176.80992838542,102.78790740740742,353.1449583333334,3.4186394056418984e-08
2023,6,25,-3.6467342376708975,-0.2527657826741536,286.2851665496826,0.007741677059564235,99499.75221354168,131.2779363425926,346.8440324074075,7.684609344606828e-08
2023,6,26,-2.9291407267252607,4.333264541625977,283.79460550944015,0.006386837418447904,99977.07151692708,150.0795416666667,336.6097800925926,2.3598427100225694e-08
2023,6,27,-3.795775731404623,1.50508185227712,284.2862353006999,0.006381970392547581,100120.37604166668,175.0937349537037,331.3556053240741,1.4392999690657405e-08
2023,6,28,-3.515293502807617,0.1292442401250203,284.9439769744873,0.006327800202307234,99980.35208333336,192.12546875,326.2443240740741,1.8358924771015047e-08
2023,6,29,0.5352457602818808,0.9388785044352216,284.95406659444177,0.006464901446212971,100167.26676432292,254.837255787037,304.3631481481482,1.1063486992642143e-08
2023,6,30,1.30775420665741,0.4095769008000692,287.315607325236,0.006709577196376964,100759.24820963544,279.70762037037036,324.33424537037035,4.7414310653824436e-09
2023,7,1,-1.0013987223307292,-0.8398097117741905,288.32557322184243,0.00689537609184772,101414.83746744791,258.5368935185185,327.30992592592594,1.7867010543087608e-09
2023,7,2,-4.283397674560547,0.3226720174153646,288.66789919535324,0.006655134881726979,101064.20113932292,205.60312268518518,330.26417245370374,8.799058074752491e-10
2023,7,3,-2.278373718261719,1.875762462615967,285.57152252197267,0.006977730735846006,100843.36484375002,124.6184988425926,341.28834490740746,5.6287260828915505e-08
2023,7,4,-1.4482144673665367,2.5845666567484544,284.5712526957194,0.006463159121260153,101008.68248697916,200.0746932870371,312.8614560185186,3.6854538375499995e-08
2023,7,5,-3.955075454711914,1.570820744832357,284.13929481506347,0.007060608112002948,100811.66438802084,64.42350925925926,352.2025173611111,9.610174068494329e-08
2023,7,6,-1.908590070406596,2.0236924489339194,286.1838123321533,0.007839677052760867,100765.56601562502,105.41676388888891,360.325775462963,2.110219577757639e-08
2023,7,7,0.8460502942403159,3.251187515258789,284.7095928192139,0.00641530166816545,100761.70006510416,172.08414814814816,335.59138773148146,1.5586558555758103e-08
2023,7,8,-1.8728599548339844,5.250137201944988,283.41869481404626,0.006275305334186225,100473.97203776042,102.95447858796298,341.747681712963,9.31124139929919e-08
2023,7,9,-2.1277750651041667,6.535008239746095,283.0314400990804,0.00708416201301181,99901.8156575521,21.61825752314815,355.51837037037046,1.9610689997856713e-07
2023,7,10,0.67093505859375,4.171822222073874,283.04197184244794,0.006720859897276859,100072.5,52.505133101851854,352.14032118055553,1.606961611389352e-08
2023,7,11,2.4371709187825528,-0.2503654479980469,284.1285566965739,0.006528548517198887,101056.2256184896,131.99580266203702,346.8354982638889,5.5630304833469085e-09
2023,7,12,2.848929341634115,-1.459059230486552,284.4260782877604,0.006538152746432087,102361.33154296876,150.1565740740741,339.7368171296297,1.6066395860792472e-09
2023,7,13,0.854608408610026,3.2816978772481287,283.48550224304205,0.006538063380039668,102183.20266927085,85.5708263888889,349.6264189814815,1.2351273249348725e-07
2023,7,14,4.491044108072917,1.888906884193421,283.28469187418625,0.006425908106188254,101750.19654947917,111.66016666666667,352.93177199074074,2.1132054151736433e-09
2023,7,15,1.9095560709635415,-0.6666455030441285,283.60892473856615,0.006694847940817114,101305.40807291667,90.59037268518522,349.40864004629634,3.0959848555976854e-08
2023,7,16,3.2055191040039066,-3.0619746605555216,283.8799345652263,0.006545615382265118,100948.52073567708,100.59778645833333,350.6906701388889,1.2154794401592593e-08
2023,7,17,3.6520867665608727,-3.016777793566386,285.42960713704434,0.007356623956436281,101120.83766276044,232.84028819444444,320.5000451388889,2.6891615964943285e-08
2023,7,18,2.991201655069988,-0.5092596133550009,286.3015790303548,0.007702222895478968,101756.30244140624,254.7716001157408,325.97561574074075,2.4891771672670346e-11
2023,7,19,2.542875544230143,1.131832242012024,287.6032658894857,0.008503923000489634,102010.66865234375,173.0785046296297,364.83031134259255,4.781934133870049e-09
2023,7,20,2.8806278228759767,2.3580294847488408,285.65801760355635,0.008263349383493936,101731.40084635418,47.855260416666674,372.51490162037044,1.0218672775916088e-07
2023,7,21,1.125514014561971,3.3266253948211677,285.24465510050453,0.00810469302787553,101098.84462890626,57.81451099537037,368.4462488425926,1.760178969845949e-08
2023,7,22,-2.72701899210612,4.065144936243693,286.4188471476237,0.008553824179157945,100821.12548828124,42.37131712962963,372.51452083333345,2.19525062233669e-08
2023,7,23,-2.9078240712483727,4.886667736371359,285.9573055267334,0.007493378217522828,100765.60527343753,58.94566203703705,365.4769918981482,6.667764305384838e-08
2023,7,24,-1.71453603108724,1.3956925789515178,285.4690204620362,0.0077007599891146285,100839.63824869791,52.41648090277779,360.8213287037037,1.8624532795321757e-08
2023,7,25,-1.5171449025472008,5.0308845996856695,285.8843268076579,0.007847252750481001,101104.06510416669,49.818076967592596,365.35428009259266,4.752641305887866e-09
2023,7,26,-2.05987434387207,4.357429051399231,286.7520915985108,0.008425299683473428,101333.87457682291,55.16303877314816,369.34837847222235,4.5992167902081026e-08
2023,7,27,-1.7799863497416182,4.519674722353617,286.0725186665853,0.008488516790503487,101302.4650716146,44.15766435185186,370.34403587962964,7.390352483423148e-08
2023,7,28,0.6738098144531252,1.3380913893381756,285.412849299113,0.007919261581045613,101366.48102213544,53.91419155092593,362.54190393518525,4.8142189539416666e-08
2023,7,29,3.704955291748047,0.6090474208196005,284.63400548299154,0.007213843422464014,101653.68098958331,79.57441261574075,354.77470833333336,1.645437683798148e-08
2023,7,30,0.846815872192383,1.46510701974233,285.68553759257,0.006946003314439365,102227.76324869791,154.39173495370372,348.46827893518525,1.308710866228298e-09
