 1 - depth, m
 2 - temperature, C
 3 - salinity, kg/kg
 4 - density, kg/m**3
 5 - absolute value of velocity, m/s
 6 - turbulent kinetic energy, m**2/s**2
 7 - disspation rate, m**2/s**3
 8 - TKE production by buoyancy, m**2/s**3
 9 - TKE production by shear   , m**2/s**3
 10 - TKE production by seiches (Goudsmit paramaterization)  , m**2/s**3
 11 - TKE turbulent transport  , m**2/s**3
 12 - kinematic heat conductance, m**2/s
   -0.000000   -0.000  0.3326E-09  999.868  0.4230E-75 -0.3161E-08  0.1815E-11 -0.1331E-11  0.3951-153  0.0000E+00  0.3153E-11  0.4041E-09
   -0.250000    0.568  0.8604E-10  999.903  0.2516E-77  0.4737E-07  0.1078E-11 -0.7976E-12  0.3954-156  0.0000E+00  0.1518E-11  0.2973E-05
   -0.500000    0.896  0.8553E-10  999.921  0.5212E-78  0.6939E-07  0.1275E-11  0.3679E-11  0.2516-159  0.0000E+00 -0.2720E-11  0.1093E-02
   -0.750000    1.107  0.8553E-10  999.932  0.5203E-78  0.6967E-07  0.1277E-11  0.3894E-11  0.1284-159  0.0000E+00 -0.2933E-11  0.1181E-02
   -1.000000    1.304  0.8552E-10  999.941  0.5195E-78  0.6919E-07  0.1272E-11 -0.1486E-12  0.1947-159  0.0000E+00  0.1107E-11  0.7868E-03
   -1.250000    1.550  0.8504E-10  999.951  0.6271E-79  0.3805E-07  0.7335E-12 -0.5430E-12  0.4152-159  0.0000E+00  0.1101E-11  0.3542E-08
   -1.500000    1.896  0.8340E-10  999.963  0.5472E-81  0.1170E-07  0.2453E-12 -0.1816E-12  0.1972-164  0.0000E+00  0.3826E-12  0.3899E-09
   -1.750000    2.415  0.8177E-10  999.979  0.2928E-83  0.2634E-08  0.8952E-13 -0.6628E-13  0.6943-170  0.0000E+00  0.1471E-12  0.1387E-09
   -2.000000    3.098  0.8124E-10  999.993  0.8313E-86  0.2057E-08  0.4462E-12 -0.3301E-12  0.7726-175  0.0000E+00  0.7716E-12  0.9316E-09
   -2.250000    3.683  0.8121E-10  999.999  0.1030E-89  0.5948E-08  0.1552E-11  0.2289E-11  0.2814-179  0.0000E+00 -0.7550E-12  0.8608E-05
   -2.500000    4.015  0.8121E-10 1000.000  0.5036E-91  0.9646E-08  0.3143E-11  0.4320E-11  0.1054-181  0.0000E+00 -0.1197E-11  0.1066E-04
   -2.750000    4.114  0.8121E-10 1000.000  0.3077E-92  0.7167E-08  0.1757E-10  0.1354E-10  0.1822-186  0.0000E+00  0.4025E-11  0.7850E-06
